"Gene" "BF" "LoF.BF" "nonLoF.BF"
"285" "ORC1" 1.09643003755082 0.93146952422216 1.17709705904379
"286" "FAM159A" 0.832112419646129 0.927853882411963 0.896814073227831
"287" "COA7" 1.01843243098811 1.10862718282991 0.918642846541466
"288" "ZYG11B" 0.889446896558058 0.93146952422216 0.954885665530288
"289" "ECHDC2" 0.905491323244623 0.947422353921987 0.95574198718894
"290" "C1orf123" 0.929277829010195 1.04137684613682 0.892354993735003
"291" "YIPF1" 1.16014611159317 1.10862718282991 1.04647092328347
"292" "HSPB11" 1.26723272455783 1.20361106644113 1.05285898401119
"293" "LRRC42" 1.04425776299619 1.01364329922044 1.03020240334968
"294" "LDLRAD1" 1.31157574900678 1.01364329922044 1.29392237882446
"295" "TMEM59" 0.902248569992698 0.947086336479694 0.952657149871195
"296" "CYB5RL" 1.00424656647452 0.978875949040337 1.02591811297342
"297" "MRPL37" 0.780624471476261 0.994408127620084 0.785014170534314
"298" "ACOT11" 1.30306832644427 1.14312417830709 1.13991843683514
"299" "FAM151A" 0.899478742959724 0.947086336479694 0.949732572748408
"300" "MROH7" 0.905760622142962 1.05291366352133 0.860242063070741
"301" "PARS2" 0.892306730195825 0.997200144213831 0.894812074961441
"302" "TTC22" 1.03678898992221 0.93146952422216 1.11306807465118
"303" "C1orf177" 1.03727886380277 1.03725759461586 1.00002050521203
"304" "DHCR24" 0.99593803949966 0.911762998255009 1.09232118588466
"305" "BSND" 0.799081205829019 0.947086336479694 0.843725830529022
"306" "PCSK9" 1.29086277432961 1.05291366352133 1.22599109409645
"307" "PRKAA2" 0.952442986504257 0.997200144213831 0.955117176858354
"308" "C1orf168" 0.940329981205858 0.994408127620084 0.945617755012067
"309" "C8A" 1.32707999633986 1.01364329922044 1.30921794418261
"310" "C8B" 0.826981017548185 0.693371481070568 1.19269545997381
"311" "FGGY" 1.27468745075606 1.21317231761894 1.05070601450737
"312" "CYP2J2" 1.4107122802713 0.987108621711925 1.42913581063118
"313" "C1orf87" 1.03239653301038 1.00275517395565 1.02955991634309
"314" "INADL" 1.0681172614535 1.82195685774458 0.58624728511724
"315" "KANK4" 0.857662801277263 0.933741655407056 0.918522587388878
"316" "DOCK7" 0.849001422812059 1.05291366352133 0.806335269667493
"317" "ANGPTL3" 0.944744280925938 0.997200144213831 0.947396855493591
"318" "ATG4C" 0.789346627178241 0.906576909424302 0.870689093195078
"319" "ALG6" 1.09809308891662 1.05291366352133 1.04290895536885
"320" "EFCAB7" 1.66396314918671 1.22856550697302 1.35439513785996
"321" "UBE2U" 0.827736450954533 0.947086336479694 0.873982042683899
"322" "CACHD1" 0.983029248582526 0.997200144213831 0.985789316504284
"323" "RAVER2" 1.04144431172846 0.863518277755078 1.20604779140975
"324" "JAK1" 0.695374426993115 0.947086336479694 0.73422495944542
"325" "INSL5" 1.26925544746351 1.05291366352133 1.2054696329219
"326" "WDR78" 1.30398744016813 0.994408127620084 1.31132017523726
"327" "C1orf141" 0.877083885906642 0.997200144213831 0.879546489233728
"328" "IL23R" 1.25939524059413 0.947086336479694 1.32975758606684
"329" "IL12RB2" 0.439654451947955 0.911762998255009 0.482202560083481
"330" "DIRAS3" 1.07420062961276 1.10862718282991 0.968946681309698
"331" "WLS" 0.85694956222112 1.05291366352133 0.813883979200313
"332" "RPE65" 0.60981654229544 0.884333963637953 0.689577204280146
"333" "DEPDC1" 0.997331379297042 1.10862718282991 0.899609349963103
"334" "CTH" 2.87542964221285 2.30077730147282 1.24976443412067
"335" "PTGER3" 0.873355200439194 0.875103819635627 0.998001815147875
"336" "LRRIQ3" 1.07426937001663 0.980756989207225 1.09534714698796
"337" "FPGT" 1.81852916007581 0.928861543885126 1.95780433806043
"338" "FPGT-TNNI3K" 1.29986193308092 1.34777793666464 0.964448146626959
"339" "ERICH3" 0.99822775685593 1.19352953381378 0.836366196709196
"340" "CRYZ" 0.783358348593126 0.9444346313205 0.829446869708538
"341" "LHX8" 0.969019793986072 0.947086336479694 1.02315887861703
"342" "ACADM" 1.03592985431582 0.997200144213831 1.03883845216702
"343" "RABGGTB" 0.916913358941119 0.911762998255009 1.00564879326751
"344" "MSH4" 0.925229704896848 1.05291366352133 0.87873273654987
"345" "ASB17" 0.685483043429448 0.911762998255009 0.751821520221122
"346" "ST6GALNAC3" 1.72504752393821 0.9444346313205 1.82653988611818
"347" "PIGK" 1.12773705208898 1.10862718282991 1.01723741719042
"348" "AK5" 0.859327616063149 0.947086336479694 0.907338204516028
"349" "USP33" 1.1150300271162 0.947086336479694 1.17732669574851
"350" "FAM73A" 0.758291227303612 0.997200144213831 0.760420294464991
"351" "PTGFR" 0.918372829419074 0.896972528746529 1.02385836799534
"352" "IFI44L" 0.743696908088428 0.972876446961684 0.764430992662029
"353" "IFI44" 0.859366008650618 0.863518277755078 0.995191451980316
"354" "TTLL7" 0.802061170417872 1.10862718282991 0.723472401579141
"355" "PRKACB" 0.99490002231026 0.947086336479694 1.05048503392868
"356" "DNASE2B" 1.05088715019694 1.14312417830709 0.919311453768086
"357" "RPF1" 1.16185298861081 1.05291366352133 1.10346463234711
"358" "CTBS" 0.893025800806648 1.02649707179885 0.869974036303581
"359" "MCOLN2" 1.78945799243796 1.51045463772278 1.18471481880172
"360" "WDR63" 1.06976382476645 0.947086336479694 1.12953147306796
"361" "SYDE2" 0.76164434451346 0.936363337716117 0.813406840950422
"362" "DDAH1" 1.38561959661159 1.10862718282991 1.2498517247923
"363" "COL24A1" 0.74433837430529 1.09034853444738 0.682660957289719
"364" "ODF2L" 0.866722536469035 0.89276563972294 0.970828734781966
"365" "CLCA2" 0.521467206466285 0.833163287874046 0.625888363128547
"366" "CLCA1" 0.904476794461504 1.22905423050938 0.735912844209195
"367" "CLCA4" 1.10020589535351 0.915465688433529 1.20179915998391
"368" "CCBL2" 0.954633674643532 0.911762998255009 1.04701953958493
"369" "RBMXL1" 1.18158803275367 1.10862718282991 1.06581188974414
"370" "GBP3" 1.29639363986626 0.877249009746939 1.47779436107911
"371" "GBP1" 2.12503081338818 1.49730553906156 1.41923659396869
"372" "GBP2" 1.07828105528701 1.04996565710818 1.02696792793853
"373" "GBP7" 0.637020575958787 0.735491316360115 0.866115699518179
"374" "GBP4" 1.71718142489054 1.04409438315034 1.64466110784861
"375" "GBP5" 0.747827197999709 0.684385717272568 1.09269842886256
"376" "GBP6" 1.472151923347 0.997200144213831 1.47628530931231
"377" "LRRC8C" 0.843229977179403 0.9444346313205 0.892841017488322
"378" "HFM1" 1.01466739014351 0.9444346313205 1.07436487025557
"379" "TGFBR3" 0.688209428989277 1.10862718282991 0.620776253413286
"380" "EPHX4" 0.830577346162892 0.997200144213831 0.832909372288248
"381" "BTBD8" 0.999557852452443 1.05291366352133 0.949325559238688
"382" "C1orf146" 1.02105694895962 0.93146952422216 1.09617858921608
"383" "GLMN" 0.915070544581383 1.10552318659736 0.827726234668889
"384" "RPAP2" 1.03627875996933 1.01364329922044 1.02233079503047
"385" "EVI5" 0.756215999644241 0.909292592706192 0.831653095725357
"386" "RPL5" 0.904133972840038 0.947086336479694 0.954647890075883
"387" "MTF2" 1.00169930294491 1.05291366352133 0.951359392179275
"388" "TMED5" 0.91046947242848 0.947086336479694 0.961337353691197
"389" "BCAR3" 0.875902747704652 0.896972528746529 0.976510115564721
"390" "DNTTIP2" 0.704298044129596 0.896972528746529 0.785194664895496
"391" "ABCA4" 0.712698874853797 0.951966625242368 0.748659518050169
"392" "ABCD3" 1.04924433301898 1.10862718282991 0.946435690256709
"393" "SLC44A3" 0.901286131395871 0.90745177314782 0.993205543330902
"394" "CNN3" 0.947408954906569 1.05291366352133 0.899797379148908
"395" "ALG14" 0.779885375475079 0.997200144213831 0.782075072893138
"396" "TMEM56" 1.14912781701234 1.05291366352133 1.09137895805173
"397" "DPYD" 1.23801736034048 0.851004540320541 1.45477174525316
"398" "SNX7" 1.19832582010103 0.997200144213831 1.20169037986428
"399" "LPPR4" 0.883733103190783 0.947086336479694 0.933107224918486
