"Gene" "BF" "LoF.BF" "nonLoF.BF"
"1" "LPA" 0.00110405609884949 0.013098912757703 0.0842860868891764
"2" "MTOR" 0.707537546575774 1.06760330536215 0.66273450355773
"3" "PTCHD2" 0.402540484439626 0.437024007548539 0.921094670971632
"4" "UBR4" 6.54647013853921 2.52277258775159 2.59495055968312
"5" "CSMD2" 0.403311789701924 1.56297599246237 0.258040937062976
"6" "NCDN" 1.74091048441341 2.44289395301372 0.712642676226574
"7" "SZT2" 0.0713562439120295 0.190989983173785 0.373612493840063
"8" "JAK1" 0.246163877908642 0.437024007548539 0.563273123802705
"9" "PTGER3" 0.0816827987265543 0.0836254312905082 0.976769835037319
"10" "RBM15" 0.621591015698109 0.437024007548539 1.42232693161387
"11" "ATP1A1" 0.417882929330341 0.437024007548539 0.956201311855683
"12" "TCHH" 1.03368800893046 0.706436639584726 1.46324235042241
"13" "INTS3" 0.914625943919385 0.437024007548539 2.09285057141352
"14" "ADAR" 3.24635691434236 1.56297599246237 2.07703568704721
"15" "KCNN3" 1.75126380757918 1.56297599246237 1.12046750303578
"16" "ASH1L" 0.626933349586632 1.35712290665016 0.461957680114704
"17" "ATP1A2" 0.941614725916075 0.683058031928058 1.37852815119997
"18" "DNM3" 2.61411011123172 1.56297599246237 1.67252096247068
"19" "NAV1" 1.07869878164214 0.683058031928058 1.57921981913793
"20" "ACTA1" 1.37482652737809 1.56297599246237 0.879621014019633
"21" "RYR2" 0.15370025152411 0.437024007548539 0.351697501439985
"22" "DIP2C" 2.45097200189181 2.52277258775159 0.971539017742471
"23" "ASAH2" 0.0771405496172733 0.0835784669458379 0.922971579118141
"24" "HK1" 1.25854689237994 1.56297599246237 0.805224711351569
"25" "PANK1" 1.92904585922986 1.56297599246237 1.23421336510152
"26" "ADRA2A" 1.44516773707539 1.56297599246237 0.924625678222107
"27" "IPO7" 0.208453177282797 0.190989983173785 1.09143513088391
"28" "CTR9" 0.103062461907348 0.190989983173785 0.539622341416561
"29" "CAPRIN1" 0.493789750349374 0.683058031928058 0.72291039306801
"30" "CHST1" 1.69784843680681 1.56297599246237 1.08629207677845
"31" "LRP4" 0.836770060222537 0.683058031928058 1.22503509381274
"32" "EML3" 0.718969496773632 0.683058031928058 1.05257454442664
"33" "LTBP3" 2.20169832779086 2.44289395301372 0.901266436504416
"34" "B3GNT1" 1.36938549848302 1.56297599246237 0.876139816022151
"35" "ABCG4" 0.329477699608874 0.270868617906318 1.21637457360537
"36" "PRDM10" 1.26005751286743 1.56297599246237 0.80619121403285
"37" "KCNA1" 0.42683413674667 0.437024007548539 0.976683498787566
"38" "ITPR2" 0.423094737861389 1.06760330536215 0.396303323281553
"39" "FMNL3" 0.32963510165354 0.437024007548539 0.754272296166541
"40" "LRP1" 1.58280512161554 1.56297599246237 1.01268677781924
"41" "CIT" 1.61218449372776 1.56297599246237 1.03148384972176
"42" "GCN1L1" 0.771854936735964 1.56297599246237 0.493836719475107
"43" "KDM2B" 0.138130968084116 0.193843836478597 0.712588909678167
"44" "UBC" 0.399312298335863 0.437024007548539 0.913707923223218
"45" "EP400" 7.17523672839287 0.883422348874948 8.12209102195642
"46" "ZNF605" 1.59622722907225 1.56297599246237 1.02127431052699
"47" "KBTBD6" 0.521403853387245 0.683058031928058 0.76333756286488
"48" "PCDH17" 0.509388032367614 0.437024007548539 1.16558363744133
"49" "MYCBP2" 2.09060501766396 3.81818460069193 0.547539010367678
"50" "NALCN" 0.499394977848228 0.466568274981432 1.0703577688991
"51" "ARHGEF7" 0.212803117882057 0.437024007548539 0.486936905539272
"52" "SUPT16H" 1.80417506848343 1.56297599246237 1.15432039723212
"53" "CHD8" 5.26425400705932 1.56297599246237 3.36809652384093
"54" "METTL3" 2.64065554449541 1.56297599246237 1.68950486586504
"55" "MYH7" 0.392176391189097 1.06760330536215 0.367342803473304
"56" "HECTD1" 1.57028614948862 1.56297599246237 1.00467707569503
"57" "RALGAPA1" 1.12992174449756 1.56297599246237 0.722929686666167
"58" "TRIM9" 0.434410473437737 0.437024007548539 0.994019701284919
"59" "ACOT1" 0.437024007548539 0.437024007548539 1
"60" "EML5" 0.977387527795586 1.1025121864328 0.886509500596039
"61" "SMEK1" 2.19857567692935 1.56297599246237 1.40665991514408
"62" "DYNC1H1" 7.26826322491108 1.56297599246237 4.65027182756686
"63" "CHRFAM7A" 1.56297599246237 1.56297599246237 1
"64" "RHOV" 1.56297599246237 1.56297599246237 1
"65" "MYO5A" 1.54029841108402 2.44289395301372 0.630522012297671
