"Gene","BF","LoF.BF","nonLoF.BF"
"MAGI3",0.915008794255414,1,0.915008794255414
"STEAP3",0.914894896979174,0.999999999999999,0.914894896979175
"PLCD4",0.914861892798567,1,0.914861892798567
"GSDMC",0.914799224994708,1.00000000000001,0.914799224994699
"RBM23",0.914785535707823,1,0.914785535707823
"LEPR",0.914620437115025,1,0.914620437115025
"KANSL3",0.914561077357367,1,0.914561077357367
"RABEP2",0.91454990352587,1,0.91454990352587
"CDH4",0.914508070440981,1,0.914508070440981
"FAM129B",0.914477784167466,1,0.914477784167466
"COL3A1",0.914388162582158,1,0.914388162582158
"AP4M1",0.914379576416683,0.999999999999999,0.914379576416684
"CHRNA9",0.914308750280072,0.999999999999998,0.914308750280073
"IQGAP2",0.914260063942219,1,0.914260063942219
"PIGZ",0.914241409907955,1,0.914241409907955
"ZFP64",0.914210289954787,1,0.914210289954787
"ITGA4",0.914145477816277,1,0.914145477816276
"ZC3H12A",0.914130587799994,1,0.914130587799994
"OGDHL",0.91409836965111,1,0.91409836965111
"ROBO3",0.914081500231884,1,0.914081500231884
"WDR59",0.914054381027243,1,0.914054381027243
"TIAM1",0.913956951942369,1,0.913956951942369
"MYO7A",0.913939623077882,1,0.913939623077882
"SGK223",0.913922586983926,0.999999999999998,0.913922586983927
"FGB",0.91388917638895,1,0.91388917638895
"SLCO2A1",0.91388081653792,0.999999999999999,0.913880816537921
"CELSR1",0.913805205128297,1,0.913805205128294
"ITIH1",0.913781632372246,1,0.913781632372246
"ARHGAP10",0.913732564597237,1,0.913732564597237
"EHMT1",0.913511019956077,1,0.913511019956077
"NDUFS1",0.913502451932856,1,0.913502451932856
"MINA",0.913487562219634,1,0.913487562219634
"FAM114A1",0.91347269724836,1,0.91347269724836
"ADCY2",0.913464489560606,1,0.913464489560606
"HDAC4",0.913433948281078,1,0.913433948281078
"TBC1D23",0.913395867639124,1,0.913395867639124
"MYO1D",0.913351006839971,1,0.913351006839971
"FARP1",0.913303764276175,1,0.913303764276175
"EIF2B5",0.913235287276408,1,0.913235287276408
"SLC45A4",0.913217738797468,1,0.913217738797468
"MYH10",0.913216790769053,0.999999999999999,0.913216790769054
"HSF2BP",0.913096338871304,1,0.913096338871303
"SETDB1",0.91300596323012,1,0.91300596323012
"PITPNM3",0.912996854943823,1,0.912996854943823
