"Gene","BF"
"UHRF1BP1",1.72989159061345
"KIAA0141",1.72986450884097
"C12orf65",1.72937568616294
"OVOL2",1.72848433943045
"SH3BP4",1.72721578773318
"CNBD2",1.72571281924725
"ST6GALNAC3",1.72504752393821
"SLC22A4",1.72441659084236
"INO80",1.72299063115527
"HYAL4",1.7229562985793
"DCAF4",1.72285670459174
"FHL5",1.72131395180186
"POLR3B",1.72094876609373
"SERPINA3",1.72056038489083
"NEDD1",1.72025870439014
"FGF23",1.71985620145347
"AQPEP",1.71884315270472
"LAMA4",1.71883562310784
"GBP4",1.71718142489054
"INTS1",1.70915749268976
"PRSS1",1.70894892339164
"SEC23B",1.70713289664697
"SEC24C",1.70713047477171
"ZNF484",1.70598927081569
"HAVCR1",1.70511691265413
"LMTK2",1.70470843067469
"LRBA",1.70426288782779
"TAAR1",1.70381975216722
"TEX26",1.70297803771756
"DCTN1",1.70142947673267
"SHPK",1.70131291005387
"NUMB",1.69639702411962
"SCPEP1",1.69452471185276
"MCTP1",1.69325860162075
"TAS2R46",1.69255262319137
"TCEB2",1.69147045667088
"STYXL1",1.69010945112892
"BCL2L14",1.68732108894009
"CYP4F3",1.68717945257803
"HEATR5B",1.68565074789532
"ANK1",1.68422295574646
"COL5A1",1.68337113464758
"NUP93",1.68313423481071
"GMPR2",1.68227593995433
"ADAMTS17",1.67958517849049
"LPL",1.67863868562424
"GPR83",1.67767383128625
"ODAM",1.6765348525213
"PER3",1.67520234182825
"RNASE12",1.67158646494378
"TEPP",1.67034214896865
"AKR1B15",1.66986416960073
"ECT2L",1.66930866061572
"DENND5A",1.66845688834337
"CYP19A1",1.66629136683683
"THOC6",1.66614592036871
"MSS51",1.6642455120656
"EFCAB7",1.66396314918671
"IL20",1.66335069187179
"LIG3",1.66132853470332
"MMS19",1.66121765015863
"OR8H1",1.65960744975998
"LRP12",1.65911445906395
"SIX4",1.65875711550031
"OPRM1",1.65814183611553
"PEPD",1.65703252214606
"LPHN3",1.65554736483816
"ABTB1",1.65534491861639
"GPR116",1.65147360447185
"LILRA1",1.65136690602867
"NAAA",1.65134902829893
"FBXO7",1.64850351432998
"FRYL",1.64826701213305
"NIPSNAP3B",1.64824228262983
"MC2R",1.64741417975701
"ARHGAP28",1.64665583646124
"FGF2",1.64540699796099
"GAL3ST1",1.64481369179717
"CAP2",1.64456737021882
"ITGAE",1.64390900621847
"HIST3H3",1.6436415926843
"LRP8",1.64349002481153
"VIPR2",1.64034685455855
"METTL2A",1.63946866067903
"CHRNB4",1.6394499194987
"FAM129A",1.63935493444264
"TMEM89",1.63918048588747
"GTF3C4",1.63905502228368
"DOPEY2",1.63619019957539
"CTAGE5",1.6359837246258
"RAB28",1.63515391611767
"SYNE1",1.63312692066527
"SLC37A3",1.63192044761649
"HIVEP3",1.63125423741902
"TNKS1BP1",1.62810543155027
"DNMT3B",1.62642413987811
"CFTR",1.62626537049439
"GBF1",1.6243700605168
"CYP2C9",1.62329257986449
"POLR3C",1.62132949533314
"NUMA1",1.62062929916253
"PRPF38A",1.62010659069339
"F11",1.61987967510899
"MAP3K1",1.61920666230722
"NCAPD3",1.6190608548673
"MAP3K9",1.61827115643624
"SYNJ2",1.61734344185894
"MINA",1.61730419280037
"TEX29",1.61660604728003
"TTC21B",1.61657099143271
"PACRGL",1.61471708274941
"SAG",1.61403485122851
"TIAM1",1.61176373149401
"DNAJC10",1.6111671164871
"KRT73",1.61018952596861
"BAZ1A",1.61005863764862
"OR5K1",1.60951454870956
"TIGD4",1.6081547713228
"ANP32D",1.60663308772955
"IL12RB1",1.60612212664301
"TUBA8",1.60594275003886
"TXLNB",1.6056631579664
"AGAP5",1.60455855623081
"RUNX1",1.60094748247084
"NCAM2",1.60086834967435
"GRM6",1.60069870585589
"OR5B3",1.59991451919
"TENM4",1.59872493592358
"HIST1H2BA",1.59860372349409
"CINP",1.59757882812884
"NCKAP5",1.59672737295015
"HSD3B2",1.59660177721631
"BPIFB4",1.59622110933517
"DRC1",1.59533154239194
"HENMT1",1.59531503165326
"CCDC42",1.59407205801033
"XPA",1.59338345993504
"ROR1",1.59328142016793
"CCDC11",1.59315789621669
"SLC6A16",1.59195977394506
"CNTN1",1.59135704962566
"C20orf96",1.59059967569194
"ACACA",1.58951311624671
"LCE2B",1.58858617202574
"ECSIT",1.58851785475678
"PSKH1",1.58835753236796
"HOXB3",1.58825356380453
"SLC29A4",1.58718394121594
"WDR20",1.5870305993059
"UGT2B15",1.58646793176463
"WDR53",1.58597265385909
"WDR83",1.58592956311824
"NOD2",1.584802983284
"COL21A1",1.58418360986579
"KLHL14",1.58265692483707
"FBXW8",1.58258453420156
"WDR66",1.58244648839981
"VWA3B",1.58148903856005
"KMT2C",1.58068223291273
"EYA3",1.5794125949916
"WDR12",1.57819331510218
"OR5T2",1.57761544262825
"SLC6A18",1.57637657805936
"SMYD2",1.57461880304465
"SCN4A",1.5732226829806
"HDAC7",1.57226943257841
"OR2F1",1.57054148308494
"ZFR",1.57052825257007
"TXNDC11",1.56925756330928
"TNFRSF19",1.5690760156462
"WDR16",1.56861462992354
"CIRH1A",1.56839269036214
"ITGAV",1.56796884537687
"F2RL1",1.56630099365436
"SLC44A5",1.56611744443841
"PSEN2",1.56598916174834
"ITSN1",1.56406646258091
"DNAH9",1.56261643887741
"SLC9A8",1.56186141555297
"ZNF17",1.56089129311507
"CUL9",1.56056955230552
"SPATA32",1.55983714871195
"ABI1",1.55970550592219
"PHACTR4",1.55945519266475
"ZKSCAN4",1.55894933052312
"VWA5A",1.5587428612213
"ZNF398",1.55805014484557
"TAS2R60",1.55749131730159
"NPNT",1.5573554815472
"DMRTA1",1.55730200488457
"SMOC2",1.55645160439063
"RIC3",1.55617980031361
"CRIPAK",1.55602325980976
"GADL1",1.55584194401162
"WWP1",1.55482324285634
"LRP2",1.55422724304139
"CEP350",1.55386388509007
"EIF2B3",1.55291768158465
"STON1",1.55291402588868
"ABHD14A",1.55163117067605
"TRAF2",1.55048723304572
"KNTC1",1.54857245051448
"GLTSCR1L",1.54849718825822
"TSPAN1",1.54796250717476
"GRIP1",1.54743108928944
"NR1I3",1.54627379585388
"GPRC6A",1.54607955541418
"SRRM2",1.5460142027601
"KRT13",1.54526776136181
"TOPBP1",1.5452186411312
"EMC3",1.54514920944342
"COL11A1",1.54417165019979
"CCDC170",1.54408833779732
"PAK7",1.54206651401654
"NIPAL4",1.54105970814717
"MED1",1.54094556862231
"NUP210L",1.54071721825974
"TMEM63A",1.53948693129862
"GUCA2A",1.53840480669937
"SLC4A8",1.53835497145218
"LILRB1",1.53822972640617
"CYP4X1",1.53822487421376
"LLPH",1.53760726845612
"P4HB",1.5346829069669
"WHSC1L1",1.53406212220452
"ERCC3",1.53315185287304
"IGDCC4",1.533129323323
"CD38",1.53214448565921
"NUP188",1.5311758873686
"B4GALNT2",1.53013250431236
"HSD11B1",1.52840950034893
"C12orf50",1.52825864030315
"CD53",1.52746177933222
"GNPAT",1.52722731481271
"COLEC12",1.52665434646249
"COG2",1.52642663051591
"SENP7",1.5262105367212
"SLC4A7",1.52594023531055
"GPATCH3",1.52397666480236
"PTPRF",1.52371727166854
"WDR37",1.52316038572666
"HTR1A",1.52312846604532
"GLG1",1.5224382647947
"LAMA2",1.52191689186552
"NDUFB2",1.51961307623227
"TRAK2",1.51933890449962
"HRASLS",1.51914031146009
"NAV1",1.51776296727283
"TTLL4",1.51758758704894
"FAM46C",1.51748160781738
"WRN",1.51714421488599
"OR52K2",1.51669173882486
"LY75",1.5153251177502
"ZNF280D",1.51519248030482
"CASQ1",1.51503951198927
"OR2L13",1.51495870646453
"CRISPLD2",1.5135701965124
"SGPP2",1.51280377977748
"F13A1",1.51245059145321
"APOL2",1.51231458267851
"VPS41",1.51229663883937
"TTC16",1.51226810928724
"TNFRSF10D",1.51218709114664
"ANKLE2",1.51137903485026
"TBC1D22B",1.51097657574787
"DHTKD1",1.50986054792147
"S100A1",1.50861334914612
"ANKS3",1.50756810052954
"CEBPZ",1.50750477280193
"MCM4",1.50746052379306
"MYPN",1.50688881249117
"EDAR",1.50672189838406
"RBBP6",1.5066216199434
"METTL3",1.50427193354213
"PARVG",1.5032220905112
"C5orf42",1.50277721635433
"HIST1H4B",1.50263048975154
"NOTCH3",1.50179214713419
"LAMC1",1.50179197053468
"OR6B1",1.50155355256434
"ADAD1",1.50154414144078
"IGF1",1.50140567807021
"CREBBP",1.50109523373419
"MKRN3",1.50057979183075
"LIG4",1.5003349838073
"CDK5RAP3",1.49799198205813
"PARP8",1.49703168515819
"HOXA7",1.49559549036122
"ZBTB25",1.49359426162492
"CD2BP2",1.49265428170347
"TMEM108",1.49237522486321
"CTSF",1.49158457978002
"CLMN",1.49149365298965
"THSD1",1.49115787245997
"ADAR",1.49088186650172
"KCNRG",1.49062636607795
"ZNF76",1.49056133381253
"TTC9C",1.48897408319922
"LRRC66",1.48894254889672
"BMP8B",1.48707145645032
"RLTPR",1.48683078494422
"OR10H4",1.48640721331952
"PRPF4",1.48635110096487
"TOP3B",1.48623123652452
"RASA3",1.48377577358709
"TFEC",1.48376496527428
"FFAR2",1.48355267053248
"BBOX1",1.48347788608137
"CORO7",1.48332077523848
"C4orf46",1.48297184877433
"ZCCHC11",1.48289734774143
"SNRNP200",1.48269700092958
"TDRD9",1.48216607822819
"FAM81B",1.48183817066198
"GLIPR2",1.48172968615016
"OSGEP",1.48167609068278
"HIST1H2BO",1.48149656074642
"ITGB5",1.48147475017828
"ZNF20",1.4809821299372
"RRBP1",1.48095709134818
"UGT2A3",1.48063690761615
"GPR32",1.47977471010488
"PIGR",1.47920698462348
"UBXN6",1.47830947031217
"ZNF584",1.47805399441078
"SARS2",1.47654971667374
"CYB561A3",1.47626082822199
"MCM5",1.4759982330479
"CCNDBP1",1.47471359780138
"MOCS3",1.47461039089804
"NOP14",1.4744534404658
"ANAPC1",1.47438105156631
"FNBP4",1.47364870697347
"ZHX2",1.47290866538498
"OGG1",1.47258081568131
"GBP6",1.47215192334699
"P2RY14",1.47174153850996
"OPTC",1.47131445006263
"LYZL2",1.47112677822706
"ZNF611",1.47099080941794
"EPYC",1.47060450511281
"ENPP1",1.47044155224222
"EXTL3",1.47000269817835
"RAB3B",1.46984546736182
"OR1N2",1.4694293583519
"MMP20",1.46857318051374
"EFCAB5",1.46840931529895
"SLC26A3",1.46831725390494
"METTL16",1.46795791123077
"UGT2B7",1.4677016943557
"OR5D16",1.46751864121199
"SLC2A11",1.46689034230345
"CYSLTR2",1.46672852210461
"LEPREL1",1.46633117321827
"NEO1",1.46599881423293
"ZNF100",1.46569058574101
"ENDOU",1.46558709146841
"MYLK",1.46540890301526
"LRRC46",1.46536277615664
"KIAA0754",1.4644115689701
"KIAA1429",1.46400179483856
"ZFAND2A",1.46367189175523
"ENOSF1",1.46288865582814
"THEG",1.46266331154014
"CHRNA6",1.46037181635377
"AOC3",1.45981849065693
"LRRC6",1.45928821555235
"NAGK",1.45876159952509
"PPL",1.45832102165193
"TVP23C-CDRT4",1.45764652398018
"ZNF836",1.45706920941313
"NSRP1",1.45697608780874
"PRDM2",1.45615993990516
"TMPRSS2",1.45598661459982
"CENPV",1.45520551518306
"CMSS1",1.45491924908795
"MICALCL",1.45476126694
"RAD21",1.45474668748964
"ZNF749",1.45376003513982
"OXA1L",1.45361512200904
"TMEM237",1.45253839642619
"HHIPL1",1.45230672982161
"KLF5",1.45122550966306
"TMEM132D",1.45046611696444
"ASAP1",1.45023752706542
"RAB27A",1.45006832020068
"KMT2E",1.44998168326136
"NLRP12",1.44984602323451
"LPIN3",1.44907007946713
"SLC30A10",1.44871014582745
"SDPR",1.44781964103215
"CCDC59",1.44767500640551
"PRSS3",1.44762742886107
"EPB41L1",1.44740516058443
"PCDHA12",1.44729690382874
"ROPN1L",1.44676079881281
"THEMIS",1.44670159438362
"ACIN1",1.44667836638981
"PSG9",1.44530165443378
"KIAA1279",1.44469249311602
"TUBGCP6",1.44415802693073
"OR52B4",1.44369535573264
"OR4C13",1.44319175923134
"OR10V1",1.44317338564433
"ADH7",1.44273465895392
"BACH2",1.44255949841006
"RFX7",1.44235526350655
"SOX6",1.44228205218078
"ZNF518B",1.4421614303579
"TAF15",1.44185757485079
"SPATA18",1.4415705818725
"DHX38",1.44101195801889
"DNAJB4",1.44091916748297
"MACC1",1.44078462939113
"KIF9",1.44029155712355
"TULP3",1.44022242280048
"PIGL",1.4401081344965
"MRVI1",1.43990391584358
"OR1F1",1.43956519221472
"KRT37",1.43940857786201
"CRYGA",1.43903636891
"RNF6",1.43899448494246
"SMCR8",1.43876025780776
"PANX3",1.4385270619897
"MTUS1",1.43753184837645
"EMP2",1.43700643412103
"SMYD3",1.43688943983737
"PTPN4",1.43685885703518
"GCFC2",1.43668274072509
"MRPL28",1.43667870651271
"CORO1B",1.43632530740083
"LAMC2",1.4363188809545
"NEK5",1.43631491346568
"ESRP2",1.43547800628132
"METTL22",1.43525481037341
"UBE4B",1.43485529609777
"LRRC52",1.43452768311782
"TSKS",1.43417275641024
"CATSPERD",1.43393176293417
"VPRBP",1.43279495041139
"LONP2",1.4327329507854
"UNC13A",1.432706427487
"TACC2",1.43223170236455
"CBFA2T3",1.43216111549026
"LRRFIP2",1.43098885084614
"HOXB9",1.430664277087
"AATF",1.43023724810599
"KDELR3",1.42969441162991
"PDK1",1.42867713473884
"RERGL",1.42836282892032
"SNX5",1.4279523389214
"ZNF142",1.42789439762253
"PLAUR",1.42714151046289
"GREB1",1.42708896019085
"PEX6",1.42692218743508
"LRRIQ1",1.42683250235476
"KLHL38",1.42664125632872
"KIAA0922",1.42652003368151
"CYP51A1",1.42642274157647
"FNIP1",1.42641999285572
"RASAL2",1.42587925492055
"BCDIN3D",1.42569001928783
"ATF1",1.4254785908435
"CD55",1.4254290414495
"ACOX1",1.42542088023643
"OCEL1",1.42541923149865
"ZNF441",1.42533331792858
"RPL3L",1.42406045978075
"COG1",1.42387596695653
"GALNT1",1.42364623658348
"ROBO2",1.42318207300842
"RPL23",1.42315941887682
"AXIN2",1.42296561003628
"PCDHGA2",1.42248480236494
"CAMKV",1.42190102065276
"OR1J4",1.42175800679096
"HSPB9",1.42119482675698
"HOXB4",1.42119482675698
"AKAP3",1.42083821630226
"CDH19",1.42074083174389
"UGCG",1.42063834425789
"LRRC18",1.41798018351397
"PRODH2",1.41795215740195
"STAU1",1.41787825716004
"C9orf85",1.41754161020553
"NFX1",1.41676025438917
"IDH1",1.41631434912544
"MYL1",1.41555341669804
"FBXO4",1.41494976075948
"ZEB1",1.41494779109782
"TALDO1",1.41455742713307
"LAMA3",1.41360530427892
"MPHOSPH6",1.41352222530868
"HSP90AA1",1.41287074858529
"RNF20",1.41282083384554
"EXD1",1.41253089595211
"MAGI1",1.41163014473548
"SLC35G5",1.4116300306095
"SGCA",1.41158709524815
"NARS",1.41112238031728
"SLC28A1",1.41095754693972
"CYP2J2",1.41071228027129
"TNPO1",1.41068903038303
"WDHD1",1.40997705474737
"OR8J3",1.40993681930194
"PHTF1",1.40985660601665
"CDK18",1.40951994090786
"CHRD",1.4093177546145
"VIT",1.4091005567805
"GGA3",1.40849399159588
"TCHH",1.40841913166583
"SERPINA6",1.407242873523
"MADD",1.40712373024124
"TAF8",1.40636368288395
"BCCIP",1.40617018768384
"ANKRD54",1.40582307149031
"TGFBRAP1",1.40495163893096
"FBXO30",1.40482752114286
"IKZF2",1.4042962332945
"CST2",1.403748824155
"GPR142",1.40357348398186
"IL36A",1.40317004398686
"TRMT6",1.40285399751492
"ETV5",1.40220622145251
"PLSCR3",1.40201593366247
"KRT38",1.40165522428322
"SH3RF2",1.40144622233318
"IL7R",1.40092107548574
"CREB3L4",1.40039824155973
"ZNF665",1.40015057208874
"ZNF607",1.39989602997222
"OR6X1",1.39980955595906
"DGCR8",1.39968325906304
"YEATS2",1.39950289553183
"UNC13C",1.39932845093848
"DOCK3",1.39923686019298
"CRACR2A",1.39869305962304
"C1orf158",1.39852433726028
"C1orf131",1.3984139523978
"CATSPER2",1.39826236616543
"ARMC2",1.39810497898314
"TMEM14B",1.39791853106224
"DDX52",1.39745910907868
"BRICD5",1.39739046380586
"GABBR2",1.39716746732377
"IL27RA",1.39710723202793
"GYPC",1.3971031770091
"CHEK2",1.396861647287
"AGMO",1.39655853934929
"ANGPT4",1.39651225910451
"GJA8",1.39629172715468
"SPINK5",1.39624831033335
"OSBPL3",1.39624150712562
"CA4",1.39442699815467
"ZFP28",1.39395122726012
"INTS3",1.39386648408127
"POP4",1.39381608681274
"PNLIPRP3",1.39380674582568
"PTCH1",1.39347219876533
"MAK16",1.39343840080361
"RAET1G",1.39336530391153
"THBS3",1.3933621995076
"TCERG1L",1.39291837440451
"AKAP8",1.39279804633413
"TUBGCP5",1.39267942180962
"ZNF16",1.39249881279841
"ACACB",1.39203555485736
"DSG1",1.39148453994933
"LAYN",1.39116867203198
"PXDN",1.39093777956638
"PUS7",1.39092995013445
"TPR",1.39057085617459
"PLEKHA8",1.3904985812773
"CCDC77",1.3890203043505
"CDAN1",1.38873039861509
"WDR25",1.38772731925395
"SLC25A46",1.38772461375582
"CD200R1",1.38753692080545
"CHGB",1.3869847715373
"IL5RA",1.38671450039113
"DLC1",1.38623898873457
"MST1R",1.38607197515921
"CLASP2",1.38582513400888
"ITGA2",1.38573628756704
"DDAH1",1.38561959661159
"CLN8",1.385569631969
"ELP4",1.38513296258005
"SMARCAL1",1.38440428811836
"KRT75",1.38440162006867
"KRT24",1.38397365839675
"LARP4",1.3832613787093
"CPN1",1.38307066050174
"INTS7",1.38246731663399
"DDX47",1.38208189552557
"BPIFC",1.3815879718555
"MPO",1.38095052251875
"TEX14",1.3808464305376
"OR6C4",1.38061965669632
"ODF1",1.38045126002653
"MAPK4",1.38009333719469
"ZNF812",1.37970967811974
"ZSCAN16",1.37936374207224
