"V1" "V2" "V3"
"1" 0.439912808748095 1 0.000221605496953468
"2" 0.258883852299429 1 0.0200808435829896
"3" 0.298310037778169 1 0.00368937947463115
"4" 0.505683787083427 1 0.0286980375307945
"5" 0.25782749790646 1 0.0520787657844642
"6" 0.405580107274272 1 3.24565517081327e-05
"7" 0.199111957948936 1 0.0115336305614876
"8" 0.170921366573712 1 0.0166733010120847
"9" 0.173267183500276 1 0.0079866478602597
"10" 0.609881932202107 1 0.00418590141212185
"11" 0.188231700856937 1 0.102401320128725
"12" 0.349568682542326 1 7.25457427200005e-05
"13" 0.152687967430938 1 0.0252061305875264
"14" 0.162732996132418 1 0.0040193927984057
"15" 0.445820594883397 1 0.00276176929435071
"16" 0.116345322061204 1 0.00639354779072553
"17" 0.631999728862667 1 0.00299868596968705
"18" 0.135932988942826 1 0.0365060567486555
"19" 0.617882778347656 1 0.00541305143826696
"20" 0.228593237393516 1 0.000594622831594251
