"Gene","BF.SCZ","BF.denovo.coding","BF.combine"
"ZFAND5",0.983429550662993,17.3562313493,17.0686307970451
"SLC35C2",0.984997709012314,17.2449272834,16.9862138662329
"DBX2",0.998072335576902,17.0164915514,16.9836894660304
"PLA2G16",1.00193298526338,16.9266567242,16.9593757022062
"IL3",0.988831443804601,17.0234232893,16.8332962296554
"CMPK2",1.00694417409122,16.6771636194,16.7929727469209
"RGS2",0.977796618953011,17.131257381,16.7508855455556
"TM4SF19",0.995442038265549,16.6873378782,16.6112776307013
"PNPLA7",0.945381696805808,17.514503348,16.5578908938432
"SPP2",0.977025453167637,16.6263930399,16.2444091943515
"IL27",1.01858129206916,15.9071250197,16.2026999556717
"ASB17",0.982642466488233,16.4283141228,16.1431591098717
"BRF2",1.23829127224416,12.9614610636,16.0500641105884
"MEMO1",0.997620863539019,16.0040747483,15.9659988705421
"STMN4",0.983429550662993,16.2327893521,15.9638047385427
"BNIP1",1.00000000000001,15.9393707146,15.9393707146002
"KAT2B",1.46628454808333,10.8495597562,15.9085418240228
"DGAT1",1.01672593800341,15.5094149617,15.7688244748186
"OR52M1",1.02050597243777,15.3696237909,15.6847928727351
"LYPD4",0.962067370726904,16.2657509096,15.6487482104976
"OR10Z1",0.969388750499743,16.1343381088,15.64044585943
"UNC45B",1.58824577425853,9.8346111121,15.6197795402688
"NME9",0.960832891883797,16.2327893521,15.5969979365187
"SNTG1",0.93478253937741,16.6308963411,15.5462715138559
"SPON2",0.945218536155976,16.4314783036,15.5313378690075
"KBTBD4",0.996230817206714,15.5840867342,15.5253474626324
"ATIC",1.0516144552412,14.7481800214,15.5093992990037
"BST2",0.933312029709922,16.6095067471,15.5018524546165
"GRAMD2",0.985294660877826,15.6833742463,15.4527449094282
"ATP1B1",1.00070945629449,15.4318257275,15.4427739333978
"SPDYC",1.00827559743101,15.2768295435,15.4032544348242
"NUDT17",1.00171125325086,15.3696237909,15.3959251095767
"PRSS38",1.08477535600563,14.1525259094,15.3523113317483
"CDC42BPB",0.976191629173581,15.6061664603,15.2346090620344
"TANC2",0.924718541948367,16.4141112291,15.1784330031517
"NUDT6",1.04581336386139,14.4975687575,15.1617511500929
"ST3GAL6",0.966318436559822,15.6516891589,15.1245157975486
"ELAVL2",0.993419843287908,15.1235182633,15.0240031430893
"SMAP2",1.04675182345788,14.3239221746,14.9935916553313
"MFSD3",0.981366984976439,15.2768295435,14.9921761491036
"C21orf2",0.998179667651607,14.9718721358,14.9446183526352
"SCAMP2",0.975794319493354,15.3076933515,14.9371602169399
"ZFP2",1.00522931077279,14.7030431961,14.7799299782782
"ANO5",1.38532992269844,10.6181437441,14.709632252215
"SIRPB2",0.952313798812231,15.4318257275,14.6959405811638
"IFI44L",0.993015452879876,14.7920673422,14.6887514508444
"AMPD1",1.31252644079599,11.1739665406,14.6661265331072
"P4HA2",0.966867742460467,15.141782615,14.6401011737922
"MYOC",1.10911123062331,13.1696771439,14.6066368239826
"PHF7",0.955045689635612,15.2153039546,14.5313104583364
"OVOL1",1.00368932884935,14.3815527674,14.4346110449232
"RUNDC3B",1.01661618795932,14.1809370216,14.4165701365902
"TSPAN17",1,14.4104621929,14.4104621929
"NTNG1",0.995697785292635,14.4688385002,14.406590450406
"NFIB",1.00193298526338,14.3527061437,14.3804497131654
"CARKD",1.09247902404288,13.1434531913,14.3589469149847
"NFKBIL1",0.983429550662993,14.5852458731,14.343561795292
"FCRL6",0.987076402925511,14.4975687575,14.3102080203184
"CPZ",1.14619012322554,12.4285739562,14.2455087143746
"GOPC",1.02765663536928,13.8440399969,14.226919563132
"AMBP",1.01324160146656,14.0394963654,14.2254017810618
"OLFM3",0.987950626270295,14.3815527674,14.2082640632921
"RNF38",0.988354060909573,14.3527061437,14.1855554021677
"KRT34",0.885339699664651,15.9632894985,14.1329339302619
"SUCLG2",0.964463476884675,14.6145990639,14.0952470264445
"STAM",1.05078899669831,13.381519778,14.0611537418232
"SMARCE1",1.0084024146964,13.899582219,14.0163722729107
"LDB1",1.03049480462856,13.5970572076,14.0116968106691
"STARD10",1.01123210551636,13.8440399969,13.9995377149179
"ASB4",1.01431098877278,13.7611768202,13.9581128671741
"HSPA13",0.986568828565136,14.0958884445,13.9065641502752
"PSMD12",1.00292879663847,13.8163590575,13.8568243634635
"SLC6A13",1.01124347049818,13.6969453788,13.8509465800817
"ZNF490",1.0369614916896,13.3282154215,13.820846145039
"NFIA",1.03151621610536,13.381519778,13.8032546471416
"ETFB",0.963829631251338,14.2952007132,13.7781380320674
"RGMA",1.02125821581997,13.4709004743,13.757267783872
"ZNF614",1.04126531568908,13.1696771439,13.7131280287663
"PRKCA",1.10374283560349,12.399261036,13.6855955352625
"FOXG1",0.998072335576902,13.631947917,13.6056700959829
"TROVE2",0.991459997119456,13.7062331736,13.589181902816
"ADSS",0.983429550662993,13.8163590575,13.5874157797158
"UGT1A5",1.08618857802489,12.4810941345,13.5568218901474
"EIF2AK2",0.997622454438388,13.5428226794,13.5106240014469
"CYP27C1",0.978469923998897,13.7887380452,13.4918654671275
"SLC25A39",0.966230861300606,13.9553658382,13.484105153609
"LRRTM2",1.00871552676392,13.3548388022,13.4712332572084
"PLEKHO1",0.991014683230567,13.5699106035,13.4479806581947
"CACNA1D",0.942942916684857,14.2453465184,13.4325485952466
"KIRREL3",1.34805481310702,9.8803690237,13.3192790176723
"HOXD1",0.975063378888634,13.6515270051,13.3111040485822
"GLTSCR2",0.987070846852557,13.4619096211,13.2878585299518
"SCP2",0.977561423230521,13.5699106035,13.2654211226684
"FERMT1",0.966078861162273,13.7295689785,13.2638463629982
"FAM8A1",1.00287407188914,13.1959577596,13.2338838908471
"PAX5",1.02446810439229,12.8843013098,13.1995557392699
"MPP6",0.95612777270342,13.7611768202,13.1574433428758
"PRPF39",0.984720939948656,13.3548388022,13.1507894181652
"SLC7A7",0.97984185430028,13.3548388022,13.085630015829
"SIX2",1.01465379716841,12.8843013098,13.0731052478505
"PLA1A",0.957511597241198,13.6515270051,13.0714954274346
"ZWILCH",0.969966271885311,13.4082584831,13.0055584933271
"LRRC14",0.936875738864271,13.8609011776,12.9859420320886
"TPTE",1.00688334890957,12.8843013098,12.9729884511714
"AFM",0.976427798137,13.2751409086,12.9622166073427
"TERF2",0.983090322908122,13.1696771439,12.9469821559924
"TRPV5",1.07355428692348,12.053244024,12.9398117933
"SNW1",0.998072335576902,12.9614610636,12.9364757162363
"MYO7B",0.903691863629189,14.3112128814,12.9329266395864
"MUC21",0.987562990710509,13.0911747488,12.9283596868388
"DPYSL2",0.996631426054183,12.9691450526,12.9254575284763
"SRSF11",1.00486584076971,12.8331378464,12.8955818517363
"MAK",1.02510188569558,12.5307395114,12.8452847022963
"SPARCL1",0.997391810708114,12.8076386417,12.7742338957404
"PCYT1A",0.898917574289491,14.2094099128,12.7730882908992
"EFR3A",0.982273354344071,12.9691450526,12.7392456137922
"CDC73",0.974204039731824,13.0651199964,12.7280926800739
"KCNS3",0.999348792769412,12.7314696063,12.7231787812364
"BTBD6",1.04281865716448,12.1876579233,12.7095170695557
"C11orf24",0.976801058422439,12.9872920455,12.6860006160857
"BIRC6",0.81590929516304,15.516281101,12.6598779766685
"FBXW11",0.996628155690947,12.6809627963,12.638204564062
"RCBTB1",0.991469195295077,12.6809627963,12.5727839792144
"WNT9A",0.9843532575487,12.7568046488,12.5572022119587
"GSDMC",0.904446928727926,13.8717810039,12.5462897249637
"NFE2L3",0.927953117437199,13.4350550524,12.467101218815
"FAM169A",0.973310953424425,12.7568046488,12.4163376953727
"PFKFB2",0.98254948060688,12.6056088787,12.3856344565002
"UTP6",0.962622351802539,12.8586920264,12.3780643595577
"GABRB1",0.967551158415728,12.7568046488,12.3428611156296
"DPP4",1.06490482747524,11.5543699744,12.3043043641735
"NMT1",0.981533828505557,12.5058901521,12.2749542398607
"BTN1A1",1.00883424977346,12.1635442198,12.2710000075682
"PPM1D",0.977468375011323,12.5058901521,12.2241121250433
"SH3D19",1.05459540317294,11.577179032,12.2092397888573
"RUNDC1",0.973842612160737,12.4810941345,12.1546213145655
"KLC1",1.0156079109667,11.925227823,12.111355717119
"SUFU",0.991462926175807,12.2118233867,12.1075701489197
"MLH1",0.904479132176852,13.3752546918,12.0976387562836
"CCPG1",0.995465299970896,12.1154716146,12.0605315851167
"BTRC",0.947243545294911,12.7314696063,12.059802406686
"CDC23",1.00040092380116,12.0437479268,12.048576551999
"TRIM17",0.959226254402616,12.5556423362,12.043701769772
"BIRC3",0.928528701833849,12.9614610636,12.0350886152545
"PLVAP",0.972120791144721,12.3334313084,11.9895850010509
"EP300",0.935616752856282,12.8023868851,11.9781276462471
"GGNBP2",0.999555378801036,11.9724836635,11.967160443459
"PTPRR",0.991157049928659,12.0437479268,11.9372456652115
"PCOLCE",0.927023517974365,12.8331378464,11.8966205930197
"SLCO1B3",0.933979676086154,12.6557907765,11.8202513700496
"DEAF1",0.941827634081246,12.5169605342,11.7888193258139
"MEGF11",0.973780902117462,12.0816785436,11.76490783128
"HAPLN3",0.941773097036679,12.4810941345,11.7543586774544
"SDCCAG3",0.939433171488772,12.4810941345,11.7251538464232
"FER1L5",1.15083488055967,10.1711764105,11.7053445895291
"LEO1",0.984435509768438,11.8547222289,11.6702095205704
"PHF21A",0.99737522925923,11.6919577573,11.6612690486763
"ACOT12",17.8979611974358,0.6509706882,11.6510481180717
"BTBD9",0.954932939065937,12.1635442198,11.6153690312721
"CSTF2T",0.964189573657791,12.0437479268,11.6124561787832
"DBF4B",0.967618397749301,11.9961875671,11.6077317927774
"ABR",1.17877629343506,9.8118175904,11.5659379710726
"KDM1B",0.948144188534413,12.1876579233,11.5556570318223
"WHSC1",0.968097264272487,11.925227823,11.5447804312724
"PLXNB1",1.0962608908613,10.511987949,11.523881273694
"UBR3",0.980722514782479,11.7382136278,11.51193038811
"CAPN12",0.957306592880266,11.9965905401,11.4844152161228
"WNT7B",0.980425971060867,11.6919577573,11.4630990378035
"PINK1",0.972515853513579,11.7846676514,11.4607761193751
"TTK",1.00050674827877,11.4410519594,11.4468496927877
"ASAH2",0.999999999999992,11.4410519594,11.4410519593999
"CTNNB1",1.04393756011563,10.956548211,11.4379522066806
"PPP2R5D",0.978670154801634,11.6689038445,11.4200079318622
"B4GALNT1",1.04629709093695,10.9136164314,11.4188851237755
"SCARA3",0.983079117670009,11.6000368352,11.403753976888
"GOLGA5",0.961414393318415,11.8313207442,11.3748020554406
"P2RX5",0.923425699158245,12.3090052415,11.3664517710746
"HGF",0.983429550662993,11.5543699744,11.3629088721182
"KLHL14",0.971090134692438,11.6900693437,11.3521110135376
"MGAT4B",0.979083224387938,11.5807032033,11.3384722329667
"SPRED2",0.994649503577044,11.3736389677,11.3127843530873
"TBC1D23",0.923799274535069,12.2118233867,11.2812735853839
"LRRC43",1.00617429396251,11.2064983498,11.275690564902
"SRBD1",0.980261571311613,11.4724359652,11.2459881060188
"FPGS",0.975994256616433,11.5088976486,11.23261800502
"NPBWR1",0.985352572933287,11.3512636107,11.1849968048472
"C10orf90",1.05115300776539,10.6389592047,11.1831739675137
"ECM2",0.916787650626061,12.1876579233,11.1734942741363
"IFT88",0.963257506675183,11.5316095506,11.1079094636627
"YTHDC1",0.982139381669298,11.3066556988,11.1047118367671
"SRPK2",0.974250559824121,11.3736389677,11.0807741315192
"ANKFN1",0.988706060297226,11.1959638472,11.0695173065953
"ZC3H14",0.963953476476175,11.4636189641,11.0503953534424
"DVL3",1.32804534767143,8.3008867879,11.0239540802178
"TCF4",0.97295633421287,11.2622374621,10.9576652761597
"ACOX2",1.03571583139187,10.5353215591,10.9115993275639
"GRIA1",0.972641979092183,11.1802712817,10.8744011862202
"OSBPL8",0.98945847516468,10.8495597562,10.7351888525777
"QRICH1",0.994683363580582,10.7859097833,10.7285650225295
"MTMR12",0.961164445409523,11.1520160039,10.7189212775867
"COL25A1",0.925319994700698,11.577179032,10.7125952405393
"RAI1",0.978779278809936,10.932164952,10.7001765275498
"CNGB3",0.954528617172472,11.1739665406,10.6658708303304
"TNPO3",0.983228671648385,10.8452571145,10.663367746375
"TNFRSF8",0.979146742079424,10.8708666541,10.6441736679419
"FAM91A1",0.971440311103748,10.956548211,10.6436326027171
"CSDE1",0.977251030382439,10.8282980473,10.5819654240121
"LRRFIP1",1.00871710125165,10.4736637586,10.5649637460595
"USP29",0.958301369682372,11.0212889638,10.5617163096748
"COMT",14.242545810667,0.7400688189,10.5404640562295
"ARHGAP44",0.989904479986703,10.6181437441,10.5109480614274
"USP15",0.958217821879533,10.8922188446,10.4371182167078
"CBX4",1.10721112092298,9.3733807858,10.3783114466835
"INSC",0.919439624757369,11.2844229255,10.3753455802252
"MSH4",0.977254132402952,10.5973723496,10.3563259212594
"NDST4",0.924235599534752,11.1520160039,10.3070901973857
"LRRC4",0.982485240260462,10.4327755607,10.2500480033378
"SKI",1.06923981516198,9.519959666,10.1791199136233
"ARMC2",0.992794714510343,10.2509042686,10.1770435768176
"CTNNA3",1.00394550005417,10.092119111,10.1319375674991
"VCP",1.00970187086788,10.0332625328,10.1306039502768
"VAV3",0.930181016842015,10.8495597562,10.0920545263103
"GRIA2",1.00484909972488,10.0332625328,10.0819148233875
"LTK",0.971476653224242,10.3507389932,10.0555012755116
"ANO9",1.16788128937825,8.5436171951,9.97793066576758
"MGRN1",0.978864181083631,10.092119111,9.87881390898748
"LARP4B",1.00934650601071,9.7634663884,9.85472068568455
"PCSK2",0.960437920153224,10.2109561376,9.80698947557234
"SCNN1D",0.969283711152123,10.1118209043,9.80122329262552
"SGSM3",1.02881065036345,9.4985991739,9.77225999364179
"SH2B1",0.978741952677426,9.9747771829,9.76273289751378
"REPIN1",0.99709522935137,9.6878311924,9.65969026470343
"APBB1",0.943040312362499,10.2309091047,9.64815971784862
"SMURF1",0.998396157256177,9.6315208675,9.61607342264468
"MPHOSPH8",0.95065849439945,10.1118209043,9.61288843651872
"ADAM33",0.999027409966466,9.6128295331,9.60348019090205
"MORC3",0.971355510893685,9.8206120145,9.53930560063331
"EPHB1",1.12627842723559,8.4259980849,9.49001987095127
"VIL1",0.875145031508843,10.7192921373,9.3809352552499
"TAF4",0.97152436549924,9.6502515293,9.37545449391125
"BRSK2",1.03541687445177,9.0001010972,9.31885654781277
"CCDC87",0.99597662607102,9.3371188069,9.29955208652053
"DSG3",1.00229812173935,9.2650493156,9.28634152684833
"TRIM37",0.943063874536717,9.7634663884,9.20757244115351
"NOL6",1.38623301648916,6.6073774435,9.15936476458544
"SPATA13",0.877523490752065,10.4123962659,9.13712231834634
"ARHGAP30",1.1022676043035,8.2849720954,9.13225634331791
"RASAL1",1.00853262150147,9.05242774,9.12966867957483
"RAPGEF3",0.991834733156122,9.1580710342,9.08329294043057
"XKR6",0.92764751984082,9.7824748528,9.07468853510511
"DLL1",0.954894222662424,9.3371188069,8.91596080502148
"OSBPL3",0.923566483173314,9.6128295331,8.87808716522974
"TCF3",0.925373477043623,9.556990606,8.84378562714746
"JAKMIP1",1.03280543400855,8.5600699711,8.84088678164549
"STXBP5",1.02968918699183,8.4781473086,8.72985660938931
"MAD1L1",0.952933398365461,9.1580710342,8.7270317530925
"PEAR1",1.05438212961661,8.1974361627,8.64323019862384
"RPAP1",1.44163837291497,5.9930871145,8.63986435648545
"C20orf194",0.994189066653064,8.6262245961,8.57609817993636
"ECE1",0.885789680236493,9.6690216078,8.5647195581729
"DNAH17",2.32198906718454,3.6715597292,8.52532155071743
"SF3B1",1.00386921773743,8.4842019577,8.51702918240267
"DYSF",0.789069266531297,10.7830864463,8.50860211312551
"LMTK3",0.999008202894508,8.4944637504,8.48603896583965
"PDE11A",0.905785760970605,9.3190447541,8.44105804411159
"LRFN2",1.00610478708134,8.316834549,8.36760705311238
"NEDD9",0.887829334435686,9.3733807858,8.32196242446906
"PSD3",0.939965643950685,8.8450746174,8.31406625853625
"SCUBE2",0.905107276329553,9.1580710342,8.28903673019733
"AXL",1.0025997567579,8.2058920807,8.2272254040914
"CPD",1.06831112614495,7.5441658319,8.05951629570134
"UBAP2L",1.00222482526462,8.0347745864,8.05265055589535
"PARD3B",0.956583855503901,8.4132197138,8.04795015102823
"LIG3",0.952313828152953,8.4456160282,8.04287693092508
"ATP10D",1.10797514568033,7.2351434368,8.01635910340656
"SCN7A",0.959803177890759,8.3328154526,7.9978627521827
"AGAP2",0.957828526834502,8.3490592365,7.99696710895079
"ITGA5",1.01619219847507,7.8524913696,7.97964046838034
"IL17RA",0.910066434874965,8.7601988808,7.97236296424532
"TSSK2",2.70270062975874,2.9470878847,7.96509628193304
"JUP",0.944684797521285,8.429401038,7.96312701280874
"GPRIN1",0.947168685051236,8.3328154526,7.89258185501376
"KCNQ2",0.987032764943395,7.9430675285,7.84006790478745
"GNAS",0.957529725289439,8.1786922483,7.83134094174156
"ZNF598",0.99890015766682,7.7927281189,7.78415734662387
"SORCS3",0.936670254505408,8.3008867879,7.77519374024287
"DHX29",0.969459546326584,8.0040789761,7.75963077293206
"SEMA6A",1.01459670863504,7.6454610144,7.75705958120775
"AMOTL1",0.936901125733214,8.2690903974,7.74732010211377
"C11orf30",1.01412630084237,7.5873992356,7.69458111981325
"ARVCF",1.25146656334644,6.129155326,7.67043295204575
"SPINK5",0.843118486079657,9.0874949522,7.66183498635539
"WNT9B",2.44722735783287,3.1118097648,7.61530598879003
"THSD7A",1.35811467331005,5.5522701705,7.54061958873774
"FAM65C",0.988139230207948,7.6018698436,7.51170581539592
"KLB",1.02283950507193,7.3319574235,7.4994157022612
"CECR2",1.31335154739906,5.698720835,7.48442382684251
"VCPIP1",0.964187385901217,7.6746719159,7.39982185224111
"CCDC171",0.90756582458009,8.1276277722,7.37635720095673
"WDR81",1.00156914730344,7.3643292306,7.37588494795384
"SCN10A",32.9892892804464,0.2228168106,7.35056822142984
"UBN2",0.928252619281289,7.89763903,7.33100411573564
"ARID5B",0.998728157843612,7.3180415103,7.308734116605
"EFCAB5",0.942609161066919,7.7040035381,7.26186431190502
"KDM3A",0.956761517961968,7.5873992356,7.25933161003613
"MOV10",0.940378213091517,7.6746719159,7.21709426233769
"KIAA0232",0.926784943954909,7.7040035381,7.13995448728643
"PFKL",0.915240738971067,7.6309006666,6.98411116511379
"MICAL2",0.916501890017442,7.6025450635,6.96774691964052
"CDAN1",0.941325281684118,7.3879078719,6.95442445857258
"ACACB",1.05198505534647,6.3433757133,6.67313645083935
"HDLBP",1.03150599024478,6.4160733761,6.6182181212972
"SMARCC2",0.977770741462625,6.7585957368,6.60835716481707
"WDR33",0.996338664551672,6.6198382057,6.59560075741527
"DHX57",0.921220754116106,7.1532597311,6.58973132387232
"PHF3",1.20791062251402,5.4501543662,6.58329935327415
"SRGAP3",0.942685885327266,6.9429304095,6.54500249984511
"ALS2",0.992244924676071,6.5917046096,6.54058544383946
"NLRX1",0.848116722109117,7.7071594521,6.53657081128735
"JARID2",1.18544085725547,5.5009562446,6.52105828632345
"GAPVD1",0.883144422547588,7.3643292306,6.50376628580856
"SIK3",0.96797181674605,6.6699358746,6.45630994611622
"COBL",0.968005513022604,6.6664018484,6.45311374127528
"SHANK3",1.00555925523035,6.4114154594,6.44705815432662
"SORBS1",0.966513548752306,6.6573731525,6.4344413509911
"SASH1",1.08394347631481,5.9319071099,6.42985201388154
"MBD5",0.915401991436929,6.9924821801,6.40093211275078
"CLASP1",1.05230098187938,6.0661053299,6.38336859483751
"RALGAPB",0.918843971359788,6.8874699335,6.32851022631827
"KIF21A",0.957199240889248,6.6073774435,6.32457667318694
"CC2D1A",0.859614489629892,7.3180415103,6.2906945179669
"DGKD",1.0155285280128,6.072058733,6.16634886713076
"EPHB2",0.954122663052974,6.4355634827,6.1403169683602
"TLR1",10.2424201950826,0.5957944507,6.10237711396783
"REXO1",1.00041864662122,6.0493812801,6.05191383313339
"BCDIN3D",7.99946276551897,0.7561674882,6.04893366635191
"IQGAP2",0.931940181646613,6.4841549781,6.0428445681153
"TRPM5",0.896617201333166,6.6951382655,6.0029761341512
"FARP1",0.918555453753635,6.5331432915,6.0010544005613
"ABCC5",1.00468584789068,5.9451823736,5.97304059388504
"PTPRM",1.00889655558857,5.8268437784,5.87868261798045
"LTN1",0.935929891748278,6.2803400553,5.8779579880993
"LRP6",0.97178510660833,6.0155365489,5.84580882647909
"DDX60",0.910765986983397,6.3276656172,5.76302262115006
"BAI1",1.05189043210626,5.4602740428,5.74361002229949
"BTAF1",0.999597490235207,5.7093401626,5.70704209743403
"KIAA0195",1.01800712270352,5.5852410141,5.68581513436963
"BRCA1",0.944486357664936,6.0155365489,5.68159220447086
"PER2",0.96364813436225,5.8602776403,5.6472456149199
"PIKFYVE",1.20965422372745,4.5481795941,5.50172465627406
"TRPM3",1.16514169749852,4.6173095875,5.37981993065594
"HEATR5B",1.22862039030858,4.3473027807,5.34118483921321
"IGSF3",0.929476873775564,5.6669907124,5.26733681107671
"RIMBP2",0.891299961908596,5.8712226931,5.23302056271691
"WARS",8.04075559777595,0.6497137986,5.22418986304523
"CTTNBP2",0.871241254693725,5.9930871145,5.22142473712578
"TRAPPC9",0.844020548835158,6.0255068239,5.08565157651807
"SCN11A",0.906729739374281,5.5976850755,5.07558752960742
"ADH1A",6.63939712459899,0.7576497734,5.03033772696504
"ADCY5",0.9670151220574,5.1908019843,5.01958401442366
"MED13",1.05524174230138,4.7459802009,5.00815641612557
