Gene,BF,LoF.BF,nonLoF.BF
FBXL18,1.183876864,1,1.183876864
FSCN1,0.726122956,1,0.726122956
ELMO1,0.305224971,1,0.305224971
GCK,0.733653314,1,0.733653314
ADCY1,1.512484002,1,1.512484002
IKZF1,1.199244927,1,1.199244927
BAZ1B,0.134372935,1,0.134372935
GTF2I,1.151779188,1,1.151779188
GRM3,1.236840571,1,1.236840571
FZD1,0.470416568,1,0.470416568
TRRAP,0.039426078,1,0.039426078
SRRT,0.576568352,1,0.576568352
CUX1,0.571458482,1,0.571458482
DOCK4,15.51225319,1,15.51225319
NRF1,1.283173684,1,1.283173684
BRAF,0.573402915,1,0.573402915
EZH2,1.58941666,1,1.58941666
KCNH2,0.552091419,1,0.552091419
AGAP3,0.794119001,1,0.794119001
SHH,0.731924538,1,0.731924538
XKR6,1.592237811,1,1.592237811
WHSC1L1,3.043969328,1,3.043969328
XKR4,2.387523179,1,2.387523179
CHD7,1.817542493,1,1.817542493
ZFHX4,0.519259691,1,0.519259691
UBR5,1.526077039,1,1.526077039
KCNK9,1.898682361,1,1.898682361
BAI1,1.054930078,1,1.054930078
SMARCA2,0.526153619,1,0.526153619
SMU1,0.931171279,1,0.931171279
VCP,2.462068754,1,2.462068754
APBA1,0.168735467,1,0.168735467
TLE4,0.509839326,1,0.509839326
HNRNPK,1.06143609,1,1.06143609
NR4A3,1.407262262,1,1.407262262
KIAA0368,0.24163809,1,0.24163809
LHX2,1.283173684,1,1.283173684
STXBP1,0.65587914,1,0.65587914
NTNG2,0.831375343,1,0.831375343
ADAMTSL2,1.654627334,1,1.654627334
KCNT1,1.005024002,1,1.005024002
NOTCH1,0.896635447,1,0.896635447
ABCA2,12.22710319,1,12.22710319
GRIN1,0.841035426,1,0.841035426
TUBB4B,0.931171279,1,0.931171279
CACNA1B,0.447970851,1,0.447970851
LHX5,1.389588332,1,1.389588332
MTA1,1,1,1
KHSRP,1,1,1
LHX1,0.892827518,1,0.892827518
PLCL2,1.211751083,1,1.211751083
AHDC1,0.892827518,1,0.892827518
NBPF15,0.892827518,1,0.892827518
TM9SF3,1.107172482,1,1.107172482
PAX6,1.081884712,1,1.081884712
RBM14-RBM4,1.107172482,1,1.107172482
CUL5,0.920842962,1,0.920842962
FBXL14,0.892827518,1,0.892827518
KCNA6,1.419539052,1,1.419539052
DDN,1.107172482,1,1.107172482
TUBA1B,1.517611045,1,1.517611045
KCNH3,1.500179854,1,1.500179854
SSTR1,1.033913834,1,1.033913834
AKT1,0.620462987,1,0.620462987
NR2F2,0.892827518,1,0.892827518
NOMO1,0.618710552,1,0.618710552
SBK1,0.840971792,1,0.840971792
NLGN2,0.892827518,1,0.892827518
EIF4A1,0.670373076,1,0.670373076
MLLT6,0.677939939,1,0.677939939
TUBG1,1.357206244,1,1.357206244
GNA11,1.107172482,1,1.107172482
MAP2K7,0.750842758,1,0.750842758
TECR,0.977160045,1,0.977160045
SLC17A7,1.107172482,1,1.107172482
PRMT1,0.843439197,1,0.843439197
U2AF2,0.892827518,1,0.892827518
KCNG3,0.988514059,1,0.988514059
PCBP1,1.357206244,1,1.357206244
POTEE,0.843439197,1,0.843439197
KCNJ3,0.804936605,1,0.804936605
TBR1,1.107172482,1,1.107172482
EVX2,0.833751504,1,0.833751504
CSNK2A1,0.977160045,1,0.977160045
STK35,0.794451961,1,0.794451961
CENPB,0.750842758,1,0.750842758
SLC32A1,0.711709401,1,0.711709401
MAFB,1.225830904,1,1.225830904
SCO2,1.107172482,1,1.107172482
ZBTB20,0.988514059,1,0.988514059
SEC61A1,0.920406257,1,0.920406257
U2SURP,0.892827518,1,0.892827518
CHST2,0.892827518,1,0.892827518
AP2M1,1.211751083,1,1.211751083
CNOT6L,0.787985063,1,0.787985063
ABCE1,1.120065192,1,1.120065192
CSNK1A1,1.269661718,1,1.269661718
DDX39B,1.211751083,1,1.211751083
LRRC73,1.103333674,1,1.103333674
EEF1A1,1.094455564,1,1.094455564
CDK19,0.843439197,1,0.843439197
YWHAG,0.787985063,1,0.787985063
CUL1,0.69545399,1,0.69545399
EGR3,0.892827518,1,0.892827518
PABPC1,0.940390478,1,0.940390478
KCNV1,1.341617454,1,1.341617454
HAS2,1.210791683,1,1.210791683
PUF60,1.107172482,1,1.107172482
