"V1" "V2" "V3"
"1" 0.432711067734688 1 0.000294033420162085
"2" 0.333874257680585 1 0.00374733225305635
"3" 0.374335662917722 1 0.00042956622275313
"4" 0.505683787083427 1 0.0286980375307945
"5" 0.322201204936129 1 0.0173325916306319
"6" 0.406225910996483 1 3.33839162850339e-05
"7" 0.238152022560078 1 0.00331900152547876
"8" 0.208128054914664 1 0.0045816169742035
"9" 0.20369063755893 1 0.00241871102010607
"10" 0.609881932202107 1 0.00418590141212185
"11" 0.255484948496171 1 0.0300366465201269
"12" 0.380939442271355 1 2.01610088499209e-05
"13" 0.183945446385583 1 0.00864794828724733
"14" 0.206463235711164 1 0.000397135455840271
"15" 0.172971758468757 1 0.00275580971061205
"16" 0.464414329196455 1 0.00253622788824937
"17" 0.226577167777976 1 0.00854921544960222
"18" 0.27168791978019 1 3.42025398676132e-05
"19" 0.137643250579531 1 0.00312808399971103
"20" 0.0966372551419706 1 0.00261250659756981
"21" 0.087212214849886 1 0.00914969130499179
"22" 0.631999728862667 1 0.00299868596968705
"23" 0.358531796849391 1 1.13613925368952e-05
"24" 0.156380190067763 1 0.0198791101598484
"25" 0.194232522456598 1 0.000663475650256583
"26" 0.142515026759218 1 0.00802460402228956
"27" 0.617882778347656 1 0.00541305143826696
"28" 0.362277484743076 1 0.000370483481525996
"29" 0.253299086733906 1 0.000445981319536537
"30" 0.118349196858537 1 0.0147272802884678
"31" 0.169419129106235 1 0.00186323424427449
