"V1" "V2" "V3"
"1" 0.467858597066764 1 0.00202904400933895
"2" 0.343672620715037 1 0.0139276171699324
"3" 0.507670325446877 1 4.54667986803854e-05
"4" 0.274783872723477 1 0.0132181346064383
"5" 0.440832612872517 1 0.000269416131240484
"6" 0.207294242000736 1 0.0834019121998756
"7" 0.274991033554043 1 0.00642088089122845
"8" 0.308564031617234 1 0.000523722954553262
"9" 0.240652675113599 1 0.00480257818820806
"10" 0.624992622649955 1 0.0236542920676762
"11" 0.441733942417622 1 5.9726018890782e-05
"12" 0.247452606733572 1 0.00585073190800328
"13" 0.31196203275648 1 1.25638136908792e-05
"14" 0.232933691800301 1 0.00206389860852112
"15" 0.424805502882722 1 0.0523839980006916
"16" 0.300169792687945 1 0.000405094642659171
"17" 0.257733843789566 1 0.0101320600962406
"18" 0.206384101666151 1 0.00118355529161065
"19" 0.143666232274405 1 0.000912518548745689
"20" 0.123820296276925 1 0.0123642931670465
"21" 0.711196924692894 1 0.0064667659902749
"22" 0.379859515926353 1 0.000188897439062691
"23" 0.235258327318274 1 0.00556835202773754
"24" 0.293037423423945 1 3.25011291610534e-05
"25" 0.184914953511597 1 0.00817186785768612
"26" 0.579606046729391 1 0.0136209682313626
"27" 0.43748748260458 1 0.00347638295958801
"28" 0.558928360495262 1 0.00429367878325869
"29" 0.40176258502673 1 0.0189175677762633
"30" 0.326904676627514 1 0.0021385338352639
"31" 0.239834975871531 1 0.000446538469517672
"32" 0.257487223142663 1 0.00305179237980602
