"V1" "V2" "V3"
"1" 0.439912808748095 1 0.000221605496953468
"2" 0.292983451973314 1 0.00971922591652354
"3" 0.32805303015019 1 0.00163390089644573
"4" 0.505683787083427 1 0.0286980375307945
"5" 0.25782749790646 1 0.0520787657844642
"6" 0.405580107274272 1 3.24565517081327e-05
"7" 0.214980908858437 1 0.00688770049418516
"8" 0.189747680887523 1 0.0085417199070965
"9" 0.173267183500276 1 0.0079866478602597
"10" 0.609881932202107 1 0.00418590141212185
"11" 0.188231700856937 1 0.102401320128725
"12" 0.356668665479992 1 5.38547490466342e-05
"13" 0.167642439886699 1 0.0148127609222644
"14" 0.174425311741339 1 0.00219835727486796
"15" 0.445820594883397 1 0.00276176929435071
"16" 0.167224749741635 1 0.0224408642634037
"17" 0.234551138806228 1 0.000251473571139141
"18" 0.126093748201339 1 0.00348376850868597
"19" 0.631999728862667 1 0.00299868596968705
"20" 0.336407292043828 1 3.00871162954315e-05
"21" 0.14515083137282 1 0.0280229946997317
"22" 0.168637243441273 1 0.00259497767444013
"23" 0.617882778347656 1 0.00541305143826696
"24" 0.223452434974417 1 0.157254182382318
"25" 0.321867317548534 1 0.00129631802639581
"26" 0.241080506274603 1 0.000323567125902577
