"","V1","V2"
"1",0.112262897912528,0.860712276184869
"2",0.0952938846268406,0.921430563723195
"3",0.0939740502518187,0.89752111069183
"4",0.0805278876695979,0.998419128027401
"5",0.109012802513369,0.811687265208022
"6",0.0880150712915692,0.998840638908835
"7",0.108448476343999,0.999296356548413
"8",0.0877434135604027,0.999571871662636
"9",0.0981832924109452,0.939096539957577
"10",0.0900437472169002,0.999255111072149
"11",0.0981212632843573,0.917414745237684
"12",0.100460345271675,0.942915355085332
"13",0.0849933787672761,0.997669936502597
"14",0.113426804625277,0.812446697893194
"15",0.0961534015564263,0.977782282009028
"16",0.0908491949895949,0.999016817976136
"17",0.113760817537452,0.761788522280628
"18",0.0915877302648259,0.992686884695519
"19",0.0872154814184564,0.999651113661778
"20",0.0941383849053694,0.999666726561949
"21",0.0880234704584897,0.997877079885311
"22",0.102869912006234,0.999155883258323
"23",0.112704945367771,0.808129996433366
"24",0.0870969567424182,0.995536661113133
"25",0.110727214567139,0.896051572543366
"26",0.0944186446547597,0.998819240963055
"27",0.0909847935391219,0.999121252556842
"28",0.0867532498303935,0.986298034488273
"29",0.107732943598592,0.935124743264591
"30",0.0892187258396667,0.983788347874828
"31",0.093558481968932,0.998946395541267
"32",0.0913285148614002,0.999105740484697
"33",0.0952975191298886,0.998546705048871
"34",0.09275911579516,0.976175878634097
"35",0.112738299508008,0.842215738136979
"36",0.0899393766032552,0.933847506412038
"37",0.10291011583549,0.999294192586426
"38",0.0840955668264042,0.999651060815011
"39",0.0929147056619305,0.982527818086148
"40",0.0993723678004675,0.953668451594292
"41",0.109569649990521,0.835474293870282
"42",0.0930016068789741,0.999176404479342
"43",0.0859133025979837,0.999212336212211
"44",0.0928735244991108,0.987165899788986
"45",0.0944500072641069,0.999751438266618
"46",0.0913436991494869,0.991753152418681
"47",0.0900548764374025,0.999413150400817
"48",0.0912165647734998,0.999794104943622
"49",0.100755634787219,0.999262341382805
"50",0.0927057770880823,0.999155378255476
"51",0.0869869187570989,0.996522495706483
"52",0.093723229114116,0.99038591392861
"53",0.0938614236428986,0.99755162651731
"54",0.107828243445538,0.836695352077946
"55",0.0802374091708457,0.986538838460926
"56",0.0841742526809598,0.999004330793242
"57",0.088822802154872,0.993621333242051
"58",0.0872323186078695,0.999531810821955
"59",0.0994417549452944,0.999607120526176
"60",0.103130701273332,0.999448602446036
"61",0.0953282721203385,0.87661177690833
"62",0.117103243512455,0.810059842598437
"63",0.12026284583809,0.745856721388323
"64",0.0869256588533762,0.994455495537295
"65",0.0935680966152206,0.997751901690028
"66",0.0901227448310029,0.998882161284287
"67",0.0991514385400622,0.917952916481707
"68",0.108678907301636,0.880070685727356
"69",0.0911963449813761,0.952954837531257
"70",0.100879898523541,0.87812599874003
"71",0.130742262845569,0.698373216613951
"72",0.0921181060104346,0.999373449372112
"73",0.0868185938158758,0.997859524725216
"74",0.0839027233645039,0.998624934373435
"75",0.0885609342712015,0.999537705364107
"76",0.0891392216479156,0.977575675172648
"77",0.0844660415804326,0.99776178611783
"78",0.0817321267232909,0.996036102156973
"79",0.107168128311175,0.868218389389359
"80",0.0773909299561807,0.99909939499952
"81",0.103282862468804,0.999183617000127
"82",0.101720872901818,0.912480074824527
"83",0.0942433363249149,0.859199103860968
"84",0.120302036621945,0.808331445476779
"85",0.0837624733087561,0.997606358636938
"86",0.104231939012559,0.999395335602608
"87",0.100644987269533,0.998646562897554
"88",0.0812731641890158,0.999077031726165
"89",0.0887392665415646,0.999188432230175
"90",0.115698297102131,0.833381467859904
"91",0.103374722153131,0.898653208723747
"92",0.0929022410673401,0.89186866056215
"93",0.0959466863351016,0.999317516718199
"94",0.0913230212849866,0.927422741745404
"95",0.0948129385547802,0.82190526523446
"96",0.0972451262348155,0.998130503440255
"97",0.124843719195077,0.704421091924496
"98",0.110445684886509,0.862407703097374
"99",0.0920236165427809,0.998410162463179
"100",0.0947765602433669,0.998211316881585
