"","V1","V2","V3"
"1",0.0983822862805196,0.40271080606862,0.806081485415957
"2",0.104342505314923,0.400164003787915,0.799026176227312
"3",0.102786227418082,0.405828090694046,0.799506954489593
"4",0.0965488630421765,0.407302139114834,0.801321446195305
"5",0.0996902448141228,0.406973272220618,0.806092411724956
"6",0.100108423892351,0.401250761229224,0.803708455018496
"7",0.0985942333119912,0.397301209403657,0.807885771363786
"8",0.0977438813920851,0.408030360246634,0.797738431417111
"9",0.106215374250951,0.401620167422515,0.802586955501848
"10",0.101148011459112,0.398411149668497,0.801315418580771
"11",0.104056003018294,0.408490136342142,0.803277876579419
"12",0.0958414996470399,0.407876140342171,0.80772437960027
"13",0.100662479615587,0.39713153150537,0.799568980877532
"14",0.0966793437348604,0.397896399716132,0.804864758568332
"15",0.101138872332678,0.404969838692294,0.806883874633505
"16",0.098450685259036,0.406202550581414,0.80316107550827
"17",0.0992239617599023,0.400975504987282,0.810339747931592
"18",0.0988012291473148,0.406081496763097,0.797435634821949
"19",0.103565126252412,0.408143567527206,0.805148011312206
"20",0.106185173603803,0.39752058195107,0.798785860241952
"21",0.104433973941944,0.405074329785625,0.805056987813285
"22",0.0992666856018576,0.399083388584217,0.801078939609117
"23",0.10401638834735,0.399427167045948,0.803101760601177
"24",0.100731461842223,0.397592844144348,0.80085365716629
"25",0.0961968200898771,0.400547871076835,0.804342762975261
"26",0.102904842975416,0.40990932586761,0.799781116752413
"27",0.103833238724503,0.394516338259376,0.796221452394393
"28",0.102767856791961,0.403814889118293,0.806865061718615
"29",0.099197413018153,0.411231835175013,0.807788467574816
"30",0.104392199875068,0.411966816861295,0.804712525216228
"31",0.10297810948438,0.395988213981916,0.807756290740042
"32",0.100758363921938,0.394286693670585,0.800683209532664
"33",0.103068777353262,0.401251480109683,0.807313020617576
"34",0.103621261100754,0.407482440773892,0.804508411900822
"35",0.101676047084002,0.403095763556833,0.805895864941669
"36",0.102142420477586,0.404875988436088,0.803456383944126
"37",0.102601815898385,0.40388017992617,0.799479372268102
"38",0.0999431957147089,0.407116609021671,0.808446100937672
"39",0.0994541455139848,0.396167165478929,0.808672627862143
"40",0.100946057631533,0.399396942908996,0.803034411994958
"41",0.101497368262496,0.399608898464783,0.808064770030102
"42",0.0957561350176139,0.398709938763297,0.797673968759331
"43",0.095179457614959,0.398541963683425,0.80343154765132
"44",0.104228680231266,0.402151317996843,0.808494357027296
"45",0.102336440923689,0.403532174590712,0.797676065820479
"46",0.0977721494309654,0.401433481953391,0.800348986526237
"47",0.0976826255912295,0.410045681216328,0.804169549762551
"48",0.105987516651603,0.403441751030165,0.806609161154834
"49",0.10031915637744,0.399735676227342,0.808614466827096
"50",0.101170908664287,0.405715107694853,0.801842163489439
