"","V1","V2","V3"
"1",0.137400602372567,0.454860656593291,0.846969341970703
"2",0.133078753715148,0.461470999769176,0.845867083344516
"3",0.136059276698801,0.463644827780279,0.84537802419688
"4",0.130268479283239,0.467646042168871,0.84447683282901
"5",0.135247949433537,0.463131280012656,0.845464881151935
"6",0.127647720817219,0.467791251466439,0.849551575194806
"7",0.125803041323557,0.461315173450842,0.844997862245224
"8",0.144078370806093,0.457162655345562,0.852400738263707
"9",0.129880724528105,0.470256408682821,0.844087556561596
"10",0.131341621691604,0.456960898653013,0.844896909599478
"11",0.134313289634802,0.459747564634188,0.840686823732233
"12",0.13320642957361,0.452302794111228,0.851109004689529
"13",0.130119481096145,0.465133649759295,0.841065797880984
"14",0.127337831411857,0.469460059172404,0.843389986575021
"15",0.130426966966135,0.47302208792409,0.841091473160644
"16",0.134345261150347,0.456544067393892,0.848982003624985
"17",0.139659334678203,0.457745769933131,0.836784594423032
"18",0.138423957278111,0.466833400201162,0.843546835291929
"19",0.130555943739518,0.462702021328457,0.840671360270004
"20",0.127308765529475,0.467616753202387,0.849930207267511
"21",0.131292244100929,0.449749418213619,0.844106248900601
"22",0.131501624292299,0.459935530254682,0.849886207967616
"23",0.134667157875554,0.463584842816316,0.84623537766778
"24",0.133856291231091,0.460529681315992,0.852444643988494
"25",0.130599488708986,0.466001406639833,0.845905913019771
"26",0.128043841940306,0.467014906637111,0.854112507906313
"27",0.129840887793878,0.461058959757497,0.847153174336567
"28",0.127085098146597,0.465454384896287,0.844540249119007
"29",0.130390454560398,0.458064028905847,0.840590945740398
"30",0.123223089576574,0.474412960513722,0.851380543401526
"31",0.137215850213367,0.462960262740609,0.843610737623958
"32",0.132989956302683,0.465571140375878,0.840332846552671
"33",0.131108370356876,0.460263249300349,0.856314270895072
"34",0.130163370477433,0.466732387144014,0.845980402100165
"35",0.130943829732019,0.458123272929626,0.843452001152692
"36",0.1361438455403,0.461594851583989,0.849636235104875
"37",0.134802846009667,0.467922646652595,0.842145526086278
"38",0.129060391277977,0.453381597325277,0.841776617359251
"39",0.135663055258218,0.460582937367553,0.845099938465275
"40",0.136815695520131,0.452305327212367,0.848859315766592
"41",0.126950292368078,0.463589381069217,0.849606387314864
"42",0.13337781301765,0.463483864564226,0.844162010785211
"43",0.134563080507209,0.456485268223054,0.845886003117139
"44",0.130801007630858,0.457670948454609,0.846563963839574
"45",0.130973339236583,0.466389882671596,0.850471795778584
"46",0.135459697876584,0.46111832950294,0.84260657737516
"47",0.132407655704626,0.465529727833778,0.842244207734818
"48",0.13561252218149,0.47049610640201,0.849624752118733
"49",0.129726152789124,0.457077123050419,0.842551034844784
"50",0.132347013851223,0.467118445497772,0.838840914152431
