"","V1","V2","V3"
"1",0.111879866458024,0.425272123686156,0.816092690776748
"2",0.113704191475319,0.42559388172762,0.822747827745312
"3",0.110418568605629,0.42205317742225,0.818888531279217
"4",0.111715452813075,0.41789554099418,0.822921037711161
"5",0.111989782258136,0.423353941174991,0.816752055386304
"6",0.10946324689121,0.415042069454982,0.818655519704888
"7",0.114437911938104,0.419637452578723,0.818376141080931
"8",0.10785842033829,0.427129426640792,0.814680223603403
"9",0.105795384341152,0.422286818688634,0.819667943043236
"10",0.113288901875302,0.421423455705146,0.816120152689606
"11",0.107657734507205,0.414046964614737,0.808651006116524
"12",0.112949683610429,0.430532548576466,0.8212479557626
"13",0.113623924164108,0.422742678403636,0.819784032275274
"14",0.10870207558888,0.424141898440229,0.814690393620068
"15",0.11279253271614,0.41947148009613,0.80811619823656
"16",0.110469543032591,0.427825093242563,0.8196141652443
"17",0.112902590446865,0.424617869207706,0.815066643025716
"18",0.110269730515856,0.423238265230224,0.821230720912783
"19",0.104692233987392,0.413305323228335,0.814702115793379
"20",0.103408709915534,0.427613874166306,0.821484335483208
"21",0.106426923432553,0.426806419183861,0.82338620600292
"22",0.110711415833048,0.427779229665052,0.827037986242189
"23",0.112485687933502,0.428515983814719,0.819489367083441
"24",0.114228538230931,0.428155370738773,0.820172135858909
"25",0.108631812307402,0.41857896209853,0.820444268652949
"26",0.106825778868405,0.417828579797585,0.822572510092498
"27",0.114057211538268,0.429087076563734,0.811024456754877
"28",0.107906233390424,0.423938550955385,0.809617709265149
"29",0.106935105174184,0.4133904578875,0.8175850886293
"30",0.112509263473784,0.422744813783787,0.820775356513207
"31",0.109285869161106,0.420412053929939,0.814715328316069
"32",0.112496240643042,0.424663113631493,0.823840385945038
"33",0.108626195500563,0.41069779384853,0.8217765612933
"34",0.112887658438929,0.42590121213012,0.825364132021297
"35",0.110116526427233,0.428205303444986,0.816683682706765
"36",0.108327774697404,0.418799361739201,0.831105103517229
"37",0.113350803390787,0.417881132402905,0.821024863521989
"38",0.110234444700837,0.426774131658325,0.823111409999521
"39",0.111583182074266,0.419143337508789,0.816418352962305
"40",0.112266460815868,0.42333668992994,0.819590531964864
"41",0.109095862427885,0.424472828730049,0.820107975816191
"42",0.11015171006826,0.420564815669388,0.812568853293735
"43",0.10214252264867,0.423194240691688,0.812767199733195
"44",0.108722877490417,0.416148859563987,0.819619274228644
"45",0.105796745340392,0.429541999649608,0.81769685944101
"46",0.11269012520245,0.41361638976226,0.819169411821816
"47",0.114708547509306,0.419539243300975,0.819656628866409
"48",0.109286567749539,0.412046970453889,0.819929513889043
"49",0.108347490233056,0.419411965050933,0.816447021638003
"50",0.109145367210048,0.422581576340244,0.827054939236678
