"","V1","V2"
"1",0.0987672805319291,0.999173957115127
"2",0.116206999172949,0.856914868594651
"3",0.0896982184703018,0.996895260105898
"4",0.0977660085172083,0.999474087302367
"5",0.109628374105965,0.933508285578606
"6",0.100934427267142,0.999215666755085
"7",0.118570212753191,0.892115396874333
"8",0.115126769966672,0.998787342892196
"9",0.0959053219484171,0.997109722047887
"10",0.105417473087603,0.999588584534279
"11",0.0906316385512383,0.998623330590004
"12",0.105272420639748,0.999134761104396
"13",0.120188238922154,0.921099090950346
"14",0.11838905309597,0.897222550347098
"15",0.110908373478205,0.96116598039001
"16",0.115067821657899,0.794215479485699
"17",0.0989964486208579,0.999660807641317
"18",0.0958562717813471,0.998887405156751
"19",0.104656039516881,0.95830960948303
"20",0.106115318923105,0.992479158368671
"21",0.090367820954041,0.998877300979757
"22",0.136869218994453,0.738547068981582
"23",0.106884269043359,0.995169000566629
"24",0.127224874389762,0.875940499286465
"25",0.115398326977217,0.899046864664008
"26",0.123821190345502,0.823600518116344
"27",0.102438512146583,0.997314506356782
"28",0.100420917895735,0.970847977646851
"29",0.10334430084253,0.906439247432267
"30",0.131364614546035,0.844606964151855
"31",0.100538908544769,0.999590954685186
"32",0.109001470410461,0.981955095468678
"33",0.106744739930124,0.845900152251853
"34",0.122032668806244,0.776130607041741
"35",0.120247746414318,0.912219913293714
"36",0.128875680443038,0.73624000194021
"37",0.110183333178785,0.999741691152173
"38",0.112745765970335,0.851762882142588
"39",0.0963246812151321,0.99939052149688
"40",0.118595153989195,0.84388051378996
"41",0.090318868205958,0.983246454822524
"42",0.0962060959119782,0.999302126458401
"43",0.101130087238525,0.999546791712439
"44",0.121994702344512,0.885068603133616
"45",0.0976802020135806,0.957548718375693
"46",0.0994111581456212,0.999301280575629
"47",0.0960561191312768,0.998882558637307
"48",0.0928055113854853,0.999455721469836
"49",0.109656431903086,0.846239850923794
"50",0.118387491903946,0.999659111610526
"51",0.0851971211457638,0.997706786574753
"52",0.121163289152311,0.860336309413176
"53",0.101838779579455,0.998662231732212
"54",0.110939368899217,0.994160601994019
"55",0.0930784064811076,0.912709594689837
"56",0.104447752593613,0.99883759769841
"57",0.119658591353383,0.866847723828651
"58",0.101146500398505,0.99790742776027
"59",0.12723834971077,0.812667816143907
"60",0.106657747981125,0.999155968545081
"61",0.0962424143493063,0.999262459470144
"62",0.094641232672746,0.999443125446159
"63",0.0984507067116701,0.998413170697217
"64",0.104316491422227,0.999661335101549
"65",0.114184359708893,0.886630271517478
"66",0.104539873089726,0.997805449348328
"67",0.118527136365587,0.758124617405926
"68",0.107504062636019,0.961080226085008
"69",0.0966413398391855,0.99938039744636
"70",0.0959363687958555,0.914394486498085
"71",0.102263139799803,0.997026659171996
"72",0.0979493252254307,0.998294581617233
"73",0.115611526229245,0.862665410760935
"74",0.121216819258264,0.798106485427738
"75",0.119852248894745,0.858743076051145
"76",0.11067062079589,0.866829191116656
"77",0.100186337171119,0.996212683757315
"78",0.106706539216625,0.999736251006797
"79",0.107301213823309,0.998764222445315
"80",0.118230460669932,0.912700486507107
"81",0.109706349810415,0.967971357133244
"82",0.115470612610548,0.98397125486015
"83",0.0893689617946223,0.998825156928445
"84",0.096450145212137,0.985421121241264
"85",0.125155698674859,0.842719094067549
"86",0.125311775367555,0.80813310241207
"87",0.106850695997966,0.933964260330358
"88",0.104482520903547,0.910801299588693
"89",0.116410503310674,0.999522175186241
"90",0.0993702478008473,0.999454264225588
"91",0.0927554512148819,0.998637510050637
"92",0.104424499202772,0.983499321743009
"93",0.106474465434203,0.867696793618523
"94",0.0959719379670785,0.99761901705494
"95",0.0946068871176554,0.999648779479224
"96",0.0996891492679504,0.998112746193461
"97",0.0838595279466475,0.991629552745101
"98",0.0936234941463293,0.982059365914991
"99",0.113990363666611,0.93095245839949
"100",0.0951010605203806,0.999464641560778
