"","V1","V2"
"1",0.101110948215044,0.950301933786613
"2",0.173636434528248,0.833306959319446
"3",0.123729971879115,0.97334175409628
"4",0.14890894313108,0.865013857296329
"5",0.107715777435411,0.997783344017587
"6",0.131407931902527,0.942351559797868
"7",0.109913230758328,0.998711888056593
"8",0.111091036447439,0.99776828283992
"9",0.107604396451495,0.986632316731392
"10",0.128254755762614,0.862616628845425
"11",0.115492755865584,0.999389085217273
"12",0.131206714533113,0.981945982008092
"13",0.112158105122761,0.999597443974544
"14",0.138483283334509,0.904044715428082
"15",0.143057094908433,0.858720019502381
"16",0.124187287104457,0.999457079086347
"17",0.120864918651928,0.941159498368205
"18",0.104736011248305,0.996040014416596
"19",0.11731805499579,0.998836991202992
"20",0.106491978359516,0.997832484553277
"21",0.126448794845884,0.99937811249665
"22",0.114155869877969,0.992077756150099
"23",0.121840834647001,0.995726094477236
"24",0.14010647367501,0.852340226268115
"25",0.110417664738411,0.999163063423818
"26",0.111334292838676,0.998335770924308
"27",0.121365046689243,0.999389415658369
"28",0.121749394784002,0.999204333847475
"29",0.126927936759395,0.999529077030587
"30",0.133689835721052,0.999040708333177
"31",0.134420014893132,0.987907482455811
"32",0.124002190295769,0.937647142815685
"33",0.125799200756144,0.940872314009702
"34",0.11577474399651,0.998477392902041
"35",0.0988674701105083,0.971505994272837
"36",0.137483534015501,0.919366297389396
"37",0.130077312316857,0.99949511741863
"38",0.104471832283511,0.997540284852729
"39",0.112051557328942,0.999148168409759
"40",0.116899198827979,0.99939269407039
"41",0.1196796278004,0.998993707275115
"42",0.105400152102025,0.99952188386893
"43",0.130858012545817,0.880055748061797
"44",0.12197580451246,0.986878057922354
"45",0.1555748494305,0.812682747846514
"46",0.108480988592233,0.995089960216886
"47",0.131133801708637,0.951312916022705
"48",0.131929161275251,0.967273339782032
"49",0.123630777545925,0.999226583475992
"50",0.136785288046065,0.99900614053062
"51",0.117095857544896,0.998554583918047
"52",0.122749500320742,0.906695315931487
"53",0.132044732930821,0.810404583072775
"54",0.137419005389095,0.978023157860922
"55",0.131154463895476,0.97230807310803
"56",0.120143568493539,0.999429946245603
"57",0.121168408959566,0.989517949992451
"58",0.123068509349864,0.998152286691475
"59",0.116202290147201,0.999102422433675
"60",0.113735573835043,0.999423119613094
"61",0.128035670361299,0.998718830083914
"62",0.133038470809727,0.972964540553597
"63",0.130274601925282,0.890263345602424
"64",0.131334486203575,0.954554850126311
"65",0.118568142030726,0.961199974627486
"66",0.12546747758728,0.999225710418992
"67",0.124755077736489,0.999688358159836
"68",0.124078706112935,0.985124546410403
"69",0.118757897974398,0.99097616831156
"70",0.13324923950899,0.839323204964333
"71",0.12651924528621,0.865985728653274
"72",0.13083014477247,0.980448365050955
"73",0.132850585937404,0.999573862329224
"74",0.128094114737722,0.997477789672178
"75",0.115731981288633,0.9920576178377
"76",0.152911286203555,0.852510465330592
"77",0.149391629274388,0.763472517262705
"78",0.146487048784112,0.818934149332488
"79",0.124322895294869,0.999301803708424
"80",0.153309803668611,0.736489278037758
"81",0.134512845889367,0.988485847634813
"82",0.116233635494977,0.999537694717766
"83",0.128674486710164,0.999683508159611
"84",0.132250242173479,0.869437574513461
"85",0.127638173883204,0.998965128161343
"86",0.119685442367265,0.987451402203172
"87",0.133198945875533,0.888484242546599
"88",0.118883752042264,0.945158872021193
"89",0.126613907070461,0.999392673625267
"90",0.118685098009844,0.998548626176096
"91",0.120777370181139,0.999265746373552
"92",0.123917811748183,0.997982285181739
"93",0.106031929096529,0.997788463419231
"94",0.116692318407077,0.999429111475674
"95",0.116191639373904,0.999497207640581
"96",0.136142605382318,0.875432037589182
"97",0.13722425534104,0.774348458728193
"98",0.125900618274357,0.957755164218313
"99",0.139301248191665,0.928214858611916
"100",0.124485771077345,0.976369958389484
