"","LoF","Missense","fisher_combine"
"PHF23",1,0.721631672624728,0.956367495606356
"PSD3",0.486354708420711,0.63204182319105,0.734601705381825
"BDNF",1,1,1
"C19orf48",1,0.791679971173369,0.957725290726098
"CTXN3",1,1,1
"PSIP1",1,0.834127651269032,0.993563703794246
"KIF11",1,0.171796135339446,0.474405882138054
"BCKDHA",1,1,1
"TSEN15",1,0.871247296383861,0.963569984579079
"PCDHB1",0.790426842818286,0.886188988915849,0.932139111512312
"UBA6",1,0.730852484320105,0.970685709890183
"CDC73",1,0.454247288412378,0.663002438357649
"GYS1",1,0.939581318672232,0.998115558486932
"KCTD12",1,1,1
"AKAP10",1,0.686991137487884,0.924522543070576
"GBX1",1,0.345056247892287,0.712212602405947
"C1GALT1",1,0.913959110564582,0.984265293035692
"BARX1",1,0.800884839740239,0.994703849678029
"PANX2",1,0.400352588463554,0.762031022606742
"MYH9",1,0.588438107802832,0.887661213274288
"TERF1",1,0.806759166612558,0.995026505417263
"ZNF592",1,0.0786475103037099,0.26073651952309
"SLC2A13",1,0.742931000988231,0.983882833969514
"ATP5MPL",1,0.797738085083655,0.949061361026295
"AMACR",1,0.221498836932839,0.582492276513645
"MBD3",1,0.882811565257394,1
"CREM",1,0.865681862372975,0.997659333986574
"PARD6G",1,1,1
"MXRA8",1,0.620076054122591,0.893931797524547
"ADARB2",0.624948586120971,1,0.894927951326289
"RRS1",1,0.924479349395037,0.999274752943857
"DDX21",1,0.239343153173174,0.531132165645063
"TFAP2E",1,0.0641737571540206,0.263439917375271
"NPLOC4",1,0.644561785286695,0.927643392388074
"UBE2M",1,0.211715136012495,0.477656137024548
"CUL9",1,0.239613224639645,0.581638511471356
"PHLDA3",1,0.336137478377652,0.702606335852823
"NUP205",1,0.242540082877879,0.563422348582464
"RBM39",1,0.423956360176555,0.669605622868182
"TMTC2",1,0.645958694315191,0.927535772938654
"TXNDC8",1,1,1
"MRPS17",1,0.336828291578584,0.733155695104983
"GGTLC2",1,0.609251206797605,0.911150170810106
"EXOC3L2",1,0.323146545055572,0.64000035900427
"KIF16B",1,0.505199586209356,0.861339918814293
"BCL2L11",1,0.450696858926171,0.873838402304909
"KLHL13",1,0.689783176325156,0.986226927183834
"UVRAG",1,0.248389211586683,0.567318842175218
"ALB",1,0.54308103785647,0.87178772672051
"ADCY3",1,0.484063712979587,0.865115845404095
"TRMT5",1,0.315116802562303,0.710681070524766
"INTS5",1,0.426267208337339,0.755073895821069
"PLCG2",1,0.713102994315269,0.954099656626974
"RASSF8",1,0.313137565311814,0.717882868399753
"ZDHHC5",1,0.832165464470686,0.97641096509459
"CMAS",1,1,1
"TMEM131",1,0.148457846409187,0.407718077735915
"DPYSL5",1,0.591483952881081,0.902084435318877
"ASF1B",1,0.348211346813295,0.792025050333475
"EXOSC3",1,0.929844789676003,1
"MEPCE",1,0.469320038774038,0.824346736432477
"PDIA3",1,1,1
"ANKIB1",1,0.907905902390628,0.995622811224885
"EIF3B",1,0.0479241322661234,0.19352416838741
"BRINP1",1,0.448249491890883,0.807927259923072
"GGPS1",1,1,0.992162158522981
"TBX3",1,0.634548432811844,0.923167496923729
"TBC1D3F",1,1,1
"ARID1A",1,0.855527872521675,0.99386322689193
"NDC1",1,0.082061150047031,0.308628559353967
"ATP5F1B",1,0.366914756234277,0.734792931458999
"SREBF2",1,0.45648782460288,0.79294120124514
"PLLP",1,0.671279117467262,0.972562044908949
"IL2RB",1,0.625108374234048,0.901576529003707
"LRRC4B",1,0.890754921482176,0.993802750267417
"UBR4",1,0.388908230471772,0.75586019671403
"FKBP4",1,0.127059844592309,0.337901073141495
"CFAP20",0.624948586120971,0.647388622161677,0.502919014032421
"PLXNA4",1,0.743596764206286,0.963892045785598
"LRRC55",1,0.217270281397938,0.609088567638398
"PFDN1",1,0.867776535740085,0.961470980677068
"DCLK1",1,0.754893411657374,0.967153372099745
"TSPAN12",1,1,0.996274433092587
"BEND4",1,0.326977583086257,0.732113444400795
"DEGS1",1,0.953652426742375,1
"ETAA1",1,0.425820925547107,0.811767087549996
"CCDC12",1,0.390807588129143,0.824972193673508
"TAB1",1,0.469380745259809,0.823390837694064
"GPR88",1,0.14323102496824,0.421571359171287
"CDC25A",1,0.16597451164479,0.51581510297036
"ACSL3",1,0.472540389805988,0.781835718830412
"KIAA1549",1,0.789715710466467,0.980739994545949
"FBXO42",1,0.783463246388865,0.988788628250703
"DDX42",1,0.2199613419832,0.553049564606566
"CALD1",1,0.47533896834961,0.842761169890632
"RRM2",1,0.287638953696565,0.646051247102636
"MMP24",0.49996572290589,0.592374018674977,0.60440288465037
"KDM3A",1,0.490399354589461,0.838840379649148
"RCC1L",1,0.405232426193514,0.769581466419345
"CLPX",1,0.556580154972898,0.904491193192931
"GRIA4",1,0.761260486107617,0.968916881862407
"EPS8",1,0.949864746317784,0.997101009415817
"PRLR",1,1,1
"PAX3",1,0.313337082460927,0.622631304396799
"SBK2",1,0.438136054758894,0.799697226471908
"NDUFC2",1,0.838687197175577,1
"PIK3R2",1,0.699832172416001,0.967374872819378
"PRPSAP2",0.49996572290589,0.518097679104141,0.486227921186013
"TLE3",1,0.779889715592568,0.973772451042112
"PRSS36",1,1,1
"NDUFA9",1,0.476018218381842,0.867304581572316
"USP49",1,0.758840056024096,0.95387386311407
"CLEC18C",1,1,1
"NASP",1,0.422613741949055,0.760648144247156
"EPOR",1,0.966119471027521,1
"NDUFS7",1,1,0.989692089647147
"GPR25",1,0.574905401997969,0.89314415503639
"EIF4B",1,0.626182279796108,0.919306826549558
"EMC4",1,0.0260847073744344,0.135604686367854
"TAS2R13",1,0.14491698704146,0.407718142287977
"PTGFR",1,0.853548605053823,0.993689321608054
"PPP4R3B",1,0.361708530419064,0.706731958600391
"LRP5",1,0.971979153400781,0.999602818851368
"OSBPL8",1,0.715169621792521,0.954919889814508
"MPRIP",1,0.330207056360709,0.696088156795915
"URGCP",1,0.534146661062583,0.869101930035705
"MYRF",1,0.950498104960317,0.998754048551907
"KLHL11",1,0.593016846909732,0.932055609500633
"CCDC112",1,0.837866006299783,0.993859736854474
"PPFIA3",1,0.926408350740641,1
"HMG20B",1,0.273879462503174,0.692883917055591
"SLC9A3",0.49996572290589,0.806766275255487,0.733568071273901
"TSGA10",1,0.692050497445529,0.963066530083801
"STIMATE",1,0.11639194622722,0.366726805653991
"CYFIP2",1,0.845259067584536,0.994423187435172
"NFS1",1,0.426721927462647,0.78810509761155
"MAN2B1",0.726487526564926,0.660675297340425,0.858793715172054
"TMEM259",1,0.715416665496139,0.940901009508405
"THRA",1,0.470147813199317,0.738429851401239
"NPIPB8",0.49996572290589,0.0126765330736831,0.0884247362257561
"MBD1",1,0.148625972928232,0.426409601817006
"CLOCK",1,0.601268992051551,0.86541685500134
"CCNT2",1,0.475616487259607,0.878484760526724
"DPP8",1,0.19682246872505,0.513461627160626
"FMNL2",1,0.600994741487322,0.922970641854268
"INCENP",1,0.463758558999015,0.801465201853832
"AOC3",0.548673561199024,0.101029701828809,0.173156734362031
"WDR36",1,0.299758233156418,0.660590828217889
"CHST2",1,0.469959076582945,0.851389150283438
"DHCR24",1,0.274355059991685,0.562217674903218
"FRS3",1,0.43437843555507,0.771690637461218
"TRIM43",1,1,1
"KCNH2",1,0.243896851154209,0.544632076725914
"PAK1",1,0.134560928605781,0.386461078929971
"ALDOC",1,0.199549827740981,0.51118355885176
"CALCRL",1,0.774269886642321,0.956291656055272
"SMC1B",1,0.814017847317681,0.973173179040154
"ZNF585A",1,0.893157661390001,0.998507466170666
"TEK",1,0.594273772817723,0.883184491742655
"USP9X",1,0.176193188216094,0.482095260325612
"HIST1H3H",1,0.387496703439846,0.754862153915102
"MYOCD",1,0.18658070856374,0.525601888422198
"MESD",1,0.459414523381239,0.80870281600737
"TNFRSF13C",1,0.244221523228764,0.588495618370618
"RAE1",1,0.913959110564582,0.984265293035692
"OR6B3",1,0.682946409258837,0.929855003698695
"COPG1",1,0.601985185991863,0.928910632411306
"CSNK1G2",1,0.683867396403437,0.943731019819453
"HDC",1,0.916495437482033,0.999111193267393
"VKORC1L1",1,0.507677603335609,0.958624966694423
"XPR1",1,0.84184295601252,0.969543147166111
"ACAN",1,0.275507892522744,0.630369024225173
"HK1",1,0.158167092065096,0.449843542174311
"ZNF362",1,0.783463246388865,0.974652666002177
"DOT1L",1,0.116882383028114,0.340083638069132
"ARFIP2",1,0.487679504273131,0.893296110940384
"PCSK5",1,0.0210321890564892,0.101807105215284
"CHSY1",1,0.640463939580409,0.902718816955522
"SF3A3",1,0.188929117998129,0.614059397527189
"TAF4B",1,0.645300780859162,0.914112229714165
"CACTIN",1,0.909705996279082,0.995794943129517
"MROH6",0.374914345456448,0.217293715491748,0.315816147866003
"ACBD5",1,0.593596948450974,0.928473418169375
"AGPAT3",1,0.132964408818979,0.40124321142105
"SRCAP",1,0.475177866522936,0.816312091940553
"GOLGA3",1,0.726675410873196,0.951164649891905
"DNAJB14",1,0.532130948189437,0.792025050333475
"XYLT1",1,0.0616741677065141,0.214092267912822
"KITLG",1,0.957576244721661,0.999077098387608
"TFAP2A",1,0.457808676055923,0.815496389274783
"NOL6",1,0.457361774879003,0.830709893118194
"ZNF473",1,0.813637065307819,0.973059073968124
"SOGA1",0.49996572290589,0.0128904333249203,0.0317708342634864
"ZBTB48",1,0.680293784814823,0.95996459002061
"MAPK6",1,0.736860023681417,0.983059392639793
"ZXDC",1,0.234576143002078,0.60674742405394
"FAM222B",1,0.334902305491875,0.739997728920042
"CCNT1",1,0.300775547835562,0.69699652990645
"BIRC3",1,1,0.999045669091723
"TRNAU1AP",1,0.851579152640687,0.997125652695997
"CYP21A2",1,0.774177396690157,0.971815244123005
"INTS10",1,0.0765930789729339,0.301691628419742
"EFL1",0.624948586120971,0.969509773766973,0.91872810145408
"TMEM115",1,0.219480598818984,0.624582511810444
"ELF4",1,0.622909361547083,0.947015745556817
"KRT33B",0.358967824226956,0.560569376864843,0.411665932281778
"AK1",1,0.196660986093416,0.452050939378854
"VCAN",1,0.647790601572524,0.921332524234527
"PDCD6IP",1,0.751182888792561,0.966100917910918
"SYVN1",1,0.234015873297423,0.573892648669218
"ZNF367",1,1,1
"GRAMD4",1,0.776131146968995,0.950844646226537
"SCAPER",1,0.696716505308872,0.958328755530435
"RASD2",1,1,1
"ASAP2",1,0.413528999686995,0.777326113800999
"REM2",1,0.939240185304151,0.990678653214939
"PLXNA2",1,0.955392084345061,0.998987278021071
"FAM120AOS",1,0.731478901712381,0.937037124005218
"SMARCB1",1,0.507677603335609,0.958624966694423
"TRIM2",1,1,1
"CLDN5",1,0.450696858926171,0.809884371222736
"GOLGA8S",1,0.476053445121915,0.828273957908221
"CRYBB2",1,0.596209153573666,0.956461330161467
"PPM1D",0.49996572290589,0.770897069625292,0.696163297241344
"FADS3",0.49996572290589,0.719558131411114,0.625894820380824
"CLDN24",1,0.786387667432531,0.961055115138771
"CDCA7",0.49996572290589,1,0.804282695354522
"SPNS1",1,0.140155057978651,0.415560575541415
"NBPF15",0.628855533775774,0.871123419939662,0.821113162050773
"CRY2",1,0.763569171822077,0.986506995012852
"DGKZ",1,0.461315240012982,0.817745397258296
"ZMYM3",1,1,1
"ANKRD9",1,1,0.981602361821917
"MTX1",1,0.677564555745743,0.940015320123256
"ATP13A3",1,0.676523961010734,0.924897957163062
"CPNE6",1,0.797612988789058,0.960202772954901
"KCNAB2",1,0.454387024045524,0.812810220494711
"GOLGA6L10",1,0.00779757923996106,0.0805143332028401
"GLIS2",1,0.449646345665515,0.84312490478294
"TECPR2",1,0.140378681797579,0.438471747335742
"MMS22L",1,0.511138902968902,0.873178212666966
"ATG2A",1,0.34319874564382,0.709815155871985
"NUDT3",1,0.365310841173223,0.657106674659551
"HSD17B8",1,0.237158080337818,0.627809429283204
"NEK6",1,0.693424516858851,0.947296169961461
"NRN1",1,0.719812563481131,0.988999555738357
"STAT5A",1,0.694488022696639,0.963691413503718
"MAPRE2",1,1,0.981602361821917
"CDK6",1,0.639134874196957,0.92523706620967
"CLUH",1,0.867158049900304,0.985434703799504
"AHCYL2",1,0.242204767388374,0.570921313880343
"LETMD1",1,0.938893112815729,1
"SGMS1",1,0.361099136754314,0.815496389274783
"STK40",1,0.629370751983296,0.949001585557408
"PLK3",1,0.468936252371302,0.859015326757355
"STK38",1,0.880215564848157,0.991767363642606
"SLAIN1",1,0.202793733530758,0.562986106699765
"PDGFRA",1,0.106722177277303,0.362680014902789
"VPS52",1,0.221523687418387,0.551870957215079
"DNMT1",1,0.725927155771304,0.958211134966894
"MGAT3",1,0.597421757828246,0.905172794698524
"CA7",1,1,0.996512905274627
"DMD",0.307056749553173,0.442752589112204,0.487937863276049
"PRAMEF6",1,0.179356597904318,0.487559260875421
"FOXP4",1,0.00723821719305592,0.0371152432010313
"EXOC1",0.624948586120971,1,0.904025161431176
"PAF1",1,0.553207005446033,0.837334960140995
"GABBR1",1,0.351788563939645,0.771461464275103
"BEST2",1,0.561731524572813,0.906355300751924
"ARFGEF3",1,0.271794726660101,0.60534666535561
"ZNF800",1,0.468659159377003,0.820964968419298
"ATP2B1",1,0.851579152640687,0.988396266281438
"MARCH3",1,0.702934640498398,0.978006908644283
"LNPEP",1,0.0277774482419145,0.10709884394157
"RAB40A",1,0.818101516052583,0.981928943389813
"GK5",1,0.844880919877187,0.984965827833053
"NPIPA1",1,0.179552779063125,0.487896267262498
"MARF1",1,0.401818224901665,0.768178189195489
"TEX45",1,0.215154277222255,0.542409293277739
"TP73",1,0.441577500637486,0.799807424338782
"AKR1B10",0.628855533775774,0.784505657808768,0.756145769451114
"BCL3",1,0.786866408705677,0.97547576298937
"RGS7",1,0.462792330162033,0.871295795579243
"METTL14",1,0.855387068476223,0.987293696918403
"ZNF286A",1,0.366330010040098,0.692711270089098
"ADAR",1,0.175538377801864,0.478435344243409
"AP1B1",1,0.302893270486314,0.661581665893448
"AKR1C1",0.647388622161677,0.480421116703589,0.597864854875848
"FXR2",1,0.149661371334972,0.433925196005803
"FIBCD1",1,0.610197072846772,0.907520737989295
"CDC34",1,0.228939650392121,0.457380969972171
"NEDD4L",1,0.847702207891318,0.987764546763715
"ITPKB",1,0.550496189844159,0.87910676730896
"WNT9A",1,1,1
"HUNK",1,0.659072274807889,0.913201919309449
"ENAH",1,0.0902620205808932,0.3446983347769
"TAF11",1,0.790966486423963,0.994132917959955
"ITPR1",1,0.937684396297436,0.998011151639159
"NUS1",1,0.864738433568253,0.990409319398382
"IFNA13",1,1,1
"ERCC6L",1,1,1
"MYO1G",1,0.258579491623478,0.633636699755796
"NCOR1",1,0.951411023975388,0.998799958365983
"IGSF3",1,0.613510888415529,0.928182599815764
"NMT1",1,0.116766378548768,0.367531530043294
"GDA",1,0.426140159397595,0.849045445530767
"MTPAP",1,1,1
"HIST1H3J",1,0.387496703439846,0.878015755442931
"GABRB1",1,0.79617795170255,0.977652831013144
"BAHCC1",1,0.263053600695112,0.614334711603099
"IRF2BP2",1,0.543674135423965,0.874991995538601
"NRARP",1,0.454247288412378,0.812699974704968
"GABRA4",1,0.300323927095886,0.618002281493243
"ATP1A2",1,0.471093326048807,0.790128008174287
"SH2B2",1,0.884238792124565,0.993025033642391
"CRIM1",1,1,0.999452466481899
"PLCB4",1,0.171796135339446,0.439646296093344
"LSAMP",0.580882465162443,0.495819551418516,0.800000995071425
"RELN",1,0.300708772796158,0.661672556324901
"TRIM49B",1,0.769738125144734,0.954433252817798
"RAP1GAP2",1,0.855229994665693,0.974652666002177
"CHD6",1,0.520685938510919,0.860178914322425
"CLSTN3",1,0.767331972200438,0.979621749224177
"MKX",1,0.971728986885643,0.999596554819594
"HCAR3",0.249948605513182,0.106453507421012,0.16666455322395
"SEMA3A",1,0.547099142922237,0.899838171895894
"POLR2G",1,0.507677603335609,0.851836653204519
"SUPT16H",1,0.928188862912718,0.997357544159397
"FAR1",1,0.943816520005561,0.993437058518828
"TP53TG3D",1,0.49996572290589,1
"DEF6",1,0.440599291064826,0.77374346096593
"RBL2",1,0.96698758051741,0.997771074768094
"GSG1L",1,0.664946470341037,0.884367765475114
"KALRN",0.531408852407671,0.668725430523949,0.575758201854685
"NKX1-1",1,0.704688088835682,0.951328920811202
"PYGL",0.387496703439846,0.939660402468045,0.754862153915102
"PHF8",1,0.202608680727447,0.572044578246964
"PPP1R14A",1,0.836401822838377,0.985821773323105
"HAS1",0.343581477453416,0.832641155490239,0.583882134783419
"RPS6KA1",1,1,1
"ATP2C1",1,0.863774577560336,0.977652831013144
"AES",1,0.0921421096335667,0.311847895731789
"TCP10",1,0.487679504273131,0.893296110940384
"NLGN4X",1,0.814665696854043,0.995442921984893
"AKAP6",1,0.383854948285355,0.76535918108926
"FBXO38",1,0.16460051432342,0.488116941551072
"ARHGAP31",1,0.912113143379347,0.992863394594718
"ADAMTS19",0.49996572290589,0.0935746872545018,0.153360321145835
"CDKAL1",1,0.818740661876681,0.982251762570294
"PLXDC2",1,0.528767480052689,0.864089552481898
"NOTCH1",1,0.670728755430746,0.938611423633541
"NEURL4",1,0.114058833493111,0.361685223781945
"ATP6V0A1",1,0.306581016208202,0.669043544984978
"HIP1",1,0.651463857080728,0.918455237742473
"RAB11FIP2",1,0.475426606151967,0.850655308885733
"NPAS3",0.249948605513182,0.307366800162269,0.203289845415031
"FMN2",1,0.937770898185748,0.999509400601116
"ADCK5",1,0.232745795923246,0.618471419286301
"ZBTB38",1,0.433960506414444,0.776472687647163
"TBX18",1,0.883032840860348,0.998236577755816
"C22orf42",0.124948635472415,0.454048863927161,0.140730750315569
"PTDSS1",1,0.201937075565587,0.473104859305547
"STRN4",1,1,1
"NETO1",1,0.465383896648664,0.793812498361462
"RALA",1,0.677264428557061,0.941189969825472
"NBPF3",0.22638608576044,0.0453796130328421,0.0735585285858039
"PLEKHM3",1,0.645958694315191,0.942982039696845
"INAVA",1,0.0769624799419278,0.274327930308608
"RPTOR",1,1,1
"PATZ1",1,0.210800344775868,0.538983560218451
"KIF1B",1,0.646764366199781,0.928606972972228
"GARS",1,0.581736191771905,0.87517463668067
"TMEM87A",1,1,1
"POLR2B",1,1,1
"ZNF701",0.687435734853583,0.1461811820854,0.377942447681608
"OR3A3",0.624948586120971,0.809506755868886,0.754458086720422
"MCF2L",1,0.205451841879942,0.551270010437111
"ACTG2",1,0.209862935814013,0.537522073482638
"GRM3",1,0.475616487259607,0.829067763781847
"RPN1",1,0.526600388168364,0.838840379649148
"C2CD4B",1,0.537621214979338,0.904371613246639
"SLC1A2",1,1,1
"RNF214",1,0.50217011335768,0.813008608561009
"PIP5K1C",1,0.46065956579848,0.840663551062853
"SPOCK2",1,0.117734824824736,0.339788786489229
"NAPB",1,0.687483562372559,0.964840257941004
"PLXND1",1,0.855079518970656,0.992349619341896
"ARL4A",1,0.803511708884093,0.896421793520058
"TBC1D3B",1,0.423724285238605,0.787564594323621
"UBE4B",1,0.186517830084065,0.478245861591823
"ADAMTS15",1,0.594684447969034,0.888354041564912
"RNF165",1,0.871247296383861,0.963569984579079
"HELZ",1,0.964006150604011,1
"SUN1",1,0.551488906053843,0.879177889268458
"ATP9A",1,0.099709691105818,0.329589626562651
"PMS2",1,0.0101895352637372,0.0605649090525824
"PHIP",1,0.612544939807471,0.87352252607977
"NAP1L4",0.774321289231259,1,0.97236819806837
"CRYBG2",0.628855533775774,0.830699453234264,0.898839812477566
"HOXC9",1,0.440139653928066,0.801346073909283
"PLCG1",1,0.696456372605355,0.925034007255127
"NUTM2D",1,0.0921421096335667,0.311847895731789
"SLC16A8",0.257044044569106,0.228182280476415,0.426044992116078
"ATAD2",1,0.138032120360299,0.438549980887531
"RSRP1",1,0.917139826355776,0.99190822563035
"TLE1",1,0.123063387089338,0.38088803941513
"PHF24",1,0.822069637024872,0.969568291117526
"STAT3",1,0.65109455497434,0.930479489983243
"TENM2",1,0.910520229086104,0.995871632803386
"KCTD9",1,0.149183262727733,0.433016321552018
"SLFN11",0.823682194776963,0.0442511192083245,0.113102637367661
"AGO4",1,0.300622081587317,0.654148760926456
"SIK2",1,0.611228343458331,0.912126686045718
"RTN4RL2",1,0.508985469055203,0.852721583517723
"SPTBN1",1,0.713634614102609,0.954403652180913
"DHRS4",1,0.28782533735745,0.645250912259987
"NTNG2",1,0.579140195089838,0.895472765043909
"KCNQ1",1,0.950498104960317,1
"CPSF4",1,1,0.966851327201517
"STMN4",1,0.0355256153596029,0.178648649174866
"BRPF1",1,1,1
"ZFHX3",1,0.231579009905993,0.583085925208926
"OR2T2",1,0.215567611568344,0.546351945863152
"CHERP",1,0.790112294406249,0.976247105800472
"TRIM74",1,1,1
"SOX15",1,1,1
"JMJD1C",1,0.909806764861285,0.993403495796347
"PIEZO1",0.540920051756053,0.540920051756053,0.873306655081373
"JPH1",1,0.765226668382496,0.969988461767133
"LPCAT4",1,0.378650973633693,0.734775500691535
"SPTY2D1",1,0.802792626522354,0.986646114484831
"SLFN13",0.193417276637742,0.286167695392549,0.300116615369848
"ZNF638",1,0.724426785437545,0.948846099283295
"TUBG1",1,1,0.995173522189883
"DCAF10",1,0.32278718943584,0.682411966583234
"FGFR1",1,0.338763305304264,0.705458874810703
"GRIN2B",1,0.209105335201234,0.536337862045707
"BLOC1S3",0.49996572290589,0.674267181418657,0.612736354787705
"IL1RAP",1,0.685590147948299,0.919209678544863
"CASC3",1,0.700207433260004,0.949746416271847
"CNOT4",1,0.215567611568344,0.540864217903549
"TNFAIP8L1",1,0.404499677018318,0.770614090602618
"KCNN1",0.49996572290589,0.639134874196957,0.579346579429386
"ALOXE3",0.624948586120971,0.549822520752118,0.747043172612264
"TOMM34",1,0.0537056104354659,0.261496663361269
"NFIC",1,1,1
"SCN3A",1,0.156618430545887,0.418911214751501
"KIAA0930",0.791679971173369,0.729519079048137,0.957157913158225
"ZDHHC11B",1,0.0363925991719931,0.168975989834547
"CFH",1,0.601002763232899,0.906772015504872
"PLK1",1,1,1
"KSR2",1,0.494346397280568,0.822891189251483
"PER1",1,0.390083231597808,0.735777574567001
"ABHD17C",1,0.218653694808287,0.742726947614415
"NCOA1",1,0.457105640073833,0.84079998527391
"RAB3GAP2",1,0.457066129668492,0.787535484033172
"SUPT6H",1,0.711060295004043,0.953530468801436
"VPS33A",1,1,1
"CYP26C1",1,0.413468137415148,0.77863278662327
"CHD8",1,0.6923084021422,0.934189666723225
"PDCD6",1,0.226071208621446,0.50118090942027
"TMEM231",1,0.174289147439179,0.475991357531467
"MYBL2",1,0.16463166259588,0.425922899901675
"KLHL22",1,0.63249509086732,0.893580433398316
"TRAF3IP2",1,0.447404043332741,0.784977481467614
"RNF123",1,0.506829764033096,0.850857672156894
"MYPOP",1,0.498737918792673,0.790344516838518
"UNC79",1,1,1
"GOLGA6L4",1,1,1
"HUWE1",1,0.916779309801307,0.996436889887377
"FIP1L1",1,0.321408910862896,0.599443678475452
"FBN2",1,0.0926508434628475,0.302241927726059
"FRMD4A",0.49996572290589,0.686991137487884,0.654767605953653
"UGT2B15",0.423956360176555,0.522757129888939,0.458329660797905
"ATP4A",1,0.263832617389911,0.613767398033575
"ATP1A3",1,0.64792574334827,0.887896242056345
"POLD3",1,0.0209204838395514,0.112036321519841
"RIMKLB",1,0.704688088835682,0.951328920811202
"PFN1",1,0.37056015367682,0.738429851401239
"RFXAP",1,0.344463717105107,0.711581612264415
"ZNF319",1,0.470519848168235,0.82525282433241
"FAT3",1,0.909438620454493,0.995765565120208
"CLCN3",1,0.130277579721071,0.395794735499573
"ETV3L",0.266630705624587,0.659878427878633,0.552570462660928
"TMEM184B",0.49996572290589,0.158630502267127,0.221692474516126
"MTMR12",1,0.314037527859258,0.702507947570134
"OSBP2",1,0.410628995797059,0.792367223695767
"BHLHE23",1,0.456019113354569,0.814094694676738
"SAFB",1,0.921671074089565,0.987034775136096
"GPATCH8",1,0.520244985667247,0.846172270265745
"CUL5",1,0.00896438590955106,0.0512269444905768
"B4GAT1",0.624948586120971,1,0.882370146722795
"INA",1,0.301454507015958,0.65931402146869
"PPIAL4G",0.624948586120971,0.781584991087769,0.882010704492013
"RAET1L",0.0656029289307693,0.967495712897707,0.18198028023946
"CD2AP",1,0.488005995885991,0.814004822249086
"JAK1",1,0.523847997193254,0.890437427597129
"FSD1",1,0.49100766583222,0.817256833936451
"ZNF219",1,0.221452580722048,0.555302709019622
"VAC14",1,0.710040216588375,0.935836548066372
"SIGLEC5",1,0.851707109223139,0.994851769231134
"GIMAP1",1,0.0425204860045545,0.215651991219725
"USP33",1,0.70625429919047,0.929284674895222
"RPL8",1,1,1
"KIF21B",0.49996572290589,0.36675228576016,0.442491653330965
"PPP1R12B",0.726487526564926,0.190511806773924,0.357879212459361
"DHX37",1,0.286200362019095,0.643218068042388
"OPN3",1,0.636990807934554,0.941925146633521
"HERC1",1,0.407137100328088,0.756029961272962
"TENT5A",1,0.64141350171608,0.925767995788559
"CLASRP",1,0.955485559020541,0.995838853764615
"NR1D1",1,0.231110732567501,0.536073995897878
"OR5P3",1,0.740002159076945,0.962085340763116
"PREX1",1,0.309040059472385,0.652648624631633
"UAP1",1,0.645958694315191,0.943267279225216
"HDAC6",1,0.247190176222562,0.634833664648976
"GOLGA8T",1,0.705800349426049,0.920791290296092
"USP25",1,0.283886732304833,0.601741739578698
"SLC17A6",1,0.212073781037765,0.581569628833302
"CHRNB2",1,0.818101516052583,0.982350814425893
"ACSM2A",0.547566971069128,0.257061345462743,0.524687120550255
"NOL10",1,1,1
"B4GALT6",1,0.106470173449038,0.389196639749985
"PSD4",1,0.798018429411096,0.969950218037632
"NFATC4",1,0.537686575877183,0.891315122978022
"PDZD7",0.624948586120971,0.142226294579291,0.253751901807562
"SIPA1L3",1,0.760427025756334,0.961023883915078
"KAT6B",1,0.378335393482805,0.746067632027373
"BMPR2",1,0.0847640930409184,0.323002869320295
"DHH",1,0.700841883555098,0.949972233466967
"FRG2",1,0.628855533775774,0.920552515411743
"SMOX",1,0.623721998185032,0.942902544645512
"ATP8B2",1,0.191577694061296,0.533935025635454
"ZNF512B",1,0.225580417669548,0.591962229170696
"FOXK2",1,0.0712931441469921,0.259575137575953
"DLL1",1,0.123535502160406,0.381876242347417
"OR4F5",1,0.864008023615571,0.989692089647147
"POGK",1,0.0249131852906256,0.116901586444462
"PPT2",1,0.0382183353155592,0.208510535525787
"MAP2",0.49996572290589,0.609581981326381,0.641404396863074
"MYO5A",0.624948586120971,0.958984785545465,0.91872810145408
"ZNF98",1,0.914697998564043,0.996147146946034
"ARHGEF7",1,0.739551395267284,0.974155448608556
"METTL2B",1,0.829873901030998,0.996000852521403
"BCR",1,0.853836572309293,0.993689321608054
"PIK3AP1",1,0.425404365656047,0.814946564419325
"YAP1",0.726487526564926,0.656100487727125,0.902273638953235
"COL1A2",1,0.364709544863794,0.732575289661827
"DHX9",1,0.503584627153769,0.849045445530767
"FAM214A",1,0.806130507949597,0.986030766611886
"ERG",1,1,1
"PCDH17",1,1,1
"PRR12",1,0.250968051859542,0.597913723279809
"DYRK1A",1,1,0.997479467663184
"CAP1",1,0.915870528783693,1
"KIF27",1,0.147186149474834,0.407000692610685
"GCM1",1,0.100959335879922,0.332462874813873
"REST",1,0.257314671542176,0.627009179377824
"NTRK2",1,0.53368867333759,0.868814536480401
"REPS2",1,0.296622776289319,0.724912715291226
"KIF13A",1,0.612038540959902,0.901038748087394
"SYN3",1,0.583627984461218,0.896458182035781
"NPIPB7",1,0.0960496032021033,0.321083308083964
"TRIM67",1,0.947258235572958,1
"TJP1",1,0.67227914355887,0.938955288513134
"THSD7A",0.49996572290589,0.0768511159762791,0.141082467288967
"KISS1",0.49996572290589,0.664946470341037,0.568504145109346
"MAPKBP1",0.49996572290589,0.972101582507658,0.846549830033886
"CLK2",1,0.570537194428566,0.890709497439559
