"","LoF_T","LoF_UT","LoF_OR","LoF_P_value","Missense_T","Missense_UT","Missense_OR","Missense_P_value","All_variants_T","All_variants_UT","All_variants_OR","All_variants_P_value"
"RHOXF2",0,0,0,1,14,13,1.07688517161949,0.5,14,13,1.07688517161949,0.5
"TSEN54",1,1,1,0.75,1057,1089,0.970609287809374,0.761874612001317,1058,1090,0.970636256897602,0.761771921320258
"ZNF827",0,0,0,1,119,111,1.07210191426936,0.322243751238213,119,111,1.07210191426936,0.322243751238213
"KLK7",1,1,1,0.75,62,70,0.885722063401801,0.783231365128833,63,71,0.887331607887337,0.781504725457013
"OR51E2",1,1,1,0.75,219,210,1.04286776477559,0.349681848617325,220,211,1.04266454635594,0.350013971254
"COQ7",1,1,1,0.75,120,117,1.02564422245066,0.448335123853363,121,118,1.02542686104566,0.448550394170641
"GPX1",0,0,0,1,45,45,1,0.541935561494355,45,45,1,0.541935561494355
"TRIM64C",6,5,1.19998340233392,0.5,563,611,0.921461732900955,0.923668989610588,569,616,0.923724843311846,0.918412968263007
"GOLGA8Q",0,0,0,1,19,29,0.655194694187911,0.944298554469491,19,29,0.655194694187911,0.944298554469491
"ZC3H18",0,0,0,1,212,211,1.00473920151562,0.5,212,211,1.00473920151562,0.5
"CBFB",0,0,0,1,8,8,1,0.598190307617187,8,8,1,0.598190307617187
"C19orf73",0,0,0,1,61,73,0.835627751174299,0.869324851687524,61,73,0.835627751174299,0.869324851687524
"SHLD1",0,0,0,1,603,676,0.892018778690471,0.98075575368949,603,676,0.892018778690471,0.98075575368949
"MFSD10",1,1,1,0.75,114,122,0.934401480814692,0.720965785256557,115,123,0.934934987939009,0.720136599753554
"SEC14L6",4,3,1.33330279094402,0.5,487,459,1.06102583016551,0.190018569393009,491,462,1.06279562148185,0.18220477655648
"GGT5",2,3,0.666688446894727,0.8125,728,684,1.06435528324717,0.126239178110191,730,687,1.0626173258927,0.132262543971043
"LYPD2",2,4,0.500025678084717,0.890625,17,13,1.30766456004783,0.292332355864346,19,17,1.11763808604362,0.43396970021422
"OR6F1",2,1,1.99989728727585,0.5,290,264,1.09846775631067,0.144079634565768,292,265,1.10187292654009,0.135298185246736
"HAGH",0,1,0,1,283,287,0.986062072585979,0.582931067725501,283,288,0.982637626753332,0.599115272917089
"TKTL1",0,0,0,1,51,59,0.864416065820029,0.804536271650248,51,59,0.864416065820029,0.804536271650248
"HAMP",3,2,1.49995099608784,0.5,62,71,0.873248090239242,0.80702062282946,65,73,0.890418405771909,0.778142498236664
"PNO1",0,0,0,1,114,125,0.912017635531838,0.781156878045985,114,125,0.912017635531838,0.781156878045985
"ITGAV",0,1,0,1,277,270,1.02592941788004,0.398780513619937,277,271,1.02214259016843,0.415445748340027
"SLC7A2",1,2,0.500025679499842,0.875,960,890,1.07862371954895,0.0543205409950234,961,892,1.0773251317242,0.0570770452805868
"TRUB2",0,0,0,1,342,327,1.04588427515869,0.294176786675874,342,327,1.04588427515869,0.294176786675874
"C18orf54",3,3,1,0.65625,80,70,1.14284601108355,0.231274758933415,83,73,1.13697569731453,0.235643051609803
"GJB1",0,0,0,1,8,5,1.59993995446433,0.29052734375,8,5,1.59993995446433,0.29052734375
"ZNF260",1,1,1,0.75,301,309,0.974106475289685,0.642203928407254,302,310,0.974190017297054,0.641981509360391
"TALDO1",0,3,0,1,138,131,1.05345157284187,0.357284143144368,138,134,1.02985537123999,0.427851187431487
"YIPF4",0,1,0,1,96,79,1.21517187055019,0.113187499396361,96,80,1.19998350266209,0.129066880641982
"GRM1",0,1,0,1,768,772,0.994818732270929,0.550690073955256,768,773,0.993531719923203,0.560736377956039
"ZNF729",8,11,0.727291298526086,0.820358276367187,492,486,1.01234615966376,0.436492104892272,500,497,1.00603613967949,0.474749731553192
"IFNA5",72,75,0.959991198642285,0.629204028776919,143,127,1.12597467019021,0.180667941334712,215,202,1.06438094635002,0.278412075889268
"CRISPLD1",0,2,0,1,193,177,1.09036993535036,0.217770976541346,193,179,1.0781770306656,0.250176124040932
"TFDP3",0,1,0,1,306,321,0.953257835570225,0.738565114826379,306,322,0.950295576700074,0.751217190601865
"GSTA5",24,25,0.959991345313794,0.612275172659215,136,137,0.992700798267776,0.548158009367247,160,162,0.987653948067675,0.566370531032752
"KREMEN1",0,1,0,1,132,145,0.910360706762187,0.799854934521277,132,146,0.904119562301561,0.815830084230055
"KRTAP4-2",0,0,0,1,611,620,0.985482982189467,0.612177694426543,611,620,0.985482982189467,0.612177694426543
"ZC3H4",0,0,0,1,476,392,1.21426818592775,0.00240803250994919,476,392,1.21426818592775,0.00240803250994919
"ITGA8",1,1,1,0.75,558,571,0.97723005998767,0.6615268698881,559,572,0.977269873692316,0.661392069163431
"MYL1",0,0,0,1,106,111,0.954943473719578,0.658060278986765,106,111,0.954943473719578,0.658060278986765
"MRPL35",0,2,0,1,114,129,0.883728804749681,0.847652574167202,114,131,0.870237828388493,0.874949103120858
"GRAMD2A",0,3,0,1,501,430,1.16510351441043,0.010865577014503,501,433,1.15703185678906,0.0141517920895636
"ZNF200",0,3,0,1,597,557,1.07177662647257,0.125468045617198,597,560,1.06609986567068,0.144942271187671
"UBTD2",0,0,0,1,305,290,1.05174028699502,0.283021140267352,305,290,1.05174028699502,0.283021140267352
"ZNF699",2,3,0.666688446894727,0.8125,109,95,1.14735691086186,0.181380732613545,111,98,1.13264286707152,0.203282910426041
"EID3",1,0,Inf,0.5,123,135,0.911127816091563,0.790815189945657,124,135,0.918541850335304,0.772026078469666
"TMEM234",0,1,0,1,180,208,0.865393720865769,0.929573358699904,180,209,0.861253416084658,0.935931337451571
"MCRIP1",1,1,1,0.75,9,18,0.500025668233602,0.973880507051945,10,19,0.526341325177644,0.969285827130079
"CIDEA",0,0,0,1,191,176,1.08519744060996,0.232476296074878,191,176,1.08519744060996,0.232476296074878
"CC2D2B",15,19,0.789488253877879,0.804235847434029,80,56,1.42853043427001,0.0240913479730751,95,75,1.2666433747626,0.0724154847718695
"TIAF1",0,0,0,1,205,210,0.976187680515932,0.615802211958692,205,210,0.976187680515932,0.615802211958692
"ZNF429",14,13,1.07688517161949,0.5,762,759,1.00395246374143,0.479551502670222,776,772,1.00518126640503,0.469612011250185
"PDYN",4,1,3.9993936007291,0.1875,223,241,0.925339352926378,0.811116251363561,227,242,0.937993634351102,0.769970994914036
"ZNF621",3,2,1.49995099608784,0.5,94,95,0.989473532128259,0.557808516369534,97,97,1,0.528605500146721
"GGH",0,0,0,1,23,32,0.71876906023506,0.911499317614821,23,32,0.71876906023506,0.911499317614821
"BSPRY",1,3,0.333335894718525,0.9375,138,115,1.1999835481615,0.0832492020746569,139,118,1.17795178075175,0.106054104183934
"PECR",1,2,0.500025679499842,0.875,68,70,0.971424463552558,0.600727732849752,69,72,0.958323730173118,0.631821770574406
"DSC2",3,3,1,0.65625,752,727,1.03439557530114,0.266300770370228,755,730,1.03425419271546,0.266715298178696
"ATG5",0,0,0,1,44,31,1.41931484037195,0.0827139708621283,44,31,1.41931484037195,0.0827139708621283
"SV2C",0,2,0,1,194,179,1.0837679415838,0.234282753120753,194,181,1.07178334905701,0.267763226816079
"UCN3",0,0,0,1,40,48,0.833344826796943,0.83130048157344,40,48,0.833344826796943,0.83130048157344
"AP4M1",2,1,1.99989728727585,0.5,76,88,0.863645682009449,0.844980718598279,78,89,0.876412911667046,0.823431122993789
"ZNF560",5,6,0.833344859649759,0.7255859375,254,254,1,0.517691492889366,259,260,0.996153979279589,0.534972734779811
"RP1",14,9,1.55550040613374,0.202436447143555,851,926,0.919022762067024,0.964312412561675,865,935,0.925156028665849,0.952897896062151
"SAMD3",6,8,0.750017178140066,0.78802490234375,213,205,1.03903305456756,0.36605477992069,219,213,1.02817317526479,0.404964069143013
"HIST4H4",1,1,1,0.75,5,3,1.66659934587882,0.36328125,6,4,1.49995099848767,0.376953125
"ZNHIT6",0,1,0,1,102,96,1.06252239087974,0.361218846314931,102,97,1.05156150576468,0.388418853447017
"SCP2D1",1,1,1,0.75,169,197,0.857877664614834,0.935278514833587,170,198,0.858595451413944,0.934754616291568
"DOK5",3,0,Inf,0.125,52,51,1.01960938859309,0.5,55,51,1.07839493467443,0.385459495468557
"CDC42SE1",0,0,0,1,2,3,0.666688446894727,0.8125,2,3,0.666688446894727,0.8125
"ADGRG1",1,2,0.500025679499842,0.875,594,560,1.06073833006947,0.165668366097873,595,562,1.05874136096512,0.173413474815397
"PKDCC",0,0,0,1,197,209,0.942564254348133,0.74056925779263,197,209,0.942564254348133,0.74056925779263
"FAM136A",0,0,0,1,21,31,0.677440618319142,0.936826462093039,21,31,0.677440618319142,0.936826462093039
"SLC25A32",0,0,0,1,878,942,0.932088263434441,0.936210125341304,878,942,0.932088263434441,0.936210125341304
"CRB3",0,0,0,1,10,11,0.909107282008419,0.668188095092773,10,11,0.909107282008419,0.668188095092773
"UPB1",42,52,0.80770559808672,0.871778825533515,119,113,1.05311349780414,0.37139529105062,161,165,0.975754705881318,0.609055702924494
"ZFP36L2",0,0,0,1,60,58,1.03448901425824,0.463352111473891,60,58,1.03448901425824,0.463352111473891
"ADM2",0,0,0,1,67,76,0.88158701068068,0.798448045433915,67,76,0.88158701068068,0.798448045433915
"NUP133",5,2,2.49999307675205,0.2265625,546,577,0.946255078389688,0.830185491099737,551,579,0.9516256063021,0.805843729687543
"CD160",3,6,0.500025676671552,0.91015625,0,0,0,1,3,6,0.500025676671552,0.91015625
"ABHD1",6,3,1.99989729858785,0.25390625,167,166,1.00602398099943,0.5,173,169,1.02367132103556,0.435580964432693
"GGT7",0,0,0,1,114,124,0.919379005053073,0.762046131547806,114,124,0.919379005053073,0.762046131547806
"OR4X2",0,0,0,1,99,115,0.860879058604764,0.87743351471652,99,115,0.860879058604764,0.87743351471652
"N4BP2L2",5,5,1,0.623046875,811,794,1.02141322672816,0.344814344772508,816,799,1.02127920732742,0.345270580364105
"CCDC140",1,1,1,0.75,113,127,0.889771233191311,0.833533484332535,114,128,0.890632392901038,0.832530015632392
"PSMB10",0,0,0,1,35,35,1,0.547512736770268,35,35,1,0.547512736770268
"KHDC1",2,2,1,0.6875,94,101,0.930726690727398,0.716584746325411,96,103,0.932073468664882,0.714623244768959
"ZSCAN4",1,1,1,0.75,457,451,1.01330437665161,0.434111530042978,458,452,1.01327493945254,0.434183301075018
"LRRC24",0,0,0,1,129,135,0.95554431184103,0.666659910764978,129,135,0.95554431184103,0.666659910764978
"CABYR",37,24,1.54161306964358,0.0618657212690464,51,48,1.06252205666842,0.420410762612822,88,72,1.2222035042361,0.117791213234635
"STARD5",0,1,0,1,183,161,1.13663548293635,0.128749846253709,183,162,1.12961976644314,0.140783840772394
"IFT27",4,3,1.33330279094402,0.5,58,52,1.11537587079339,0.316877824009579,62,55,1.1272629595676,0.289645125093852
"PSMB5",0,0,0,1,23,30,0.766682756465242,0.864160416967248,23,30,0.766682756465242,0.864160416967248
"SH3D19",2,7,0.285762765993741,0.98046875,179,184,0.972822276104031,0.623563333766917,181,191,0.947627905161884,0.715741424985795
"RTL8A",0,0,0,1,6,6,1,0.61279296875,6,6,1,0.61279296875
"TPPP2",0,0,0,1,108,108,1,0.527113184938438,108,108,1,0.527113184938438
"PMPCB",2,4,0.500025678084717,0.890625,167,172,0.970925786853134,0.627713419167774,169,176,0.960218290358636,0.666627777965981
"CACNG5",0,1,0,1,237,253,0.936735001992193,0.778734947272279,237,254,0.93310519620164,0.791684891222423
"PLA2G12A",0,2,0,1,73,85,0.858833190359883,0.849492230901716,73,87,0.839091516817275,0.882208786765365
"CD58",0,0,0,1,162,140,1.15713050778264,0.113414702607716,162,140,1.15713050778264,0.113414702607716
"MCUR1",1,0,Inf,0.5,31,39,0.794885981177844,0.859010539103171,32,39,0.820525224117627,0.828764500790065
"DDAH1",3,0,Inf,0.125,43,32,1.34371835888378,0.124022870946264,46,32,1.43745798433295,0.0702691431347612
"B4GALNT2",19,30,0.633356484391492,0.957283433421303,332,369,0.899735600695318,0.9244164085139,351,399,0.879707216321364,0.963246112970782
"SPRN",0,0,0,1,9,7,1.2856888842142,0.401809692382813,9,7,1.2856888842142,0.401809692382813
"ADO",0,0,0,1,8,12,0.666688443710286,0.868412017822266,8,12,0.666688443710286,0.868412017822266
"DNTTIP2",1,1,1,0.75,427,471,0.906590017025871,0.93343134025665,428,472,0.906788127328932,0.933215278749849
"COQ9",0,1,0,1,171,190,0.90000669993818,0.853750886471601,171,191,0.895294983425563,0.865157903300124
"TCL1A",0,0,0,1,358,364,0.9835153517598,0.602755133522489,358,364,0.9835153517598,0.602755133522489
"TFPI2",0,2,0,1,62,59,1.05086196814071,0.427910799605541,62,61,1.01639436220418,0.500000000000001
"MND1",0,0,0,1,28,39,0.717967821153002,0.928964310286812,28,39,0.717967821153002,0.928964310286812
"OR7D2",0,1,0,1,127,142,0.894373319905668,0.83534908551844,127,143,0.888119445734131,0.849573997478932
"C19orf25",21,24,0.875008565250959,0.72425783509874,11,8,1.37496488962068,0.323802947998047,32,32,1,0.549673376873982
"DEFB112",2,6,0.333335983022799,0.96484375,24,23,1.04348855236016,0.500000000000002,26,29,0.896558773550408,0.704973334111682
"CEBPG",0,0,0,1,22,31,0.709696995861788,0.915511088856141,22,31,0.709696995861788,0.915511088856141
"CST8",2,1,1.99989728727585,0.5,99,95,1.04211510913203,0.414767285277117,101,96,1.05209877072923,0.38786935835344
"GLYCTK",1,0,Inf,0.5,770,830,0.927736431022962,0.93638358088352,771,830,0.92894236596118,0.933144723695494
"SMC4",1,0,Inf,0.5,136,130,1.04616596483728,0.379618790898122,137,130,1.05386286868039,0.356774353361484
"MICU1",3,3,1,0.65625,34,40,0.850010320471344,0.792007401246347,37,43,0.860474693558978,0.782978872327261
"CARD17",2,2,1,0.6875,211,183,1.15299354182528,0.0868383267706274,213,185,1.15133958113733,0.0879283565304548
"KDELR1",0,0,0,1,7,5,1.39996211862962,0.38720703125,7,5,1.39996211862962,0.38720703125
"TCTE3",0,0,0,1,561,561,1,0.511907397984996,561,561,1,0.511907397984996
"LY75",32,22,1.45450152988471,0.110164247088306,1292,1326,0.97435432230087,0.753022242303618,1324,1348,0.982193847744637,0.685675034830766
"C9orf24",4,0,Inf,0.0625,236,223,1.05831618225371,0.28772542173068,240,223,1.07619688811905,0.228582609389825
"ZNF684",0,0,0,1,372,345,1.07822733439003,0.165778837478913,372,345,1.07822733439003,0.165778837478913
"UBXN1",1,0,Inf,0.5,170,167,1.01796535977305,0.456632889349451,171,167,1.02395485624481,0.435204434675063
"TTPA",1,1,1,0.75,28,31,0.903236506915626,0.698538399371424,29,32,0.90626350772455,0.695539642297585
"OR1L4",0,2,0,1,175,209,0.837331664699936,0.96302613672113,175,211,0.829395537232076,0.970236997907713
"BBS9",3,2,1.49995099608784,0.5,455,434,1.0484017533663,0.2511918833615,458,436,1.05047470826422,0.241242372606591
"OR6C75",0,0,0,1,70,81,0.864206814930796,0.835595695336862,70,81,0.864206814930796,0.835595695336862
"CNGA2",0,1,0,1,243,266,0.913551287645057,0.856291205385978,243,267,0.910126571869779,0.865865785053851
"CYP11B2",0,0,0,1,138,145,0.951710723475052,0.682763858420444,138,145,0.951710723475052,0.682763858420444
"PAEP",0,0,0,1,49,48,1.02083515397991,0.5,49,48,1.02083515397991,0.5
"LRRC34",1,2,0.500025679499842,0.875,292,300,0.973329530402692,0.644253858054326,293,302,0.970193748135356,0.659064794048611
"MT1H",3,2,1.49995099608784,0.5,123,121,1.0165299064908,0.474486491784779,126,123,1.024393077266,0.44958778685269
"ZGLP1",0,0,0,1,42,49,0.857152664849189,0.79909360196506,42,49,0.857152664849189,0.79909360196506
"OR4D9",10,3,3.33342166738329,0.046142578125,1068,1066,1.00187609371783,0.491365007189827,1078,1069,1.00841924193023,0.431464677512355
"CYP20A1",4,4,1,0.63671875,73,96,0.76043312507201,0.967724619829112,77,100,0.770015826372548,0.964530892719528
"OR5H6",1,1,1,0.75,441,438,1.0068492657051,0.473110956958474,442,439,1.00683366298681,0.473141443401832
"DNAJB9",0,0,0,1,170,162,1.04939682810921,0.350455022364252,170,162,1.04939682810921,0.350455022364252
"GZF1",1,0,Inf,0.5,101,93,1.08599128896441,0.307690370442192,102,93,1.09675291425028,0.283415253674589
"GLT8D2",0,5,0,1,319,343,0.930060403377043,0.834386533602812,319,348,0.916686164300396,0.877312204338888
"TAC3",0,0,0,1,66,69,0.95651122992328,0.634605280282095,66,69,0.95651122992328,0.634605280282095
"NEPRO",1,4,0.250037905700928,0.96875,1260,1210,1.04133503492423,0.162083116712569,1261,1214,1.03872610089512,0.177579134337146
"OR12D3",3,2,1.49995099608784,0.5,33,38,0.868430071367046,0.761656103282861,36,40,0.900007505520315,0.716713278800656
"KY",2,0,Inf,0.25,167,168,0.994047733939106,0.543495796438829,169,168,1.00595226382493,0.5
"BANF1",0,0,0,1,1,2,0.500025679499842,0.875,1,2,0.500025679499842,0.875
"MID1IP1",0,0,0,1,20,20,1,0.56268534380979,20,20,1,0.56268534380979
"ARL5B",0,0,0,1,2,3,0.666688446894727,0.8125,2,3,0.666688446894727,0.8125
"VPS29",0,0,0,1,2,3,0.666688446894727,0.8125,2,3,0.666688446894727,0.8125
"EVI2A",1,3,0.333335894718525,0.9375,137,143,0.95803198552178,0.662109294401821,138,146,0.945188071021845,0.703308106113316
"ZNF70",0,2,0,1,117,132,0.886371323886154,0.844700650983142,117,134,0.873142942314568,0.872075683379644
"ANXA4",0,0,0,1,125,110,1.13635312746089,0.180567718450444,125,110,1.13635312746089,0.180567718450444
"OR10T2",0,0,0,1,1155,1160,0.995689731698052,0.549618777859646,1155,1160,0.995689731698052,0.549618777859646
"HCRTR2",1,0,Inf,0.5,256,231,1.10821681154093,0.138390864821285,257,231,1.11254577430324,0.128869644883387
"DRAP1",0,0,0,1,4,5,0.800013857979829,0.74609375,4,5,0.800013857979829,0.74609375
"CRYGD",52,49,1.06124565598538,0.421191049253872,130,138,0.942009523084128,0.708717625847408,182,187,0.97325836086977,0.622587495148375
"HDAC10",3,2,1.49995099608784,0.5,1717,1874,0.916227019707609,0.995817804136609,1720,1876,0.916850127759126,0.995583838042904
"NHP2",0,0,0,1,182,167,1.08979419538772,0.226831083838193,182,167,1.08979419538772,0.226831083838193
"ANKLE2",2,1,1.99989728727585,0.5,311,305,1.01967390204148,0.420181363214263,313,306,1.02287842601658,0.40472729424805
"ZMYND10",1,2,0.500025679499842,0.875,306,301,1.01661240204741,0.435521721045624,307,303,1.01320185273135,0.45166728338248
"ZNF280A",0,2,0,1,196,202,0.970292305476919,0.637135905407676,196,204,0.960775523988271,0.673617701146665
"IL22",0,0,0,1,61,66,0.92427123484009,0.702692257032253,61,66,0.92427123484009,0.702692257032253
"ECE2",4,8,0.500025675260346,0.927001953125,201,204,0.985293389456501,0.578759960273382,205,212,0.966975099520654,0.65235825893017
"PGPEP1",0,1,0,1,43,44,0.977270413184438,0.584813495157123,43,45,0.95554462821959,0.62533549839886
"CASP10",2,6,0.333335983022799,0.96484375,1377,1311,1.05036271636141,0.104968820091375,1379,1317,1.04709369555721,0.120031388485556
"TM2D1",0,0,0,1,114,101,1.12870302559317,0.206596847259438,114,101,1.12870302559317,0.206596847259438
"VTA1",0,1,0,1,161,161,1,0.522214929808483,161,162,0.993827269618295,0.544292730420618
"BMP5",0,1,0,1,173,189,0.915363868396128,0.814193995596841,173,190,0.910541828438168,0.827601855612443
"RGS20",1,1,1,0.75,39,28,1.39282008265228,0.110774364822406,40,29,1.37927478549829,0.114200112676649
"VAX2",0,0,0,1,134,119,1.12604082457238,0.189401067305938,134,119,1.12604082457238,0.189401067305938
"ADGRG3",4,2,1.99989729293577,0.34375,255,292,0.873296160802464,0.947936700379861,259,294,0.880960332831279,0.937138244489438
"ZNF707",0,1,0,1,77,83,0.927742285247003,0.709935396847645,77,84,0.916688918025407,0.735747158742506
"IL4R",0,1,0,1,1204,1136,1.05988575723952,0.0830109729072389,1204,1137,1.05895279235014,0.0862629460547605
"ZNF426",7,7,1,0.604736328125,82,73,1.12327826843495,0.260316686713119,89,80,1.11249152735278,0.26921348285981
"UGT2B28",0,3,0,1,48,53,0.905673060425349,0.724645543200864,48,56,0.857152659404074,0.811208038350951
"BSND",3,2,1.49995099608784,0.5,53,58,0.913813118471722,0.715389886098212,56,60,0.933308217098641,0.678666287310194
"PAICS",1,2,0.500025679499842,0.875,1242,1296,0.958320265012551,0.862526515052213,1243,1298,0.957613585836534,0.866702041305362
"WDR45B",0,0,0,1,298,250,1.19198449411861,0.0222861858769967,298,250,1.19198449411861,0.0222861858769967
"IL15RA",0,0,0,1,137,136,1.007352871827,0.5,137,136,1.007352871827,0.5
"FLNC",2,1,1.99989728727585,0.5,797,835,0.954476802001904,0.832825361357707,799,836,0.955728199975377,0.826332522929103
"RNF114",0,0,0,1,105,124,0.846784677665365,0.906915053486892,105,124,0.846784677665365,0.906915053486892
"MYO5C",11,12,0.91668969038495,0.661180257797241,1844,1925,0.95790717831803,0.909176015728882,1855,1937,0.957651382005175,0.91115175469102
"SERPINB13",0,1,0,1,85,82,1.03659257176722,0.4385334053888,85,83,1.0240990861356,0.469266702694401
"IQGAP2",7,11,0.636386680303911,0.881057739257812,1270,1254,1.01275997374315,0.38263739825867,1277,1265,1.00948647594309,0.413649050917108
"GP1BA",0,2,0,1,162,172,0.941840698210374,0.726345295359312,162,174,0.931067811222125,0.760874980970428
"VSTM4",0,1,0,1,140,131,1.06872961302073,0.313536603708147,140,132,1.06062734144142,0.335662567685615
"RNF133",2,1,1.99989728727585,0.5,174,184,0.945634863996093,0.719473421510319,176,185,0.951337557636601,0.700634910786261
"TMCO5A",1,0,Inf,0.5,232,264,0.878796002677543,0.930835342850369,233,264,0.88258361686101,0.924449189606011
"GTPBP8",0,1,0,1,681,625,1.08957948416074,0.0639988674292079,681,626,1.08783726731996,0.0676150323310588
"CCDC7",11,11,1,0.584094047546386,169,181,0.933675951926341,0.756407476385126,180,192,0.937477042019895,0.749823875959068
"PLSCR2",4,6,0.666688445828066,0.828125,180,196,0.918389928136829,0.809664976920415,184,202,0.910906801581773,0.833243053592123
"SIRPD",8,7,1.1428459396773,0.5,47,48,0.97916482095382,0.581221964635463,55,55,1,0.537951304100858
"TIMM9",0,2,0,1,9,9,1,0.592735290527344,9,11,0.818194406759675,0.74827766418457
"ARHGEF26",3,1,2.99997694771041,0.3125,652,606,1.07587463832442,0.102258003992737,655,607,1.07904715790485,0.0929025750993767
"C20orf85",1,2,0.500025679499842,0.875,99,108,0.916688662656829,0.756441466352203,100,110,0.909106052092179,0.776056489499663
"DIS3",5,8,0.625023456167645,0.8665771484375,535,525,1.01904940884353,0.391115551082903,540,533,1.01313382147489,0.427338206417348
"PADI1",4,6,0.666688445828066,0.828125,389,362,1.0745494140483,0.171375727095797,393,368,1.06796336767652,0.192156764043681
"RPP30",1,1,1,0.75,464,419,1.10739081671754,0.0693186761084205,465,420,1.10713512753405,0.0695422087298036
"AKAP7",0,0,0,1,508,486,1.04528042954902,0.252690080724277,508,486,1.04528042954902,0.252690080724277
"CXCL12",0,0,0,1,45,47,0.957436843293517,0.62267412519475,45,47,0.957436843293517,0.62267412519475
"TRAT1",1,2,0.500025679499842,0.875,194,179,1.0837679415838,0.234282753120753,195,181,1.07731218192723,0.251320080399921
"DDIT3",0,0,0,1,62,72,0.861120620253375,0.828992645566845,62,72,0.861120620253375,0.828992645566845
"PQLC2L",3,2,1.49995099608784,0.5,77,79,0.974680462997148,0.594862061354154,80,81,0.987653978016999,0.562591066399228
"CCL20",1,0,Inf,0.5,4,11,0.363639573188229,0.982421875,5,11,0.45457100257277,0.961593627929688
"DRC7",3,2,1.49995099608784,0.5,881,984,0.895331750294425,0.991995813059926,884,986,0.896558187532923,0.991398907708435
"TRIM21",1,2,0.500025679499842,0.875,167,166,1.00602398099943,0.5,168,168,1,0.521747898219414
"CYP39A1",6,2,2.99997615298437,0.14453125,595,669,0.889394273136141,0.982571690578066,601,671,0.895684789772079,0.976766587519732
"AC004832.3",0,0,0,1,22,23,0.956511386662522,0.617004087877602,22,23,0.956511386662522,0.617004087877602
"LITAF",0,0,0,1,28,36,0.777793126369433,0.869782261711673,28,36,0.777793126369433,0.869782261711673
"MYBBP1A",9,10,0.900007945894111,0.676197052001953,0,0,0,1,9,10,0.900007945894111,0.676197052001953
"ZNF224",4,2,1.99989729293577,0.34375,437,455,0.960429916823984,0.737654667068199,441,457,0.964981646728828,0.714731755279546
"MCOLN3",2,2,1,0.6875,48,63,0.761921142902624,0.93576228395712,50,65,0.769246668132884,0.932324795082592
"SLC10A2",11,6,1.83324817207102,0.166152954101563,1359,1310,1.03741512259863,0.176417174935553,1370,1316,1.04104624694348,0.153238654989255
"RHOG",0,0,0,1,25,36,0.694464845391175,0.938134278730954,25,36,0.694464845391175,0.938134278730954
"CKS2",0,0,0,1,5,4,1.24997834728159,0.5,5,4,1.24997834728159,0.5
"ERN2",7,8,0.875008577518651,0.696380615234375,367,354,1.03673112274299,0.327487382821222,374,362,1.0331555342746,0.342581860450353
"GYPA",1,0,Inf,0.5,101,117,0.863257187057497,0.875242127356793,102,117,0.871803592666643,0.860206379468134
"OR52N1",0,1,0,1,100,98,1.02040993060671,0.471684181402384,100,99,1.01010111800344,0.500000000000001
"ZNF737",0,0,0,1,784,742,1.05662561227728,0.146959278227225,784,742,1.05662561227728,0.146959278227225
"CCR6",0,0,0,1,107,101,1.05942618390455,0.364459276946232,107,101,1.05942618390455,0.364459276946232
"MED7",0,0,0,1,38,60,0.633356475333765,0.990154907600077,38,60,0.633356475333765,0.990154907600077
"OASL",7,11,0.636386680303911,0.881057739257812,124,112,1.10713131100457,0.23702214925796,131,123,1.06506510078334,0.33029383808684
"DCUN1D2",1,3,0.333335894718525,0.9375,50,55,0.909106732866515,0.720802854417205,51,58,0.879318580890575,0.778165249398826
"PLA2G4C",7,4,1.7499237021537,0.2744140625,953,931,1.02363399549927,0.314264598138148,960,935,1.02674261135286,0.290711698832606
"TAS2R39",2,1,1.99989728727585,0.5,101,102,0.990195988908002,0.555794675524527,103,103,1,0.527761913792543
"ADGRG4",0,0,0,1,364,363,1.00275470435079,0.5,364,363,1.00275470435079,0.5
"CDK4",0,0,0,1,21,24,0.875008565250959,0.72425783509874,21,24,0.875008565250959,0.72425783509874
"KCTD14",1,1,1,0.75,55,58,0.948260791889651,0.646558869254023,56,59,0.949137990078999,0.645338634838587
"SHC4",0,1,0,1,355,379,0.936650708875876,0.821931531580157,355,380,0.93424488186317,0.831224537035827
"ARSH",1,0,Inf,0.5,372,349,1.06592936178259,0.206310060397388,373,349,1.06879703762952,0.196014166195176
"AGPAT5",0,0,0,1,333,343,0.970840730861096,0.663864769602182,333,343,0.970840730861096,0.663864769602182
"C1orf216",19,17,1.11763808604362,0.43396970021422,210,218,0.963295111594007,0.66820516177673,229,235,0.974464737704846,0.627377093739811
"BCLAF3",0,0,0,1,91,95,0.957884841707722,0.642994418557852,91,95,0.957884841707722,0.642994418557852
"CELA3A",4,5,0.800013857979829,0.74609375,67,59,1.13558272469998,0.266526375133779,71,64,1.10936464902185,0.302871132595276
"FOXRED1",0,3,0,1,186,188,0.989361512645627,0.561625779768841,186,191,0.973818494160888,0.621321617754482
"NUDT16L1",2,1,1.99989728727585,0.5,88,79,1.11391545633327,0.268002531189818,90,80,1.12499045592498,0.245069283551951
"IMPG2",3,4,0.750017180487538,0.7734375,244,235,1.03830627107427,0.357378790143934,247,239,1.03347904563947,0.375440719159375
"NUDT1",3,1,2.99997694771041,0.3125,305,287,1.06274162680266,0.242386920834585,308,288,1.06947364673321,0.21821755519708
"MCCD1",0,1,0,1,447,486,0.919774108814776,0.904838590927094,447,487,0.917883712292387,0.910146321571747
