"","LoF_pvalue","LoF+Missense_pvalue","fisher_combine_pvalue"
"CNDP1",1,0.490161954062139,0.824651623015496
"MCM7",1,0.745246133092003,0.975050778980283
"ACP6",1,0.496684368328729,0.844264351740911
"TINAG",1,0.9072235295235,0.995506580828135
"UPK3A",1,0.586253940128581,0.865981778020779
"PRAMEF12",0.301506990661404,0.254627046392763,0.303447020117478
"FBN3",0.423956360176555,0.9661163969369,0.787763807103303
"CLDN3",1,0.167879635382892,0.467462189844197
"ITGB8",1,0.0143391776937972,0.0752055425755188
"DOC2B",1,0.231976154028492,0.649588700685829
"RNF175",0.658231609445951,0.676929906818047,0.839102292528562
"FPR1",1,0.812089172203908,0.972592558712498
"PDE6D",1,0.174950408706671,0.479933185255963
"NOLC1",1,0.198796395190764,0.553412195867597
"PGLYRP4",0.374914345456448,0.67728550617378,0.620092097643855
"SYTL5",1,0.845877414240934,0.99131582863729
"USPL1",0.49996572290589,0.400103282185377,0.541744799586356
"FCRL2",1,0.466786476569297,0.820218488891299
"MRGPRX4",1,0.645300780859162,0.940444743232847
"SETX",1,0.436989258267814,0.786726922019012
"FBLN7",0.249948605513182,0.314489703285805,0.308438670299431
"BRAT1",1,0.293057924340258,0.668499871119277
"RBM18",1,0.742512331592756,0.963569984579079
"LY6G5C",1,0.736557362669605,0.961773152639734
"OR2S2",0.838687197175577,0.7634309658278,0.904029086934579
"TNFRSF10B",0.760447646368871,0.0570537476452244,0.187491193104115
"RAI1",1,0.831528476148358,0.98493694370496
"LHX4",1,0.2498450164687,0.589122794316979
"GIGYF1",1,0.735011940438998,0.961298989312878
"TOMM20",1,0.726487526564926,0.958624966694423
"ARAF",1,0.794436346672919,0.977253956285505
"SH3RF2",1,0.423714496990238,0.808025622864425
"AGO1",1,0.540920051756053,0.941241454251128
"TTLL11",0.726487526564926,1,0.958624966694423
"TTC29",1,0.631903760366265,0.921226652047838
"OR10J3",1,0.0040316457878508,0.0247528865282859
"TCP10L2",1,0.908320235911738,0.995662747337783
"PSG3",1,0.354705800012409,0.719045647570253
"COLGALT2",1,0.24193912267432,0.559738687341965
"FGF9",1,1,1
"UBR2",1,0.904576619154467,0.995295042363111
"TMX2",1,0.787310000050597,0.975581965399397
"ATP1B1",1,0.628855533775774,0.920552515411743
"C2CD5",1,0.713722365788917,0.952932227666277
"ESRRA",1,1,1
"NOL8",1,0.0120091173500447,0.0627903111410444
"LRGUK",1,0.674249039882043,0.946881712980096
"YY1AP1",0.179552779063125,0.538098983807195,0.300268876845366
"CCT2",1,0.916779309801307,0.996436889887377
"FCRL1",1,0.690398182129528,0.945103911465067
"PCDH12",0.726487526564926,0.203800364259061,0.406289284522437
"KIAA0319",0.218653694808287,0.0949597100359705,0.0893081049974637
"TGIF1",1,1,0.999588187395047
"TBC1D2B",1,0.409078418362374,0.774732511927353
"GBGT1",1,0.461929387087348,0.799404974634154
"SIGLEC12",0.677396576817389,0.173996352097693,0.386279158497914
"B4GALT3",1,0.128378024216913,0.349074392967526
"C10orf90",1,0.966882898397999,1
"SHC1",1,0.80022593826287,0.978565225815664
"MPEG1",0.453012582262561,0.066796816853504,0.150615997442454
"SDF2",1,0.510217572885917,0.853552177279023
"TCEAL1",1,1,1
"RPL21",1,0.687435734853583,0.945077663757844
"ALS2",1,0.706427877038148,0.943966951001622
"IFT172",1,0.958125817435824,0.999778740709328
"CHMP5",1,0.803511708884093,0.979290759934002
"SPAG16",0.0572563738076025,0.140951366262442,0.066978133454871
"NUDCD1",0.124948635472415,0.465243653661856,0.276869394279864
"ADAMTSL4",0.249948605513182,0.825280294875126,0.544113289482132
"HARS",0.453012582262561,0.766286709303371,0.765648154482867
"LEFTY1",1,0.419558891590841,0.750859893476637
"FBXL18",1,0.317712487189717,0.659365455858169
"LARGE2",0.624948586120971,0.382150204556639,0.533970206693961
"NID1",0.374914345456448,0.69159933361825,0.580931525852415
"CDHR2",1,0.313071402272682,0.675306673577236
"SLC35G3",0.687435734853583,0.568690524166203,0.708763281640011
"GNA11",1,0.344463717105107,0.711581612264415
"ADCYAP1",1,0.880215564848157,0.992520896909785
"GSR",1,0.962394878863111,1
"GIGYF2",1,0.687014816951918,0.944919780338902
"FCN3",1,0.754474827629824,0.956291656055272
"EVA1C",1,0.530337971573371,0.884545937466126
"ESM1",1,0.708230019647836,0.952559710180339
"LRTM1",0.774321289231259,0.57840998712444,0.849274117072341
"ORC1",1,0.0645889590301907,0.240458439409862
"MRPL38",1,0.627407822647779,0.911183568926413
"SPAG8",1,0.6536739433144,0.922781436731195
"C2CD3",0.803511708884093,0.430205839247399,0.721195680973585
"ABCC10",0.453012582262561,1,0.796174902100111
"TANGO6",1,0.339534424230704,0.704771496603979
"SLC25A10",1,0.133850185235644,0.35188340602863
"KHNYN",0.387496703439846,1,0.653125918519935
"ST3GAL1",1,0.482344158399607,0.83402002930051
"CCL25",0.124948635472415,0.804949345144289,0.294364165403798
"CPNE7",0.116747339995403,0.255525290428677,0.249178366103498
"CHAF1A",1,0.0157001519763248,0.080919916019347
"DYRK2",1,0.332859278200426,0.699016289509201
"FADS2",1,0.671279117467262,0.938831007245915
"MLH1",1,0.554566378015802,0.881521396208204
"SLC16A2",1,0.728034773259295,0.959117718099623
"SMARCA5",1,0.677264428557061,0.941189969825472
"FOLR3",0.228538811277703,0.841357928723471,0.390104952365324
"CETN1",1,0.580052322064043,0.895970260646401
"TPBG",1,0.806422270517183,0.972404867351781
"ZNF750",1,0.625509065568357,0.918991323681298
"HHIPL2",0.507677603335609,0.942416764692142,0.851836653204519
"CEP250",0.115071260231668,0.251706491040272,0.104157547730447
"RASGRP4",1,0.85772330974058,0.991877323663441
"SPPL2A",1,0.305309584363204,0.667537725099132
"CCSER1",1,0.733858355108078,0.960697938347374
"SCTR",0.753821907775359,0.322020015864697,0.621572344904448
"VPS50",1,0.485698853274274,0.810054269899392
"AKR7A2",1,0.745246133092003,0.975335410747768
"PDGFB",1,0.162307849733877,0.457425792014513
"HIST3H2BB",1,1,1
"CES1",1,0.23605842036221,0.576850287155886
"ZNF385A",1,0.11082265746157,0.354613003062167
"CCDC60",1,0.131828034144523,0.41198778265179
"RAP2A",1,0.249948605513182,0.596502337109556
"RCOR2",1,0.705800349426049,0.923603391957973
"HJURP",0.249948605513182,0.936615551386204,0.596502337109556
"TAF6L",1,0.379945463325358,0.747629157250547
"FAM76A",1,1,1
"ACCSL",0.179552779063125,0.729064356061922,0.462746118688615
"FMO2",0.430170686360344,0.49980854041529,0.684755205490701
"ANPEP",1,0.951255639072525,0.998788289359324
"IL1A",1,0.0477846206846636,0.162697280574585
"PFAS",0.507677603335609,0.246671922609034,0.399599552366211
"ELOA",1,0.746918656836391,0.964868768681398
"INSL6",0.814415017239319,0.236164114810989,0.435667544747688
"EIF4E",1,0.503148561794898,0.848746114312999
"VRK2",0.624948586120971,0.215986487908265,0.45521151145667
"ZNF30",0.677396576817389,0.0402182416899371,0.106199963873032
"VSIR",1,0.952237634466302,0.998840772110821
"POU4F2",1,0.242639456770481,0.586260276172182
"ADAMTS20",0.107453644899918,0.00110669021709804,0.0017748344518716
"PIWIL3",0.268129225998654,0.91362140993652,0.55279783212553
"ALDH5A1",1,0.348314771401614,0.713979400975429
"FGF13",1,0.507677603335609,0.851836653204519
"PARP1",0.624948586120971,0.896337101008952,0.858166519746179
"C5AR2",1,0.149968951431626,0.470152537702187
"L3MBTL4",0.374914345456448,0.586118813847237,0.628671945518943
"SPAG17",0.288927677347483,0.801897332956786,0.590651284267249
"KANK4",1,0.443794268291093,0.803936498556591
"ZNF451",0.687435734853583,0.034723351326158,0.0867692995825359
"UCP3",0.142818354579713,0.0456483747613837,0.100522361461554
"NXPE1",1,0.398564235039219,0.765198134758088
"NBN",1,0.549008624427329,0.895404905228449
"SFI1",0.270812426036589,0.790488683642115,0.594625070650862
"ATF7IP",1,0.288892524949956,0.64761053092221
"DNAJB5",0.49996572290589,0.290489185191165,0.553190978108135
"CD207",0.428956346472596,0.202040091249313,0.35279599007389
"NKAIN2",1,0.85989663828248,0.989692089647147
"FCRL6",1,1,1
"C2orf78",1,0.637558441496018,0.909720794207154
"RIOK1",1,0.572955778683407,0.891697322291395
"PSKH2",1,0.00315393035020719,0.0210449371595482
"BTBD8",0.249948605513182,0.717544819297062,0.467843377298912
"RABGGTB",1,1,0.987293696918403
"TM9SF1",1,0.275358098039928,0.630482715714721
"CYP11A1",1,0.491576560921905,0.839839143651029
"KCNIP3",1,0.219083536463429,0.55171854678978
"TSPO2",1,0.764916683372401,0.969905452194864
"TMPRSS7",0.910828591180779,0.88159611301957,0.969822850058093
"TMPRSS15",0.380926453479113,1,0.695490144996139
"ADGRE3",0.523150401718471,0.39897709017951,0.586083416078769
"CTC1",1,0.181846431841273,0.487205517239949
"BOLA1",1,0.121026170655324,0.376603001410753
"HSPBP1",1,0.909621070387955,0.995760428211179
"ABCC3",0.486354708420711,0.537926548593029,0.646191171066143
"LMNTD1",0.736902701617137,1,0.938064000245336
"OR2D2",0.273879462503174,0.794949414785543,0.387191057584897
"CDC7",0.249948605513182,0.365577183152866,0.367353336162297
"ZNF419",0.636607650201101,0.809707404087239,0.773787059513659
"CUZD1",1,0.0835905661483163,0.289072485847478
"YWHAG",1,0.374914345456448,0.742726947614415
"COL20A1",1,0.324828501165532,0.688190945203736
"KLF4",1,0.691168609485318,0.946466579655513
"CARD6",1,0.858976867786293,0.992306025287008
"SERPINH1",1,1,1
"LCA5L",1,0.116129624005124,0.366162309302876
"PLPBP",1,0.111481595155118,0.381746630151822
"OLFM2",1,0.335952425769701,0.702404534067693
"CASKIN1",1,0.151545909749455,0.437492835116532
"KCNK2",1,0.748932362157805,0.965453653810556
"PRRG4",0.49996572290589,0.0101106855319011,0.0487140288314701
"CYC1",1,0.244422998193631,0.588779550432808
"COL18A1",0.49996572290589,0.464094227073873,0.551634693743352
"PPEF1",1,0.622571262385646,0.917606027647665
"FLI1",1,1,1
"STAU2",1,0.785607200489763,0.975172926736885
"UNC45B",0.726487526564926,0.388307892956181,0.669642018786511
"MAPKAPK3",1,0.528320989836445,0.812810220494711
"KRTAP10-3",1,0.690183904099612,0.945902314713168
"EAF1",1,0.747952693506367,0.965169784108493
"KRT37",1,0.323076357027101,0.687052972326734
"ACSM3",0.36891302558691,0.287955234644098,0.484438135757057
"ENTPD4",1,0.0553510590318756,0.206784123945084
"CCDC146",0.387496703439846,0.907602077262167,0.754862153915102
"GRK1",0.49996572290589,0.735785521079764,0.776188357446368
"ZEB2",1,1,1
"IRX4",0.249948605513182,0.582685111577425,0.501879835360719
"ASMT",0.698292519412905,0.171442085471698,0.424413639918165
"RETREG1",1,1,1
"RAC3",1,0.765639293615802,0.970098762115723
"PUF60",1,0.285913946405238,0.643896620200696
"RASGRP1",1,0.766150875851252,0.970235206266081
"MAGEH1",1,0.387496703439846,0.754862153915102
"PSMB3",1,0.16825974199358,0.468140063149557
"ZNF225",1,0.936420954742681,0.997932196035431
"HPX",1,0.615594635218211,0.897840168273112
"CABP2",0.249948605513182,0.946805786723338,0.517060294100782
"ZNF616",1,0.670550245444113,0.947176253772802
"DEFA4",0.464306109524743,0.95544999027578,0.785829357538212
"BRD4",1,0.472612034050676,0.826825514503722
"COL14A1",0.0214424117938158,0.80928373110728,0.0732731201724598
"CCAR2",1,0.665913096231788,0.936670766159067
"SEMA6A",1,0.274925334465529,0.629924247700713
"OR4F15",0.346632412124125,0.596111871419186,0.625692343488563
"DHX57",0.404499677018318,0.616050456885927,0.561136221425207
"SLC9A3R1",1,0.115690280403024,0.383411915931762
"OSGIN2",1,0.764916683372401,0.969905452194864
"OR6N1",0.49996572290589,0.120710099139519,0.251600873205876
"NUP62",1,0.830981203072869,0.984835797306452
"IL22RA2",1,0.182267302541812,0.48530390698102
"MATN2",1,0.327543698058108,0.68151322356286
"ZNF600",1,0.00124191552686221,0.0101779092596601
"SIRT6",1,1,1
"DHRS12",0.0312179511011417,0.971601164570364,0.130090070851128
"CTNND1",1,0.309579041650648,0.67257341906575
"FNIP2",1,0.724867290360786,0.958105438098832
"EGLN2",1,0.213662370263546,0.543419945480015
"CDH13",1,0.948047237877611,0.999658965538011
"DSEL",0.49996572290589,0.478269093795147,0.563977943824946
"ZNF546",1,0.843147590110497,0.986662762254513
"RPS21",1,0.480408072445365,0.832604543222145
"LIN7B",1,0.0802817121468254,0.304669348184777
"DCAF17",0.687435734853583,0.609227949361554,0.796874053955561
"SLFNL1",0.564252481551049,0.459910875090355,0.694796393175496
"TRAM2",1,0.491109324476049,0.840331526782017
"GHR",1,0.242113589139904,0.550594488604099
"MXD3",1,0.790259437944465,0.976281756203951
"SGO2",0.49996572290589,0.721444521656533,0.757782127125259
"MIGA2",1,0.530382215364922,0.843877870367165
"PABPN1L",0.507677603335609,0.828018734731426,0.758868264214325
"TMPRSS11B",0.885245149321759,0.950861600074015,0.993148271429138
"PIWIL4",1,0.895444304099182,0.991082340694327
"RAD50",0.628855533775774,1,0.910944921934192
"NAALAD2",0.726487526564926,0.712680784822636,0.840247146687046
"SETD3",0.49996572290589,1,0.846549830033886
"DUSP23",1,0.136850486647752,0.375562453309721
"TCF23",1,0.785185271054184,0.974652666002177
"PRB2",0.523150401718471,0.290657182001677,0.522976824140244
"HAX1",1,0.33041943939198,0.746374236209133
"SLC47A1",1,1,0.9994833272763
"CTDNEP1",1,1,1
"NHLRC1",1,0.906063340469786,0.995442921984893
"IL16",1,0.977023197460496,1
"ADAM11",0.49996572290589,0.374757636728761,0.4425376335523
"REL",1,0.16178711134594,0.456478117757018
"FRMD7",1,0.202047696742152,0.525172776195408
"TEKT5",0.726487526564926,0.580886858973819,0.793997419079323
"ZNF318",0.624948586120971,0.318619922488432,0.544381539265433
"TGM4",0.604800608686588,0.85706439670632,0.744478313712586
"BSCL2",0.49996572290589,0.451189311521873,0.602630162275245
"NOL3",1,0.803523743757489,0.988416814534873
"KANK2",1,0.687799003063042,0.945213715969238
"APOBEC4",1,0.0201335229214335,0.0987623601282746
"BDP1",1,0.147962184590181,0.420537519163043
"GABRA2",1,0.423724285238605,0.787564594323621
"TMEM251",1,1,1
"SRSF2",1,0.726487526564926,0.958624966694423
"GPR119",1,0.479133713918077,0.889008551257715
"RGL4",1,0.54432598453565,0.875142997745947
"NMNAT2",1,0.443473423106651,0.804069381814425
"HMG20A",1,1,1
"RTN4",1,0.753604706163098,0.972153943207526
"TTPAL",1,0.00162037641027819,0.0120314517063741
"CRYZ",0.121019905290838,0.244350575387089,0.255828580258232
"CMTM1",1,0.767990761788019,0.970723100575638
"PKP4",0.00611719321887503,0.0251249600241041,0.00611923825204896
"GJA1",1,0.583627984461218,0.897906700283595
"SLC19A1",1,0.44501871079998,0.805323192968895
"FAM117B",1,0.889687861368434,0.993148271429138
"ZCWPW2",0.507677603335609,0.0121368569656838,0.0493821006510931
"FUK",0.523150401718471,0.446783355202061,0.536520449115369
"TPM1",1,0.647388622161677,0.928878705850049
"PRMT5",1,0.748597403304278,0.965356740077934
"CSRP1",0.49996572290589,0.687483562372559,0.770175268252422
"BTN2A2",0.0624572285219894,0.634245321410968,0.178455386155887
"DNAJC2",1,1,1
"CDAN1",1,0.534224534826873,0.85525900466468
"DNA2",0.687435734853583,0.207503754646926,0.457520179813171
"DHX35",1,0.142349486348946,0.405814824537065
"ABCA9",0.765639293615802,0.438609265497599,0.722286288363499
"ANKZF1",1,0.614285720961561,0.921332524234527
"DAGLA",1,0.782060793463233,0.974309167839929
"BVES",1,1,1
"FZD4",1,0.649480413860777,0.92978485890348
"RBM24",1,0.851154722375771,0.98832797032903
"CCDC130",0.49996572290589,0.938113115953479,0.799738549502897
"EFCAB5",0.537422342512742,0.133355996985554,0.139392334965327
"TMEM250",1,0.142444059162755,0.381746630151822
"ERO1A",1,0.893649532223881,0.993914249891955
"KTI12",1,0.154513668905132,0.443063729630544
"CKAP4",1,0.783958732868743,0.974773423479179
"PKP2",1,0.977780729309525,1
"ARIH2OS",1,0.301522850037394,0.663021452730926
"UBP1",1,0.759684821338644,0.96848544073297
"HSD17B7",1,0.54817871635454,0.87771850080746
"RPUSD4",0.107663614701719,0.18404092655728,0.1851871396495
"CBWD6",0.49996572290589,0.53368867333759,0.548371444072829
"NEK2",1,0.901937396663916,0.995026505417263
"C1QL3",1,1,1
"EXOC3L1",0.656100487727125,0.354430913497507,0.487251617722276
"GBP7",1,0.889997315430967,0.98720202709932
"SLC45A3",1,0.802826207259453,0.985576881453802
"ART4",0.49996572290589,0.549871330613707,0.679560881147268
"MAP3K15",0.570558665672592,0.940944871108713,0.869700435517728
"GJC3",1,0.641210814493618,0.926162971927445
"DHODH",1,0.161292247494199,0.454781206186392
"APBA3",1,0.600626424958221,0.905328812961094
"ANKRD13A",1,0.524437603424342,0.862544624156756
"ZNF471",1,0.481376514427835,0.816415162029859
"NIPAL4",1,1,0.998685047186757
"TMEM170B",1,1,1
"FCRL4",1,0.120337773645684,0.38861459624645
"NCL",1,0.603471504568241,0.90825868427225
"RCSD1",1,0.0677034632832146,0.250003023393737
"TRIM10",0.249948605513182,0.46236033670136,0.348670283559339
"OR2G6",1,0.155665287504354,0.438549843289381
"IGSF22",0.351788563939645,0.506782147999456,0.434631890542685
"PCNT",0.790426842818286,0.444721133179847,0.725050620854572
"TMEM8A",1,0.431254512529955,0.793746657998969
"IBA57",1,1,1
"ZBBX",0.58894035942043,0.712680784822636,0.826641208356904
"TNKS",1,0.759684821338644,0.954212189010043
"CSRNP1",1,0.156844244153576,0.447398526648946
"BCO1",1,0.458210741718644,0.813832864478466
"DUS3L",0.249948605513182,0.959188865468598,0.596502337109556
"TRIM6-TRIM34",1,0.634605091115387,0.922062982763999
"SARAF",0.249948605513182,0.0242101650873463,0.0668304386720815
"FBXL19",1,0.578064081627457,0.89488397996379
"TUBGCP4",0.249948605513182,0.163206453347261,0.23716625350651
"ZC3H14",1,0.633022433052853,0.89833459391758
"OR10G9",1,0.328038591769245,0.676652462537141
"APOL3",1,0.653234644246021,0.924505835262344
"ACAD10",0.742512331592756,0.980099310810653,0.963569984579079
"RSPH6A",0.624948586120971,0.881166887436999,0.906492407736396
"ZNF281",1,0.888178827983623,0.993501003774082
"TCEAL3",1,0.930886457882192,0.997554652856053
"CCDC198",0.0503659314330315,0.0399762673402567,0.126962665978542
"AC093155.3",1,1,1
"SLC9A3R2",1,0.675149843341185,0.926125819414396
"SLC25A29",1,0.570558665672592,0.890721546202043
"KLHL9",1,0.549540516934413,0.878535462452758
"CYP1A1",1,0.502937186032526,0.837503105221905
"HSD17B11",1,0.739949043161387,0.98261535927348
"ZNF83",0.504056397908672,0.210941591999219,0.419542229513322
"RAB35",1,0.825917663758197,0.983882833969514
"ZNF626",0.199099904419945,0.944350533500304,0.239083856783344
"CPNE4",1,0.652085580219699,0.960880717446607
"MYADM",1,0.283555161309119,0.582168611228531
"KCNJ5",1,1,1
"NOP9",1,0.314466142914497,0.655303753962167
"STK25",1,0.104145561037946,0.339719251353849
"PSMD10",1,1,1
"ZNF7",1,0.0186548698261675,0.100313903972783
"GOLGA2",1,0.288426422101989,0.647031394550894
"UBLCP1",1,0.454247288412378,0.787564594323621
"ZNF235",0.124948635472415,0.725196011127958,0.272634295190267
"AKT3",1,1,1
"CDC42SE2",1,0.0224038719619793,0.107505460836067
"THNSL1",0.0412537533269228,0.391796051639115,0.067551862034904
"EPHA5",1,0.474694543858298,0.828381733449634
"PARP12",0.687435734853583,0.00360965847362942,0.0145251239856014
"CCDC87",0.261607248534251,0.690472663227337,0.420393401867737
"MAP9",0.726487526564926,0.0756661975136139,0.234610344897397
"RXFP2",0.774321289231259,0.0637152230318289,0.166834370696353
"HIRIP3",0.249948605513182,0.174648897260496,0.213729844031094
"DOLK",1,1,1
"ADRA1A",0.726487526564926,0.403147584812784,0.681028546325433
"MRPL9",0.49996572290589,0.232799462442205,0.31332179363544
"PCNP",1,0.270812426036589,0.624582511810444
"MAN1B1",0.249948605513182,0.638655700579169,0.421370991155657
"PPFIBP1",0.624948586120971,0.783720790894467,0.817607712617496
"ENO1",1,0.4310262130339,0.791391732347803
"PCYT2",1,0.505531130061221,0.877710267740778
"OSBPL1A",0.507677603335609,0.831150402235349,0.812273050306277
"BLM",1,0.164766540052791,0.4757417095762
"MKS1",1,0.258613858070385,0.604636040829235
"NETO2",1,0.605137048206712,0.868230161103061
"BAZ1A",1,0.363311907520893,0.731162875716392
"CFAP126",1,0.927609954009395,0.997314223268985
"ZNF234",0.726487526564926,0.614818481074735,0.783786109219328
"LZTS1",1,0.390476939919321,0.757676129734266
"ING5",1,0.264455749846182,0.711581612264415
"GAB4",1,0.656466005982291,0.932762285539104
"DDX51",0.647388622161677,0.731758461549958,0.843531013019633
"MATN3",1,0.859923168050153,0.99287649083548
"ANKFN1",1,0.920333656241355,0.99918021864013
"CALCOCO2",1,0.114145538315066,0.361873430547812
"PTPRT",1,0.114753979431614,0.363192299995435
"INSYN1",1,0.414542548141461,0.779580284388189
"FBP1",1,0.452159604778611,0.811047750501409
"MFSD5",1,0.837033706073903,0.985934418192157
"SLC9C1",1,0.422006241676594,0.785578147945369
"WNK4",0.109254824845677,0.807852768254496,0.258794470897023
"LHFPL6",1,0.499042583716933,0.845909042651168
"SEZ6L",1,0.893621923483473,0.994129813162451
"CIDEC",1,0.256893328537789,0.623196383099067
"ZWILCH",0.49996572290589,0.882793179785412,0.832543439800976
"ATCAY",1,0.360771226048509,0.785204520770104
"ZNF28",0.454247288412378,0.34749738917281,0.518545199386491
"PCMT1",1,0.797738085083655,0.978006908644283
"F8",1,0.0857082710784609,0.296276861088375
"WASL",1,0.33088996113891,0.696844133774738
"RHOT1",1,1,1
"LNX1",1,0.0484465582427692,0.210663949370332
"BPIFB4",0.687435734853583,0.820682905533775,0.905866279506591
"LSM7",1,0.624948586120971,0.91872810145408
"DOK2",0.118281496006887,0.0420482293670812,0.0440089275689577
"GLTPD2",1,0.139571999183049,0.399113781782911
"FZD6",1,0.510621566955433,0.853823872272154
"EPS15",1,0.605863255599652,0.921035320913908
"RELA",1,0.938893112815729,0.99809373844593
"CHST15",1,0.915985181606762,0.996367545236538
"GLRA2",1,0.423956360176555,0.787763807103303
"SLCO2A1",1,0.893096998277772,0.990630420936058
"HES2",1,0.190312557020865,0.506057745551506
"GLMN",0.687435734853583,1,0.935522839888832
"PPP1R26",1,0.305543307156356,0.667814931157967
"MAP1LC3B2",1,0.699190763310743,0.930638708496769
"KHDC3L",1,0.64792574334827,0.92911202795811
"SLC50A1",1,0.555022766882384,0.881790281086997
"C19orf57",1,0.14047799112415,0.399125948700739
"CFAP221",1,0.703590080446229,0.941328513937976
"ARHGEF18",1,0.837675092557329,0.990355462635017
"BRD3",1,0.330453966039589,0.695992444554978
"SHCBP1L",0.774321289231259,0.522558504031379,0.793601058456853
"TSPAN17",1,0.258579491623478,0.574755581101922
"COIL",1,0.946575057607257,1
"VAT1",0.49996572290589,0.914931050687847,0.740726004031569
"GRHPR",1,0.58723546540383,0.919404904660735
"IGFBP2",1,1,1
"TRIM15",0.596209153573666,0.0124558948608312,0.0516790818119223
"AATK",1,0.904653907131417,0.995302790138836
"FUT10",0.607050407799402,0.685727329337301,0.738371672172075
"ANKRD40",1,0.809282217970907,0.980532465470758
"ABHD15",1,0.7187585249844,0.955776842633379
"SLITRK4",1,0.417084025586363,0.781810482960836
"HR",1,0.1893044854511,0.489433558996364
"DNPEP",0.753821907775359,0.631164544609234,0.80370670726383
"CHRM3",1,0.149370690200464,0.433372799582751
"ZNF730",1,0.181174631532252,0.476486639631903
"ZBTB14",1,0.540920051756053,0.873306655081373
"FKBP6",1,0.911241304105321,0.998994194900925
"SLC2A4",1,0.359691341761976,0.705534076048407
"SETD7",1,0.871769479884244,0.991289908694038
"ACTR3C",1,0.729449533057995,0.959565398275731
"MTMR14",1,0.51443080222393,0.82384633522681
"TBX1",1,1,1
"FUT2",1,1,1
"BABAM2",1,0.570831670843406,0.890874674823471
"PDE6C",0.624948586120971,0.318362294758516,0.556579349629986
"KCNK10",1,0.839988988450651,0.975581965399397
"EXOSC10",1,0.0984473202326218,0.297835080483548
"PDCD1",1,0.327326607051869,0.692883917055591
"KIF26A",1,0.813722302858039,0.984718436279589
"FPR3",1,1,0.996512905274627
"HIST1H4K",1,0.726487526564926,0.958624966694423
"DCAF12L2",1,0.748932362157805,0.965453653810556
"COL15A1",0.783461515746391,0.771746163187687,0.928653571579533
"SETD4",0.454247288412378,0.23603714672846,0.375073306877991
"MFAP1",1,0.64792574334827,0.887896242056345
"GPX7",1,1,1
"CA2",1,0.721631672624728,0.957057091850087
"HINFP",1,0.728460029399808,0.94622410677124
"KRT81",0.68831173461624,0.490650540882016,0.597956527623927
"MISP",1,0.105767244828137,0.341191410473621
"BCL2A1",1,0.109809511196724,0.38547950125891
"IGHMBP2",1,0.528841975029659,0.87887100714011
"LARS",0.548673561199024,0.908949044044494,0.878015755442931
"DSG4",1,0.979211318763843,0.999780953870997
"AUP1",1,0.683661405804744,0.963905520251058
"DDX56",0.624948586120971,0.818405142034025,0.822422773778374
"RHOH",1,0.700841883555098,0.949972233466967
"MAD2L1BP",1,0.380409844710729,0.748078268237519
"ZNF805",1,0.331001969380114,0.666434460291353
"SH3TC2",0.584275316709306,0.860040612163902,0.878094527468191
"MEP1A",1,0.319659681009214,0.683935576135089
"TRPV3",0.382965117097471,0.876199111626463,0.750539391576064
"TRIM42",1,0.806002725172113,0.973454466874017
"SLC9C2",1,0.0438264903005098,0.190240544364588
"EPHX2",0.14323102496824,0.39625468200925,0.259871722193825
"MAPK8",1,0.571215788713826,0.891089905488972
"CHST6",1,0.720474981013183,0.956678804777369
"USP6NL",1,0.859826005903774,0.989610881494454
"ZNF350",1,0.493162281535331,0.828745025831283
"UBE2Q1",1,0.664946470341037,0.936277037931801
"DBH",0.831685118366498,0.26561376018609,0.573872014239546
"MSTN",1,1,1
"HIP1R",1,0.427545807182007,0.811252006437783
"WDR86",0.687435734853583,0.496247889911744,0.761178157192244
"IRF5",1,0.806759166612558,0.995026505417263
"QPCTL",1,0.257061345462743,0.606263894363272
"GAB3",1,0.128964153900831,0.393111215081803
"ZKSCAN1",1,0.593273089746803,0.903021244976847
"QKI",1,0.344463717105107,0.711581612264415
"AGGF1",1,0.96693537063056,1
"OR2L2",0.249948605513182,0.081446337010822,0.123394497216659
"CMPK2",0.49996572290589,0.310343121656535,0.404636531100571
"ZNF43",0.726487526564926,0.149717723094836,0.381879823560327
"ITPR2",1,0.866540847509412,0.990652384137391
"SLC22A24",0.427239986845636,0.361684499865081,0.615347943043501
"CACNA1D",1,0.254519388470257,0.602798187241104
"PNMA3",0.49996572290589,0.393393306550899,0.598683600931942
"NUP153",1,0.488544498789813,0.838500999573148
"ZNF593",1,0.180880860832806,0.424129058128611
"OR3A2",0.249948605513182,0.463904336294725,0.334303317388653
"IRAK2",0.689783176325156,0.278636873200321,0.472478614351818
"MIS18BP1",0.624948586120971,0.327548107151441,0.547608310378088
"ZNF549",0.288927677347483,0.91533057523706,0.647654177534831
"OLFM4",0.392814638856655,0.664659529232749,0.425747515457826
"DPP7",0.607050407799402,0.615340063527915,0.710608278134971
"BCAS1",1,0.932356704365524,0.997650883585262
"XPOT",1,0.225579819190562,0.561486490949614
"MCM9",1,0.663637676050841,0.9354648378467
"KIF5C",1,0.495529390881336,0.843454753992926
"CHRND",0.548673561199024,0.342995791519203,0.459666707255461
"OTOP3",0.871247296383861,0.718575823170802,0.926755151389679
"MICA",0.361754579106079,0.734769056015205,0.659014518230186
"FAM20C",1,0.317755152879568,0.682053222406986
"AACS",0.124910182969341,0.455416317352439,0.287896744667718
"RNASEL",0.727668409942965,0.721444521656533,0.91912725291047
"FHDC1",1,0.320602493740653,0.69927313277764
