"","Gene","BF","post.prob"
"1","UBE4B",0.300174600315048,0.0211470506445978
"2","SARS",0.209020986502983,0.0148205273770033
"3","CELSR2",0.0757548311037779,0.00542259703928212
"4","RBM15",2.04260339911954,0.128166883079493
"5","MTOR",0.567247908025316,0.0392241370352216
"6","CSDE1",1.30904185921341,0.0861013535705595
"7","MAN1A2",1.2701147745416,0.0837553981591305
"8","VPS13D",0.20617686870981,0.0146218152887356
"9","PRDM2",0.671396516537995,0.046093866079158
"10","RPRD2",1.13476689274187,0.0755040230894396
"11","RORC",0.17055895705553,0.0121264670849075
"12","CRTC2",0.657962103407381,0.0452132448773415
"13","ATP8B2",0.242769257543887,0.0171723397116057
"14","ASH1L",0.984414993080892,0.0661619356423703
"15","GON4L",1.05256400050936,0.0704196493217066
"16","ARHGEF2",1.02859611146466,0.0689266520078286
"17","ARHGEF11",0.181076893955964,0.0128646551578697
"18","SPEN",0.866565362125678,0.0587063227386628
"19","ZBTB17",7.500846531638,0.350583781379857
"20","COPA",2.72186686669624,0.163806798329816
"21","DCAF6",1.2775406048771,0.0842038477956399
"22","PRRC2C",0.140300222217371,0.00999662599755195
"23","RC3H1",0.122915895110877,0.00876882516685339
"24","ASTN1",2.63164711498627,0.159241830022452
"25","CEP350",6.35910488087843,0.313974638862028
"26","XPR1",0.36154900246234,0.0253611701641265
"27","LAMC1",1.86959899866777,0.118598852964613
"28","SMG7",0.717193289193228,0.0490836598736908
"29","UBR4",0.384374334637286,0.026919172636868
"30","CDC73",0.398640207798414,0.0278904000158058
"31","CFH",0.274961519933221,0.0194052785680433
"32","KIF21B",0.254095058377881,0.0179590852406811
"33","IPO9",0.69803660542679,0.0478353192064576
"34","NFASC",1.44535023597417,0.0942221882343346
"35","EIF4G3",0.0543517135021817,0.00389651283719463
"36","ECE1",4.13328273423842,0.229273481838268
"37","USP48",0.77646635082018,0.052925525870409
"38","RAB3GAP2",0.272152688773943,0.0192108548488543
"39","LBR",0.706293664106013,0.0483737901141997
"40","ENAH",0.327498223748949,0.0230276506284735
"41","CDC42BPA",1.39804386954273,0.0914202229763752
"42","EPHB2",0.0261183085428081,0.00187623768015772
"43","SIPA1L2",0.477797278277662,0.0332444206768621
"44","ARID4B",0.4673173091221,0.032538966865843
"45","LYST",0.223563087156375,0.0158352998896548
"46","ACTN2",1.3855471417208,0.0906771424230367
"47","RYR2",1.56160382018801,0.101035044116236
"48","GRHL3",0.630301668435881,0.0433949829045071
"49","AHCTF1",0.0578236956749165,0.00414439012286756
"50","ARID1A",0.386611874298104,0.0270716336965573
"51","EYA3",1.11063853199172,0.0740174232937501
"52","TXLNA",0.227168227985471,0.0160865494592115
"53","LCK",0.770676551708897,0.0525516205932526
"54","AGO1",0.855269969740934,0.0579854767719701
"55","AGO3",0.484631276285994,0.0337038938663297
"56","GRIK3",1.67314155714285,0.107475890743059
"57","SF3A3",0.359845378566554,0.0252446847748234
