"","LoF_T","LoF_UT","LoF_OR","LoF_P_value","Missense_T","Missense_UT","Missense_OR","Missense_P_value","LoF+Missense_T","LoF+Missense_UT","LoF+Missense_OR","LoF+Missense_P_value"
"KCNQ3",0,0,0,1,190,198,0.959586602925581,0.718859573973728,190,198,0.959586602925581,0.718859573973728
"SPDYE3",4,1,3.9993936007291,0.374914345456448,118,112,1.05358787486659,0.739761482515381,122,113,1.07961113348735,0.598960648253978
"TBC1D9",1,0,Inf,1,396,335,1.18207509506056,0.0279561248230386,397,335,1.18505988516595,0.0254682136735474
"PLEKHB1",3,2,1.49995099608784,1,43,44,0.977270413184438,1,46,46,1,1
"LRP8",0,0,0,1,104,102,1.01960943165297,0.94408547529385,104,102,1.01960943165297,0.94408547529385
"SNX1",2,0,Inf,0.49996572290589,332,381,0.871399637270274,0.0776262604571425,334,381,0.876648613646142,0.0918623274103291
"ELF3",1,0,Inf,1,301,288,1.0451510382068,0.614137896988611,302,288,1.04862530269516,0.585252481629087
"ZNF304",2,0,Inf,0.49996572290589,752,791,0.950678747627719,0.348867266684421,754,791,0.95320887834505,0.377337556413245
"ATG13",1,0,Inf,1,212,193,1.09842736148164,0.364709544863794,213,193,1.10361352010164,0.339264585631557
"USP18",1,0,Inf,1,82,63,1.3015602801396,0.132810185954367,83,63,1.31743158247053,0.113783466680676
"GABRG2",2,0,Inf,0.49996572290589,35,26,1.34612193370064,0.304670920946132,37,26,1.42303650484808,0.206396164944425
"AC005324.3",0,0,0,1,111,96,1.15623768162458,0.327172048523933,111,96,1.15623768162458,0.327172048523933
"PAPSS1",12,8,1.49995100325236,0.503148561794898,417,399,1.04512531925681,0.541101280100518,429,407,1.05407232473665,0.476948651383122
"HMBS",0,0,0,1,72,60,1.19998347628907,0.33622180602066,72,60,1.19998347628907,0.33622180602066
"WDR48",0,0,0,1,81,60,1.34996771020648,0.0902620205808932,81,60,1.34996771020648,0.0902620205808932
"ATAD1",2,0,Inf,0.49996572290589,39,28,1.39282008265228,0.220497728087232,41,28,1.46424071246759,0.147087727781047
"HIRA",0,0,0,1,90,65,1.38457928290417,0.0523387315369041,90,65,1.38457928290417,0.0523387315369041
"UNC13A",0,1,0,1,234,221,1.05884410733947,0.567924185258363,234,222,1.0540713825717,0.600994741487322
"GNAO1",0,0,0,1,33,15,2.19987645365508,0.013137998566656,33,15,2.19987645365508,0.013137998566656
"BTG3",0,0,0,1,37,15,2.4666579618169,0.00313440822681566,37,15,2.4666579618169,0.00313440822681566
"PLEKHH3",1,1,1,1,182,190,0.957884541427311,0.713286952562703,183,191,0.958105098302879,0.714002346434815
"DDHD1",2,0,Inf,0.49996572290589,211,219,0.963462752827543,0.732024325096022,213,219,0.97259880344813,0.80719255494291
"STK11",0,0,0,1,105,94,1.11701243310554,0.475525851503774,105,94,1.11701243310554,0.475525851503774
"GTF3C4",0,0,0,1,227,223,1.01793854162593,0.885847963406122,227,223,1.01793854162593,0.885847963406122
"COPA",1,0,Inf,1,92,65,1.4153450983299,0.0366830018656665,93,65,1.43072800195518,0.0305326859733913
"TPI1",2,0,Inf,0.49996572290589,103,86,1.19765815685795,0.241445070260894,105,86,1.22091166350511,0.189815671594216
"KCNQ2",1,0,Inf,1,106,82,1.29265688579638,0.0911898681686258,107,82,1.30485069863122,0.0787272267643136
"FOXJ3",0,0,0,1,105,76,1.38154319499454,0.0360318181289449,105,76,1.38154319499454,0.0360318181289449
"ZNF777",0,0,0,1,153,140,1.09283318169664,0.479021476155219,153,140,1.09283318169664,0.479021476155219
"NSD1",0,0,0,1,2454,2345,1.04650154692366,0.172414103545034,2454,2345,1.04650154692366,0.172414103545034
"HIST1H4A",3,2,1.49995099608784,1,18,8,2.25001882474211,0.0752623146493569,21,10,2.09988688190346,0.0704612430497481
"SEL1L3",2,0,Inf,0.49996572290589,264,250,1.05601878222264,0.559737231189385,266,250,1.06402458001987,0.50179852985719
"ADCY4",11,7,1.57137166906517,0.480408072445365,394,378,1.04233893280435,0.57979361115477,405,385,1.05196479307669,0.510862893455887
"DDX53",2,0,Inf,0.49996572290589,193,162,1.19134247401444,0.1072200555382,195,162,1.20368694808501,0.0866319002947935
"CHD9",1,0,Inf,1,779,736,1.05844715058897,0.305007365164068,780,736,1.0598069387833,0.292602766167065
"OR11H12",3,1,2.99997694771041,0.624948586120971,42,29,1.44823264348205,0.152925853298377,45,30,1.49995102863081,0.104465934848776
"EP400",2,1,1.99989728727585,1,1656,1447,1.1444266998042,0.000671318810460671,1658,1448,1.14501750805915,0.000627945367307808
"HSD17B1",2,1,1.99989728727585,1,164,149,1.1006542294977,0.423959788602128,166,150,1.10665536832632,0.393830505015774
"HDAC5",0,0,0,1,179,158,1.13290123822062,0.270607280364731,179,158,1.13290123822062,0.270607280364731
"PACS1",0,0,0,1,53,58,0.913813118471722,0.703308309133673,53,58,0.913813118471722,0.703308309133673
"XKR4",1,0,Inf,1,27,25,1.07996441489818,0.889687861368434,28,25,1.11999083268718,0.783461515746391
"CENPE",4,1,3.9993936007291,0.374914345456448,912,876,1.04110756282914,0.422783489711229,916,877,1.04448355069881,0.394847648796675
"HAPLN2",0,0,0,1,42,36,1.16665331001046,0.570558665672592,42,36,1.16665331001046,0.570558665672592
"MATN4",18,19,0.947352989126537,1,342,351,0.974355445391497,0.755829364215785,360,370,0.972968951154351,0.732912434171105
"PPP6R1",0,0,0,1,548,577,0.949723648840518,0.42110960200715,548,577,0.949723648840518,0.42110960200715
"ASTN1",2,0,Inf,0.49996572290589,256,228,1.1227978085641,0.21257759615803,258,228,1.13156898083329,0.181533695889914
"GMPS",2,0,Inf,0.49996572290589,137,143,0.95803198552178,0.762975092183975,139,143,0.972023953598493,0.85690545499002
"SREK1",0,0,0,1,195,174,1.12068057555318,0.29193765845923,195,174,1.12068057555318,0.29193765845923
"ABCC9",17,9,1.88879787444054,0.16825974199358,247,255,0.96862199819385,0.750720188779074,264,264,1,1
"NEMF",4,1,3.9993936007291,0.374914345456448,90,83,1.08430569119429,0.646458054930155,94,84,1.11903859247071,0.497464031559379
"TRADD",1,0,Inf,1,41,24,1.70826154618997,0.0458810923095932,42,24,1.7499237450532,0.0351799641067166
"JADE1",0,0,0,1,492,458,1.07420018393974,0.299259277238194,492,458,1.07420018393974,0.299259277238194
"SLC16A10",1,1,1,1,281,291,0.965628972624907,0.701330830651669,282,292,0.965746707555912,0.70180792734095
"OR10G4",4,2,1.99989729293577,0.687435734853583,175,162,1.08021301255204,0.508601522821609,179,164,1.09143859989773,0.444534927309889
"MCF2",2,0,Inf,0.49996572290589,146,109,1.3394184694693,0.0228928989851359,148,109,1.35776507823998,0.0167305277212872
"TRMT12",2,0,Inf,0.49996572290589,235,249,0.943756218910156,0.548210566450723,237,249,0.951793448045931,0.612101876272615
"CDH20",1,0,Inf,1,132,101,1.3069031465522,0.0474796712420806,133,101,1.31680306591384,0.0409688893549897
"IGF2R",3,1,2.99997694771041,0.624948586120971,888,920,0.965209140637654,0.485138082400177,891,921,0.967419546504775,0.517244365150179
"ARHGAP30",0,1,0,1,853,867,0.983851031260357,0.759679663449847,853,868,0.982717299695981,0.740421496925842
"FGD3",2,3,0.666688446894727,1,158,130,1.21536666039857,0.10816494060634,160,133,1.20299079477351,0.125046134329257
"GBP3",22,17,1.29409136303641,0.521838801441749,375,321,1.16821113008384,0.0478075433181229,397,338,1.17454247114479,0.0342818153881846
"PURB",0,0,0,1,13,5,2.5999835632705,0.0960496032021033,13,5,2.5999835632705,0.0960496032021033
"KLHL2",0,0,0,1,25,8,3.12500898170895,0.0045081361710928,25,8,3.12500898170895,0.0045081361710928
"KAT2B",2,0,Inf,0.49996572290589,210,200,1.05001465404107,0.652298043952231,212,200,1.0600212850024,0.58274106911269
"TNRC6B",1,0,Inf,1,271,226,1.19909881789533,0.0497836350345945,272,226,1.20352316300534,0.0449126747205674
"TBCA",4,1,3.9993936007291,0.374914345456448,20,7,2.85711399672618,0.0190499694718174,24,8,2.99997135369709,0.00694122492188435
"CYLD",2,1,1.99989728727585,1,36,31,1.16127746112822,0.624611477337945,38,32,1.18748465631388,0.549455837283506
"CSTF1",0,0,0,1,13,4,3.25005673704458,0.0489131431890277,13,4,3.25005673704458,0.0489131431890277
"CACHD1",2,0,Inf,0.49996572290589,350,318,1.10061471757694,0.235254920707391,352,318,1.10691021778289,0.206158985851107
"SOCS3",1,0,Inf,1,21,7,2.9999721572696,0.0124597539559115,22,7,3.14287323146748,0.00806983079945763
"SEC61G",2,0,Inf,0.49996572290589,3,1,2.99997694771041,0.624948586120971,5,1,4.99935160462203,0.218653694808287
"ARHGAP21",2,0,Inf,0.49996572290589,546,538,1.01487079500106,0.825619394611595,548,538,1.01858904845711,0.777172064946641
"CREB3L2",2,0,Inf,0.49996572290589,42,38,1.1052485098541,0.736860023681417,44,38,1.15788219828046,0.580052322064043
"DGKA",1,0,Inf,1,228,196,1.16325245675951,0.126987930477763,229,196,1.16835402336919,0.115613669620387
"KRTAP10-6",2,3,0.666688446894727,1,199,152,1.30918279805887,0.0149598635265642,201,155,1.29674780861004,0.0181428464343146
"MBP",2,0,Inf,0.49996572290589,369,363,1.01653005291651,0.849813051506453,371,363,1.02204099992993,0.791206366800793
"BOC",5,1,4.99935160462203,0.218653694808287,839,819,1.02442367207849,0.659515478520873,844,820,1.02927381028036,0.586901702006675
"STT3B",2,0,Inf,0.49996572290589,30,19,1.57888965321128,0.151726282051083,32,19,1.68414133190583,0.0913562599999177
"FGR",0,0,0,1,41,41,1,1,41,41,1,1
"GPR89A",2,0,Inf,0.49996572290589,0,0,0,1,2,0,Inf,0.49996572290589
"CNNM1",2,0,Inf,0.49996572290589,0,0,0,1,2,0,Inf,0.49996572290589
"ATAD2B",1,0,Inf,1,690,672,1.02679003826866,0.650356893372511,691,672,1.02827870280413,0.630221372441256
"GPC2",2,1,1.99989728727585,1,44,32,1.37496492084723,0.205568323933006,46,33,1.39390222002416,0.175455967296723
"PCSK2",0,0,0,1,41,31,1.3225513115321,0.287602684123936,41,31,1.3225513115321,0.287602684123936
"ELL",0,0,0,1,152,153,0.993464150329793,1,152,153,0.993464150329793,1
"RANBP2",2,0,Inf,0.49996572290589,1260,1225,1.02857721993336,0.529114161743195,1262,1225,1.03021062486632,0.501259089481751
"OGDH",0,0,0,1,233,223,1.0448547940023,0.668725430523949,233,223,1.0448547940023,0.668725430523949
"ANKRD44",2,0,Inf,0.49996572290589,746,755,0.988078955547479,0.828370502764282,748,755,0.990728288499684,0.870902440274765
"VANGL1",2,0,Inf,0.49996572290589,144,121,1.19006716599352,0.172697574024848,146,121,1.20659447537675,0.138307181746026
"VPS26B",1,0,Inf,1,15,7,2.1427395137346,0.133509364460916,16,7,2.28572893676522,0.0928849202470169
"CREBBP",0,0,0,1,609,633,0.962076069203178,0.515657602801511,609,633,0.962076069203178,0.515657602801511
"MLLT10",1,0,Inf,1,157,144,1.09025168909573,0.484806533945647,158,144,1.09720212519668,0.449899425428386
"STAM",2,0,Inf,0.49996572290589,47,45,1.04445531525617,0.916779309801307,49,45,1.0888603336858,0.756430686560364
"SOX13",1,0,Inf,1,383,382,1.00261768792465,1,384,382,1.00523548933123,0.970433634596782
"CUL2",0,0,0,1,116,78,1.48713199166262,0.00737775393748284,116,78,1.48713199166262,0.00737775393748284
"LTBP3",2,0,Inf,0.49996572290589,0,0,0,1,2,0,Inf,0.49996572290589
"AKAP17A",1,0,Inf,1,324,322,1.00621108903249,0.967932450289911,325,322,1.00931686584552,0.9359644331891
"ABCD3",2,0,Inf,0.49996572290589,79,77,1.02597726943761,0.935880252678708,81,77,1.05196331253087,0.810456287573823
"APBB1",0,0,0,1,300,297,1.01010117035332,0.933452691841787,300,297,1.01010117035332,0.933452691841787
"CABLES2",0,0,0,1,376,348,1.08042802458615,0.322221415491186,376,348,1.08042802458615,0.322221415491186
"TARDBP",0,0,0,1,18,10,1.79991838498038,0.184513329509694,18,10,1.79991838498038,0.184513329509694
"ILKAP",1,0,Inf,1,252,216,1.166653524637,0.110251250192387,253,216,1.17128272198681,0.100515125492731
"DPY19L2",1,1,1,1,96,79,1.21517187055019,0.223662178989721,97,80,1.21248226687002,0.226270684940277
"PDZRN4",1,1,1,1,246,219,1.12327841246365,0.220970438813297,247,220,1.1227180629233,0.221933273128559
"CDH7",0,0,0,1,96,84,1.14284602671103,0.409505206151035,96,84,1.14284602671103,0.409505206151035
"TSPYL6",2,0,Inf,0.49996572290589,490,477,1.02725789860546,0.690398182129528,492,477,1.03145240507855,0.642506763297951
"THRSP",0,1,0,1,297,236,1.25845235018131,0.010473268197401,297,237,1.25314288535201,0.0119600769456333
"TNNC2",0,0,0,1,10,5,1.99989730986852,0.301506990661404,10,5,1.99989730986852,0.301506990661404
"CAPRIN2",4,0,Inf,0.124948635472415,315,312,1.00961550382446,0.934996249041116,319,312,1.0224383890257,0.807289267038584
"CACNG2",0,0,0,1,15,20,0.750017171143511,0.499042583716933,15,20,0.750017171143511,0.499042583716933
"TCF7L2",2,0,Inf,0.49996572290589,151,142,1.06340363530507,0.636990807934554,153,142,1.07742859471932,0.556580154972898
"LGR4",2,0,Inf,0.49996572290589,1145,1165,0.982830887869856,0.703475717847667,1147,1165,0.984548036640879,0.737056227929669
"PACSIN1",0,0,0,1,133,137,0.970798485924104,0.853855299218611,133,137,0.970798485924104,0.853855299218611
"ITGB7",2,2,1,1,482,507,0.950674848199358,0.449896490656156,484,509,0.950868715759606,0.450753919264341
"RGS6",2,0,Inf,0.49996572290589,38,49,0.775525695852545,0.282184910298605,40,49,0.816339220268828,0.395137358824769
"CUL3",0,0,0,1,14,13,1.07688517161949,1,14,13,1.07688517161949,1
"LTBP1",3,1,2.99997694771041,0.624948586120971,1771,1626,1.08916619996659,0.0258028623172563,1774,1627,1.09034205667217,0.0234513823902262
"TNRC6A",1,0,Inf,1,1049,1060,0.989622258975254,0.833936500244436,1050,1060,0.990565771008581,0.852189088496372
"SYMPK",1,0,Inf,1,262,223,1.17487398862727,0.08759758663715,263,223,1.179357869383,0.0796644191716851
"MED15",1,0,Inf,1,110,71,1.5492413851895,0.00438071214924664,111,71,1.56332433846955,0.0035369470586556
"HIST1H3I",0,0,0,1,9,1,8.99896628306285,0.0214424117938158,9,1,8.99896628306285,0.0214424117938158
"TFDP2",1,0,Inf,1,135,88,1.53403821716034,0.00186960718707365,136,88,1.54540059691597,0.00151889344293828
"ISL2",1,0,Inf,1,49,35,1.39996215639835,0.15448666894671,50,35,1.42853040995747,0.12730644457749
"WASHC2A",26,14,1.85705520528139,0.0802817121468254,0,0,0,1,26,14,1.85705520528139,0.0802817121468254
"LY6G6D",2,0,Inf,0.49996572290589,17,20,0.850010336214924,0.742512331592756,19,20,0.949986116135325,1
"RUNX1T1",2,0,Inf,0.49996572290589,22,32,0.6875207618924,0.219480598818984,24,32,0.750017164215426,0.348759280977828
"LRP12",2,1,1.99989728727585,1,155,146,1.06166595043565,0.64141350171608,157,147,1.06805413432965,0.602087334662929
"TMEM132C",2,0,Inf,0.49996572290589,740,737,1.0040704507364,0.956450598446496,742,737,1.00678424636036,0.913088371694592
"HIPK3",2,0,Inf,0.49996572290589,300,305,0.983605477174858,0.868207158599088,302,305,0.990163791544048,0.933980048249706
"NNT",2,0,Inf,0.49996572290589,1532,1460,1.04933427345689,0.236361904213052,1534,1460,1.05070522951082,0.221005589372146
"PITPNM3",1,0,Inf,1,271,223,1.2152288134981,0.0353057539769922,272,223,1.21971266972238,0.0316774681691373
"ZFPM2",1,0,Inf,1,506,406,1.24628465371246,0.00132931143132914,507,406,1.24874745283937,0.0011874302525536
"COX10",2,0,Inf,0.49996572290589,371,337,1.10087655017743,0.21822846176592,373,337,1.10681714805149,0.191430782255085
"TNKS2",0,0,0,1,87,89,0.977525795037175,0.939581318672232,87,89,0.977525795037175,0.939581318672232
"ZFAND5",2,0,Inf,0.49996572290589,2,3,0.666688446894727,1,4,3,1.33330279094402,1
"SORL1",4,1,3.9993936007291,0.374914345456448,1018,1004,1.01394515796844,0.775860132225325,1022,1005,1.01691699882222,0.73999688599399
"ATP8B1",0,2,0,0.49996572290589,605,548,1.10400722288782,0.111625172513883,605,550,1.09998876911709,0.126384672988263
"EPHB1",1,0,Inf,1,130,143,0.909105646601295,0.463643203982946,131,143,0.916105025179393,0.502489191223417
"CIAO2A",0,0,0,1,21,9,2.33334168832185,0.042565487246036,21,9,2.33334168832185,0.042565487246036
"IQSEC3",1,0,Inf,1,176,190,0.926345208809651,0.491576560921905,177,190,0.931612580308722,0.526044446996256
"DGKB",1,0,Inf,1,356,383,0.929534428672121,0.345893772093327,357,383,0.932147540073326,0.365831743443433
"MED14",0,0,0,1,32,24,1.3333028198709,0.348759280977828,32,24,1.3333028198709,0.348759280977828
"NCOA3",2,0,Inf,0.49996572290589,885,856,1.03388619380237,0.526145321770538,887,856,1.03622383340802,0.493820537400434
"KBTBD11",0,0,0,1,39,27,1.44440164998766,0.174321359943888,39,27,1.44440164998766,0.174321359943888
"HIST2H3PS2",1,0,Inf,1,23,18,1.27775323452069,0.532130948189437,24,18,1.33330281167369,0.440139653928066
"IPO5",0,0,0,1,161,117,1.37603328110711,0.00919827623523053,161,117,1.37603328110711,0.00919827623523053
"MPPE1",3,4,0.750017180487538,1,379,363,1.04408894949915,0.572601296027913,382,367,1.04088200809683,0.600079596157576
"TRIM27",0,0,0,1,21,13,1.61532289544635,0.228939650392121,21,13,1.61532289544635,0.228939650392121
"TSPYL2",2,0,Inf,0.49996572290589,58,55,1.05456221384757,0.85029871687137,60,55,1.09088230546708,0.708230019647836
"ABCA1",1,5,0.200025939178887,0.218653694808287,1041,939,1.10861873884441,0.0330181170100427,1042,944,1.10380648306735,0.0396929063503813
"ESX1",2,0,Inf,0.49996572290589,43,45,0.95554462821959,0.914931050687847,45,45,1,1
"PDS5B",2,0,Inf,0.49996572290589,71,76,0.934185941601968,0.740338937817203,73,76,0.96051776122543,0.869265001971931
"NAV3",2,0,Inf,0.49996572290589,520,478,1.0878421880346,0.202023853338313,522,478,1.09203015147033,0.18029427539592
"WDR75",4,1,3.9993936007291,0.374914345456448,122,147,0.829943631613842,0.139759162501392,126,148,0.851361493227802,0.200416098919187
"FAXC",0,0,0,1,44,43,1.02325823693106,1,44,43,1.02325823693106,1
"TNFSF14",2,0,Inf,0.49996572290589,64,70,0.914306029434317,0.664512536916899,66,70,0.942838609035717,0.79617795170255
"OGFR",0,0,0,1,359,369,0.972895683037697,0.732576598067279,359,369,0.972895683037697,0.732576598067279
"HDLBP",1,0,Inf,1,229,208,1.10094586311743,0.331786338986456,230,208,1.10575811792441,0.308729946712973
"PRPF31",0,0,0,1,31,34,0.911783197871715,0.803888355132167,31,34,0.911783197871715,0.803888355132167
"PAX6",1,0,Inf,1,8,4,1.9998973042321,0.387496703439846,9,4,2.25001976865234,0.266630705624587
"FABP5",0,1,0,1,43,19,2.26317237204408,0.00309615672788809,43,20,2.14988173521526,0.0050617858189674
"TIPRL",1,0,Inf,1,22,18,1.22220342996068,0.635362184730986,23,18,1.27775323452069,0.532130948189437
"ZBTB45",0,0,0,1,661,609,1.08536122571856,0.169086870429046,661,609,1.08536122571856,0.169086870429046
"PGD",2,0,Inf,0.49996572290589,479,467,1.02569960406445,0.712184660176655,481,467,1.02998383431095,0.663183040363197
"FAM89A",3,4,0.750017180487538,1,69,55,1.25452340205743,0.240954480513034,72,59,1.22032043696936,0.292270047246062
"TPM3",1,3,0.333335894718525,0.624948586120971,22,12,1.83324819031558,0.121019905290838,23,15,1.53328064792439,0.255257300314925
"PTPRM",1,0,Inf,1,186,176,1.05683710554121,0.632120839589214,187,176,1.06252294125239,0.595266870171681
"DEAF1",2,2,1,1,299,278,1.07550328443612,0.39621329037134,301,280,1.07496333156113,0.397783756638376
"HP1BP3",2,0,Inf,0.49996572290589,144,136,1.05884358854146,0.672871952117183,146,136,1.07349033821596,0.588538752081052
"FLT1",3,1,2.99997694771041,0.624948586120971,298,292,1.02054991903851,0.833719594987677,301,293,1.02730773771476,0.769564218943335
"VGF",1,0,Inf,1,58,59,0.983049812391282,1,59,59,1,1
"RNF121",2,0,Inf,0.49996572290589,16,15,1.06669150059046,1,18,15,1.19998341593815,0.728034773259295
"SLC1A5",0,0,0,1,273,295,0.925451512464464,0.369422822938952,273,295,0.925451512464464,0.369422822938952
"RB1CC1",2,0,Inf,0.49996572290589,295,288,1.02430856356847,0.799985683738349,297,288,1.03125543485843,0.735926098072246
"CALR",0,0,0,1,92,73,1.26025134774083,0.158630502267127,92,73,1.26025134774083,0.158630502267127
"MTA1",0,0,0,1,44,31,1.41931484037195,0.164356721981226,44,31,1.41931484037195,0.164356721981226
"MAT2A",0,0,0,1,14,4,3.49940389680359,0.0307837873428548,14,4,3.49940389680359,0.0307837873428548
"ACSM2B",9,16,0.562525077277574,0.22912387659961,415,426,0.974174720903392,0.722946065025094,424,442,0.959265797844428,0.575765022451276
"MADD",688,735,0.936088017166313,0.243428159653016,402,400,1.00499988412336,0.971070555501778,1090,1135,0.960341009982624,0.374850080341719
