"","LoF_pvalue","All_variants_pvalue","fisher_combine_pvalue"
"CGA",0.5,0.14453125,0.359994401641795
"UPF3A",0.25,0.307690370442192,0.306208845802699
"CYP27B1",1,0.343574609384327,0.710632882585282
"EFNB3",0.5,0.349587492003937,0.5100527905155
"SLC25A16",0.3125,0.341744614117669,0.412707635051322
"PABPC4",0.5,0.678015521814813,0.734700608112092
"KRT10",1,0.69830138150781,0.949064543500607
"ACAT2",0.5,0.5,0.628412324835416
"PIK3C3",1,0.0853226065651759,0.25897493496505
"CASP14",0.8125,0.241153144072362,0.477941305447602
"THAP5",1,0.17907165090307,0.424267459029378
"STK17B",1,0.801792457524137,0.978912809821959
"TSEN2",0.828125,0.00524938730336345,0.0158846860988204
"FAM180B",0.5,0.5,0.846573590279973
"HADHA",0.3125,0.929020857296802,0.655472000082489
"B9D2",1,0.395683213889591,0.762537484093705
"TMIGD3",1,0.536044600197229,0.870288730969806
"RNF186",0.912267375504598,0.425675944965987,0.673002629187614
"PABPC4L",1,0.102521656729977,0.316571637274498
"CLCN6",0.125,0.528034763071437,0.273005938256346
"ARID5A",1,0.762861506980101,0.969351925442846
"BRINP3",0.25,0.403297998198925,0.367637276444789
"CREB3",1,0.0655853531493402,0.244266278360122
"KDELC1",0.6875,0.0915841823227644,0.23245895560885
"ANKRD1",0.1875,0.5,0.351680871923935
"SEC14L4",0.207642590656266,0.230248042360333,0.24447521171978
"DPH5",0.75,0.16869951842656,0.38376003741581
"ANAPC13",0.75,0.1334228515625,0.294437539808793
"FAM129A",0.5,0.431082261849842,0.552663847716827
"ADH1A",0.425277009606362,0.0802892095669897,0.140321927336558
"PSMG2",1,0.202201653454707,0.525418933055661
"CYREN",1,0.249779916601255,0.596268393003473
"GOPC",1,0.944419440448003,0.998425961329073
"C1QTNF7",0.875,0.189999698205959,0.410336174475921
"MFF",0.25,0.224981268145112,0.272150168217582
"CPEB1",1,0.674846921009236,0.940243563052048
"CD8B",1,0.581971828077388,0.881773201506704
"ZNF583",0.875,0.5,0.758975611360011
"SLC4A11",0.9892578125,0.392002832452967,0.644833398381363
"TMEM179B",0.5,0.249779916601255,0.438156472852324
"CALCR",0.29052734375,0.981139703207381,0.645636251243023
"PMF1",0.25,0.122945657306342,0.172415289261168
"APOF",1,0.576125670853546,0.893818340451578
"BLZF1",0.3125,0.0162974806637441,0.0381666325989238
"MAPRE1",1,0.644464448094368,0.927600636042652
"C12orf60",0.5,0.185990127762505,0.335299829486055
"MAP1S",1,0.0409324563330296,0.171745709189743
"MUM1",0.5,0.433307312461063,0.560432495963569
"LRP6",1,0.791967154137188,0.976681898501299
"C11orf94",0.5,0.387724827340785,0.555160668421964
"TRAF3IP3",0.3125,0.378365591124055,0.396350274689461
"WDR25",0.70947265625,0.849523873607942,0.906329113396112
"TMEM185A",1,0.5,0.710820216562966
"ZNF155",0.875,0.00397739824471539,0.0199369605156878
"TTC30B",1,0.266257661090883,0.618593971332663
"TAS2R42",0.65625,0.0730885143235766,0.180212049620813
"ALG13",1,0.153544831824592,0.441251409030953
"COL7A1",0.9713134765625,0.42707352542443,0.740889207530655
"FSIP1",0.8665771484375,0.15148962300067,0.327416149458103
"ASAH1",0.03125,0.924135789582374,0.13328724284098
"GBP5",0.5,0.463058535143754,0.583541181861182
"MDFI",0.5,0.747657596206004,0.756362442335089
"FANCA",0.5,0.5,0.846573590279973
"SH2D2A",1,0.160786968444047,0.454653285775231
"DOK7",1,0.156631950657935,0.430739172789525
"OTOL1",0.2265625,0.142156828987673,0.182149773458563
"YIF1B",1,0.994429296292347,0.999984454737213
"PCSK9",0.5,0.177825502089393,0.314294662113426
"FAM124B",0.5,0.466218384032273,0.580688505514797
"SHISA5",0.2744140625,0.347283683716486,0.373321512748283
"GPR34",1,0.205051358187346,0.529954169681181
"CES3",0.171875,0.762378837274441,0.408488225264434
"NEK11",0.25390625,0.442759142147999,0.38897642203975
"GALNT8",0.22912915982306,0.167225516014388,0.180523172615274
"TEX14",0.144392140207053,0.126479913175498,0.118532486308356
"RNF144B",0.75,0.0437763834450851,0.14168911238435
"MAP2K3",1,0.0546875,0.213615943781642
"CNMD",0.34375,0.690777266980592,0.607850364397569
"WIPF2",1,0.30683924571908,0.669348734102008
"C2orf48",0.25,0.5,0.49105300308769
"PSG6",0.105056762695313,0.105056762695313,0.341776383661316
"PLN",0.75,0.376953125,0.62673100257235
"ACOT6",1,0.635573030663208,0.923632699955678
"MRPL16",0.25,0.775106868232919,0.520437419611919
"SAA1",0.5,0.0777193910160796,0.174229937919748
"RBFA",0.3125,0.5,0.464890482262046
"KRT222",1,0.230695591068383,0.49826291318839
"TNFSF13",1,0.98876953125,0.999936700880365
"EN2",1,0.430025032954291,0.792928256562193
"SH2D5",0.5,0.0576159756587773,0.1460264703265
"PFKFB1",0.5,0.544463939386954,0.65587599628989
"MIF4GD",0.5,0.313551285078574,0.498361113044221
"HACD4",0.3125,0.449787835317561,0.446296560994629
"OR4C15",0.82092834909693,0.82092834909693,0.982913476194154
"DPH3",1,0.29052734375,0.64963586936777
"ZNHIT3",0.25,0.714205905795097,0.536380452539792
"DNAJA3",1,0.499999999999999,0.846573590279972
"SDHAF2",1,0.114402770617178,0.362431407298829
"STUB1",0.75,0.273855550644767,0.529424994360017
"DDX47",0.5,0.201734849827656,0.357090600560985
"RFTN1",1,0.471965236928563,0.804440782293311
"RPL27",1,0.859479242470115,0.989628985316722
"AC005837.2",1,0.0494358747964726,0.198093451190361
"BCAP29",0.5,0.140587774720803,0.274370816490976
"FAM24B",1,0.261733531951904,0.612568577380933
"DCLRE1C",0.3125,0.630651733082067,0.532927199363308
"NADK",0.80615234375,0.643332407666402,0.847903359995989
"OR11H6",0.5,0.00342498316104264,0.0131597217709321
"DUXA",0.5,0.411072121226095,0.563884718509444
"IL13RA1",1,0.287924673865924,0.646407126636188
"GAS2",1,0.157937455806495,0.449419902420775
"OVGP1",0.109375,0.344049026374618,0.187400166318318
"ATF7",0.5,0.25771286594195,0.427717293504649
"ZNF783",0.5,0.5,0.609998333197688
"CST5",0.75,0.718600757104453,0.872569450493803
"R3HCC1L",0.5,0.652725082294396,0.696555390887425
"DBX1",1,0.00511983325735395,0.0278124523497837
"SPACA7",0.34375,0.415747965203854,0.442700421915428
"MECR",1,0.630967245683339,0.912962894042735
"THBS2",1,0.200576963802766,0.522815338486133
"ZNF397",0.5,0.534146192424502,0.641677802224717
"C16orf90",0.3125,0.86132641261668,0.632170558889426
"ZNF839",0.5,0.715516778472847,0.731654850473054
"ERMN",0.5,0.474793893426345,0.596573590279973
"DGUOK",0.875,0.586530496229713,0.847177906703234
"C2orf15",1,0.706494671233518,0.95195891089536
"TMEM109",0.8125,0.733431050206627,0.899178552842626
"SSTR3",1,0.373716034169931,0.741549418029403
"CENPI",1,0.0337746257295132,0.148204593652358
"RNF180",0.9375,0.32935064227032,0.594252064193191
"NOC2L",0.171875,0.171875,0.474544779940224
"IL33",0.67150376620682,0.294643467929626,0.319139856694446
"ORC2",1,0.217021127672739,0.548577448874596
"TRIM24",1,0.734353157041184,0.961095875315176
"HPF1",0.5,0.0716224281324542,0.165592870813406
"NDUFS1",1,0.387172110175754,0.733064541737922
"DELE1",0.385433497286514,0.0751895194657363,0.144210683629239
"LSM10",1,0.432083120220341,0.794660183671679
"OR5A1",0.303619384765625,0.0419833086219653,0.0901119437806501
"SBF1",0.5,0.5,0.846573590279973
"RFWD3",0.5,0.5,0.846573590279973
"CFI",0.1875,0.164847072535971,0.16204015272509
"SYCE2",1,0.949028622580238,0.998678307732926
"SPPL3",1,0.0106353759765625,0.0589579456528386
"PRR4",0.5,0.25172233581543,0.448176876425822
"LMAN2L",1,0.364166240440682,0.577580835692433
"KBTBD2",1,0.90757475879179,0.995590757542336
"CCNDBP1",0.875,0.312930289750103,0.598476494655466
"UPK2",0.70947265625,0.0979849223271093,0.219832630511317
"PDCD10",1,0.872062460228335,0.991442778305456
"TRPV1",0.5,0.3670038865073,0.503441425141407
"MFAP3",0.5,0.147116854222146,0.293414342267052
"MMP17",0.75,0.199179575066915,0.43306983122531
"CMTR2",0.75,0.0955901088127042,0.259670128035114
"RIN2",0.6875,0.0189437665938637,0.0693271582673222
"MEPE",0.5,0.00184634149740714,0.00797364450788869
"THBS1",1,0.525724802914679,0.86375396535557
"NUBP2",1,0.318126376314355,0.682478603719701
"RPL7A",1,0.30152319456444,0.66302186578747
"MRGPRD",0.875,0.66868266825526,0.886211429260992
"NUBPL",0.875,0.17541904043866,0.416131078660844
"MYOZ3",0.894943237304688,0.209377094134508,0.194921133579313
"NPRL2",0.5,0.500000000000002,0.633965353920653
"RBM33",1,0.281612473462618,0.638478378502494
"SH3BGR",0.5,0.134093625527385,0.292547858094231
"CCRL2",0.1875,0.414730122104475,0.293410392795925
"PDGFRL",0.759658813476562,0.39582494995643,0.63332931220732
"SOAT1",0.5,0.0548183708110133,0.132477048616166
"ABT1",1,0.0378345580511323,0.161725042710459
"COLGALT1",0.875,0.200886286201858,0.455732524631271
"LUZP1",0.3125,0.617092232162572,0.519897891390813
"DEFA6",0.733645372381942,0.280370003950203,0.4038039876467
"ADAD1",1,0.773820848818158,0.972240039478983
"DUOXA1",0.75,0.210999936230038,0.449184985338662
"VPREB1",0.75,0.511218909172149,0.750976532332287
"ELK3",1,0.886008549211576,0.993240993683103
"FXYD2",1,0.15408411597184,0.442260953608601
"PLEKHG4B",0.5,0.49077574709241,0.596573590279973
"CNDP2",0.14453125,0.207526673236969,0.169118677641008
"ZMYM1",0.6875,0.194051303031312,0.401026539965044
"CELF6",1,0.37466450160114,0.74248175311178
"OR51F2",0.5,0.977166365497944,0.839927632064492
"MLX",0.5,0.155252329539508,0.325359221681815
"ABCB11",0.5,0.368714531439117,0.50491893262346
"IPP",0.5,0.530028721330609,0.636466949022625
"A4GALT",1,0.868250677577719,0.990912624448469
"GLYATL1",0.598190307617187,0.284610113901788,0.455099191587621
"ZDHHC3",0.75,0.762889821502959,0.891720016044254
"PIM1",1,0.786080094437484,0.975286892969205
"TMEM52B",0.3125,0.499999999999999,0.47933341736078
"GPR161",0.5,0.865089423953829,0.802739228458415
"KRTAP24-1",0.25390625,0.227915839082064,0.23830247497209
"SLC27A1",1,0.383098421693914,0.732028147258617
"SHCBP1",0.25390625,0.958875058752816,0.591588443880127
"OPTN",1,0.0397867642865763,0.160171221618454
"SLC35F4",1,0.310072382540653,0.673151489015967
"MTDH",1,0.150415385885467,0.435355459976371
"BBS1",0.0625,0.589980017474132,0.180204511167267
"MANBAL",1,0.221034169197083,0.554671538544579
"RIPK2",1,0.103323554492472,0.337856648154887
"FOXN4",1,0.00855334336587048,0.0492795150323111
"KCTD3",1,0.147406756996646,0.429625757932759
"PARVG",0.371414679364534,0.863798909439425,0.707059171975566
"TRAM1",1,0.167567600541618,0.466905071003203
"ACAA2",0.1334228515625,0.838291330049233,0.368067479768086
"ZNF449",1,0.0946235656738281,0.317731619385355
"ZNF439",0.432686755451368,0.0654068665650867,0.132624509794888
"MCMDC2",0.5,0.543319674453776,0.630383021741078
"OR51I2",0.3125,0.949202747844222,0.659695293321742
"HPS3",0.36328125,0.483984551604709,0.501364905910116
"MACROD2",0.5,0.679718882898433,0.721410799506581
"NAP1L2",1,0.5,0.846573590279973
"WIPF1",1,0.5,0.846573590279973
"RAD9A",0.5,0.155299349016858,0.295062896345873
"LYPD6",1,0.202436447143555,0.317731619385355
"MPP7",0.25,0.843032718349456,0.54848098492984
"ARHGEF2",0.25,0.183648369696944,0.224284181946888
"OR4B1",0.5,0.978606487640237,0.83951774950025
"WDR73",1,0.572684978910116,0.891910746911553
"VTN",0.875,0.680994620853475,0.894812836650395
"MC4R",1,0.258423464645682,0.592082116034145
"TMEM69",1,0.0259552610744192,0.120727806940314
"FBXO8",1,0.590426373782626,0.901528132570554
"NKAP",1,0.172464225441218,0.475581389914629
"CCL7",1,0.314529418945313,0.678338572906542
"TTC27",0.9375,0.356776880963799,0.667077253088967
"PRG2",0.96484375,0.112314964929181,0.204656098931579
"SLITRK2",0.5,0.957676953664582,0.835233546048548
"AIF1",0.25,0.678015521814813,0.515900155964655
"B3GAT1",1,0.430025032954291,0.792928256562193
"ACSL1",1,0.212465964531122,0.507846071703344
"SYCP3",0.5,0.331811904907227,0.531377261223424
"OR2A12",0.5,0.470139979351023,0.596573590279973
"GIN1",1,0.221857501763336,0.555912776468555
"COL13A1",0.5,0.049913385082471,0.120127952360577
"HBS1L",0.5,0.112228733592785,0.228532186708625
"KRTAP10-1",0.25,0.753905485813175,0.506094401345644
"CASQ1",0.635833759559318,0.811669588632322,0.855505138355677
"MAGEA6",0.5,0.125938795537874,0.243868405539022
"FBXO31",1,0.0888149183755518,0.303853655887266
"LYSMD1",0.75,0.312703414470825,0.571765315976493
"TBCCD1",0.75,0.288215313094198,0.544472428037113
"RASL12",1,0.238343896717139,0.580138746171007
"TMEM182",0.9375,0.155252329539508,0.256496423697952
"TOPORS",1,0.762299473776841,0.96919958789569
"MBD5",1,0.139656827788687,0.414580663654479
"HNRNPAB",1,0.160542067842499,0.454205500472881
"CXCL6",1,0.166152954101563,0.464372003001887
"KRTAP21-1",1,0.0778282318569985,0.276543245497918
"CENPN",0.75,0.369660820830541,0.63277652053316
"BUD13",0.125,0.129392624002441,0.0942448623221238
"TBC1D1",1,0.146116872581446,0.417393609750736
"KLHL8",0.75,0.439942557338782,0.695525408251166
"PTGES3",1,0.738266468048096,0.962293761278177
"CYB561",1,0.553073452582489,0.880639202667182
"DBN1",1,0.909628629037315,0.995787618282455
"LST1",0.5,0.1875,0.446296560994629
"SLA2",0.5,0.26955025128907,0.424864328427972
"FBXW8",0.313551285078574,0.160019877112266,0.236380715099836
"LRRC29",0.64414836153603,0.397951195049205,0.470425993938486
"TCF7",1,0.0082161310310071,0.0476671647278676
"RAB31",1,0.5,0.846573590279973
"MRPL54",0.125,0.376344478577133,0.224676328467069
"APOC1",1,0.480213014906687,0.832461503154837
"ZNF662",0.14453125,0.305797248583076,0.217444531591061
"CEP57L1",0.08978271484375,0.871944093154938,0.29127609596212
"WDR43",1,0.0482489180127956,0.194509813615992
"C9orf153",1,0.202436447143555,0.525794112104423
"SRSF9",1,0.128241530156189,0.391629093776981
"SLC15A4",1,0.588857115896422,0.900699187104052
"COL16A1",0.376953125,0.0417365124907812,0.0863116861310108
"IQCF5",0.5,0.586797637775403,0.679588243590673
"TMEM44",1,0.446106901378795,0.791418278252222
"SPN",1,0.0298043809144849,0.134510148099194
"POLE3",0.75,0.338819742202759,0.594989121485491
"CEP89",0.5,0.320447063571356,0.462354422802174
"MTFR2",0.395263671875,0.684585892837077,0.647774189544603
"SPDYC",0.9375,0.0624591001843203,0.141905766985866
"PIGU",1,0.122778535658693,0.380290929874136
"IFT57",1,0.181295069592093,0.490879852587189
"ALOX5AP",1,0.876105718314647,0.991986918310966
"DSCC1",1,0.00858434867257948,0.0494270885956335
"MAD1L1",0.6875,0.203453198688467,0.413652600443565
"TMEM33",0.5,0.5,0.638136350381498
"ECI1",0.5,0.469853566747869,0.585980251856903
"CCDC106",0.5,0.613829140480216,0.685499774649753
"HYAL2",0.9375,0.400653246252034,0.639753656153615
"PDLIM3",1,0.219143581946799,0.551809705750138
"CRIP3",0.5,0.360050065908582,0.541837297208202
"RD3",1,0.160511472309745,0.454149532231252
"INPP5B",0.25390625,0.158281323378528,0.201102243441801
"ELOB",1,0.876105718314647,0.991986918310966
"NACA",0.75,0.773296938175474,0.895984557053027
"CNTD1",1,0.0338125254459479,0.14833297835882
"COPZ2",0.75,0.801937579851485,0.908578467798718
"TEX26",0.604736328125,0.0539963148255727,0.140795192606774
"SPINK9",0.5,0.261733531951904,0.463928489271053
"CUBN",0.831608182405034,0.0927968887080242,0.251994536673637
"SPATA22",0.5,0.775400868539861,0.760415731383412
"ATP5MC3",1,0.0220232730510754,0.106056496410709
"MAP10",0.3125,0.0778570255324439,0.128173807989441
"PDE6G",1,0.0610390603542328,0.0620825039264098
"C5orf38",1,0.851202395857785,0.988335652116886
"ADH7",0.63671875,0.0706187795051051,0.175756572519178
"KHK",0.6875,0.273855550644767,0.500587334734428
"C19orf44",0.25390625,0.153713749363974,0.203747715843166
"MMP13",0.25,0.191659495919552,0.217559171504209
"ESAM",1,0.885053249250478,0.99312485980018
"AHSG",0.25390625,0.0600817254567736,0.0937193104865804
"ST6GAL1",1,0.692672492117268,0.947020436074708
"TMEM92",1,0.401809692382813,0.768170409534163
"PTHLH",1,0.240341186523438,0.582994595819222
"HTR1E",0.5,0.421191049253872,0.568176372177616
"PTER",0.3125,0.0597066351633631,0.110051561185863
"CHURC1",1,0.29052734375,0.64963586936777
"CCDC163",1,0.43731465619021,0.799018616746631
"WDR76",0.5,0.382253042318967,0.522748079532788
"B3GLCT",0.950564125203527,0.303827927050835,0.532040662180235
"DDIT4",1,0.614566502713486,0.913760911715462
"TENT5C",1,0.0221406475581298,0.106504044872856
"GTF2H5",0.5,0.278598546981812,0.475660941936787
"MUT",0.14453125,0.294648257873735,0.210740337527319
"SAMD10",1,0.353835239238992,0.721443125971778
"MTFR1",0.5,0.0493503636571644,0.129035805174283
"ARID3A",1,0.857828017818005,0.989377355494304
"C16orf54",1,0.417040519652471,0.781772436163103
"AMZ2",0.1334228515625,0.724293360166727,0.362724143892193
"E2F5",0.96875,0.0540645107030287,0.064070105403702
"MRVI1",0.25,0.120488180459433,0.142997958251219
"VPS8",0.303619384765625,0.487140926832812,0.452618282750383
"C9orf85",0.875,0.263208154983117,0.52633632851306
"TBX22",1,0.866808790724551,0.990707724241727
"AHSP",0.5,0.350197633904439,0.499668040720151
"CNN2",0.75,0.312703414470825,0.571765315976493
"NLRP14",0.564191079979607,0.088680093278875,0.18693320223669
"CCNE2",0.5,0.619604178719327,0.705723398485859
"NKD1",1,0.386494264799267,0.753910496275341
"KRT40",0.419409871101379,0.0310236587348218,0.0753090768634475
"PLP2",1,0.786780251777988,0.975455106733159
"POLN",0.214795253921694,0.0217629468123214,0.0375583068249315
"VCPKMT",0.5,0.178504315718049,0.324070963387773
"CREB3L1",1,0.0115758810274391,0.0631907847710239
"RBM41",1,0.382995912122398,0.750568947753078
"EGFL6",0.6875,0.783385393972611,0.872135372614409
"FAM126A",1,0.54924645957836,0.878359339631184
"SUSD4",0.75,0.213925791280156,0.452633125495473
"PRSS37",0.36328125,0.279326165870883,0.371843889685278
"ING2",1,0.84912109375,0.987997796615769
"A2ML1",0.205051358187346,0.335424955598247,0.286960696160157
"STX18",0.6875,0.930419595060353,0.9255194645061
"SOX17",1,0.202661942953362,0.526154177620297
"COQ3",1,0.525724802914679,0.86375396535557
"CYGB",1,0.836530208587646,0.985844699087668
"MT4",0.5,0.5,0.660101065139515
"NPFF",0.75,0.565475014582898,0.788178826428436
"TUSC3",0.75,0.800595677212536,0.907009723254587
"BLVRB",0.5,0.297490982673027,0.447537748382361
"RBM28",0.75,0.431878649334822,0.689014923241381
"OR2J1",0.5,0.288411219944156,0.443601462912148
"CETN3",0.5,0.5,0.656796505686262
"RPGRIP1",0.96484375,0.0303767815809651,0.103186586886751
"ZNF641",0.9375,0.130734718143194,0.287144231743288
"PPP1R42",0.658255385882331,0.5,0.563760771193494
"C17orf64",0.3125,0.195463728349752,0.27600586431439
"C11orf53",1,0.643884558681323,0.927345608997102
"RHEX",0.878538584009744,0.878538584009744,0.992305335036422
"PARP16",0.25,0.251531532870169,0.261313989969129
"GNG4",1,0.109375,0.351418914689539
"SH3GLB1",1,0.809153301168393,0.980505175430203
"UGT1A5",0.38720703125,0.237006942207112,0.346876809741237
"ARPP19",1,0.88671875,0.993326663783525
"OR1J4",1,0.753954308221422,0.966888731826456
"WFDC6",0.5,0.364166240440682,0.545499447862329
"TERB2",0.5,0.742324079400175,0.743950872159457
"METTL7A",1,0.220819120525715,0.554346831266398
"BOLA3",0.75,0.561192835623842,0.78609257025321
"CYP26B1",1,0.183673980266514,0.494926610364282
"PCDHGC4",1,0.18720505268268,0.500876614330826
"TMEM30A",0.5,0.831608182405034,0.797955206942448
"KCTD18",0.5,0.0674615284516745,0.158729283109142
"ACADL",0.75,0.0664294962319565,0.198787439355384
"PEX3",0.25,0.831608182405034,0.562902811805371
"CST9L",0.5,0.429619331844815,0.562751859383406
"RPL4",1,0.500000000000002,0.846573590279974
"SRP72",1,0.406053437621397,0.750553117043937
"DNMT3L",0.14453125,0.570940313368204,0.336367615655239
"AXIN2",1,0.0874915760386952,0.300639670335099
"IL1RL2",0.109375,0.559951142207816,0.250017054554902
"GMFG",0.6875,0.882398316013737,0.911211122979639
"ZNF215",0.126434865083802,0.184126382473217,0.151952041449429
"SLC7A9",0.5,0.125496377591673,0.25107105132773
"MXRA7",1,0.145607618272948,0.426170175443752
"CLPSL1",1,0.25390625,0.424092197960576
"KIFC1",1,0.819987690531171,0.981413038780513
"PTCD2",1,0.201481537523041,0.524266551261159
"PYCR3",0.5,0.718509696638577,0.731838869042176
"ABHD16A",0.5,0.954880832357721,0.832884823450828
"TNFRSF19",0.5,0.180101121316491,0.316124440278909
"NDUFB10",1,0.131218767855522,0.333287818000982
"CRIPT",0.5,0.5,0.693774586849394
"H1F0",1,0.395263671875,0.762148286844367
"EMC3",1,0.107663574861362,0.347618117185363
"BICRAL",1,0.433768443012665,0.796071118389677
"THEMIS",0.5,0.162175127200747,0.296305645559078
"TCTN1",0.5,0.911785333491462,0.816239431986237
"C6orf226",1,0.308859658514848,0.671729075763898
"CCDC32",1,0.25172233581543,0.598955335405349
"NMNAT3",0.5,0.850134151551485,0.80106861327194
"FAM192A",1,0.0482825986488523,0.194611900732892
"CARTPT",1,0.0366071600427263,0.157685760235248
"RETREG2",1,0.830592496453943,0.984763738086448
"CEP295",0.227249145507813,0.99999894686063,0.563966091954789
"PPIL1",0.5,0.738541193565399,0.743487184511752
"DDTL",1,0.2744140625,0.629263589151039
"C15orf41",0.9375,0.302871132595276,0.563911942564457
"SPC25",0.5,0.407264709472656,0.596573590279973
"PIN1",1,0.881057739257812,0.992627945869916
"SH3YL1",0.5,0.436624069648501,0.573800206639185
"RNF5",1,0.641849619922831,0.926446537039979
"PDE1A",1,0.173446552547667,0.477305101812025
"ASNA1",1,0.872062460228335,0.991442778305456
"GCNT3",0.789238328192115,0.789238328192115,0.976040733127941
"TMEM202",0.5,0.5,0.611965336448484
"HIST1H2BB",1,0.5,0.846573590279973
"OR1N2",1,0.201734849827656,0.480999467211324
"RNASE6",1,0.110774364822406,0.354506757230128
"MTHFD2",1,0.0748063921928405,0.197891024605787
"FAM104A",1,0.29444580067963,0.654453000878744
"WDR18",1,0.110505624319854,0.353915132031509
"RAB5IF",1,0.191655158996582,0.508280514992152
"WDR17",0.5,0.785936380502192,0.763345215287365
"ZMAT5",1,0.548920749951649,0.878164075218813
"GFER",0.5,0.0446603683655947,0.125689609246542
"BTC",1,0.356115441318677,0.723804751046866
"LUZP4",0.5,0.284086206424583,0.464755063678427
"SPRY3",1,0.964894841694644,0.999376474202134
"KDM1A",1,0.500000000000001,0.846573590279973
"VTCN1",0.5,0.379061556260323,0.515478477564251
"MRPL24",0.5,0.0199640898343082,0.0652761058677697
"DMAC2L",1,0.190866397396669,0.506975810105884
"NRG4",1,0.243425120832398,0.503113299014184
"CCSER2",0.5,0.514171322685077,0.615848791469335
"CSN2",1,0.600727732849752,0.906866677695573
"GSDME",0.592735290527344,0.868043935867577,0.857537808533125
"GUCA2B",1,0.227249145507813,0.563966091954789
"NIT1",1,0.120715858782589,0.332754508427346
"SRP9",1,0.592735290527344,0.902740215925116
"RAB17",1,0.146916190535915,0.428685722070802
"CYS1",0.75,0.0353777729906142,0.109896381217829
"POSTN",0.25390625,0.114092007192519,0.150082421800366
"CHI3L1",0.9375,0.0348502474645467,0.112506895111919
"MASP2",0.1875,0.0682276405966896,0.0767641938233422
"ZCCHC10",1,0.325793913604458,0.69116861590437
"PMM1",0.63671875,0.265027602578886,0.467111032121916
"KLK10",0.143139362335205,0.127705790820929,0.146648745354164
"TDO2",0.65625,0.952135089437682,0.91882265395172
"NPL",0.5,0.393873291201166,0.54432002527591
"PYGO2",1,0.500000000000001,0.846573590279973
"ARRDC5",0.5,0.439794089630824,0.567824407851745
"DBI",1,0.77868902081965,0.973473030256681
"MMP9",0.36328125,0.36328125,0.73113183388026
"ZNF18",0.25,0.370790917266504,0.324495692427248
"SPATA9",0.34375,0.061312149405588,0.110164016710747
"CNPY3",0.75,0.202516123070381,0.428507182559824
"DIRAS1",1,0.70947265625,0.952987313340813
"MRPS7",0.5,0.639163281364128,0.694877652803173
"CBX6",1,0.830882334602494,0.984817486114794
"TSGA13",0.125,0.500000000000001,0.273624110685392
"RGN",1,0.312703414470825,0.676221163581186
"CCDC8",0.75,0.789071078517917,0.902317549371204
"LTO1",1,0.294344031545576,0.654328554206359
"SYT4",1,0.600419508919942,0.906709523543022
"FAM228A",0.5,0.788904447503842,0.77795769147139
"PTPN11",1,0.360101386176432,0.727898016149881
"ZMPSTE24",0.8125,0.62267412519475,0.828729027053252
"NOXRED1",0.5,0.740849540721893,0.746855706682687
"CLEC2B",0.5,0.360050065908582,0.543761711871527
"LIN28A",0.5,0.121480108641663,0.270560674542327
"ZNF582",0.80615234375,0.60122432527665,0.805518422842914
"AAR2",0.8125,0.135355668074352,0.330614973624827
"NECTIN3",1,0.0979849223271093,0.325598181035948
"GNG12",1,0.0493685733526945,0.197891024605787
"BCKDHB",1,0.255204970840619,0.249973644347008
"TMUB1",1,0.851202395857785,0.988335652116886
"RFT1",0.5,0.307541555952477,0.461996124173131
"PGBD4",0.75,0.367482941128062,0.63024108499635
"FAM9B",0.75,0.53251925724284,0.766106580631192
"TMSB15A",1,0.109375,0.351418914689539
"HMBOX1",1,0.285794094204903,0.554671538544579
"ELOVL4",1,0.250758718417113,0.597624247198947
"EIF2B2",0.5,0.532737507291449,0.640183043667098
"RTL8C",1,0.890625,0.993787710702062
"EPB41",0.875,0.271493680982859,0.569387733649283
"ZDHHC21",0.75,0.133591152495198,0.327129826805682
"TAS2R3",0.207992598753653,0.0894820197666256,0.149033617066502
"ASIC5",0.25,0.266352110652841,0.277574579984196
"C19orf33",1,0.227249145507813,0.563966091954789
"RUFY4",0.29052734375,0.732910395035821,0.556097812726698
"KCNIP4",1,0.427767775952816,0.791017395906962
"CASTOR3",1,0.900204566540196,0.994845994081372
"IZUMO4",0.3125,0.302893635187487,0.334162569578261
"C1orf52",1,0.148103184299543,0.430957466852771
"CAMKMT",0.875,0.500000000000001,0.765661696992842
"RNF115",0.5,0.5,0.846573590279973
"PEX11B",0.5,0.5,0.846573590279973
"LIX1L",0.5,0.5,0.846573590279973
"POLR3GL",0.5,0.5,0.846573590279973
"ACTA1",0.5,0.5,0.846573590279973
"RBP3",0.5,0.5,0.846573590279973
"OR4S1",0.5,0.5,0.846573590279973
"OR51V1",0.5,0.5,0.846573590279973
"MLNR",0.5,0.5,0.846573590279973
"C2CD4A",0.5,0.5,0.846573590279973
"CSH2",0.5,0.5,0.846573590279973
"USH1G",0.5,0.5,0.846573590279973
"GALR2",0.5,0.5,0.846573590279973
"SOWAHB",0.5,0.5,0.846573590279973
"PCDHB6",0.5,0.5,0.846573590279973
"AKAP2",0.5,0.5,0.846573590279973
"SPATA31A7",0.5,0.5,0.846573590279973
"SELP",0.350554019212723,0.883362110139068,0.683849053606918
"CD226",1,0.588916505932508,0.900730635392326
"OR10H4",0.1875,0.0111577010883342,0.0181298050602373
"PPA1",0.5,0.114761471748352,0.244834360659406
"XAGE3",0.5,0.5,0.693774586849394
"CACUL1",1,0.827535774558782,0.984190730109793
"UNC5B",0.5,0.395300406568322,0.525531445893386
"RAB21",1,0.358679542319989,0.726442977230668
