"","LoF_pvalue","All_variants_pvalue","fisher_combine_pvalue"
"PROSER2",1,1,1
"EIF5A2",0.75,0.5,0.742810969879397
"PRKD1",0.1875,0.1875,0.501370581294688
"ATXN2",1,1,1
"LAX1",0.8125,0.8125,0.981206983882324
"KMT2A",1,0.179641723632813,0.48804898850748
"SOX14",1,0.5,0.846573590279973
"DNAJC9",1,1,1
"SIRPA",1,0.5,0.846573590279973
"LINGO4",0.1875,0.1875,0.501370581294688
"BICD2",1,0.5,0.846573590279973
"KRT16",0.08984375,0.08984375,0.306338727565076
"SSH1",0.5,0.5,0.846573590279973
"GADD45G",1,0.75,0.965761554338836
"HSF2",0.5,0.5,0.742810969879397
"ZNF619",0.25,0.25,0.596573590279973
"RAB24",1,0.5,0.846573590279973
"HMGXB4",1,0.25,0.596573590279973
"NT5DC2",1,1,1
"CIAO2B",1,1,1
"COL4A5",0.5,0.5,0.846573590279973
"SLC25A46",1,1,1
"KPNA1",1,0.5,0.846573590279973
"IL10RA",1,1,1
"KYAT1",0.8125,0.8125,0.981206983882324
"EPHA10",0.25172233581543,0.0664509425977311,0.127701783967273
"HNRNPC",1,0.5,0.846573590279973
"FAM3D",0.3125,0.3125,0.675984628064276
"POU2F1",0.5,0.5,0.846573590279973
"BECN1",0.5,0.5,0.846573590279973
"MTA2",1,1,1
"MAP1LC3B",1,0.5,0.846573590279973
"TNPO3",0.5,0.0625,0.235786795139986
"RFC2",0.875,0.875,0.991839968546457
"MAMSTR",0.8125,0.8125,0.981206983882324
"TWIST2",1,0.25,0.596573590279973
"CELA2B",0.875,0.875,0.991839968546457
"NT5C2",0.3125,0.3125,0.675984628064276
"GFRA2",1,0.5,0.846573590279973
"UBE2D1",1,0.5,0.846573590279973
"TUBA1B",1,0.5,0.846573590279973
"SF3B6",1,0.5,0.846573590279973
"RPS4X",1,0.5,0.846573590279973
"GAS2L1",0.5,0.5,0.846573590279973
"CRAT",0.3125,0.3125,0.675984628064276
"DCAF6",0.5,0.5,0.846573590279973
"WSCD2",1,1,1
"SYNC",0.5,0.5,0.846573590279973
"ZBTB7C",1,1,1
"WAPL",1,0.3125,0.675984628064276
"ESF1",1,1,1
"RASGEF1C",0.75,0.75,0.965761554338836
"STX10",0.0625,0.0625,0.235786795139986
"MOG",0.5,0.5,0.846573590279973
"RIPK3",0.543921696223698,0.543921696223698,0.875142804029476
"SEC31B",0.56603029978578,0.56603029978578,0.888162484292338
"RSRC1",0.25,0.25,0.596573590279973
"SNU13",1,0.5,0.846573590279973
"ABCA3",0.6875,0.6875,0.94510174649097
"RNF130",1,0.5,0.846573590279973
"AVP",1,1,1
"SLC20A2",0.5,0.5,0.846573590279973
"BCL9L",1,1,1
"CFHR5",0.769304408931617,0.769304408931617,0.971068751107
"CDV3",1,0.5,0.846573590279973
"TXLNG",1,0.5,0.846573590279973
"OR2T29",1,0.75,0.846573590279973
"DAP",0.0625,0.0625,0.235786795139986
"TBC1D3L",1,0.25,0.596573590279973
"LAMTOR1",1,1,1
"SLC6A11",1,0.5,0.846573590279973
"DNAJB12",1,1,1
"STPG2",0.0307141728699207,0.0307141728699207,0.137692591385578
"INPP5J",0.25,0.25,0.596573590279973
"CNOT9",1,0.5,0.846573590279973
"RNF6",0.5,0.5,0.846573590279973
"MYBPC1",1,0.3125,0.675984628064276
"MAN1A2",0.5,0.5,0.846573590279973
"LAGE3",1,1,1
"RPL36AL",1,0.9921875,0.846573590279973
"HEXIM1",0.5,0.5,0.742810969879397
"GLCCI1",1,1,1
"HPS4",0.75,0.75,0.965761554338836
"CNTRL",0.153728127479553,0.153728127479553,0.44159475222858
"CDK5RAP2",0.85546875,0.85546875,0.989012310590666
"DNAJC30",1,1,1
"AMFR",1,1,1
"HNRNPUL1",1,1,1
"SPATC1",0.179641723632813,0.179641723632813,0.48804898850748
"YWHAB",1,0.5,0.846573590279973
"F2RL1",0.03271484375,0.03271484375,0.144597200475335
"SIGMAR1",1,0.5,0.846573590279973
"TM7SF2",0.5,0.5,0.846573590279973
"ZNF490",0.5,0.5,0.846573590279973
"TCTEX1D4",0.75,0.3125,0.501370581294688
"CDH11",1,1,1
"NTNG1",1,0.25,0.596573590279973
"SYNGR1",1,1,1
"TNNT3",0.8125,0.8125,0.981206983882324
"SPDYE4",0.5,0.5,0.846573590279973
"UCK1",1,1,1
"ASCL1",1,0.5,0.846573590279973
"SYT3",1,1,1
"MYL12A",1,0.3125,0.675984628064276
"IGF2BP1",1,0.5,0.846573590279973
"GLYAT",0.5,0.5,0.846573590279973
"TMEM132B",1,1,1
"EIF4H",0.5,0.5,0.710820216562966
"UBIAD1",0.5,0.5,0.846573590279973
"DMAC2",0.5,0.5,0.846573590279973
"RPL29",1,0.25,0.596573590279973
"NELFE",1,1,1
"PPM1G",0.5,0.75,0.846573590279973
"RANBP17",0.048126220703125,0.048126220703125,0.194137715072778
"CACNB3",0.5,0.5,0.846573590279973
"A2M",0.875,0.875,0.991839968546457
"DPM3",1,1,1
"TNNI3K",0.787821888923645,0.787821888923645,0.975704208654835
"SNAI1",1,1,1
"LCT",0.75,0.75,0.965761554338836
"ACOT12",0.303619384765625,0.303619384765625,0.665527736157895
"LRMP",0.14453125,0.14453125,0.424092197960576
"AC020909.1",1,1,1
"NPAS4",1,0.5,0.846573590279973
"ZRANB2",0.5,0.75,0.846573590279973
"ACVR2A",1,0.5,0.846573590279973
"GPAT2",0.125,0.0078125,0.045718986436872
"RTP1",1,1,1
"HPCA",1,0.25,0.596573590279973
"SLC25A52",1,1,1
"YES1",0.5,0.5,0.846573590279973
"RRP1B",1,1,1
"CNN1",1,1,1
"SERP1",1,0.5,0.846573590279973
"TMEM230",1,1,1
"HID1",0.737492606353786,0.737492606353786,0.962058526869105
"KCNV2",0.03515625,0.03515625,0.152857717985508
"SGSM2",0.5,0.5,0.846573590279973
"UBAP2",0.5,0.5,0.846573590279973
"TCF21",1,1,1
"AP2M1",1,0.5,0.846573590279973
"PLAC8",1,1,1
"HOXC12",1,0.5,0.846573590279973
"CCDC183",0.5,0.5,0.846573590279973
"DCUN1D5",1,0.5,0.846573590279973
"CCDC107",0.875,0.875,0.991839968546457
"FITM1",0.5,0.5,0.846573590279973
"MAPK1",1,1,1
"PTPRF",1,0.0716533271479423,0.260525456394035
"ICE1",0.5,0.5,0.846573590279973
"COL11A2",0.5,0.5,0.846573590279973
"KRT83",0.00433352037785374,0.00433352037785374,0.0279138300275737
"MYL2",0.6875,0.6875,0.94510174649097
"RAB2B",0.5,0.5,0.846573590279973
"TSPOAP1",0.5,0.5,0.846573590279973
"MYMK",1,1,1
"MAPK15",0.685470581054688,0.685470581054688,0.94433833825164
"LRRC27",0.072998046875,0.072998046875,0.264057484229802
"GLI3",1,0.5,0.846573590279973
"UCP2",0.015625,0.015625,0.0806075481774949
"IGF2",0.701692552072927,0.635833759559318,0.718325160585908
"SPG21",0.65625,0.65625,0.932671336456324
"BTBD9",0.0625,0.0625,0.235786795139986
"MACROD1",1,1,1
"MLLT6",1,1,1
"ARHGAP45",1,0.5,0.846573590279973
"PKNOX2",1,1,1
"GRAP2",0.9375,0.9375,0.998004863566473
"FAM89B",1,1,1
"FAM187B",0.75,0.75,0.965761554338836
"BMPER",0.125,0.125,0.38493019270998
"STRAP",0.5,0.5,0.846573590279973
"SIX2",1,0.1875,0.501370581294688
"ANKDD1A",0.890625,0.890625,0.993787710702062
"ZNF740",1,1,1
"EXOC2",0.984375,0.9375,0.841097022377104
"MBD2",1,1,1
"TRIM25",1,0.5,0.675984628064276
"PRICKLE3",1,1,1
"MT2A",0.75,0.75,0.965761554338836
"UQCC3",1,1,1
"GPRC5C",1,1,1
"TRAF2",1,0.5,0.846573590279973
"ATOH8",1,1,1
"DLG4",0.25,0.243425120832398,0.306745242904541
"C8orf82",1,0.5,0.846573590279973
"RBBP4",1,0.5,0.846573590279973
"PPIB",1,1,1
"UBE2R2",1,1,1
"IGDCC3",0.5,0.2265625,0.38493019270998
"CCDC110",0.916465759277344,0.916465759277344,0.99640959232702
"LRP2",0.34375,0.5,0.710820216562966
"DNM1L",1,0.14453125,0.424092197960576
"UBE3D",0.75,0.75,0.965761554338836
"PUS7L",0.940765380859375,0.940765380859375,0.998209926229286
"KCNIP1",0.5,0.5,0.846573590279973
"GOLPH3",1,1,1
"KRT18",1,1,1
"ZMIZ2",1,1,1
"JUP",1,1,1
"NUDCD2",1,1,1
"COL17A1",0.376953125,0.376953125,0.744721574558559
