"","LoF_pvalue","All_variants_pvalue","fisher_combine_pvalue","LoF_ACAT_pvalue","Missense_ACAT_pvalue"
"HLA-DRB1",0.999999981650861,0.99999997628878,0.846573590279973,0.5,0.916666666666667
"SSC5D",0.99042135477066,0.99042135477066,0.999953977598056,0.875,0.994736842105263
"GSTM1",1,1,1,NA,0.857142857142857
"TXNDC2",1,1,1,1,0.981132075471698
"PRAM1",0.5,0.5,0.846573590279973,0.5,0.988505747126437
"ENPP7",0.34375,0.34375,0.710820216562966,0.5,0.990909090909091
"PTEN",0.0625,0.001953125,0.0141373527832803,0.5,0.941176470588235
"SUPT5H",0.25,0.01123046875,0.0474874009727195,0.5,0.982142857142857
"MICAL3",0.0625,0.0625,0.235786795139986,0.220218179098645,0.9957805907173
"SKI",0.5,0.2265625,0.474544779940224,0.5,0.984126984126984
"DPH1",0.5,0.5,0.846573590279973,0.5,0.982758620689655
"MSTO1",0.75,0.0392098124079037,0.128278278911123,0.5,0.98
"TOE1",1,1,1,1,0.979166666666667
"NRXN2",1,0.21197509765625,0.402167409912025,1,0.993006993006993
"CTNNA2",1,0.00731664896011352,0.0432970227253696,NA,0.973684210526316
"SCMH1",0.3125,0.046142578125,0.128387674416736,0.75,0.982758620689655
"NAB2",0.5,0.2744140625,0.503002785177785,0.5,0.972972972972973
"ACACA",0.25,0.11852355738136,0.180530860705103,0.666666666666667,0.98989898989899
"DGKH",0.25,0.25,0.596573590279973,0.5,0.98780487804878
"MYH10",0.125,0.04656982421875,0.0840110498753687,0.5,0.991525423728814
"DNM2",0.5,0.00804718001563742,0.0349322801368774,0.5,0.980769230769231
"INTS3",1,0.0064697265625,0.0390811689437915,NA,0.976744186046512
"MYT1",0.5,0.005859375,0.0334443168198102,0.5,0.990740740740741
"PI4KA",0.7734375,0.0319573283195496,0.031074077486833,0.857142857142857,0.993150684931507
"MVK",0.5,0.5,0.846573590279973,0.5,0.966666666666667
"SF3B3",0.5,0.0317840576171875,0.113748134632078,0.5,0.980769230769231
"HOXB4",1,0.03515625,0.152857717985508,NA,0.95
"ANGPT1",1,0.01953125,0.0964011627352629,NA,0.977272727272727
"ITPRID2",1,0.0069997368599935,0.0417316102445821,NA,0.993377483443709
"ZBTB17",0.25,0.043579276651144,0.102435611218312,0.5,0.983050847457627
"ZMIZ1",1,0.01123046875,0.0616454441969218,NA,0.985714285714286
"PRH2",0.0625,0.0394703468407443,0.0414307255142871,0.220218179098645,0.875
"GOLGA8H",0.869403969967344,0.543495796438829,0.0525998452282941,0.857142857142857,0.988888888888889
"REV3L",1,0.0625,0.235786795139986,NA,0.996563573883162
"NFKBIZ",1,1,1,NA,0.983870967741935
"CDKN1C",1,0.005859375,0.0359748769709262,NA,0.947368421052632
"ARNT2",0.5,0.0078125,0.045718986436872,0.5,0.984848484848485
"SEPHS1",1,0.0625,0.235786795139986,NA,0.952380952380952
"HGF",0.125,0.125,0.38493019270998,0.5,0.977272727272727
"TTN",0.0321064033135654,0.0321064033135654,0.142510685599548,0.985074626865672,0.999752781211372
"ATP6V0D1",0.5,0.01123046875,0.0544037810168664,0.5,0.928571428571429
"ITGB3",0.5,0.5,0.846573590279973,0.666666666666667,0.9875
"BRWD1",0.1875,0.2265625,0.416483227409548,0.1875,0.993630573248408
"CEP350",0.125,0.125,0.38493019270998,0.5,0.99644128113879
"PPARG",1,0.0245208740234375,0.11544992753322,NA,0.962962962962963
"RARA",0.5,0.01544189453125,0.0662232511137159,0.5,0.961538461538462
"ADCY5",1,0.143139362335205,0.421393202170496,NA,0.989473684210526
"PGA3",1,0.01123046875,0.0616454441969218,NA,0.857142857142857
"SLC20A1",0.0625,0.0625,0.235786795139986,0.5,0.98
"ARHGAP11A",0.875,0.059234619140625,0.0857624172333648,0.666666666666667,0.990566037735849
"ATXN10",0.0625,0.0625,0.235786795139986,0.5,0.981132075471698
"MGAT5B",0.75,0.132465448230505,0.313701131172967,0.5,0.985294117647059
"MUCL3",1,1,1,NA,0.992063492063492
"NBEAL2",0.125,0.125,0.38493019270998,0.5,0.996539792387543
"HMGCS1",1,0.03271484375,0.144597200475335,NA,0.96
"FGD6",0.0625,0.0625,0.235786795139986,0.5,0.992857142857143
"ACIN1",0.5,0.0216426253318787,0.0820744234230261,0.5,0.9921875
"AP3D1",0.5,0.5,0.682745373339722,0.5,0.992063492063492
"MEGF10",0.125,0.125,0.38493019270998,0.352416382349567,0.992248062015504
"RIPOR2",0.34375,0.34375,0.710820216562966,0.647583617650433,0.98936170212766
"CNTN4",0.0625,0.0625,0.235786795139986,0.5,0.990476190476191
"DDB1",1,0.072998046875,0.264057484229802,NA,0.977777777777778
"CAPRIN1",0.0625,0.072998046875,0.139554246962491,0.5,0.972972972972973
"CELF3",1,0.0391769409179688,0.166097181500612,NA,0.962962962962963
"OR2B6",0.75,0.75,0.965761554338836,0.5,0.96551724137931
"RENBP",0.0625,0.0625,0.235786795139986,0.0625,0.958333333333333
"C4orf3",0.125,0.0625,0.235786795139986,0.352416382349567,0.956521739130435
"TP63",0.1875,0.1875,0.501370581294688,0.75,0.983050847457627
"JTB",1,0.0173448324203491,0.0876687731257383,NA,0.928571428571429
"EPHA4",0.125,0.1875,0.315667838824839,0.5,0.985294117647059
"ZNF282",1,0.01953125,0.0964011627352629,NA,0.977272727272727
"PTCH1",0.5,0.5,0.846573590279973,0.5,0.994285714285714
"LMCD1",1,1,1,1,0.982456140350877
"CKAP5",0.125,0.125,0.38493019270998,0.352416382349567,0.990291262135922
"KIAA1109",0.0384063720703125,0.00590896606445313,0.0168798900514908,0.928571428571429,0.996815286624204
"COL4A3",0.3125,0.3125,0.675984628064276,0.75,0.993333333333333
"CDC37",0.5,0.5,0.846573590279973,0.5,0.973684210526316
"STRN",0.125,0.0625,0.235786795139986,0.352416382349567,0.98
"ADGRB1",0.5,0.623046875,0.740890192628203,0.5,0.989583333333333
"TAOK1",0.5,0.0286865234375,0.110030815037782,0.5,0.973684210526316
"EPB41L1",0.25,0.0625,0.235786795139986,0.5,0.987654320987654
"KCNH7",0.25,0.03125,0.139554246962492,0.5,0.989247311827957
"CARD10",1,0.00390625,0.0255670993924983,NA,0.990476190476191
"KCNV1",1,0.0078125,0.045718986436872,NA,0.916666666666667
"CHST1",0.25,0.03515625,0.125761215109257,0.5,0.933333333333333
"ABLIM1",0.125,0.125,0.38493019270998,0.5,0.988095238095238
"DNER",0.125,0.125,0.38493019270998,0.125,0.98876404494382
"WDR70",0.25,0.2265625,0.38493019270998,0.5,0.979591836734694
"INO80",1,0.015625,0.0806075481774949,NA,0.991666666666667
"ZNF441",0.5,0.5,0.846573590279973,0.5,0.982142857142857
"CBX7",0.125,0.125,0.38493019270998,0.352416382349567,0.909090909090909
"TULP1",0.125,0.125,0.38493019270998,0.5,0.983050847457627
"OR2A4",0.125,0.125,0.38493019270998,0.125,NA
"LPA",0.163405078302984,0.101546717855785,0.0326629023171688,0.961538461538462,0.995121951219512
"NARS2",0.5,0.5,0.846573590279973,0.5,0.978260869565217
"NCAPG",0.125,0.125,0.38493019270998,0.5,0.988095238095238
"RAD21",0.0120597723871469,0.0250512298662215,0.0585801626855674,0.012059772387147,0.977777777777778
"ACHE",1,0.0216426253318787,0.104600767187041,NA,0.979591836734694
"TRIM3",1,0.01544189453125,0.0798449568417519,NA,0.977272727272727
"MRTFA",1,0.015625,0.0806075481774949,NA,0.990740740740741
"SLC5A6",0.109375,0.109375,0.351418914689539,0.430242653338522,0.983870967741935
"ECE1",0.25,0.25,0.596573590279973,0.5,0.983606557377049
"GALNT2",0.125,0.125,0.38493019270998,0.5,0.980769230769231
"PCNX1",0.25,0.25,0.596573590279973,0.5,0.995024875621891
"NAGS",0.75,0.01953125,0.0359748769709262,0.75,0.971428571428571
"ZNF605",0.125,0.125,0.38493019270998,0.5,NA
"HSP90AA1",0.125,0.125,0.38493019270998,0.5,NA
"SEMA4A",0.125,0.125,0.38493019270998,0.5,0.986666666666667
"EMX1",0.5,0.0546875,0.184306834784254,0.5,0.95
"QARS",0.65625,0.65625,0.932671336456324,0.833333333333333,0.988636363636364
"PRDM10",0.25,0.395263671875,0.440601590835,0.5,0.98780487804878
"ABCB1",0.125,0.125,0.38493019270998,0.5,0.992481203007519
"GPRASP1",0.125,0.125,0.38493019270998,0.5,0.984848484848485
"CCR10",1,0.19384765625,0.359994401641795,1,0.95
"BNC2",1,0.01953125,0.0964011627352629,NA,0.9921875
"PLXNB1",0.5,0.5,0.846573590279973,0.5,0.995
"CDC25B",0.5,0.0546875,0.184306834784254,0.5,0.985915492957746
"DNM1",1,0.179641723632813,0.48804898850748,1,0.966666666666667
"GNMT",0.5,0.125,0.38493019270998,0.5,0.971428571428571
"DPF3",0.109375,0.109375,0.351418914689539,0.75,0.978723404255319
"DENND1A",0.25,0.25,0.596573590279973,0.5,0.990909090909091
"PELP1",0.125,0.125,0.38493019270998,0.352416382349567,0.990384615384615
"IQGAP1",0.125,0.03125,0.139554246962492,0.352416382349567,0.991666666666667
"PTPRK",0.109375,0.109375,0.351418914689539,0.75,0.990909090909091
"SOCS6",1,1,1,NA,0.975
"RAB30",0.125,0.125,0.38493019270998,0.125,0.909090909090909
"ATG9A",1,0.0748063921928405,0.197891024605787,1,0.986111111111111
"VDAC1",1,1,1,NA,0.928571428571429
"RILPL1",0.5,0.0144796371459961,0.049845647407594,0.666666666666667,0.96875
"KCNMB3",0.85546875,0.0610390603542328,0.0476719427955968,0.916360070628804,0.958333333333333
"CA8",0.25,0.25,0.596573590279973,0.5,0.952380952380952
"BMS1",0.25,0.08978271484375,0.195155016532845,0.25,0.992753623188406
"CERS6",0.5,0.5,0.846573590279973,0.5,0.975
"PDE2A",1,0.0546875,0.213615943781642,NA,0.970588235294118
"CLCNKB",0.0546875,0.143139362335205,0.147314174161861,0.857142857142857,0.991071428571429
"NUP214",0.125,0.125,0.38493019270998,0.5,0.995594713656388
"TNR",0.125,0.1875,0.315667838824839,0.5,0.994350282485876
"MED12L",0.125,0.125,0.38493019270998,0.5,0.99375
"FUT7",0.5,0.5,0.846573590279973,0.5,0.981481481481482
"MBNL1",1,0.03271484375,0.144597200475335,NA,0.944444444444444
"HERC3",0.25,0.25,0.596573590279973,0.25,0.981818181818182
"KBTBD6",1,0.70947265625,0.952987313340813,NA,0.977272727272727
"UNC80",0.7734375,0.7734375,0.972141648161857,0.833333333333333,0.995867768595041
"ORM2",0.9375,0.0918285859508874,0.220170511316263,0.5,0.974358974358974
"TRPC4AP",0.125,0.125,0.38493019270998,0.75,0.985074626865672
"WDR13",1,0.03125,0.139554246962491,NA,0.928571428571429
"MAPKAPK2",1,0.0245208740234375,0.11544992753322,NA,0.961538461538462
"GRIP1",0.25,0.25,0.596573590279973,0.5,0.990990990990991
"FAM45A",0.125,0.2744140625,0.281021294927969,0.352416382349567,0.96875
"NIPBL",1,0.15087890625,0.436232818438404,NA,0.993055555555556
"FUT8",1,0.5,0.846573590279973,NA,0.98
"DCAF5",0.25,0.3125,0.501370581294688,0.5,0.983870967741935
"KIAA1257",0.5,0.5,0.846573590279973,0.875,0.980769230769231
"MGA",0.25,0.25,0.596573590279973,0.5,0.996503496503496
"ZNF587",0.7255859375,0.100244211032987,0.109996047086515,0.857142857142857,0.984126984126984
"CCAR1",0.5,0.19384765625,0.409736461439457,0.5,0.982142857142857
"FBLN2",0.25,0.25,0.596573590279973,0.5,0.99375
"TMEM123",0.25,0.25,0.596573590279973,0.5,0.96551724137931
"DDR2",0.25,0.25,0.596573590279973,0.5,0.985294117647059
"CDR2L",1,0.188542793737724,0.503113299014184,NA,0.971428571428571
"CA11",0.25,0.25,0.596573590279973,0.5,0.956521739130435
"DSCAM",0.5,0.5,0.846573590279973,0.5,0.993788819875776
"KLF6",1,0.11328125,0.359994401641795,NA,0.933333333333333
"DIP2B",0.5,0.3125,0.596573590279973,0.5,0.992
"JPH3",1,0.890625,0.993787710702062,NA,0.990909090909091
"POU2F2",1,0.046142578125,0.188078032144454,NA,0.972972972972973
"ZNF667",1,1,1,1,0.983606557377049
"RHOV",0.25,0.1875,0.38493019270998,0.5,0.9
"SCAF11",0.25,0.0625,0.235786795139986,0.5,0.993006993006993
"SCN10A",0.5,0.5,0.846573590279972,0.9,0.996598639455782
"SCARA5",0.875,0.875,0.991839968546457,0.875,0.984375
"USP11",1,0.072998046875,0.264057484229802,NA,0.96875
"OVOL2",0.5,0.25,0.596573590279973,0.5,0.962962962962963
"PPM1N",1,0.0140964209088215,0.0741730317511338,NA,0.970588235294118
"LONRF2",0.25,0.25,0.596573590279973,0.25,0.98
"MKNK2",0.25,0.019287109375,0.0723572291638464,0.5,0.982456140350877
"TMEM178A",0.5,0.0625,0.235786795139986,0.5,0.933333333333333
"PTPRJ",0.2265625,0.2265625,0.562947645187978,0.857142857142857,0.99290780141844
"LARP4",0.25,0.25,0.596573590279973,0.5,0.982758620689655
"BTG4",0.5,0.5,0.846573590279973,0.5,0.916666666666667
"SMARCD2",0.5,0.125,0.38493019270998,0.5,0.966666666666667
"GRHL1",1,1,1,NA,0.981481481481482
"STAT5B",1,0.08978271484375,0.306191631435962,NA,0.973684210526316
"SLC4A8",1,0.109375,0.351418914689539,NA,0.979591836734694
"MYORG",0.590334166581932,0.590334166581932,0.901479540443089,0.450167588483591,0.986301369863014
"BAZ2A",0.25,0.25,0.596573590279973,0.25,0.994117647058824
"HBQ1",0.5,0.227249145507813,0.409736461439457,0.5,0.9375
"FUT1",0.5,0.5,0.846573590279973,0.5,0.975
"CSNK1E",0.5,0.015625,0.0806075481774949,0.5,0.947368421052632
"MEF2C",1,0.03271484375,0.144597200475335,NA,0.941176470588235
"DOCK4",1,1,1,1,0.993827160493827
"MRPS25",0.25,0.25,0.596573590279973,0.5,0.933333333333333
"DBP",1,0.0625,0.235786795139986,NA,0.947368421052632
"EHD4",0.5,0.5,0.846573590279973,0.5,0.981132075471698
"UBR3",0.5,0.21197509765625,0.425507039281826,0.5,0.987341772151899
"ZNF317",0.6875,0.6875,0.94510174649097,0.666666666666667,0.985074626865672
"SH2D3C",0.9375,0.9375,0.998004863566473,0.666666666666667,0.988235294117647
"PRDM12",1,0.0625,0.235786795139986,NA,0.95
"MFAP4",0.5,0.5,0.846573590279973,0.5,0.96875
"SYNGAP1",1,0.04656982421875,0.18939027739693,NA,0.979591836734694
"SMARCA2",0.5,0.15087890625,0.343869570498358,0.5,0.984126984126984
"SF3A1",0.5,0.03515625,0.139554246962491,0.5,0.967741935483871
"VASH2",0.25,0.25,0.596573590279973,0.25,0.96
"MTMR6",1,1,1,NA,0.978723404255319
"DCAF15",1,0.1334228515625,0.402167409912025,NA,0.982142857142857
"MAML3",1,1,1,NA,0.992753623188406
"SCN1A",1,0.0835342407226563,0.29090788160177,NA,0.992805755395683
"TTC13",0.109375,0.15087890625,0.213615943781642,0.562832958189001,0.982456140350877
"PHYHIP",1,0.072998046875,0.264057484229802,NA,0.941176470588235
"FLNA",1,0.125,0.38493019270998,NA,0.990990990990991
"HGS",1,0.166152954101563,0.226646409670159,0.5,0.987179487179487
"RLIM",0.25,0.25,0.596573590279973,0.25,0.954545454545455
"CDC26",1,0.0835342407226563,0.29090788160177,NA,0.9
"WDTC1",1,0.179641723632813,0.48804898850748,NA,0.978260869565217
"PAPOLA",1,0.046142578125,0.188078032144454,NA,0.975
"TUBG2",0.25,0.0107421875,0.0503986572796574,0.25,0.962962962962963
"ABHD2",0.25,0.25,0.596573590279973,0.5,0.96
"MFAP2",1,1,1,0.5,0.961538461538462
"NCKAP1L",0.125,0.125,0.38493019270998,0.5,0.989795918367347
"ADAMTS6",0.25,0.25,0.596573590279973,0.5,0.9875
"ATP8A2",0.5,0.0625,0.235786795139986,0.5,0.988235294117647
"BBS5",0.75,0.75,0.965761554338836,0.5,0.96875
"KRT1",0.25,0.25,0.596573590279973,0.5,0.982142857142857
"DRP2",0.38720703125,0.38720703125,0.754587422494125,0.38720703125,0.981818181818182
"LDHC",1,1,1,0.5,0.956521739130435
"AKAP1",0.25,0.25,0.596573590279973,0.5,0.990566037735849
"CHID1",1,1,1,NA,0.977272727272727
"ADIPOQ",1,1,1,1,0.972972972972973
"UBXN4",0.25,0.25,0.596573590279973,0.25,0.96969696969697
"C17orf97",0.7734375,0.7734375,0.972141648161857,0.75,0.977777777777778
"TRAPPC6B",0.875,0.875,0.991839968546457,0.666666666666667,0.933333333333333
"CABIN1",0.0009765625,0.0002593994140625,0.00108354359709666,0.464776712522723,0.995744680851064
"KCNQ3",1,0.03515625,0.152857717985508,NA,0.986486486486487
"SPDYE3",0.1875,0.202436447143555,0.272786030695684,0.75,0.980769230769231
"TBC1D9",0.5,0.5,0.846573590279973,0.5,0.987341772151899
"PLEKHB1",0.5,0.5,0.846573590279973,0.715694166316085,0.970588235294118
"LRP8",1,0.01953125,0.0964011627352629,NA,0.987654320987654
"SNX1",0.25,0.25,0.596573590279973,0.5,0.98
"ELF3",0.5,0.38720703125,0.596573590279973,0.5,0.967741935483871
"ZNF304",0.25,0.25,0.596573590279973,0.25,0.983050847457627
"ATG13",0.5,0.0480708772103072,0.140669834324833,0.5,0.984615384615385
"USP18",0.5,0.00484142496152881,0.0216005441984372,0.5,0.970588235294118
"GABRG2",0.25,0.19384765625,0.316822391538145,0.5,0.956521739130435
"AC005324.3",1,0.0546875,0.213615943781642,NA,0.978723404255319
"PAPSS1",0.25172233581543,0.25172233581543,0.598955335405349,0.75,0.981132075471698
"HMBS",1,1,1,NA,0.974358974358974
"WDR48",1,0.0625,0.235786795139986,NA,0.966666666666667
"ATAD1",0.25,0.25,0.596573590279973,0.5,0.954545454545455
"HIRA",1,0.1875,0.501370581294688,NA,0.985714285714286
"UNC13A",1,0.0106353759765625,0.0243765709441863,1,0.991071428571429
"GNAO1",1,0.125,0.38493019270998,NA,0.964285714285714
"BTG3",1,0.0447655394673348,0.183821479786632,NA,0.947368421052632
"PLEKHH3",0.75,0.0625,0.111408233794957,0.5,0.984375
"DDHD1",0.25,0.25,0.596573590279973,0.5,0.986666666666667
"STK11",1,0.0625,0.235786795139986,NA,0.971428571428571
"GTF3C4",1,0.6875,0.94510174649097,NA,0.976190476190476
"COPA",0.5,0.25390625,0.491469604034026,0.5,0.987951807228916
"TPI1",0.25,0.25,0.596573590279973,0.25,0.966666666666667
"KCNQ2",0.5,0.2265625,0.474544779940224,0.5,0.979591836734694
"FOXJ3",1,1,1,NA,0.975609756097561
"ZNF777",1,0.0625,0.235786795139986,NA,0.984126984126984
"NSD1",1,0.015625,0.0806075481774949,NA,0.995515695067265
"HIST1H4A",0.5,0.15087890625,0.296839725799482,0.5,0.916666666666667
"SEL1L3",0.25,0.25,0.596573590279973,0.5,0.99
"ADCY4",0.240341186523438,0.240341186523438,0.582994595819222,0.833333333333333,0.990566037735849
"DDX53",0.25,0.25,0.596573590279973,0.25,0.981818181818182
"CHD9",0.5,0.5,0.846573590279973,0.5,0.994413407821229
"OR11H12",0.3125,0.0299705947834997,0.0756629378803921,0.3125,0.947368421052632
"EP400",0.5,0.5,0.846573590279973,0.75,0.996742671009772
"HSD17B1",0.5,0.5,0.846573590279973,0.5,0.983333333333333
"HDAC5",1,0.404974526459463,0.771043600284952,NA,0.986842105263158
"PACS1",1,0.08984375,0.306338727565076,NA,0.981818181818182
"XKR4",0.5,0.125,0.38493019270998,0.5,0.976744186046512
"CENPE",0.1875,0.0625,0.190325193501167,0.666666666666667,0.995726495726496
"HAPLN2",1,0.015625,0.0806075481774949,NA,0.964285714285714
"MATN4",0.628585320635466,0.628585320635466,0.920427117977847,0.662838939855939,0.984615384615385
"PPP6R1",1,0.0625,0.235786795139986,NA,0.990909090909091
"ASTN1",0.25,0.63671875,0.557114031518616,0.25,0.992647058823529
"GMPS",0.25,0.25,0.596573590279973,0.5,0.972972972972973
"SREK1",1,0.109375,0.351418914689539,NA,0.980392156862745
"ABCC9",0.0843187719583512,0.0235155137197581,0.0539771687081689,0.916666666666667,0.983606557377049
"NEMF",0.1875,0.1875,0.501370581294688,0.75,0.985507246376812
"TRADD",0.5,0.125,0.38493019270998,0.5,0.944444444444444
"JADE1",1,0.5,0.846573590279973,NA,0.982142857142857
"SLC16A10",0.75,0.75,0.965761554338836,0.75,0.967741935483871
"OR10G4",0.34375,0.34375,0.710820216562966,0.569757346661478,0.977272727272727
"MCF2",0.25,0.25,0.596573590279973,0.5,0.96
"TRMT12",0.25,0.25,0.596573590279973,0.5,0.976744186046512
"CDH20",0.5,0.5,0.846573590279973,0.5,0.987654320987654
"IGF2R",0.3125,0.3125,0.675984628064276,0.75,0.996153846153846
"ARHGAP30",1,1,1,1,0.992424242424242
"FGD3",0.8125,0.65625,0.772194534043639,0.75,0.984375
"GBP3",0.26119869024842,0.26119869024842,0.611851113564638,0.916666666666667,0.986111111111111
"PURB",1,0.109375,0.351418914689539,NA,0.933333333333333
"KLHL2",1,0.25,0.596573590279973,NA,0.941176470588235
"KAT2B",0.25,0.25,0.596573590279973,0.5,0.98
"TNRC6B",0.5,0.5,0.846573590279973,0.5,0.993197278911565
"TBCA",0.1875,0.1875,0.501370581294688,0.397367092861923,0.888888888888889
"CYLD",0.5,0.08984375,0.213615943781642,0.666666666666667,0.98
"CSTF1",1,0.1875,0.501370581294688,NA,0.916666666666667
"CACHD1",0.25,0.25,0.596573590279973,0.5,0.991803278688525
"SOCS3",0.5,0.5,0.742810969879397,0.5,0.9375
"SEC61G",0.25,0.25,0.596573590279973,0.5,0.75
"ARHGAP21",0.25,0.171875,0.308686645563961,0.25,0.994791666666667
"CREB3L2",0.25,0.25,0.596573590279973,0.5,0.976190476190476
"DGKA",0.5,0.25,0.596573590279973,0.5,0.981481481481482
"KRTAP10-6",0.8125,0.8125,0.981206983882324,0.666666666666667,0.981132075471698
"MBP",0.25,0.25,0.596573590279973,0.25,0.947368421052632
"BOC",0.109375,0.109375,0.351418914689539,0.397583617650433,0.993710691823899
"STT3B",0.25,0.34375,0.474544779940224,0.5,0.96875
"FGR",1,0.2265625,0.562947645187978,NA,0.971428571428571
"GPR89A",0.25,0.25,0.596573590279973,0.5,NA
"CNNM1",0.25,0.25,0.596573590279973,0.5,NA
"ATAD2B",0.5,0.5,0.846573590279973,0.5,0.988636363636364
"GPC2",0.5,0.36328125,0.596573590279973,0.647583617650433,0.977777777777778
"PCSK2",1,0.11328125,0.359994401641795,NA,0.978723404255319
"ELL",1,0.5,0.846573590279973,NA,0.986842105263158
"RANBP2",0.25,0.25390625,0.38493019270998,0.5,0.996598639455782
"OGDH",1,0.29052734375,0.649635869367769,NA,0.985074626865672
"ANKRD44",0.25,0.25,0.596573590279973,0.5,0.96969696969697
"VANGL1",0.25,0.25,0.596573590279973,0.5,0.983870967741935
"VPS26B",0.5,0.25390625,0.491469604034026,0.5,0.947368421052632
"CREBBP",1,0.1875,0.501370581294688,NA,0.994565217391304
"MLLT10",0.5,0.125,0.38493019270998,0.5,0.987179487179487
"STAM",0.25,0.25,0.596573590279973,0.5,0.980392156862745
"SOX13",0.5,0.5,0.742810969879397,0.5,0.983606557377049
"CUL2",1,0.25,0.596573590279973,NA,0.970588235294118
"LTBP3",0.25,0.25,0.596573590279973,0.5,NA
"AKAP17A",0.5,0.29052734375,0.511489442249025,0.5,0.989795918367347
"ABCD3",0.25,0.25,0.596573590279973,0.5,0.96875
"APBB1",1,0.5,0.846573590279973,NA,0.986486486486487
"CABLES2",1,1,1,NA,0.970588235294118
"TARDBP",1,0.0625,0.235786795139986,NA,0.933333333333333
"ILKAP",0.5,0.25,0.596573590279973,0.5,0.966666666666667
"DPY19L2",0.75,0.0946235656738281,0.236204388820162,0.5,0.981481481481482
"PDZRN4",0.75,0.34375,0.574413956779093,0.5,0.990566037735849
"CDH7",1,1,1,NA,0.985915492957746
"TSPYL6",0.25,0.25,0.596573590279973,0.5,0.985915492957746
"THRSP",1,1,1,1,0.954545454545455
"TNNC2",1,0.03125,0.139554246962491,NA,0.65795589237984
"CAPRIN2",0.0625,0.00390625,0.0255670993924983,0.5,0.990909090909091
"CACNG2",1,0.0625,0.235786795139986,NA,0.928571428571429
"TCF7L2",0.25,0.38720703125,0.445389401756095,0.25,0.977777777777778
"LGR4",0.25,0.25,0.596573590279973,0.5,0.986666666666667
"PACSIN1",1,0.1875,0.501370581294688,NA,0.96875
"ITGB7",0.6875,0.171875,0.269775694871508,0.75,0.9875
"RGS6",0.25,0.25,0.596573590279973,0.5,0.96969696969697
"CUL3",1,0.059234619140625,0.226646409670159,NA,0.95
"LTBP1",0.3125,0.1875,0.446296560994629,0.75,0.994565217391304
"TNRC6A",0.5,0.125,0.38493019270998,0.5,0.994186046511628
"SYMPK",0.5,0.5,0.846573590279973,0.5,0.989130434782609
"MED15",0.5,0.5,0.846573590279973,0.5,0.983606557377049
"HIST1H3I",1,0.0625,0.235786795139986,NA,0.9
"TFDP2",0.5,0.5,0.846573590279973,0.5,0.96551724137931
"ISL2",0.5,0.25390625,0.491469604034026,0.5,0.962962962962963
"WASHC2A",0.0403452338759964,0.0403452338759964,0.169864812409499,0.9,NA
"LY6G6D",0.25,0.25,0.596573590279973,0.5,0.944444444444444
"RUNX1T1",0.25,0.125,0.38493019270998,0.25,0.977777777777778
"LRP12",0.5,0.5,0.846573590279973,0.5,0.984126984126984
"TMEM132C",0.25,0.25,0.596573590279973,0.5,0.9921875
"HIPK3",0.25,0.25,0.596573590279973,0.5,0.991150442477876
"NNT",0.25,0.25,0.596573590279973,0.5,0.987341772151899
"PITPNM3",0.5,0.5,0.846573590279973,0.5,0.99
"ZFPM2",0.5,0.5,0.846573590279973,0.5,0.991379310344828
"COX10",0.25,0.25,0.596573590279973,0.25,0.982758620689655
"TNKS2",1,0.25,0.596573590279973,NA,0.985294117647059
"ZFAND5",0.25,0.25,0.596573590279973,0.5,0.833333333333333
"SORL1",0.1875,0.1875,0.501370581294688,0.577979130377369,0.995689655172414
"ATP8B1",1,1,1,1,0.991525423728814
"EPHB1",0.5,0.5,0.846573590279973,0.5,0.988372093023256
"CIAO2A",1,1,1,NA,0.933333333333333
"IQSEC3",0.5,0.25,0.596573590279973,0.5,0.990566037735849
"DGKB",0.5,0.5,0.846573590279973,0.5,0.977272727272727
"MED14",1,0.1875,0.501370581294688,NA,0.95
"NCOA3",0.25,0.25,0.596573590279973,0.5,0.992248062015504
"KBTBD11",1,0.107663574861362,0.347618117185363,NA,0.956521739130435
"HIST2H3PS2",0.5,0.059234619140625,0.184212133546462,0.5,0.967741935483871
"IPO5",1,1,1,NA,0.983870967741935
"MPPE1",0.7734375,0.5,0.511088423272631,0.75,0.981818181818182
"TRIM27",1,0.34375,0.710820216562966,NA,0.9375
"TSPYL2",0.25,0.25,0.596573590279973,0.5,0.98
"ABCA1",0.984375,0.80615234375,0.705042562485283,0.833333333333333,0.994791666666667
"ESX1",0.25,0.25,0.596573590279973,0.25,0.964285714285714
"PDS5B",0.25,0.125,0.38493019270998,0.5,0.986111111111111
"NAV3",0.25,0.25,0.596573590279973,0.5,0.995145631067961
"WDR75",0.1875,0.1875,0.501370581294688,0.75,0.985074626865672
"FAXC",1,1,1,1,0.96
"TNFSF14",0.25,0.25,0.596573590279973,0.5,0.96875
"OGFR",1,1,1,NA,0.984375
"HDLBP",0.5,0.5,0.742810969879397,0.5,0.987654320987654
"PRPF31",1,0.109375,0.351418914689539,NA,0.973684210526316
"PAX6",0.5,0.25,0.596573590279973,0.5,0.916666666666667
"FABP5",1,1,1,1,0.909090909090909
"TIPRL",0.5,0.5,0.846573590279973,0.5,0.916666666666667
"ZBTB45",1,0.25,0.596573590279973,NA,0.98
"PGD",0.25,0.25,0.596573590279973,0.5,0.973684210526316
"FAM89A",0.7734375,0.7734375,0.972141648161857,0.785012299317031,0.941176470588235
