"","LoF_pvalue","All_variants_pvalue","fisher_combine_pvalue","LoF_ACAT_pvalue","Missense_ACAT_pvalue"
"GOT1L1",0.696380615234375,0.696380615234375,0.948372143625449,0.857142857142857,0.977272727272727
"LONP1",1,1,1,NA,0.993055555555556
"YWHAZ",1,0.5,0.846573590279973,NA,0.8
"CHD2",1,0.2265625,0.562947645187978,NA,0.98876404494382
"ANK2",0.3125,0.5,0.675984628064276,0.75,0.997229916897507
"SLC4A10",0.8125,0.604736328125,0.77219453404364,0.666666666666667,0.980769230769231
"SMARCA4",1,0.303619384765625,0.665527736157895,NA,0.987179487179487
"ATOH7",1,0.5,0.846573590279973,NA,0.909090909090909
"SIX4",0.5,0.5,0.693774586849394,0.5,0.983870967741935
"GNRH1",1,1,1,1,0.928571428571429
"EEA1",0.3125,0.3125,0.675984628064276,0.75,0.989795918367347
"SLC6A4",0.5,0.5,0.846573590279973,0.5,0.980769230769231
"RBBP6",1,1,1,NA,0.993333333333333
"ADIPOR1",0.5,0.5,0.742810969879397,0.5,0.944444444444444
"HRH3",1,0.5,0.846573590279973,NA,0.972972972972973
"EPS15L1",1,1,1,NA,0.984126984126984
"VAV1",1,0.25390625,0.60195844276545,NA,0.970588235294118
"SCNN1G",1,0.65625,0.675984628064276,0.5,0.985915492957746
"PAPOLG",0.5,0.5,0.846573590279973,0.5,0.979591836734694
"ASH2L",0.5,0.65625,0.772194534043639,0.5,0.966666666666667
"ADARB1",1,0.221034169197083,0.554671538544579,NA,0.972972972972973
"RXRG",0.5,0.3125,0.596573590279973,0.5,0.964285714285714
"TTBK2",0.5,0.5,0.846573590279973,0.5,0.992
"ZNF326",0.5,0.5,0.846573590279973,0.5,0.976190476190476
"CBLL1",1,1,1,NA,0.962962962962963
"QSOX2",0.75,0.1875,0.315667838824839,0.5,0.986301369863014
"ZNF622",1,1,1,0.5,0.976190476190476
"EARS2",0.25,0.25,0.596573590279973,0.5,0.983333333333333
"GAB1",0.5,0.5,0.846573590279973,0.5,0.983870967741935
"PKD2",0.3125,0.3125,0.675984628064276,0.75,0.988636363636364
"FOXP1",0.5,0.5,0.846573590279973,0.5,0.977777777777778
"SLC25A1",0.5,0.75,0.846573590279973,0.5,0.947368421052632
"OR4D6",1,1,1,1,0.98
"SGCA",0.5,0.5,0.846573590279973,0.5,0.979166666666667
"XPO7",1,0.75,0.965761554338836,NA,0.972222222222222
"KCNS3",1,1,1,0.5,0.980392156862745
"SLC35B2",0.5,0.5,0.846573590279973,0.5,0.985074626865672
"P2RY1",1,1,1,NA,0.947368421052632
"HOMER3",1,1,1,0.5,0.971428571428571
"ACTL6A",1,0.2265625,0.562947645187978,NA,0.956521739130435
"SRSF4",1,0.5,0.846573590279973,NA,0.974358974358974
"RBFOX1",1,1,1,NA,0.981132075471698
"PACS2",1,1,1,NA,0.986666666666667
"C1QL4",0.5,0.376953125,0.596573590279973,0.5,0.952380952380952
"GAK",1,0.25,0.596573590279973,NA,0.994505494505495
"ZSWIM5",1,0.36328125,0.562947645187978,1,0.98780487804878
"SOX5",1,0.5,0.846573590279973,NA,0.978260869565217
"TNIP1",0.5,0.5,0.846573590279973,0.5,0.986486486486487
"LTK",0.429059686631796,0.429059686631796,0.792112505009925,0.9,0.991452991452991
"NEURL1",1,0.240341186523438,0.582994595819222,NA,0.980769230769231
"GNB5",0.6875,0.6875,0.94510174649097,0.666666666666667,0.96969696969697
"CPLX1",0.5,0.5,0.846573590279973,0.5,0.944444444444444
"MITF",1,1,1,NA,0.982456140350877
"CFP",1,0.75,0.965761554338836,NA,0.954545454545455
"BCL2L14",1,1,1,NA,0.967741935483871
"WDHD1",0.61279296875,0.61279296875,0.912894926227959,0.875,0.991803278688525
"COPZ1",1,1,1,NA,0.9
"FAM83G",0.6875,0.6875,0.94510174649097,0.75,0.99009900990099
"JADE3",1,0.5,0.846573590279973,NA,0.958333333333333
"GTF2E2",0.25,0.25,0.596573590279973,0.5,0.958333333333333
"KPNB1",1,0.5,0.846573590279973,NA,0.9375
"CALB2",0.25,0.25,0.596573590279973,0.25,0.96551724137931
"EPAS1",0.5,0.5,0.846573590279973,0.5,0.989690721649485
"PRL",1,1,1,NA,0.954545454545455
"FSTL4",0.5,0.5,0.846573590279973,0.5,0.991379310344828
"NFASC",0.5,0.5,0.846573590279973,0.5,0.992424242424242
"INTS6L",1,1,1,NA,0.96
"RGS9",0.36328125,0.36328125,0.73113183388026,0.857142857142857,0.988636363636364
"TSKU",1,1,1,NA,0.981818181818182
"PCDHGA2",0.1875,0.1875,0.501370581294688,0.8,0.991228070175439
"SLC5A4",0.310707862918436,0.310707862918436,0.673894953706383,0.833333333333333,0.986666666666667
"DTD2",0.5,0.5,0.846573590279973,0.5,0.923076923076923
"CDK14",0.6875,0.6875,0.94510174649097,0.75,0.967741935483871
"EEF2K",0.00359869003295899,0.00359869003295899,0.0238491859716846,0.857142857142857,0.991228070175439
"CRTC1",1,0.5,0.846573590279973,NA,0.96
"ING3",1,1,1,NA,0.941176470588235
"SPOUT1",0.25,0.25,0.596573590279973,0.5,0.96969696969697
"OR5M9",0.75,0.75,0.965761554338836,0.75,0.983870967741935
"IMPG1",0.2744140625,0.2744140625,0.629263589151039,0.833333333333333,0.990291262135922
"BRSK2",0.5,0.5,0.664033723921589,0.5,0.981132075471698
"ZNF771",1,0.5,0.846573590279973,NA,0.923076923076923
"CHD7",1,1,1,NA,0.995884773662551
"BIRC7",0.5,0.5,0.846573590279973,0.5,0.977777777777778
"SERPINA4",0.696380615234375,0.696380615234375,0.948372143625449,0.8,0.984848484848485
"GRIN3A",0.5,0.25,0.596573590279973,0.5,0.990291262135922
"PSME3",1,0.3125,0.675984628064276,NA,0.888888888888889
"MS4A14",0.635833759559318,0.635833759559318,0.923750816192263,0.875,0.987951807228916
"EHMT1",0.5,0.5,0.846573590279973,0.5,0.993506493506494
"ARF1",1,0.25,0.596573590279973,NA,0.602416382349567
"FXYD5",1,1,1,NA,0.954545454545455
"ATXN7L2",0.5,0.5,0.846573590279973,0.5,0.984126984126984
"TBC1D13",0.5,0.5,0.846573590279973,0.5,0.956521739130435
"CEACAM1",0.5,0.5,0.846573590279973,0.5,0.980392156862745
"BRD8",0.65625,0.29052734375,0.432061101195497,0.75,0.987951807228916
"CCT4",0.5,0.5,0.846573590279973,0.5,0.976744186046512
"CPNE2",1,1,1,NA,0.978260869565217
"APPBP2",1,0.25,0.596573590279973,NA,0.956521739130435
"ASL",0.9375,0.9375,0.998004863566473,0.8,0.980769230769231
"SENP2",1,1,1,NA,0.975
"TRIP6",0.3125,0.3125,0.675984628064276,0.602416382349567,0.982142857142857
"B3GNT3",0.5,0.125,0.38493019270998,0.5,0.975
"UBE2Z",1,0.25,0.596573590279973,NA,0.8
"RDH8",0.2265625,0.2265625,0.562947645187978,0.207940256071154,0.974358974358974
"PPP6R3",0.5,0.5,0.846573590279973,0.5,0.986666666666667
"CTBS",1,0.25,0.596573590279973,NA,0.976744186046512
"KLHL32",0.5,0.5,0.846573590279973,0.5,0.978723404255319
"NXF1",1,0.5,0.846573590279973,NA,0.978260869565217
"IBTK",0.5,0.14453125,0.315667838824839,0.666666666666667,0.98876404494382
"UPF3B",1,1,1,NA,0.947368421052632
"YKT6",0.5,0.5,0.846573590279973,0.5,0.941176470588235
"SEC16B",0.143139362335205,0.143139362335205,0.421393202170496,0.916666666666667,0.991525423728814
"SRPK1",0.171875,0.171875,0.474544779940224,0.355518597197472,0.981818181818182
"NDP",0.5,0.5,0.846573590279973,0.5,0.666666666666667
"SLCO1A2",0.9375,0.9375,0.998004863566473,0.75,0.985507246376812
"NLK",1,0.3125,0.675984628064276,NA,0.95
"CA4",0.75,0.34375,0.574413956779093,0.5,0.976744186046512
"MAPK14",1,0.25,0.596573590279973,NA,0.941176470588235
"WDR24",1,0.2744140625,0.629263589151039,NA,0.983870967741935
"TRPC6",0.5,0.0625,0.235786795139986,0.5,0.984848484848485
"MYBPC2",0.180797304026783,0.180797304026783,0.49002916953397,0.888888888888889,0.994252873563218
"MUC15",0.75,0.75,0.965761554338836,0.5,0.972972972972973
"NPTX2",1,1,1,NA,0.973684210526316
"RPGR",0.5,0.875,0.846573590279973,0.5,0.974358974358974
"OR2A2",1,1,1,NA,0.976744186046512
"EXOC7",0.5,0.5,0.846573590279973,0.5,0.983333333333333
"CLEC18A",0.5,0.5,0.846573590279973,0.5,0.923076923076923
"PDLIM7",0.5,0.5,0.846573590279973,0.5,0.983606557377049
"C2orf16",0.29052734375,0.29052734375,0.649635869367769,0.888888888888889,0.995391705069124
"DPP3",0.75,0.75,0.965761554338836,0.5,0.99
"CPSF3",0.75,0.36328125,0.607283196726199,0.75,0.956521739130435
"CPA5",0.03125,0.03125,0.139554246962491,0.422020869622631,0.981481481481482
"ARIH1",1,0.25,0.596573590279973,NA,0.9
"SLC10A4",0.75,0.6875,0.886142331508254,0.5,0.973684210526316
"STIP1",0.5,0.5,0.846573590279973,0.5,0.973684210526316
"KCTD13",1,0.5,0.846573590279973,NA,0.956521739130435
"CCDC120",1,1,1,NA,0.973684210526316
"KCNK12",1,0.25,0.596573590279973,NA,0.857142857142857
"GLUL",1,1,1,NA,0.96
"LMAN1L",0.292823397360612,0.25771286594195,0.427717293504648,0.478290699830641,0.984615384615385
"ERBB2",0.25,0.5,0.462830004186118,0.5,0.991304347826087
"PPARGC1B",0.5,0.5,0.846573590279973,0.5,0.993421052631579
"TRIM14",0.5,0.5,0.846573590279973,0.5,0.977777777777778
"SNRPG",1,0.5,0.846573590279973,NA,0.5
"PDZD8",1,1,1,NA,0.98876404494382
"NTF3",1,0.34375,0.710820216562966,NA,0.928571428571429
"DDX50",0.1875,0.1875,0.501370581294688,0.8,0.98
"DNAJC7",0.5,0.5,0.846573590279973,0.5,0.96551724137931
"TTLL1",0.9375,0.9375,0.998004863566473,0.666666666666667,0.976190476190476
"LAMTOR2",1,0.5,0.846573590279973,NA,0.833333333333333
"ERGIC3",0.5,0.5,0.846573590279973,0.5,0.96
"CCPG1",0.5,0.5,0.846573590279973,0.5,0.988636363636364
"LAMB3",0.261733531951904,0.261733531951904,0.612568577380933,0.888888888888889,0.995391705069124
"NSUN7",0.25390625,0.25390625,0.60195844276545,0.5,0.985294117647059
"SLC38A9",0.5,0.5,0.846573590279973,0.5,0.982142857142857
"EDF1",1,0.3125,0.675984628064276,NA,0.875
"PCED1A",0.25,0.25,0.596573590279973,0.25,0.982456140350877
"SAMD14",0.75,0.105382896989391,0.275542906726853,0.75,0.977272727272727
"CENPV",1,0.227249145507813,0.436232818438404,1,0.8
"SYT9",1,1,1,NA,0.978723404255319
"ARL8B",0.5,0.5,0.742810969879397,0.5,0.75
"NANP",0.5,0.5,0.846573590279973,0.5,0.964285714285714
"GUSB",0.75,0.75,0.965761554338836,0.75,0.981132075471698
"C8orf74",0.75,0.75,0.965761554338836,0.666666666666667,0.981818181818182
"CASP2",1,1,1,NA,0.981481481481482
"GGA3",0.5,0.5,0.846573590279973,0.5,0.989010989010989
"CTDSPL2",1,0.25,0.596573590279973,NA,0.96
"NACC2",1,0.5,0.846573590279973,NA,0.975
"PNRC1",1,1,1,NA,0.96551724137931
"ECT2",0.5,0.5,0.846573590279973,0.5,0.983870967741935
"BPNT1",0.25,0.25,0.596573590279973,0.5,0.954545454545455
"ZNF676",0.204789697963537,0.204789697963537,0.529539403396624,0.0389165290743601,0.982758620689655
"GLUD1",1,0.5,0.846573590279973,NA,0.970588235294118
"ARPC5",1,0.5,0.846573590279973,NA,0.857142857142857
"ZNF688",1,1,1,NA,0.941176470588235
"SRRM3",1,0.25,0.596573590279973,NA,0.967741935483871
"GAL3ST3",0.5,0.21197509765625,0.425507039281826,0.5,0.981481481481482
"LRRC26",1,1,1,NA,0.964285714285714
"CCDC27",0.714205905795097,0.714205905795097,0.954596168357927,0.888888888888889,0.989010989010989
"MYCN",1,0.3125,0.675984628064276,NA,0.96969696969697
"USP46",0.5,0.5,0.742810969879397,0.5,0.909090909090909
"WHAMM",0.875,0.678479871336442,0.892338683761966,0.5,0.987179487179487
"KIF2A",1,0.5,0.846573590279973,NA,0.962962962962963
"KCNC2",0.75,0.2265625,0.416483227409548,0.5,0.964285714285714
"KCNA6",0.5,0.29052734375,0.511489442249025,0.5,0.971428571428571
"TLN2",0.5,0.5,0.846573590279973,0.5,0.99622641509434
"TESK1",1,0.34375,0.710820216562966,NA,0.980392156862745
"ORM1",1,0.34375,0.710820216562966,NA,0.954545454545455
"CEP83",0.96484375,0.96484375,0.999374647028678,0.857142857142857,0.982758620689655
"AC093525.2",1,1,1,NA,0.975
"GK",0.5,0.75,0.846573590279973,0.5,0.9
"PPP1R10",1,0.75,0.965761554338836,NA,0.983050847457627
"RRP7A",0.96875,0.623046875,0.491469604034026,0.666666666666667,0.958333333333333
"MYO1A",0.0948792789533687,0.0948792789533687,0.318334207403168,0.962962962962963,0.993827160493827
"SACM1L",0.5,0.5,0.846573590279973,0.5,0.972222222222222
"PPP1R13B",1,1,1,NA,0.991071428571429
"UBE2E1",1,0.5,0.846573590279973,NA,0.833333333333333
"DYNC1I2",1,1,1,1,0.96969696969697
"RAB5B",1,1,1,NA,0.9375
"NAA15",1,1,1,NA,0.96551724137931
"CDC42BPA",0.5,0.5,0.846573590279973,0.666666666666667,0.992307692307692
"HIPK1",1,0.75,0.965761554338836,NA,0.987951807228916
"NEK1",0.14453125,0.14453125,0.424092197960576,0.833333333333333,0.990654205607477
"GTF3C3",0.75,0.75,0.965761554338836,0.5,0.980769230769231
"FOXK1",1,1,1,NA,0.981481481481482
"TMEM229B",1,0.125,0.38493019270998,NA,0.909090909090909
"MAPK8IP3",0.5,0.5,0.846573590279973,0.5,0.990196078431373
"SPIN2A",1,0.25390625,0.60195844276545,NA,0.916666666666667
"SNX3",0.5,0.125,0.38493019270998,0.5,0.875
"CWC15",1,0.3125,0.675984628064276,NA,0.857142857142857
"FOXN1",1,0.25390625,0.60195844276545,NA,0.989010989010989
"IPO4",0.1875,0.1875,0.501370581294688,0.8,0.992248062015504
"ZNF180",0.65625,0.65625,0.932671336456324,0.8,0.986111111111111
"RPS24",1,0.6875,0.94510174649097,NA,0.966666666666667
"ROBO3",0.0625,0.08978271484375,0.111866097359163,0.397583617650433,0.993630573248408
"KLF14",1,1,1,NA,0.964285714285714
"NEK8",0.5,0.5,0.846573590279973,0.83594677906168,0.987654320987654
"CKB",1,0.5,0.846573590279973,NA,0.961538461538462
"TTYH1",0.5,0.5,0.846573590279973,0.5,0.979591836734694
"VAX1",1,1,1,NA,0.916666666666667
"IQCG",0.5,0.5,0.846573590279973,0.833333333333333,0.981481481481482
"ZNF697",1,0.5,0.846573590279973,NA,0.977777777777778
"MAPRE3",1,0.25,0.596573590279973,NA,0.941176470588235
"MLC1",0.875,0.875,0.991839968546457,0.666666666666667,0.980769230769231
"TNFRSF21",0.5,0.5,0.846573590279973,0.5,0.985294117647059
"INSC",0.017578125,0.017578125,0.0886130867760344,0.888888888888889,0.988888888888889
"PHF20L1",0.25,0.6875,0.596573590279973,0.5,0.984615384615385
"RPL17",1,1,1,NA,0.888888888888889
"OMD",1,1,1,1,0.972972972972973
"RNF41",1,0.25,0.596573590279973,NA,0.928571428571429
"PRPF4B",1,1,1,NA,0.98
"FGFR1OP",0.5,0.5,0.846573590279973,0.5,0.980392156862745
"SLC27A2",1,0.984375,0.846573590279973,0.75,0.983333333333333
"ITPKA",1,0.685470581054688,0.94433833825164,NA,0.954545454545455
"RNPC3",0.3125,0.3125,0.675984628064276,0.5,0.970588235294118
"ACTN2",0.5,0.5,0.710820216562966,0.5,0.98936170212766
"SURF6",0.5,0.5,0.846573590279973,0.5,0.981132075471698
"TMCO3",0.75,0.75,0.965761554338836,0.5,0.989473684210526
"PRKCZ",1,0.34375,0.710820216562966,NA,0.976744186046512
"ERGIC1",0.5,0.75,0.846573590279973,0.5,0.956521739130435
"PIM3",0.5,0.5,0.846573590279973,0.5,0.916666666666667
"FAM91A1",1,1,1,NA,0.978723404255319
"CTLA4",1,1,1,NA,0.916666666666667
"TRABD2B",1,0.25,0.596573590279973,NA,0.944444444444444
"CNEP1R1",1,0.5,0.846573590279973,NA,0.305250059828619
"TRAK1",1,1,1,NA,0.991803278688525
"BTRC",0.5,0.5,0.846573590279973,0.666666666666667,0.981132075471698
"GMEB1",1,0.5,0.846573590279973,NA,0.972222222222222
"ECSIT",0.3125,0.3125,0.675984628064276,0.602416382349567,0.983870967741935
"TAPT1",0.5,0.5,0.846573590279973,0.5,0.967741935483871
"CD63",1,1,1,NA,0.909090909090909
"PPIE",0.5,0.5,0.846573590279973,0.5,0.961538461538462
"ZDHHC8",1,0.21197509765625,0.540809199707367,NA,0.989130434782609
"PLA2G4A",0.5,0.5,0.846573590279973,0.666666666666667,0.982142857142857
"TFAP2C",1,0.25390625,0.60195844276545,NA,0.961538461538462
"PPP4R3A",1,0.5,0.846573590279973,NA,0.96551724137931
"ATP6V1C1",1,1,1,0.5,0.954545454545455
"CLK1",0.11328125,0.11328125,0.359994401641795,0.278695274628853,0.976744186046512
"HRH2",1,0.3125,0.675984628064276,NA,0.95
"CTSD",0.25,0.25,0.596573590279973,0.25,0.974358974358974
"GAPVD1",0.5,0.820358276367187,0.801665316873494,0.5,0.991228070175439
"MTSS1L",1,0.125,0.38493019270998,NA,0.986842105263158
"CDK13",1,0.5,0.846573590279973,NA,0.989473684210526
"FBXL5",1,0.5,0.846573590279973,NA,0.979166666666667
"GPR156",0.75,0.75,0.965761554338836,0.5,0.989130434782609
"TAGLN3",1,0.5,0.846573590279973,NA,0.875
"MEAF6",1,0.25,0.596573590279973,NA,0.909090909090909
"SOS2",1,1,1,NA,0.990476190476191
"FBXW4",0.75,0.75,0.965761554338836,0.5,0.977777777777778
"TMEM179",1,1,1,NA,0.909090909090909
"ZNF775",1,0.5,0.846573590279973,NA,0.966666666666667
"ABCD4",0.5,0.5,0.846573590279973,0.75,0.988372093023256
"CRHR1",0.5,0.5,0.846573590279973,0.5,0.972972972972973
"PDZRN3",1,0.5,0.596573590279973,1,0.992125984251969
"PPP1R14B",1,0.5,0.846573590279973,NA,0.857142857142857
"MOS",1,1,1,NA,0.962962962962963
"TMED7-TICAM2",0.125,0.109375,0.235786795139986,0.352416382349567,0.971428571428571
"HAUS6",0.227249145507813,0.227249145507813,0.563966091954789,0.857142857142857,0.992
"SLC39A8",0.5,0.5,0.846573590279973,0.5,0.972972972972973
"PRICKLE1",1,1,1,NA,0.985074626865672
"KLHL12",1,0.9375,0.965761554338836,1,0.976744186046512
"UFC1",1,1,1,NA,0.958333333333333
"KTN1",0.5,0.5,0.846573590279973,0.5,0.992248062015504
"COL24A1",0.707667644135654,0.707667644135654,0.952365474965764,0.947368421052632,0.993464052287582
"SERPINE2",0.5,0.5,0.846573590279973,0.5,0.972972972972973
"PSMA7",1,0.5,0.846573590279973,NA,0.928571428571429
"MOBP",0.5,0.5,0.846573590279973,0.5,0.8
"E2F2",0.5,0.5,0.846573590279973,0.5,0.96969696969697
"HIST1H4B",0.109375,0.109375,0.351418914689539,0.5,NA
"TYMP",0.5,0.5,0.846573590279973,0.5,0.978260869565217
"PDE4B",1,1,1,NA,0.973684210526316
"TYRO3",0.5,0.5,0.846573590279973,0.5,0.976190476190476
"HIST2H3D",1,0.284086206424583,0.641602317523619,NA,0.9375
"TMEM71",0.8125,0.8125,0.981206983882324,0.666666666666667,0.974358974358974
"STS",0.5,0.5,0.846573590279973,0.5,0.976744186046512
"ACTR3B",1,0.34375,0.710820216562966,NA,0.916666666666667
"PITPNC1",0.5,0.5,0.846573590279973,0.5,0.9375
"KIAA0391",0.75,0.75,0.965761554338836,0.5,0.981132075471698
"TEX11",1,1,1,NA,0.971428571428571
"TMPPE",0.5,0.5,0.846573590279973,0.5,0.975609756097561
"PBX2",1,1,1,NA,0.952380952380952
"LRRC8B",0.5,0.5,0.846573590279973,0.5,0.982142857142857
"IPO11",0.3125,0.3125,0.675984628064276,0.602416382349567,0.986666666666667
"B3GAT2",0.5,0.5,0.846573590279973,0.5,0.958333333333333
"AAMP",0.5,0.75,0.846573590279973,0.5,0.976744186046512
"UBAP1",1,1,1,NA,0.978723404255319
"ELF2",0.5,0.5,0.846573590279973,0.5,0.970588235294118
"SHROOM2",1,1,1,NA,0.992063492063492
"ATP2A2",0.5,0.36328125,0.596573590279972,0.5,0.970588235294118
"DOHH",0.125,0.125,0.38493019270998,0.5,0.96551724137931
"TECTA",0.19384765625,0.19384765625,0.511890153355696,0.888888888888889,0.995951417004049
"SLC2A3",1,0.1334228515625,0.402167409912025,NA,0.976190476190476
"STOX2",0.5,0.5,0.846573590279973,0.5,0.989130434782609
"ZNF384",1,1,1,NA,0.978723404255319
"MYL3",1,1,1,NA,0.928571428571429
"TFAP2B",1,0.5,0.846573590279973,NA,0.961538461538462
"ZNF565",1,1,1,NA,0.979591836734694
"SMTNL2",0.5,0.5,0.846573590279973,0.5,0.983050847457627
"AK5",1,1,1,NA,0.975609756097561
"SOX6",1,0.3125,0.675984628064276,NA,0.984375
"NLRC3",0.9375,0.9375,0.998004863566473,0.833333333333333,0.994047619047619
"ERCC3",0.395263671875,0.395263671875,0.762148286844367,0.607665950074625,0.986842105263158
"IFRD1",1,1,1,0.5,0.977272727272727
"PCDHGB7",0.25,0.25,0.596573590279973,0.5,0.989583333333333
"USP43",0.3125,0.3125,0.675984628064276,0.5,0.991525423728814
"EML6",0.19384765625,0.19384765625,0.511890153355696,0.916666666666667,0.995
"NEGR1",0.5,0.5,0.846573590279973,0.5,0.966666666666667
"LATS2",1,1,1,NA,0.99009900990099
"XIRP2",0.56603029978578,0.56603029978578,0.888162484292338,0.9375,0.997429305912596
"MID2",0.5,0.5,0.846573590279973,0.5,0.967741935483871
"TLE4",1,0.19384765625,0.511890153355696,NA,0.976744186046512
"COL9A2",0.890625,0.890625,0.993787710702062,0.833333333333333,0.989795918367347
"NCOA6",0.5,0.5,0.846573590279973,0.666666666666667,0.994845360824742
"PHF21B",0.3125,0.3125,0.675984628064276,0.75,0.985074626865672
"SLC4A1",0.5,0.5,0.846573590279973,0.5,0.990196078431373
"SAT2",0.125,0.125,0.38493019270998,0.352416382349567,0.952380952380952
"TFCP2",1,0.5,0.846573590279973,NA,0.958333333333333
"SLC38A10",0.376953125,0.2744140625,0.503002785177785,0.888888888888889,0.992857142857143
"ANKRD13B",1,0.36328125,0.73113183388026,NA,0.976744186046512
"TM9SF4",1,0.6875,0.94510174649097,NA,0.972222222222222
"QPRT",0.5,0.5,0.846573590279973,0.5,0.966666666666667
"LMO2",1,0.5,0.846573590279973,NA,0.888888888888889
"CNOT6L",1,0.3125,0.675984628064276,NA,0.944444444444444
"RUNX2",1,0.5,0.846573590279973,NA,0.975
"NFYA",1,0.5,0.846573590279973,1,0.909090909090909
"ERC2",0.5,0.5,0.846573590279973,0.5,0.985714285714286
"REEP1",1,0.5,0.846573590279973,NA,0.923076923076923
"AC011455.2",1,1,1,NA,0.982142857142857
"GFPT2",0.63671875,0.63671875,0.924150940307291,0.738733743437956,0.982456140350877
"ELAVL1",1,0.25,0.596573590279973,NA,0.875
"ARHGEF6",0.5,0.5,0.846573590279973,0.5,0.970588235294118
"NDRG4",1,1,1,1,0.981132075471698
"AKIRIN2",1,0.5,0.846573590279973,NA,0.916666666666667
"LMBRD2",0.875,0.875,0.991839968546457,0.666666666666667,0.975609756097561
"ST8SIA4",1,1,1,NA,0.923076923076923
"CDK16",1,0.3125,0.675984628064276,NA,0.941176470588235
"CREB1",1,0.5,0.846573590279973,NA,0.916666666666667
"ATAD3A",1,0.654981017112732,0.846573590279973,0.5,0.98989898989899
"ID4",1,1,1,NA,0.928571428571429
"DR1",1,0.5,0.846573590279973,NA,0.468644469554197
"G3BP2",0.5,0.5,0.682745373339722,0.5,0.952380952380952
"GMDS",1,0.1875,0.501370581294688,NA,0.956521739130435
"SLITRK5",1,1,1,NA,0.991596638655462
"CUEDC1",0.2265625,0.2265625,0.562947645187978,0.666666666666667,0.980392156862745
"ZBED1",1,1,1,NA,0.988235294117647
"FAM208B",0.5,0.5,0.846573590279973,0.5,0.996539792387543
"ZNF696",1,1,1,1,0.962962962962963
"EIF4E2",1,0.3125,0.675984628064276,NA,0.9375
"ADCK2",0.213219748222012,0.213219748222012,0.542736362330479,0.507113651594499,0.986111111111111
"UGGT1",0.5,0.5,0.846573590279973,0.666666666666667,0.993150684931507
"ANKRD24",0.3125,0.3125,0.675984628064276,0.75,0.991666666666667
"GDI1",1,0.5,0.846573590279973,NA,0.833333333333333
"MSANTD3",0.5,0.5,0.846573590279973,0.5,0.944444444444444
"KCNAB1",0.875,0.875,0.991839968546457,0.666666666666667,0.967741935483871
"C2orf88",1,1,1,1,0.916666666666667
"C19orf66",1,1,1,NA,0.941176470588235
"SEPT11",0.5,0.5,0.846573590279973,0.5,0.952380952380952
"BCL10",0.5,0.5,0.846573590279973,0.5,0.956521739130435
"RPL15",1,0.5,0.846573590279973,NA,0.9375
"CSPG4",0.6875,0.6875,0.94510174649097,0.75,0.996478873239437
"GADD45A",1,1,1,NA,0.312832958189001
"ZKSCAN5",0.5,0.5,0.846573590279973,0.5,0.986842105263158
"MRGBP",1,0.5,0.846573590279973,NA,0.888888888888889
"FAHD1",0.03125,0.03125,0.139554246962491,0.0312500000000001,0.973684210526316
"CTDSP2",1,1,1,NA,0.947368421052632
"SEMA4D",0.5,0.5,0.846573590279973,0.5,0.99009900990099
"MTMR2",0.875,0.875,0.991839968546457,0.666666666666667,0.983870967741935
"DMBX1",1,1,1,NA,0.980392156862745
"ADGRL2",1,1,1,NA,0.991525423728814
"LASP1",1,0.1875,0.501370581294688,NA,0.916666666666667
"ALX4",0.5,0.5,0.846573590279973,0.5,0.970588235294118
"DIS3L2",0.5,0.5,0.846573590279973,0.5,0.989130434782609
"POLR3A",0.598190307617187,0.598190307617187,0.905568205115889,0.916666666666667,0.990740740740741
"C11orf68",1,0.5,0.846573590279973,NA,0.95
"EZH2",1,0.5,0.846573590279973,NA,0.956521739130435
"MOV10L1",0.3125,0.109375,0.27730040397856,0.75,0.991525423728814
"PAX1",0.109375,0.5,0.336072951974026,0.295513251210997,0.979591836734694
"RFX6",0.25,0.25,0.596573590279973,0.5,0.987951807228916
"DLGAP2",1,1,1,NA,0.9921875
"SLAMF7",1,1,1,NA,0.978260869565217
"FBLN5",1,1,1,NA,0.975609756097561
"RASA3",0.125,0.125,0.38493019270998,0.5,0.988888888888889
"SLC30A4",1,1,1,NA,0.956521739130435
"MOB1B",0.01953125,0.01953125,0.0964011627352629,0.0694751357275918,0.947368421052632
"MTERF3",0.9375,0.9375,0.998004863566473,0.666666666666667,0.977272727272727
"MYBL1",1,0.5,0.846573590279973,NA,0.982142857142857
"SNX33",1,1,1,NA,0.980769230769231
"OTUD4",1,1,1,NA,0.98780487804878
"MLANA",0.019287109375,0.019287109375,0.0954387565493002,0.0647527959490353,0.9375
"COL1A1",0.5,0.5,0.846573590279973,0.5,0.9921875
"PFKFB2",0.890625,0.5,0.524748048138979,0.8,0.971428571428571
"GOLGA1",0.75,0.75,0.965761554338836,0.5,0.988095238095238
"RORB",1,0.36328125,0.73113183388026,NA,0.958333333333333
"MORC4",0.5,0.5,0.846573590279973,0.5,0.977777777777778
"RASGEF1A",0.5,0.5,0.846573590279973,0.5,0.972972972972973
"MARCH5",1,0.5,0.846573590279973,NA,0.875
"ADAT2",0.25,0.25,0.596573590279973,0.5,0.944444444444444
"COP1",1,0.125,0.38493019270998,NA,0.967741935483871
"KBTBD13",1,1,1,NA,0.984375
"SDHB",1,1,1,1,0.973684210526316
"RPL10A",1,0.5,0.846573590279973,NA,0.875
"RNPEPL1",1,0.5,0.846573590279973,NA,0.977272727272727
