"","Gene","BF","SFARI_score","total_count","g1_count","g1_BF","g2_count","g2_BF","g3_count","g3_BF","g4_count","g4_BF","g5_count","g5_BF","g6_count","g6_BF"
"17122","AHCYL2",0.34,"NA","19 vs 28","-",NA,"1 vs 1",0.65,"-",NA,"5 vs 5",0.74,"9 vs 18",0.72,"4 vs 4",0.99
"17123","LETMD1",0.3398,"NA","85 vs 87","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"3 vs 5",0.87,"82 vs 81",0.96
"17124","SGMS1",0.3394,"NA","12 vs 18","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"6 vs 8",0.85,"6 vs 9",0.98
"17125","STK40",0.3393,"NA","51 vs 57","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"5 vs 8",0.86,"46 vs 48",0.98
"17126","PLK3",0.3392,"NA","73 vs 83","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"31 vs 44",0.35,"42 vs 38",0.98
"17127","STK38",0.3389,"NA","21 vs 23","-",NA,"2 vs 2",0.42,"-",NA,"-",NA,"7 vs 10",0.81,"12 vs 11",1.01
"17128","SLAIN1",0.3386,"NA","103 vs 123","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"13 vs 18",0.85,"90 vs 104",0.99
"17129","PDGFRA",0.3384,"NA","387 vs 435","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"177 vs 204",0.76,"210 vs 230",1.07
"17130","VPS52",0.3378,"NA","89 vs 107","-",NA,"-",NA,"1 vs 1",1,"0 vs 1",0.79,"40 vs 61",0.43,"48 vs 44",0.99
"17131","DNMT1",0.3377,"NA","350 vs 340","2 vs 2",0.35,"-",NA,"-",NA,"18 vs 12",1.43,"74 vs 69",0.68,"256 vs 257",1
"17132","MGAT3",0.3375,"NA","112 vs 121","-",NA,"-",NA,"-",NA,"17 vs 19",0.37,"94 vs 100",0.92,"1 vs 2",0.99
"17133","CA7",0.3372,"NA","48 vs 47","-",NA,"0 vs 1",0.41,"-",NA,"0 vs 1",0.79,"3 vs 2",1.05,"45 vs 43",1.01
"17134","DMD",0.3368,NA,"1125 vs 1112","15 vs 9",0.33,"-",NA,"-",NA,"-",NA,"-",NA,"1110 vs 1103",1.01
"17135","PRAMEF6",0.3368,"NA","4 vs 10","-",NA,"-",NA,"-",NA,"3 vs 7",0.38,"1 vs 3",0.9,"-",NA
"17136","FOXP4",0.3367,"NA","204 vs 152","-",NA,"0 vs 1",0.41,"-",NA,"17 vs 19",0.59,"15 vs 7",1.35,"172 vs 125",1.03
"17137","EXOC1",0.3363,"NA","145 vs 145","-",NA,"-",NA,"1 vs 3",0.97,"109 vs 106",0.36,"1 vs 1",1,"34 vs 35",0.97
"17138","PAF1",0.3355,"NA","55 vs 48","-",NA,"0 vs 1",0.41,"-",NA,"1 vs 2",0.75,"11 vs 11",1.11,"43 vs 34",0.99
"17139","GABBR1",0.3355,"NA","266 vs 307","0 vs 1",0.42,"-",NA,"-",NA,"4 vs 3",1.1,"11 vs 16",0.75,"251 vs 287",0.97
"17140","BEST2",0.3352,"NA","157 vs 146","-",NA,"-",NA,"2 vs 1",1.01,"56 vs 52",0.53,"67 vs 63",0.65,"32 vs 30",0.97
"17141","ARFGEF3",0.335,"NA","683 vs 701","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"34 vs 30",0.8,"649 vs 670",1.03
"17142","ZNF800",0.335,"NA","372 vs 344","2 vs 2",0.37,"-",NA,"-",NA,"-",NA,"1 vs 1",0.97,"369 vs 341",0.93
"17143","ATP2B1",0.3343,"NA","56 vs 59","-",NA,"-",NA,"-",NA,"4 vs 7",0.37,"28 vs 33",0.89,"24 vs 19",1
"17144","MARCH3",0.3341,"NA","374 vs 414","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"2 vs 6",0.8,"372 vs 407",1.02
"17145","LNPEP",0.3338,"NA","1396 vs 1277","1 vs 2",0.28,"-",NA,"-",NA,"-",NA,"0 vs 2",0.9,"1395 vs 1273",1.34
"17146","RAB40A",0.3338,"NA","84 vs 88","-",NA,"-",NA,"2 vs 2",0.98,"2 vs 6",0.43,"64 vs 62",0.81,"16 vs 18",0.98
"17147","GK5",0.3335,"NA","14 vs 12","-",NA,"2 vs 2",0.38,"-",NA,"-",NA,"2 vs 4",0.87,"10 vs 6",1.02
"17148","NPIPA1",0.3332,"NA","2 vs 7","-",NA,"-",NA,"-",NA,"1 vs 5",0.36,"1 vs 2",0.94,"-",NA
"17149","MARF1",0.3331,"NA","421 vs 447","-",NA,"-",NA,"-",NA,"-",NA,"205 vs 225",0.34,"216 vs 222",0.97
"17150","TEX45",0.3331,"NA","523 vs 463","-",NA,"-",NA,"2 vs 2",1,"15 vs 15",0.47,"371 vs 324",0.73,"135 vs 122",0.96
"17151","TP73",0.3328,"NA","64 vs 74","-",NA,"1 vs 1",0.65,"-",NA,"3 vs 4",0.67,"6 vs 10",0.78,"54 vs 59",0.98
"17152","AKR1B10",0.3322,"NA","106 vs 111","-",NA,"-",NA,"10 vs 7",0.96,"12 vs 15",0.33,"-",NA,"84 vs 89",1.05
"17153","BCL3",0.3321,"NA","60 vs 64","-",NA,"-",NA,"-",NA,"5 vs 10",0.32,"8 vs 5",1.06,"47 vs 49",0.96
"17154","RGS7",0.3317,"4","30 vs 37","-",NA,"0 vs 1",0.41,"-",NA,"0 vs 1",0.79,"19 vs 14",1.08,"11 vs 21",0.97
"17155","METTL14",0.3315,"NA","14 vs 16","-",NA,"2 vs 2",0.38,"-",NA,"0 vs 1",0.79,"6 vs 2",1.16,"6 vs 11",0.97
"17156","ZNF286A",0.3314,"NA","112 vs 98","-",NA,"-",NA,"1 vs 2",0.98,"9 vs 12",0.33,"27 vs 20",1.04,"75 vs 64",0.97
"17157","ADAR",0.331,"NA","159 vs 135","-",NA,"1 vs 1",0.58,"-",NA,"2 vs 5",0.41,"16 vs 10",1.27,"140 vs 119",1.09
"17158","AP1B1",0.3309,"NA","101 vs 86","-",NA,"1 vs 1",0.65,"-",NA,"0 vs 3",0.54,"16 vs 18",0.85,"84 vs 64",1.12
"17159","AKR1C1",0.3306,"NA","472 vs 511","-",NA,"-",NA,"11 vs 8",0.99,"278 vs 297",0.4,"32 vs 22",0.91,"151 vs 184",0.91
"17160","FXR2",0.33,"NA","107 vs 130","-",NA,"-",NA,"-",NA,"3 vs 5",0.54,"23 vs 43",0.65,"81 vs 82",0.96
"17161","FIBCD1",0.3292,"NA","192 vs 203","-",NA,"-",NA,"9 vs 9",1.11,"2 vs 6",0.38,"22 vs 18",0.82,"159 vs 170",0.95
"17162","CDC34",0.3286,"NA","21 vs 13","-",NA,"0 vs 1",0.41,"-",NA,"0 vs 2",0.68,"7 vs 4",1.15,"14 vs 6",1.04
"17163","NEDD4L",0.3284,"NA","126 vs 122","-",NA,"-",NA,"-",NA,"6 vs 9",0.42,"6 vs 9",0.81,"114 vs 104",0.96
"17164","ITPKB",0.3283,"NA","349 vs 385","-",NA,"-",NA,"-",NA,"1 vs 5",0.48,"44 vs 52",0.7,"304 vs 328",0.97
"17165","WNT9A",0.3283,"NA","70 vs 70","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"40 vs 50",0.79,"30 vs 19",1.03
"17166","HUNK",0.3277,"NA","132 vs 124","0 vs 1",0.42,"-",NA,"-",NA,"13 vs 10",0.83,"4 vs 4",1.01,"115 vs 109",0.93
"17167","ENAH",0.3275,"NA","60 vs 81","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"4 vs 7",0.84,"56 vs 73",0.92
"17168","TAF11",0.3272,"NA","558 vs 583","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"4 vs 7",0.82,"554 vs 575",0.98
"17169","ITPR1",0.327,"4","495 vs 517","1 vs 1",0.66,"-",NA,"-",NA,"8 vs 9",0.48,"114 vs 108",1.08,"372 vs 399",0.94
"17170","NUS1",0.3268,"NA","71 vs 68","-",NA,"-",NA,"-",NA,"19 vs 20",0.35,"7 vs 5",0.96,"45 vs 43",0.98
"17171","IFNA13",0.3266,"NA","88 vs 87","-",NA,"-",NA,"-",NA,"48 vs 48",0.4,"40 vs 39",0.82,"-",NA
"17172","ERCC6L",0.3265,"NA","414 vs 446","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"4 vs 6",0.83,"410 vs 439",0.97
"17173","MYO1G",0.3261,"NA","183 vs 206","-",NA,"-",NA,"2 vs 3",0.97,"-",NA,"47 vs 64",0.33,"134 vs 139",1.01
"17174","NCOR1",0.326,"2","583 vs 580","-",NA,"-",NA,"-",NA,"4 vs 6",0.51,"259 vs 250",0.62,"320 vs 324",1.02
"17175","IGSF3",0.326,"NA","517 vs 509","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"349 vs 325",0.85,"168 vs 183",0.95
"17176","NMT1",0.3259,"NA","15 vs 26","-",NA,"-",NA,"-",NA,"3 vs 5",0.45,"5 vs 11",0.75,"7 vs 10",0.98
"17177","GDA",0.3259,"4","480 vs 571","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"228 vs 274",0.79,"252 vs 296",0.98
"17178","MTPAP",0.3258,"NA","111 vs 112","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"3 vs 8",0.8,"108 vs 103",1
"17179","HIST1H3J",0.3258,"NA","4 vs 8","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"4 vs 7",0.8,"-",NA
"17180","GABRB1",0.3258,"5","66 vs 70","-",NA,"-",NA,"-",NA,"3 vs 8",0.31,"5 vs 3",1.08,"58 vs 59",0.97
"17181","BAHCC1",0.3253,"NA","1211 vs 1261","-",NA,"-",NA,"-",NA,"366 vs 345",0.39,"5 vs 4",1.04,"840 vs 912",0.8
"17182","IRF2BP2",0.3252,"NA","31 vs 37","-",NA,"-",NA,"-",NA,"3 vs 9",0.33,"2 vs 2",0.99,"26 vs 26",0.98
"17183","NRARP",0.3233,"NA","6 vs 10","-",NA,"-",NA,"-",NA,"5 vs 10",0.31,"1 vs 0",1.05,"-",NA
"17184","GABRA4",0.3232,"4","100 vs 85","-",NA,"0 vs 1",0.41,"-",NA,"3 vs 3",0.87,"22 vs 26",0.89,"75 vs 55",1.03
"17185","ATP1A2",0.3231,"NA","103 vs 92","-",NA,"0 vs 1",0.41,"-",NA,"5 vs 8",0.52,"46 vs 40",1.59,"52 vs 43",0.97
"17186","SH2B2",0.323,"NA","94 vs 97","-",NA,"-",NA,"-",NA,"51 vs 45",0.35,"4 vs 4",0.99,"39 vs 48",0.95
"17187","CRIM1",0.3228,"NA","307 vs 306","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"35 vs 31",0.87,"272 vs 274",0.92
"17188","PLCB4",0.3227,"NA","145 vs 170","-",NA,"-",NA,"2 vs 1",1.02,"8 vs 14",0.44,"39 vs 46",0.71,"96 vs 109",1.01
"17189","LSAMP",0.3225,"NA","30 vs 24","-",NA,"8 vs 5",0.33,"-",NA,"-",NA,"8 vs 9",0.97,"14 vs 10",1.01
"17190","RELN",0.3225,"1","1881 vs 1880","2 vs 2",0.62,"-",NA,"-",NA,"0 vs 2",0.68,"118 vs 101",0.94,"1761 vs 1775",0.81
"17191","TRIM49B",0.3212,"NA","386 vs 377","-",NA,"-",NA,"1 vs 0",1.02,"338 vs 313",0.38,"1 vs 3",0.87,"46 vs 61",0.94
"17192","RAP1GAP2",0.3211,"NA","62 vs 59","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"11 vs 12",0.78,"51 vs 46",1.01
"17193","CHD6",0.321,"NA","2433 vs 2289","1 vs 1",0.66,"-",NA,"-",NA,"7 vs 7",0.75,"40 vs 41",0.68,"2385 vs 2240",0.95
"17194","CLSTN3",0.3208,"5","901 vs 1015","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"3 vs 6",0.86,"898 vs 1008",0.89
"17195","MKX",0.3206,"NA","422 vs 420","-",NA,"-",NA,"-",NA,"3 vs 6",0.39,"128 vs 145",0.84,"291 vs 269",0.97
"17196","HCAR3",0.32,"NA","91 vs 115","-",NA,"-",NA,"0 vs 3",0.97,"7 vs 18",0.56,"42 vs 49",0.59,"42 vs 45",0.99
"17197","SEMA3A",0.3194,"NA","417 vs 429","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"6 vs 8",0.9,"411 vs 420",0.88
"17198","POLR2G",0.3193,"NA","3 vs 6","-",NA,"-",NA,"-",NA,"1 vs 6",0.31,"-",NA,"2 vs 0",1.01
"17199","SUPT16H",0.3189,"NA","348 vs 303","-",NA,"-",NA,"-",NA,"1 vs 6",0.29,"310 vs 259",1.12,"37 vs 38",1
"17200","FAR1",0.3183,"NA","103 vs 101","-",NA,"0 vs 1",0.41,"-",NA,"1 vs 1",0.95,"69 vs 61",0.84,"33 vs 38",0.99
"17201","TP53TG3D",0.3182,"NA","0 vs 2","-",NA,"0 vs 1",0.41,"-",NA,"0 vs 1",0.79,"-",NA,"-",NA
"17202","DEF6",0.318,"NA","176 vs 161","-",NA,"0 vs 1",0.41,"-",NA,"4 vs 8",0.27,"151 vs 127",2.98,"21 vs 25",0.98
"17203","RBL2",0.3175,"NA","506 vs 504","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"2 vs 3",0.91,"504 vs 500",0.86
"17204","GSG1L",0.317,"NA","26 vs 22","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"4 vs 8",0.77,"22 vs 13",1.02
"17205","KALRN",0.3169,"NA","233 vs 223","29 vs 35",0.26,"-",NA,"-",NA,"0 vs 1",0.79,"40 vs 29",1.57,"164 vs 158",0.98
"17206","NKX1-1",0.3169,"NA","85 vs 91","-",NA,"-",NA,"-",NA,"6 vs 15",0.39,"79 vs 76",0.81,"-",NA
"17207","PYGL",0.3168,"NA","595 vs 586","-",NA,"-",NA,"4 vs 8",0.9,"8 vs 12",0.45,"1 vs 4",0.85,"582 vs 562",0.92
"17208","PHF8",0.3162,NA,"62 vs 78","0 vs 1",0.42,"-",NA,"-",NA,"3 vs 2",1.11,"54 vs 64",0.7,"5 vs 11",0.97
"17209","PPP1R14A",0.3162,"NA","105 vs 109","-",NA,"-",NA,"-",NA,"14 vs 19",0.31,"1 vs 0",1.05,"90 vs 90",0.96
"17210","HAS1",0.3157,"NA","294 vs 288","-",NA,"-",NA,"3 vs 7",0.94,"14 vs 15",0.45,"8 vs 14",0.76,"269 vs 252",0.97
"17211","RPS6KA1",0.3157,"NA","38 vs 39","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"9 vs 13",0.77,"29 vs 25",1.01
"17212","ATP2C1",0.3141,"NA","70 vs 67","0 vs 1",0.42,"-",NA,"-",NA,"1 vs 1",0.89,"19 vs 19",0.86,"50 vs 46",0.98
"17213","AES",0.3137,"NA","3 vs 10","-",NA,"-",NA,"-",NA,"2 vs 5",0.4,"0 vs 5",0.79,"1 vs 0",1.01
"17214","TCP10",0.3135,"NA","23 vs 29","-",NA,"-",NA,"0 vs 1",0.98,"3 vs 7",0.33,"0 vs 1",0.95,"20 vs 20",1.02
"17215","NLGN4X",0.313,"3","38 vs 35","-",NA,"1 vs 0",1.59,"-",NA,"1 vs 11",0.09,"26 vs 13",2.1,"10 vs 11",1
"17216","AKAP6",0.3129,"NA","1768 vs 1762","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"-",NA,"1768 vs 1761",0.75
"17217","FBXO38",0.3128,"NA","194 vs 223","0 vs 1",0.42,"-",NA,"-",NA,"2 vs 1",1.16,"103 vs 124",0.64,"89 vs 97",1.01
"17218","ARHGAP31",0.3127,"NA","391 vs 387","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"23 vs 30",0.64,"368 vs 356",1.17
"17219","ADAMTS19",0.3124,"NA","146 vs 118","-",NA,"0 vs 2",0.16,"-",NA,"12 vs 5",1.92,"25 vs 21",0.87,"109 vs 90",1.13
"17220","CDKAL1",0.3124,"NA","153 vs 158","-",NA,"2 vs 2",0.42,"-",NA,"-",NA,"3 vs 6",0.82,"148 vs 150",0.91
"17221","PLXDC2",0.3117,"NA","77 vs 86","-",NA,"1 vs 1",0.65,"-",NA,"1 vs 3",0.55,"24 vs 20",0.87,"51 vs 62",1.01
"17222","NOTCH1",0.3109,"NA","1227 vs 1197","-",NA,"-",NA,"-",NA,"7 vs 10",0.38,"240 vs 213",0.88,"980 vs 974",0.93
"17223","NEURL4",0.3104,"NA","1657 vs 1860","-",NA,"-",NA,"-",NA,"-",NA,"83 vs 94",0.36,"1574 vs 1766",0.87
"17224","ATP6V0A1",0.3102,"NA","116 vs 133","-",NA,"-",NA,"-",NA,"10 vs 12",0.43,"74 vs 97",0.72,"32 vs 24",1
"17225","HIP1",0.3098,"NA","377 vs 364","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"61 vs 59",0.7,"316 vs 304",1.06
"17226","RAB11FIP2",0.3097,"NA","190 vs 205","-",NA,"1 vs 2",0.28,"-",NA,"2 vs 1",1.16,"1 vs 1",0.97,"186 vs 201",0.96
"17227","NPAS3",0.3097,"NA","89 vs 75","-",NA,"0 vs 3",0.17,"-",NA,"2 vs 1",1.16,"64 vs 57",1.41,"23 vs 14",1.08
"17228","FMN2",0.3095,"NA","886 vs 921","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"6 vs 8",0.83,"880 vs 912",0.93
"17229","ADCK5",0.3092,"NA","62 vs 77","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"23 vs 23",0.79,"39 vs 53",0.97
"17230","ZBTB38",0.3089,"NA","352 vs 331","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"32 vs 32",0.83,"320 vs 298",0.92
"17231","TBX18",0.3088,"NA","92 vs 95","0 vs 1",0.42,"-",NA,"-",NA,"1 vs 0",1.21,"28 vs 40",0.62,"63 vs 54",0.98
"17232","C22orf42",0.3087,"NA","1051 vs 1060","-",NA,"-",NA,"4 vs 0",1.09,"1010 vs 1013",0.29,"1 vs 0",1.05,"36 vs 47",0.94
"17233","PTDSS1",0.3082,"NA","71 vs 88","-",NA,"2 vs 1",1.03,"-",NA,"0 vs 3",0.48,"30 vs 40",0.63,"39 vs 44",0.98
"17234","STRN4",0.3076,"NA","73 vs 73","-",NA,"-",NA,"-",NA,"12 vs 14",0.36,"19 vs 20",0.86,"42 vs 39",1
"17235","NETO1",0.307,"NA","366 vs 350","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"20 vs 21",0.79,"346 vs 328",0.96
"17236","RALA",0.3067,NA,"24 vs 28","-",NA,"-",NA,"-",NA,"23 vs 27",0.31,"1 vs 1",1,"-",NA
"17237","NBPF3",0.3065,"NA","3088 vs 3251","-",NA,"-",NA,"8 vs 3",1.08,"22 vs 19",0.38,"434 vs 482",0.8,"2624 vs 2747",0.95
"17238","PLEKHM3",0.3062,"NA","352 vs 376","-",NA,"1 vs 2",0.24,"-",NA,"6 vs 4",1.36,"6 vs 6",1.03,"339 vs 364",0.93
"17239","INAVA",0.3062,"NA","431 vs 379","-",NA,"-",NA,"-",NA,"17 vs 17",0.33,"4 vs 9",0.88,"410 vs 353",1.05
"17240","RPTOR",0.3045,"NA","130 vs 130","1 vs 0",1.58,"-",NA,"-",NA,"4 vs 9",0.26,"39 vs 38",0.77,"86 vs 83",0.98
"17241","PATZ1",0.3044,"NA","21 vs 31","-",NA,"-",NA,"-",NA,"3 vs 5",0.52,"13 vs 21",0.58,"5 vs 5",1
"17242","KIF1B",0.304,"NA","810 vs 811","-",NA,"-",NA,"-",NA,"19 vs 13",0.98,"559 vs 555",0.33,"232 vs 243",0.93
"17243","GARS",0.3037,"NA","322 vs 302","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"20 vs 21",0.74,"302 vs 280",1.01
"17244","TMEM87A",0.3034,"NA","28 vs 27","-",NA,"2 vs 2",0.36,"-",NA,"-",NA,"3 vs 6",0.84,"23 vs 19",1.01
"17245","POLR2B",0.3034,"NA","25 vs 24","-",NA,"1 vs 0",1.59,"-",NA,"13 vs 18",0.15,"10 vs 5",1.25,"1 vs 1",1
"17246","ZNF701",0.3033,"NA","138 vs 164","-",NA,"-",NA,"2 vs 4",0.95,"9 vs 12",0.36,"-",NA,"127 vs 148",0.87
"17247","OR3A3",0.3031,"NA","315 vs 334","-",NA,"-",NA,"3 vs 1",1.01,"10 vs 13",0.35,"299 vs 312",0.86,"3 vs 8",0.99
"17248","MCF2L",0.303,"NA","524 vs 568","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"197 vs 205",0.92,"327 vs 362",0.81
"17249","ACTG2",0.3021,"NA","5 vs 11","-",NA,"-",NA,"-",NA,"3 vs 6",0.37,"2 vs 5",0.83,"-",NA
"17250","GRM3",0.3018,"NA","247 vs 228","-",NA,"0 vs 0",1,"-",NA,"0 vs 4",0.38,"15 vs 15",0.83,"232 vs 209",0.96
"17251","RPN1",0.3015,"NA","160 vs 148","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"55 vs 53",0.77,"105 vs 94",0.96
"17252","C2CD4B",0.3015,"NA","269 vs 255","-",NA,"-",NA,"1 vs 0",1.02,"23 vs 27",0.27,"235 vs 221",1.08,"10 vs 7",1.01
"17253","SLC1A2",0.301,NA,"61 vs 61","-",NA,"1 vs 2",0.37,"-",NA,"-",NA,"8 vs 10",0.85,"52 vs 49",0.97
"17254","RNF214",0.301,"NA","96 vs 86","-",NA,"0 vs 1",0.41,"-",NA,"0 vs 1",0.79,"10 vs 11",0.9,"86 vs 73",1.05
"17255","PIP5K1C",0.3009,"NA","177 vs 192","-",NA,"1 vs 2",0.28,"-",NA,"21 vs 30",1.01,"20 vs 17",1.05,"135 vs 143",1
"17256","SPOCK2",0.3008,"NA","166 vs 138","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"8 vs 13",0.73,"158 vs 124",1.02
"17257","NAPB",0.3005,"NA","75 vs 81","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"35 vs 44",0.75,"40 vs 36",0.99
"17258","PLXND1",0.3005,"NA","873 vs 859","2 vs 1",0.93,"-",NA,"-",NA,"14 vs 14",0.36,"337 vs 320",1,"520 vs 524",0.9
"17259","ARL4A",0.3005,"NA","9 vs 7","-",NA,"1 vs 2",0.28,"-",NA,"-",NA,"2 vs 1",1.05,"6 vs 4",1.01
"17260","TBC1D3B",0.3002,"NA","5 vs 9","-",NA,"-",NA,"-",NA,"2 vs 7",0.3,"3 vs 2",1.01,"-",NA
"17261","UBE4B",0.3002,"NA","857 vs 809","0 vs 1",0.42,"-",NA,"-",NA,"5 vs 6",0.62,"146 vs 131",1.15,"706 vs 671",1
"17262","ADAMTS15",0.2995,"NA","318 vs 304","-",NA,"0 vs 1",0.41,"-",NA,"3 vs 4",0.92,"55 vs 53",0.8,"260 vs 246",1
"17263","RNF165",0.2994,"NA","202 vs 215","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"191 vs 209",0.72,"11 vs 5",1.02
"17264","HELZ",0.2994,"NA","397 vs 405","0 vs 1",0.42,"-",NA,"-",NA,"1 vs 0",1.21,"35 vs 43",0.67,"361 vs 361",0.88
"17265","SUN1",0.2979,"NA","441 vs 422","-",NA,"2 vs 2",0.43,"-",NA,"-",NA,"34 vs 43",0.67,"405 vs 377",1.03
"17266","ATP9A",0.2975,"NA","79 vs 102","-",NA,"-",NA,"-",NA,"1 vs 4",0.46,"61 vs 79",0.64,"17 vs 19",1
"17267","PMS2",0.2968,"NA","1307 vs 1157","-",NA,"-",NA,"2 vs 1",1.02,"24 vs 21",0.26,"1 vs 2",0.97,"1280 vs 1133",1.16
"17268","PHIP",0.2968,"3","52 vs 46","0 vs 1",0.42,"-",NA,"-",NA,"2 vs 3",0.71,"16 vs 14",0.95,"34 vs 28",1.04
"17269","NAP1L4",0.2964,"NA","42 vs 41","7 vs 5",0.28,"-",NA,"-",NA,"-",NA,"1 vs 0",1.05,"34 vs 36",1.02
"17270","CRYBG2",0.2963,"NA","606 vs 655","-",NA,"-",NA,"7 vs 10",0.91,"28 vs 31",0.33,"203 vs 211",1.08,"368 vs 403",0.9
"17271","HOXC9",0.2952,"NA","18 vs 24","-",NA,"-",NA,"-",NA,"4 vs 9",0.25,"12 vs 9",1.21,"2 vs 6",0.98
"17272","PLCG1",0.2952,"NA","86 vs 80","-",NA,"0 vs 1",0.41,"-",NA,"0 vs 2",0.62,"29 vs 20",1.2,"57 vs 57",0.98
"17273","NUTM2D",0.2936,"NA","3 vs 10","-",NA,"-",NA,"-",NA,"3 vs 9",0.31,"0 vs 1",0.95,"-",NA
"17274","SLC16A8",0.2935,"NA","144 vs 166","-",NA,"-",NA,"50 vs 63",0.95,"25 vs 29",0.34,"5 vs 4",0.96,"64 vs 70",0.96
"17275","ATAD2",0.2933,"NA","168 vs 197","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"33 vs 39",0.84,"135 vs 157",0.83
"17276","RSRP1",0.2933,"NA","655 vs 622","-",NA,"-",NA,"2 vs 1",1.02,"582 vs 536",0.35,"51 vs 61",0.83,"20 vs 24",0.98
"17277","TLE1",0.2933,"NA","101 vs 125","-",NA,"-",NA,"-",NA,"20 vs 19",0.41,"44 vs 45",0.77,"37 vs 61",0.92
"17278","PHF24",0.2926,"NA","92 vs 88","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"53 vs 57",0.67,"39 vs 30",1.08
"17279","STAT3",0.2924,"NA","20 vs 24","-",NA,"-",NA,"-",NA,"6 vs 10",0.3,"14 vs 14",0.98,"-",NA
"17280","TENM2",0.2917,"NA","691 vs 696","-",NA,"-",NA,"-",NA,"-",NA,"84 vs 117",0.2,"607 vs 579",1.46
"17281","KCTD9",0.2908,"NA","11 vs 20","-",NA,"-",NA,"-",NA,"6 vs 11",0.34,"5 vs 9",0.84,"-",NA
"17282","SLFN11",0.2905,"NA","1318 vs 1222","-",NA,"-",NA,"9 vs 11",0.94,"114 vs 112",0.47,"273 vs 238",0.58,"922 vs 861",1.13
"17283","AGO4",0.2904,"3","33 vs 43","-",NA,"1 vs 1",0.58,"-",NA,"5 vs 4",0.84,"8 vs 19",0.6,"19 vs 19",0.98
"17284","SIK2",0.2902,"NA","92 vs 100","-",NA,"-",NA,"-",NA,"6 vs 10",0.3,"6 vs 5",1.04,"80 vs 85",0.93
"17285","RTN4RL2",0.2889,"NA","89 vs 99","-",NA,"-",NA,"-",NA,"27 vs 43",0.32,"62 vs 56",0.9,"-",NA
"17286","SPTBN1",0.2886,"NA","395 vs 367","-",NA,"-",NA,"-",NA,"9 vs 10",0.47,"57 vs 54",0.62,"329 vs 303",0.99
"17287","DHRS4",0.2882,"NA","274 vs 300","-",NA,"-",NA,"1 vs 0",1.02,"9 vs 14",0.3,"2 vs 2",0.97,"262 vs 284",0.97
"17288","NTNG2",0.2879,"NA","139 vs 129","-",NA,"-",NA,"-",NA,"9 vs 12",0.38,"123 vs 113",0.75,"7 vs 4",1.01
"17289","KCNQ1",0.2868,"NA","131 vs 133","-",NA,"-",NA,"1 vs 2",0.99,"0 vs 2",0.68,"20 vs 34",0.43,"110 vs 95",0.98
"17290","CPSF4",0.2862,"NA","6 vs 5","-",NA,"0 vs 1",0.41,"-",NA,"0 vs 2",0.62,"6 vs 2",1.15,"-",NA
"17291","STMN4",0.2862,"NA","8 vs 20","-",NA,"-",NA,"1 vs 2",0.98,"4 vs 9",0.35,"0 vs 3",0.85,"3 vs 6",0.98
"17292","BRPF1",0.2858,"NA","72 vs 73","-",NA,"-",NA,"-",NA,"8 vs 11",0.3,"29 vs 29",0.92,"35 vs 33",1.02
"17293","ZFHX3",0.2855,"NA","2566 vs 2690","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"-",NA,"2566 vs 2689",0.68
