"","LoF_T","LoF_UT","LoF_OR","LoF_P_value","Missense_T","Missense_UT","Missense_OR","Missense_P_value","All_variants_T","All_variants_UT","All_variants_OR","All_variants_P_value"
"SUMO1",0,0,0,1,0,0,0,1,0,0,0,1
"CHST13",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"IFNK",9,2,4.4993749952007,0.03271484375,0,0,0,1,9,2,4.4993749952007,0.03271484375
"TMEM63A",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"METTL24",14,15,0.933308545099101,0.644464448094368,0,0,0,1,14,15,0.933308545099101,0.644464448094368
"CARD9",70,86,0.813966316704448,0.913354690917134,1,0,Inf,0.5,71,86,0.825593406727822,0.899262883794985
"SYT12",0,1,0,1,0,0,0,1,0,1,0,1
"SLC1A3",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"MFSD4A",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"RPS6KC1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"SCUBE2",8,8,1,0.598190307617187,0,0,0,1,8,8,1,0.598190307617187
"SMARCD3",0,0,0,1,6,3,1.99989729858785,0.25390625,6,3,1.99989729858785,0.25390625
"NOP14",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"TWF1",0,0,0,1,0,0,0,1,0,0,0,1
"KRT33A",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"CENPW",0,0,0,1,0,0,0,1,0,0,0,1
"FRZB",0,0,0,1,0,0,0,1,0,0,0,1
"FCGR2B",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"KRT24",12,4,2.99997455912079,0.0384063720703125,0,0,0,1,12,4,2.99997455912079,0.0384063720703125
"PPIL2",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"GDPD5",0,0,0,1,0,0,0,1,0,0,0,1
"APOBEC3F",2,1,1.99989728727585,0.5,0,0,0,1,2,1,1.99989728727585,0.5
"SEC63",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"ITSN2",41,52,0.788476154145496,0.893423499515546,0,0,0,1,41,52,0.788476154145496,0.893423499515546
"SBNO1",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"SH2D1A",0,0,0,1,0,0,0,1,0,0,0,1
"TRIAP1",0,0,0,1,0,0,0,1,0,0,0,1
"ADPRM",1,2,0.500025679499842,0.875,0,0,0,1,1,2,0.500025679499842,0.875
"PARP3",17,14,1.21426771316329,0.360050065908582,0,0,0,1,17,14,1.21426771316329,0.360050065908582
"ZFYVE16",2,3,0.666688446894727,0.8125,0,0,0,1,2,3,0.666688446894727,0.8125
"C8orf34",5,2,2.49999307675205,0.2265625,0,0,0,1,5,2,2.49999307675205,0.2265625
"B2M",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"TXNL4A",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"SCN4B",0,0,0,1,0,0,0,1,0,0,0,1
"TBX21",0,0,0,1,6,5,1.19998340233392,0.5,6,5,1.19998340233392,0.5
"HEBP2",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"MGLL",0,0,0,1,0,0,0,1,0,0,0,1
"TNFRSF10D",3,1,2.99997694771041,0.3125,0,0,0,1,3,1,2.99997694771041,0.3125
"SNX30",0,0,0,1,0,0,0,1,0,0,0,1
"AQP4",0,0,0,1,0,0,0,1,0,0,0,1
"IL36A",0,0,0,1,0,0,0,1,0,0,0,1
"VNN2",8,4,1.9998973042321,0.19384765625,0,0,0,1,8,4,1.9998973042321,0.19384765625
"ANGPTL4",5,1,4.99935160462203,0.109375,0,0,0,1,5,1,4.99935160462203,0.109375
"PCBP1",0,0,0,1,2,1,1.99989728727585,0.5,2,1,1.99989728727585,0.5
"RMC1",0,0,0,1,0,0,0,1,0,0,0,1
"INSM2",0,0,0,1,0,0,0,1,0,0,0,1
"RNF2",0,0,0,1,2,1,1.99989728727585,0.5,2,1,1.99989728727585,0.5
"CHMP4A",25,17,1.4705425193192,0.13997811926447,1,0,Inf,0.5,26,17,1.52935951588696,0.111026410078012
"NMB",0,0,0,1,0,0,0,1,0,0,0,1
"NUCB1",4,3,1.33330279094402,0.5,0,0,0,1,4,3,1.33330279094402,0.5
"CD164",0,0,0,1,0,0,0,1,0,0,0,1
"NAA38",0,0,0,1,0,0,0,1,0,0,0,1
"OR6Q1",0,0,0,1,0,0,0,1,0,0,0,1
"ANXA2R",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"COL11A1",0,0,0,1,0,0,0,1,0,0,0,1
"RPL22",0,0,0,1,0,0,0,1,0,0,0,1
"RPL30",0,0,0,1,0,0,0,1,0,0,0,1
"MCHR2",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"PRF1",0,1,0,1,0,0,0,1,0,1,0,1
"FAM114A1",6,5,1.19998340233392,0.5,0,0,0,1,6,5,1.19998340233392,0.5
"CNGA4",3,2,1.49995099608784,0.5,0,0,0,1,3,2,1.49995099608784,0.5
"SLC25A51",1,0,Inf,0.5,2,1,1.99989728727585,0.5,3,1,2.99997694771041,0.3125
"PHF20",0,0,0,1,0,0,0,1,0,0,0,1
"BBS2",6,3,1.99989729858785,0.25390625,0,0,0,1,6,3,1.99989729858785,0.25390625
"PEMT",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"FAN1",37,33,1.12120285734232,0.360101386176432,0,0,0,1,37,33,1.12120285734232,0.360101386176432
"MARCH11",0,0,0,1,0,0,0,1,0,0,0,1
"NME7",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"DNAJC5G",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"ALYREF",0,0,0,1,3,1,2.99997694771041,0.3125,3,1,2.99997694771041,0.3125
"POLDIP2",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"COL25A1",3,1,2.99997694771041,0.3125,0,0,0,1,3,1,2.99997694771041,0.3125
"MSC",0,0,0,1,0,0,0,1,0,0,0,1
"OSBPL11",0,0,0,1,0,0,0,1,0,0,0,1
"LMNB2",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"EBLN1",8,10,0.80001385430602,0.759658813476562,0,0,0,1,8,10,0.80001385430602,0.759658813476562
"ADAMTS18",9,3,2.99997535678843,0.072998046875,0,0,0,1,9,3,2.99997535678843,0.072998046875
"AFF1",0,1,0,1,0,0,0,1,0,1,0,1
"SLC35B4",3,1,2.99997694771041,0.3125,0,0,0,1,3,1,2.99997694771041,0.3125
"RAPGEF3",4,3,1.33330279094402,0.5,0,0,0,1,4,3,1.33330279094402,0.5
"MBD6",0,0,0,1,0,0,0,1,0,0,0,1
"UROC1",13,15,0.866675827201504,0.714205905795097,0,0,0,1,13,15,0.866675827201504,0.714205905795097
"HMX2",1,3,0.333335894718525,0.9375,0,0,0,1,1,3,0.333335894718525,0.9375
"SSTR5",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"ZNF483",0,0,0,1,0,0,0,1,0,0,0,1
"CHD1",0,0,0,1,115,132,0.87122087197009,0.873984726772889,115,132,0.87122087197009,0.873984726772889
"SLC6A20",7,6,1.16665327255905,0.5,0,0,0,1,7,6,1.16665327255905,0.5
"CDK20",8,4,1.9998973042321,0.19384765625,0,0,0,1,8,4,1.9998973042321,0.19384765625
"ZPBP2",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"RP2",0,0,0,1,0,0,0,1,0,0,0,1
"DGAT2L6",6,3,1.99989729858785,0.25390625,0,0,0,1,6,3,1.99989729858785,0.25390625
"CAPN7",2,1,1.99989728727585,0.5,0,0,0,1,2,1,1.99989728727585,0.5
"HSPB7",0,2,0,1,0,0,0,1,0,2,0,1
"GUF1",6,2,2.99997615298437,0.14453125,0,0,0,1,6,2,2.99997615298437,0.14453125
"BTBD10",1,0,Inf,0.5,1,1,1,0.75,2,1,1.99989728727585,0.5
"PPIC",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"ANO9",2,4,0.500025678084717,0.890625,0,0,0,1,2,4,0.500025678084717,0.890625
"SNRNP35",4,2,1.99989729293577,0.34375,0,0,0,1,4,2,1.99989729293577,0.34375
"TRIM35",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"AGRN",1,2,0.500025679499842,0.875,0,0,0,1,1,2,0.500025679499842,0.875
"FKBP7",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"SNTG1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"KIAA1324L",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"SPEM1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"NR1I3",4,1,3.9993936007291,0.1875,0,0,0,1,4,1,3.9993936007291,0.1875
"GMPR2",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"WDR66",25,30,0.833344840803506,0.790622905865492,0,0,0,1,25,30,0.833344840803506,0.790622905865492
"LYPD1",0,0,0,1,0,0,0,1,0,0,0,1
"UTP6",3,1,2.99997694771041,0.3125,0,0,0,1,3,1,2.99997694771041,0.3125
"ALKBH6",0,0,0,1,0,0,0,1,0,0,0,1
"LAT",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"ARHGAP9",4,4,1,0.63671875,1,0,Inf,0.5,5,4,1.24997834728159,0.5
"GTF3C5",2,1,1.99989728727585,0.5,0,0,0,1,2,1,1.99989728727585,0.5
"PFDN2",0,0,0,1,0,0,0,1,0,0,0,1
"RCN2",9,5,1.79991837164043,0.21197509765625,0,0,0,1,9,5,1.79991837164043,0.21197509765625
"SH3BGRL",0,0,0,1,0,0,0,1,0,0,0,1
"SLC22A14",5,4,1.24997834728159,0.5,0,0,0,1,5,4,1.24997834728159,0.5
"IL12A",0,0,0,1,0,0,0,1,0,0,0,1
"TUBA3E",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"ZFP82",1,3,0.333335894718525,0.9375,0,0,0,1,1,3,0.333335894718525,0.9375
"SLC23A2",0,0,0,1,4,3,1.33330279094402,0.5,4,3,1.33330279094402,0.5
"IL20RA",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"ANP32D",2,1,1.99989728727585,0.5,0,0,0,1,2,1,1.99989728727585,0.5
"PKHD1L1",218,186,1.17202933131192,0.0614461724474928,0,0,0,1,218,186,1.17202933131192,0.0614461724474928
"ZNF414",0,0,0,1,0,0,0,1,0,0,0,1
"NGLY1",6,1,5.99928153460606,0.0625,0,0,0,1,6,1,5.99928153460606,0.0625
"ACY3",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"RIOX2",0,2,0,1,0,0,0,1,0,2,0,1
"DENND6A",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"RAD52",4,1,3.9993936007291,0.1875,0,0,0,1,4,1,3.9993936007291,0.1875
"DRGX",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"SEMA5B",3,1,2.99997694771041,0.3125,0,2,0,1,3,3,1,0.65625
"ZNF302",6,2,2.99997615298437,0.14453125,0,0,0,1,6,2,2.99997615298437,0.14453125
"DMRTA1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"TFCP2L1",0,0,0,1,0,0,0,1,0,0,0,1
"RGS17",0,0,0,1,0,0,0,1,0,0,0,1
"PCDHB12",1,2,0.500025679499842,0.875,0,0,0,1,1,2,0.500025679499842,0.875
"OSCAR",0,0,0,1,0,0,0,1,0,0,0,1
"KIFC3",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"UBE3B",1,4,0.250037905700928,0.96875,0,0,0,1,1,4,0.250037905700928,0.96875
"CEP41",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"GUCY1A2",0,1,0,1,0,0,0,1,0,1,0,1
"TM7SF3",1,2,0.500025679499842,0.875,0,0,0,1,1,2,0.500025679499842,0.875
"LIG4",4,3,1.33330279094402,0.5,0,0,0,1,4,3,1.33330279094402,0.5
"SLC25A26",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"PDZD11",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"CISH",0,1,0,1,0,0,0,1,0,1,0,1
"HMMR",20,24,0.833344845496697,0.774309583801937,0,0,0,1,20,24,0.833344845496697,0.774309583801937
"BUB3",0,0,0,1,3,1,2.99997694771041,0.3125,3,1,2.99997694771041,0.3125
"CT55",0,0,0,1,0,0,0,1,0,0,0,1
"ANKRD35",30,31,0.967736568281336,0.60092368634714,0,0,0,1,30,31,0.967736568281336,0.60092368634714
"ENTPD3",11,5,2.19987635449737,0.105056762695313,0,0,0,1,11,5,2.19987635449737,0.105056762695313
"FNDC11",2,3,0.666688446894727,0.8125,0,0,0,1,2,3,0.666688446894727,0.8125
"RGS10",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"LOXL4",5,0,Inf,0.03125,0,0,0,1,5,0,Inf,0.03125
"TMEM255B",4,6,0.666688445828066,0.828125,0,0,0,1,4,6,0.666688445828066,0.828125
"ARHGAP27",0,1,0,1,0,0,0,1,0,1,0,1
"FCHO2",0,0,0,1,0,0,0,1,0,0,0,1
"PHF1",0,0,0,1,3,2,1.49995099608784,0.5,3,2,1.49995099608784,0.5
"ZNF548",5,3,1.66659934587882,0.36328125,0,0,0,1,5,3,1.66659934587882,0.36328125
"HIST1H2BO",0,0,0,1,0,0,0,1,0,0,0,1
"TTLL9",11,8,1.37496488962068,0.323802947998047,0,0,0,1,11,8,1.37496488962068,0.323802947998047
"CDT1",2,5,0.400001107722739,0.9375,1,0,Inf,0.5,3,5,0.600024236462594,0.85546875
"WNT9B",0,0,0,1,0,0,0,1,0,0,0,1
"C1orf131",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"TMEM54",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"GM2A",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"MLF1",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"CD300E",4,3,1.33330279094402,0.5,0,0,0,1,4,3,1.33330279094402,0.5
"MOXD1",6,1,5.99928153460606,0.0625,0,0,0,1,6,1,5.99928153460606,0.0625
"OR1B1",6,6,1,0.61279296875,0,0,0,1,6,6,1,0.61279296875
"SPRYD3",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"CXCL17",0,0,0,1,0,0,0,1,0,0,0,1
"DNAH6",16,13,1.23074956579353,0.355535551905632,0,0,0,1,16,13,1.23074956579353,0.355535551905632
"OPN1SW",3,1,2.99997694771041,0.3125,0,0,0,1,3,1,2.99997694771041,0.3125
"PRSS22",0,0,0,1,0,0,0,1,0,0,0,1
"LIX1",0,1,0,1,0,0,0,1,0,1,0,1
"UCHL5",0,0,0,1,0,0,0,1,0,0,0,1
"BANK1",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"SLC30A6",0,0,0,1,0,0,0,1,0,0,0,1
"ANKRD26",7,1,6.99918940844448,0.03515625,0,0,0,1,7,1,6.99918940844448,0.03515625
"CRBN",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"B4GALT4",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"KCNF1",1,1,1,0.75,3,2,1.49995099608784,0.5,4,3,1.33330279094402,0.5
"SLC48A1",0,0,0,1,0,0,0,1,0,0,0,1
"TRAIP",0,0,0,1,0,0,0,1,0,0,0,1
"CCDC81",4,2,1.99989729293577,0.34375,0,0,0,1,4,2,1.99989729293577,0.34375
"PCDH9",0,0,0,1,0,0,0,1,0,0,0,1
"HNRNPM",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"R3HDML",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"VPS9D1",3,1,2.99997694771041,0.3125,0,0,0,1,3,1,2.99997694771041,0.3125
"SERF2",0,0,0,1,0,0,0,1,0,0,0,1
"SLC35D2",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"MAGED1",0,0,0,1,2,1,1.99989728727585,0.5,2,1,1.99989728727585,0.5
"MVD",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"TES",3,1,2.99997694771041,0.3125,0,0,0,1,3,1,2.99997694771041,0.3125
"DSG2",4,3,1.33330279094402,0.5,0,0,0,1,4,3,1.33330279094402,0.5
"TMEM87B",6,4,1.49995099848767,0.376953125,0,0,0,1,6,4,1.49995099848767,0.376953125
"DEPDC4",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"AGTRAP",0,0,0,1,0,0,0,1,0,0,0,1
"OPRK1",6,8,0.750017178140066,0.78802490234375,0,0,0,1,6,8,0.750017178140066,0.78802490234375
"ZBTB46",0,0,0,1,0,0,0,1,0,0,0,1
"YARS2",2,1,1.99989728727585,0.5,0,0,0,1,2,1,1.99989728727585,0.5
"DPH2",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"TMEM159",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"DGCR2",0,0,0,1,0,0,0,1,0,0,0,1
"FMO1",23,13,1.76915243691778,0.0662490819813685,0,0,0,1,23,13,1.76915243691778,0.0662490819813685
"RPL3",0,0,0,1,0,0,0,1,0,0,0,1
"PCDHGA5",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"C10orf62",0,1,0,1,0,0,0,1,0,1,0,1
"USH2A",16,15,1.06669150059046,0.5,0,0,0,1,16,15,1.06669150059046,0.5
"SRBD1",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"PSG9",47,53,0.88680016738541,0.757940793196354,0,0,0,1,47,53,0.88680016738541,0.757940793196354
"C9orf43",3,1,2.99997694771041,0.3125,0,0,0,1,3,1,2.99997694771041,0.3125
"HSD11B1L",0,2,0,1,0,1,0,1,0,3,0,1
"MDGA2",0,0,0,1,0,0,0,1,0,0,0,1
"HSPA9",0,0,0,1,0,0,0,1,0,0,0,1
"KCTD5",0,0,0,1,0,0,0,1,0,0,0,1
"MS4A8",3,1,2.99997694771041,0.3125,0,0,0,1,3,1,2.99997694771041,0.3125
"OCA2",2,1,1.99989728727585,0.5,0,0,0,1,2,1,1.99989728727585,0.5
"TMEM9",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"KCNJ2",0,0,0,1,3,2,1.49995099608784,0.5,3,2,1.49995099608784,0.5
"OR10A2",0,0,0,1,0,0,0,1,0,0,0,1
"FAM110D",0,0,0,1,2,1,1.99989728727585,0.5,2,1,1.99989728727585,0.5
"PEPD",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"BLVRA",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"CYP2B6",9,5,1.79991837164043,0.21197509765625,0,0,0,1,9,5,1.79991837164043,0.21197509765625
"FARSB",0,0,0,1,0,0,0,1,0,0,0,1
"DHRS2",7,7,1,0.604736328125,0,0,0,1,7,7,1,0.604736328125
"TIFAB",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"MRAS",0,0,0,1,5,3,1.66659934587882,0.36328125,5,3,1.66659934587882,0.36328125
"EIF2B4",0,0,0,1,0,0,0,1,0,0,0,1
"VCPIP1",0,0,0,1,0,0,0,1,0,0,0,1
"MYH7",3,2,1.49995099608784,0.5,23,11,2.09079693099959,0.0288063364569098,26,13,1.99989735467947,0.0266259570489639
"SUDS3",3,1,2.99997694771041,0.3125,0,0,0,1,3,1,2.99997694771041,0.3125
"WDR83OS",0,0,0,1,0,0,0,1,0,0,0,1
"ENOX1",2,1,1.99989728727585,0.5,2,0,Inf,0.25,4,1,3.9993936007291,0.1875
"GNAL",0,0,0,1,5,3,1.66659934587882,0.36328125,5,3,1.66659934587882,0.36328125
"MICU3",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"NEK10",6,0,Inf,0.015625,0,0,0,1,6,0,Inf,0.015625
"ICE2",4,3,1.33330279094402,0.5,0,0,0,1,4,3,1.33330279094402,0.5
"PASD1",0,0,0,1,0,0,0,1,0,0,0,1
"DCLK3",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"SMCR8",0,1,0,1,0,0,0,1,0,1,0,1
"TREML4",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"TRAPPC11",4,3,1.33330279094402,0.5,0,0,0,1,4,3,1.33330279094402,0.5
"TRIP4",2,4,0.500025678084717,0.890625,0,0,0,1,2,4,0.500025678084717,0.890625
"KDM6A",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"DYNC1LI1",0,0,0,1,0,0,0,1,0,0,0,1
"POU2F3",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"SEMG2",28,34,0.823541607195963,0.812924143797602,0,0,0,1,28,34,0.823541607195963,0.812924143797602
"OR4C46",5,2,2.49999307675205,0.2265625,0,0,0,1,5,2,2.49999307675205,0.2265625
"UQCC1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"HAPLN3",1,2,0.500025679499842,0.875,0,0,0,1,1,2,0.500025679499842,0.875
"CLEC16A",1,0,Inf,0.5,0,1,0,1,1,1,1,0.75
"NTRK1",0,0,0,1,0,0,0,1,0,0,0,1
"NR0B2",2,3,0.666688446894727,0.8125,0,0,0,1,2,3,0.666688446894727,0.8125
"FAH",5,6,0.833344859649759,0.7255859375,0,0,0,1,5,6,0.833344859649759,0.7255859375
"STOM",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"C9orf78",2,1,1.99989728727585,0.5,0,0,0,1,2,1,1.99989728727585,0.5
"RNF149",1,1,1,0.75,31,21,1.4761441415798,0.105804284380758,32,22,1.45450152988471,0.110164247088306
"TDRD7",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"RASSF4",0,1,0,1,0,0,0,1,0,1,0,1
"LILRB1",25,18,1.38885225561535,0.180188826467884,0,0,0,1,25,18,1.38885225561535,0.180188826467884
"PRKX",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"SPECC1",1,2,0.500025679499842,0.875,0,0,0,1,1,2,0.500025679499842,0.875
"KCNE4",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"LIM2",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"RPS26",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"DSG3",6,2,2.99997615298437,0.14453125,0,0,0,1,6,2,2.99997615298437,0.14453125
"STKLD1",9,9,1,0.592735290527344,0,0,0,1,9,9,1,0.592735290527344
"SMPD2",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"UBFD1",0,0,0,1,0,0,0,1,0,0,0,1
"TMEM128",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"ANGPTL2",0,1,0,1,0,0,0,1,0,1,0,1
"OR8H2",0,0,0,1,0,0,0,1,0,0,0,1
"ARFRP1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"RHAG",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"FBL",0,0,0,1,0,0,0,1,0,0,0,1
"PLPPR5",0,0,0,1,0,0,0,1,0,0,0,1
"CLDN22",2,1,1.99989728727585,0.5,0,0,0,1,2,1,1.99989728727585,0.5
"NDUFB1",0,0,0,1,0,0,0,1,0,0,0,1
"COL5A1",0,0,0,1,0,0,0,1,0,0,0,1
"HARS2",3,1,2.99997694771041,0.3125,0,0,0,1,3,1,2.99997694771041,0.3125
"CTRC",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"TRAM1L1",0,0,0,1,0,0,0,1,0,0,0,1
"ESCO2",3,1,2.99997694771041,0.3125,0,0,0,1,3,1,2.99997694771041,0.3125
"TTLL5",3,5,0.600024236462594,0.85546875,0,0,0,1,3,5,0.600024236462594,0.85546875
"FGF3",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"IDH3B",2,1,1.99989728727585,0.5,0,0,0,1,2,1,1.99989728727585,0.5
"SLC29A2",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"WISP1",1,3,0.333335894718525,0.9375,0,0,0,1,1,3,0.333335894718525,0.9375
"C8G",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"MTFMT",4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
"ZFX",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"GDI2",0,0,0,1,0,0,0,1,0,0,0,1
"L3MBTL2",0,0,0,1,0,1,0,1,0,1,0,1
"SCIN",25,29,0.862078440249982,0.751691282341033,0,0,0,1,25,29,0.862078440249982,0.751691282341033
"PYDC2",4,1,3.9993936007291,0.1875,0,0,0,1,4,1,3.9993936007291,0.1875
"KLHDC4",4,2,1.99989729293577,0.34375,0,0,0,1,4,2,1.99989729293577,0.34375
"CSF2RB",0,0,0,1,0,0,0,1,0,0,0,1
"CHURC1-FNTB",0,0,0,1,0,0,0,1,0,0,0,1
"SEPT4",3,1,2.99997694771041,0.3125,0,0,0,1,3,1,2.99997694771041,0.3125
"SLC16A14",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"GPR68",5,5,1,0.623046875,3,4,0.750017180487538,0.7734375,8,9,0.888896488763773,0.685470581054688
"CDKN1B",0,0,0,1,0,0,0,1,0,0,0,1
"NAT14",0,0,0,1,0,0,0,1,0,0,0,1
"MGME1",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"PLEKHM2",0,1,0,1,0,0,0,1,0,1,0,1
"DTX4",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"PEX19",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"KLK6",1,2,0.500025679499842,0.875,0,0,0,1,1,2,0.500025679499842,0.875
"B3GNT4",2,5,0.400001107722739,0.9375,0,0,0,1,2,5,0.400001107722739,0.9375
"SURF1",0,0,0,1,0,0,0,1,0,0,0,1
"ELP1",5,2,2.49999307675205,0.2265625,0,0,0,1,5,2,2.49999307675205,0.2265625
"GTF2H3",3,1,2.99997694771041,0.3125,0,0,0,1,3,1,2.99997694771041,0.3125
"DENR",0,0,0,1,0,0,0,1,0,0,0,1
"TSPAN11",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"AUTS2",0,0,0,1,2,0,Inf,0.25,2,0,Inf,0.25
"DCAF4L2",0,0,0,1,0,0,0,1,0,0,0,1
"PABPN1",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"TIMM29",0,0,0,1,1,1,1,0.75,1,1,1,0.75
"APOH",4,3,1.33330279094402,0.5,0,0,0,1,4,3,1.33330279094402,0.5
"DUSP4",0,0,0,1,0,0,0,1,0,0,0,1
"C1orf123",4,1,3.9993936007291,0.1875,0,0,0,1,4,1,3.9993936007291,0.1875
"FNDC5",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"TOX4",0,0,0,1,0,0,0,1,0,0,0,1
"ZNF25",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"FAM98B",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"FGB",0,3,0,1,0,0,0,1,0,3,0,1
"SGK3",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"DEFB116",0,0,0,1,0,0,0,1,0,0,0,1
"FAM174A",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"PPHLN1",4,1,3.9993936007291,0.1875,0,0,0,1,4,1,3.9993936007291,0.1875
"TNNI1",0,1,0,1,23,14,1.64279242636788,0.0938707794994118,23,15,1.53328064792439,0.127937539771665
"APLNR",0,0,0,1,0,0,0,1,0,0,0,1
"SGPP2",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"CADPS2",2,1,1.99989728727585,0.5,0,0,0,1,2,1,1.99989728727585,0.5
"PIMREG",0,0,0,1,0,0,0,1,0,0,0,1
"DCP1B",6,2,2.99997615298437,0.14453125,0,0,0,1,6,2,2.99997615298437,0.14453125
