"","LoF_T","LoF_UT","LoF_OR","LoF_P_value","Missense_T","Missense_UT","Missense_OR","Missense_P_value","All_variants_T","All_variants_UT","All_variants_OR","All_variants_P_value"
"HLA-DRB1",0,2,0,1,1,0,Inf,0.5,1,2,0.500025679499842,0.875
"SSC5D",8,19,0.421051958113575,0.99042135477066,0,0,0,1,8,19,0.421051958113575,0.99042135477066
"GSTM1",0,0,0,1,0,0,0,1,0,0,0,1
"TXNDC2",0,1,0,1,0,0,0,1,0,1,0,1
"PRAM1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"ENPP7",4,2,1.99989729293577,0.34375,0,0,0,1,4,2,1.99989729293577,0.34375
"PTEN",4,0,Inf,0.0625,5,0,Inf,0.03125,9,0,Inf,0.001953125
"SUPT5H",2,0,Inf,0.25,9,2,4.4993749952007,0.03271484375,11,2,5.49931893121614,0.01123046875
"MICAL3",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"SKI",1,0,Inf,0.5,4,2,1.99989729293577,0.34375,5,2,2.49999307675205,0.2265625
"DPH1",2,1,1.99989728727585,0.5,0,0,0,1,2,1,1.99989728727585,0.5
"MSTO1",1,1,1,0.75,49,32,1.53119756473834,0.0373940771414168,50,33,1.51510086518926,0.0392098124079037
"TOE1",0,1,0,1,0,0,0,1,0,1,0,1
"NRXN2",0,1,0,1,9,4,2.25001976865234,0.1334228515625,9,5,1.79991837164043,0.21197509765625
"CTNNA2",0,0,0,1,19,6,3.16669196341464,0.00731664896011352,19,6,3.16669196341464,0.00731664896011352
"SCMH1",3,1,2.99997694771041,0.3125,7,2,3.4994062173303,0.08984375,10,3,3.33342166738329,0.046142578125
"NAB2",1,0,Inf,0.5,6,4,1.49995099848767,0.376953125,7,4,1.7499237021537,0.2744140625
"ACACA",2,0,Inf,0.25,32,24,1.3333028198709,0.174840976491843,34,24,1.41662695864865,0.11852355738136
"DGKH",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"MYH10",3,0,Inf,0.125,13,7,1.85705518196321,0.131587982177734,16,7,2.28572893676522,0.04656982421875
"DNM2",1,0,Inf,0.5,30,14,2.1427395736256,0.0113144206029574,31,14,2.21416065850656,0.00804718001563742
"INTS3",0,0,0,1,12,2,5.99928072774107,0.0064697265625,12,2,5.99928072774107,0.0064697265625
"MYT1",1,0,Inf,0.5,9,1,8.99896628306285,0.0107421875,10,1,9.99783644144214,0.005859375
"PI4KA",3,4,0.750017180487538,0.7734375,14,3,4.66603328517525,0.0063629150390625,17,7,2.42856966909105,0.0319573283195496
"MVK",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"SF3B3",1,0,Inf,0.5,13,5,2.5999835632705,0.048126220703125,14,5,2.79997353758009,0.0317840576171875
"HOXB4",0,0,0,1,7,1,6.99918940844448,0.03515625,7,1,6.99918940844448,0.03515625
"ANGPT1",0,0,0,1,8,1,7.99908258907776,0.01953125,8,1,7.99908258907776,0.01953125
"ITPRID2",0,0,0,1,52,29,1.79302261425715,0.0069997368599935,52,29,1.79302261425715,0.0069997368599935
"ZBTB17",2,0,Inf,0.25,17,9,1.88879787444054,0.0843187719583512,19,9,2.11099682283914,0.043579276651144
"ZMIZ1",0,0,0,1,11,2,5.49931893121614,0.01123046875,11,2,5.49931893121614,0.01123046875
"PRH2",4,0,Inf,0.0625,26,17,1.52935951588696,0.111026410078012,30,17,1.76462804190445,0.0394703468407443
"GOLGA8H",7,2,3.4994062173303,0.08984375,33,16,2.06239084378003,0.0106470570706936,40,18,2.22209637442328,0.00267742982540015
"REV3L",0,0,0,1,6,1,5.99928153460606,0.0625,6,1,5.99928153460606,0.0625
"NFKBIZ",0,0,0,1,0,0,0,1,0,0,0,1
"CDKN1C",0,0,0,1,10,1,9.99783644144214,0.005859375,10,1,9.99783644144214,0.005859375
"ARNT2",1,0,Inf,0.5,6,0,Inf,0.015625,7,0,Inf,0.0078125
"SEPHS1",0,0,0,1,6,1,5.99928153460606,0.0625,6,1,5.99928153460606,0.0625
"HGF",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"TTN",57,38,1.49995103751531,0.0321064033135654,0,0,0,1,57,38,1.49995103751531,0.0321064033135654
"ATP6V0D1",1,0,Inf,0.5,10,2,4.99935060006118,0.019287109375,11,2,5.49931893121614,0.01123046875
"ITGB3",2,1,1.99989728727585,0.5,0,0,0,1,2,1,1.99989728727585,0.5
"BRWD1",4,1,3.9993936007291,0.1875,1,1,1,0.75,5,2,2.49999307675205,0.2265625
"CEP350",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"PPARG",0,0,0,1,13,4,3.25005673704458,0.0245208740234375,13,4,3.25005673704458,0.0245208740234375
"RARA",1,0,Inf,0.5,13,4,3.25005673704458,0.0245208740234375,14,4,3.49940389680359,0.01544189453125
"ADCY5",0,0,0,1,14,8,1.74992371090597,0.143139362335205,14,8,1.74992371090597,0.143139362335205
"PGA3",0,0,0,1,11,2,5.49931893121614,0.01123046875,11,2,5.49931893121614,0.01123046875
"SLC20A1",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"ARHGAP11A",1,2,0.500025679499842,0.875,10,2,4.99935060006118,0.019287109375,11,4,2.74997572797825,0.059234619140625
"ATXN10",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"MGAT5B",1,1,1,0.75,17,10,1.69992908565651,0.123894281685352,18,11,1.63629962292703,0.132465448230505
"MUCL3",0,0,0,1,0,0,0,1,0,0,0,1
"NBEAL2",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"HMGCS1",0,0,0,1,9,2,4.4993749952007,0.03271484375,9,2,4.4993749952007,0.03271484375
"FGD6",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"ACIN1",1,0,Inf,0.5,17,7,2.42856966909105,0.0319573283195496,18,7,2.57141340559213,0.0216426253318787
"AP3D1",1,0,Inf,0.5,4,4,1,0.63671875,5,4,1.24997834728159,0.5
"MEGF10",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"RIPOR2",4,2,1.99989729293577,0.34375,0,0,0,1,4,2,1.99989729293577,0.34375
"CNTN4",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"DDB1",0,0,0,1,9,3,2.99997535678843,0.072998046875,9,3,2.99997535678843,0.072998046875
"CAPRIN1",6,1,5.99928153460606,0.0625,3,2,1.49995099608784,0.5,9,3,2.99997535678843,0.072998046875
"CELF3",0,0,0,1,15,6,2.49999148438738,0.0391769409179688,15,6,2.49999148438738,0.0391769409179688
"OR2B6",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"RENBP",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"C4orf3",3,0,Inf,0.125,1,0,Inf,0.5,4,0,Inf,0.0625
"TP63",4,1,3.9993936007291,0.1875,0,0,0,1,4,1,3.9993936007291,0.1875
"JTB",0,0,0,1,17,6,2.83330550157671,0.0173448324203491,17,6,2.83330550157671,0.0173448324203491
"EPHA4",3,0,Inf,0.125,1,1,1,0.75,4,1,3.9993936007291,0.1875
"ZNF282",0,0,0,1,8,1,7.99908258907776,0.01953125,8,1,7.99908258907776,0.01953125
"PTCH1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"LMCD1",0,1,0,1,0,0,0,1,0,1,0,1
"CKAP5",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"KIAA1109",12,4,2.99997455912079,0.0384063720703125,4,0,Inf,0.0625,16,4,3.99939014460802,0.00590896606445313
"COL4A3",3,1,2.99997694771041,0.3125,0,0,0,1,3,1,2.99997694771041,0.3125
"CDC37",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"STRN",3,0,Inf,0.125,1,0,Inf,0.5,4,0,Inf,0.0625
"ADGRB1",1,0,Inf,0.5,4,5,0.800013857979829,0.74609375,5,5,1,0.623046875
"TAOK1",1,0,Inf,0.5,10,3,3.33342166738329,0.046142578125,11,3,3.6660671240656,0.0286865234375
"EPB41L1",2,0,Inf,0.25,2,0,Inf,0.25,4,0,Inf,0.0625
"KCNH7",2,0,Inf,0.25,3,0,Inf,0.125,5,0,Inf,0.03125
"CARD10",0,0,0,1,8,0,Inf,0.00390625,8,0,Inf,0.00390625
"KCNV1",0,0,0,1,7,0,Inf,0.0078125,7,0,Inf,0.0078125
"CHST1",2,0,Inf,0.25,5,1,4.99935160462203,0.109375,7,1,6.99918940844448,0.03515625
"ABLIM1",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"DNER",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"WDR70",2,0,Inf,0.25,3,2,1.49995099608784,0.5,5,2,2.49999307675205,0.2265625
"INO80",0,0,0,1,6,0,Inf,0.015625,6,0,Inf,0.015625
"ZNF441",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"CBX7",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"TULP1",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"OR2A4",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"LPA",72,53,1.35845733407674,0.0535157058030064,17,7,2.42856966909105,0.0319573283195496,89,60,1.48328624719766,0.0107416753888612
"NARS2",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"NCAPG",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"RAD21",21,8,2.62498032374163,0.0120597723871469,1,2,0.500025679499842,0.875,22,10,2.19987640419316,0.0250512298662215
"ACHE",0,0,0,1,18,7,2.57141340559213,0.0216426253318787,18,7,2.57141340559213,0.0216426253318787
"TRIM3",0,0,0,1,14,4,3.49940389680359,0.01544189453125,14,4,3.49940389680359,0.01544189453125
"MRTFA",0,0,0,1,6,0,Inf,0.015625,6,0,Inf,0.015625
"SLC5A6",5,1,4.99935160462203,0.109375,0,0,0,1,5,1,4.99935160462203,0.109375
"ECE1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"GALNT2",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"PCNX1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"NAGS",1,1,1,0.75,7,0,Inf,0.0078125,8,1,7.99908258907776,0.01953125
"ZNF605",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"HSP90AA1",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"SEMA4A",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"EMX1",1,0,Inf,0.5,7,2,3.4994062173303,0.08984375,8,2,3.99939245288739,0.0546875
"QARS",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"PRDM10",2,0,Inf,0.25,6,6,1,0.61279296875,8,6,1.33330279511711,0.395263671875
"ABCB1",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"GPRASP1",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"CCR10",0,1,0,1,8,3,2.66664688857283,0.11328125,8,4,1.9998973042321,0.19384765625
"BNC2",0,0,0,1,8,1,7.99908258907776,0.01953125,8,1,7.99908258907776,0.01953125
"PLXNB1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"CDC25B",1,0,Inf,0.5,7,2,3.4994062173303,0.08984375,8,2,3.99939245288739,0.0546875
"DNM1",0,0,0,1,12,7,1.71421325549325,0.179641723632813,12,7,1.71421325549325,0.179641723632813
"GNMT",1,0,Inf,0.5,2,0,Inf,0.25,3,0,Inf,0.125
"DPF3",5,1,4.99935160462203,0.109375,0,0,0,1,5,1,4.99935160462203,0.109375
"DENND1A",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"PELP1",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"IQGAP1",3,0,Inf,0.125,2,0,Inf,0.25,5,0,Inf,0.03125
"PTPRK",5,1,4.99935160462203,0.109375,0,0,0,1,5,1,4.99935160462203,0.109375
"SOCS6",0,0,0,1,0,0,0,1,0,0,0,1
"RAB30",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"ATG9A",0,1,0,1,20,10,1.99989733793365,0.0493685733526945,20,11,1.81809827657997,0.0748063921928405
"VDAC1",0,0,0,1,0,1,0,1,0,1,0,1
"RILPL1",2,1,1.99989728727585,0.5,17,6,2.83330550157671,0.0173448324203491,19,7,2.7142612518035,0.0144796371459961
"KCNMB3",3,5,0.600024236462594,0.85546875,15,4,3.74939706244342,0.00960540771484376,18,9,1.99989733233619,0.0610390603542328
"CA8",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"BMS1",2,0,Inf,0.25,8,4,1.9998973042321,0.19384765625,10,4,2.49999228169927,0.08978271484375
"CERS6",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"PDE2A",0,0,0,1,8,2,3.99939245288739,0.0546875,8,2,3.99939245288739,0.0546875
"CLCNKB",8,2,3.99939245288739,0.0546875,6,6,1,0.61279296875,14,8,1.74992371090597,0.143139362335205
"NUP214",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"TNR",3,0,Inf,0.125,1,1,1,0.75,4,1,3.9993936007291,0.1875
"MED12L",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"FUT7",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"MBNL1",0,0,0,1,9,2,4.4993749952007,0.03271484375,9,2,4.4993749952007,0.03271484375
"HERC3",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"KBTBD6",0,0,0,1,6,7,0.857152697824698,0.70947265625,6,7,0.857152697824698,0.70947265625
"UNC80",3,4,0.750017180487538,0.7734375,0,0,0,1,3,4,0.750017180487538,0.7734375
"ORM2",1,3,0.333335894718525,0.9375,62,45,1.37774240810748,0.0607562109381221,63,48,1.31247178177834,0.0918285859508874
"TRPC4AP",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"WDR13",0,0,0,1,5,0,Inf,0.03125,5,0,Inf,0.03125
"MAPKAPK2",0,0,0,1,13,4,3.25005673704458,0.0245208740234375,13,4,3.25005673704458,0.0245208740234375
"GRIP1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"FAM45A",3,0,Inf,0.125,4,4,1,0.63671875,7,4,1.7499237021537,0.2744140625
"NIPBL",0,0,0,1,10,5,1.99989730986852,0.15087890625,10,5,1.99989730986852,0.15087890625
"FUT8",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"DCAF5",2,0,Inf,0.25,1,1,1,0.75,3,1,2.99997694771041,0.3125
"KIAA1257",5,4,1.24997834728159,0.5,0,0,0,1,5,4,1.24997834728159,0.5
"MGA",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"ZNF587",5,6,0.833344859649759,0.7255859375,14,5,2.79997353758009,0.0317840576171875,19,11,1.72719888031683,0.100244211032987
"CCAR1",1,0,Inf,0.5,7,4,1.7499237021537,0.2744140625,8,4,1.9998973042321,0.19384765625
"FBLN2",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"TMEM123",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"DDR2",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"CDR2L",0,0,0,1,19,13,1.46149374790444,0.188542793737724,19,13,1.46149374790444,0.188542793737724
"CA11",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"DSCAM",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"KLF6",0,0,0,1,8,3,2.66664688857283,0.11328125,8,3,2.66664688857283,0.11328125
"DIP2B",1,0,Inf,0.5,2,1,1.99989728727585,0.5,3,1,2.99997694771041,0.3125
"JPH3",0,0,0,1,2,4,0.500025678084717,0.890625,2,4,0.500025678084717,0.890625
"POU2F2",0,0,0,1,10,3,3.33342166738329,0.046142578125,10,3,3.33342166738329,0.046142578125
"ZNF667",0,3,0,1,0,0,0,1,0,3,0,1
"RHOV",2,0,Inf,0.25,2,1,1.99989728727585,0.5,4,1,3.9993936007291,0.1875
"SCAF11",2,0,Inf,0.25,2,0,Inf,0.25,4,0,Inf,0.0625
"SCN10A",8,7,1.1428459396773,0.5,0,0,0,1,8,7,1.1428459396773,0.5
"SCARA5",1,2,0.500025679499842,0.875,0,0,0,1,1,2,0.500025679499842,0.875
"USP11",0,0,0,1,9,3,2.99997535678843,0.072998046875,9,3,2.99997535678843,0.072998046875
"OVOL2",1,0,Inf,0.5,1,0,Inf,0.5,2,0,Inf,0.25
"PPM1N",0,0,0,1,90,62,1.45156935023432,0.0140964209088215,90,62,1.45156935023432,0.0140964209088215
"LONRF2",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"MKNK2",2,0,Inf,0.25,8,2,3.99939245288739,0.0546875,10,2,4.99935060006118,0.019287109375
"TMEM178A",1,0,Inf,0.5,3,0,Inf,0.125,4,0,Inf,0.0625
"PTPRJ",5,2,2.49999307675205,0.2265625,0,0,0,1,5,2,2.49999307675205,0.2265625
"LARP4",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"BTG4",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"SMARCD2",1,0,Inf,0.5,2,0,Inf,0.25,3,0,Inf,0.125
"GRHL1",0,0,0,1,0,0,0,1,0,0,0,1
"STAT5B",0,0,0,1,10,4,2.49999228169927,0.08978271484375,10,4,2.49999228169927,0.08978271484375
"SLC4A8",0,0,0,1,5,1,4.99935160462203,0.109375,5,1,4.99935160462203,0.109375
"MYORG",2446,2461,0.993904810385084,0.590334166581932,0,0,0,1,2446,2461,0.993904810385084,0.590334166581932
"BAZ2A",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"HBQ1",3,2,1.49995099608784,0.5,7,4,1.7499237021537,0.2744140625,10,6,1.66659935069853,0.227249145507813
"FUT1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"CSNK1E",1,0,Inf,0.5,5,0,Inf,0.03125,6,0,Inf,0.015625
"MEF2C",0,0,0,1,9,2,4.4993749952007,0.03271484375,9,2,4.4993749952007,0.03271484375
"DOCK4",0,1,0,1,0,0,0,1,0,1,0,1
"MRPS25",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"DBP",0,0,0,1,4,0,Inf,0.0625,4,0,Inf,0.0625
"EHD4",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"UBR3",1,0,Inf,0.5,8,5,1.59993995446433,0.29052734375,9,5,1.79991837164043,0.21197509765625
"ZNF317",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"SH2D3C",1,3,0.333335894718525,0.9375,0,0,0,1,1,3,0.333335894718525,0.9375
"PRDM12",0,0,0,1,4,0,Inf,0.0625,4,0,Inf,0.0625
"MFAP4",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"SYNGAP1",0,0,0,1,16,7,2.28572893676522,0.04656982421875,16,7,2.28572893676522,0.04656982421875
"SMARCA2",1,0,Inf,0.5,9,5,1.79991837164043,0.21197509765625,10,5,1.99989730986852,0.15087890625
"SF3A1",1,0,Inf,0.5,6,1,5.99928153460606,0.0625,7,1,6.99918940844448,0.03515625
"VASH2",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"MTMR6",0,0,0,1,0,0,0,1,0,0,0,1
"DCAF15",0,0,0,1,9,4,2.25001976865234,0.1334228515625,9,4,2.25001976865234,0.1334228515625
"MAML3",0,0,0,1,0,0,0,1,0,0,0,1
"SCN1A",0,0,0,1,13,6,2.166546531905,0.0835342407226563,13,6,2.166546531905,0.0835342407226563
"TTC13",5,1,4.99935160462203,0.109375,5,4,1.24997834728159,0.5,10,5,1.99989730986852,0.15087890625
"PHYHIP",0,0,0,1,9,3,2.99997535678843,0.072998046875,9,3,2.99997535678843,0.072998046875
"FLNA",0,0,0,1,3,0,Inf,0.125,3,0,Inf,0.125
"HGS",0,2,0,1,11,4,2.74997572797825,0.059234619140625,11,6,1.83324817207102,0.166152954101563
"RLIM",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"CDC26",0,0,0,1,13,6,2.166546531905,0.0835342407226563,13,6,2.166546531905,0.0835342407226563
"WDTC1",0,0,0,1,12,7,1.71421325549325,0.179641723632813,12,7,1.71421325549325,0.179641723632813
"PAPOLA",0,0,0,1,10,3,3.33342166738329,0.046142578125,10,3,3.33342166738329,0.046142578125
"TUBG2",2,0,Inf,0.25,7,1,6.99918940844448,0.03515625,9,1,8.99896628306285,0.0107421875
"ABHD2",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"MFAP2",0,2,0,1,0,0,0,1,0,2,0,1
"NCKAP1L",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"ADAMTS6",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"ATP8A2",1,0,Inf,0.5,3,0,Inf,0.125,4,0,Inf,0.0625
"BBS5",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"KRT1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"DRP2",7,5,1.39996211862962,0.38720703125,0,0,0,1,7,5,1.39996211862962,0.38720703125
"LDHC",0,3,0,1,0,0,0,1,0,3,0,1
"AKAP1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"CHID1",0,0,0,1,0,0,0,1,0,0,0,1
"ADIPOQ",0,1,0,1,0,0,0,1,0,1,0,1
"UBXN4",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"C17orf97",3,4,0.750017180487538,0.7734375,0,0,0,1,3,4,0.750017180487538,0.7734375
"TRAPPC6B",1,2,0.500025679499842,0.875,0,0,0,1,1,2,0.500025679499842,0.875
"CABIN1",10,0,Inf,0.0009765625,5,1,4.99935160462203,0.109375,15,1,15.0010332245607,0.0002593994140625
"KCNQ3",0,0,0,1,7,1,6.99918940844448,0.03515625,7,1,6.99918940844448,0.03515625
"SPDYE3",4,1,3.9993936007291,0.1875,10,8,1.24997835302172,0.407264709472656,14,9,1.55550040613374,0.202436447143555
"TBC1D9",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"PLEKHB1",3,2,1.49995099608784,0.5,0,0,0,1,3,2,1.49995099608784,0.5
"LRP8",0,0,0,1,8,1,7.99908258907776,0.01953125,8,1,7.99908258907776,0.01953125
"SNX1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"ELF3",1,0,Inf,0.5,6,5,1.19998340233392,0.5,7,5,1.39996211862962,0.38720703125
"ZNF304",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"ATG13",1,0,Inf,0.5,27,16,1.68743044519434,0.0631447371927153,28,16,1.74992372815127,0.0480708772103072
"USP18",1,0,Inf,0.5,51,28,1.82134473397992,0.0064062010879157,52,28,1.85705525097539,0.00484142496152881
"GABRG2",2,0,Inf,0.25,6,4,1.49995099848767,0.376953125,8,4,1.9998973042321,0.19384765625
"AC005324.3",0,0,0,1,8,2,3.99939245288739,0.0546875,8,2,3.99939245288739,0.0546875
"PAPSS1",12,8,1.49995100325236,0.25172233581543,0,0,0,1,12,8,1.49995100325236,0.25172233581543
"HMBS",0,0,0,1,0,0,0,1,0,0,0,1
"WDR48",0,0,0,1,4,0,Inf,0.0625,4,0,Inf,0.0625
"ATAD1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"HIRA",0,0,0,1,4,1,3.9993936007291,0.1875,4,1,3.9993936007291,0.1875
"UNC13A",0,1,0,1,13,2,6.49923701547987,0.003692626953125,13,3,4.33271372658988,0.0106353759765625
"GNAO1",0,0,0,1,3,0,Inf,0.125,3,0,Inf,0.125
"BTG3",0,0,0,1,23,12,1.91657274434994,0.0447655394673348,23,12,1.91657274434994,0.0447655394673348
"PLEKHH3",1,1,1,0.75,5,0,Inf,0.03125,6,1,5.99928153460606,0.0625
"DDHD1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"STK11",0,0,0,1,4,0,Inf,0.0625,4,0,Inf,0.0625
"GTF3C4",0,0,0,1,2,2,1,0.6875,2,2,1,0.6875
"COPA",1,0,Inf,0.5,5,3,1.66659934587882,0.36328125,6,3,1.99989729858785,0.25390625
"TPI1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"KCNQ2",1,0,Inf,0.5,4,2,1.99989729293577,0.34375,5,2,2.49999307675205,0.2265625
"FOXJ3",0,0,0,1,0,0,0,1,0,0,0,1
"ZNF777",0,0,0,1,4,0,Inf,0.0625,4,0,Inf,0.0625
"NSD1",0,0,0,1,6,0,Inf,0.015625,6,0,Inf,0.015625
"HIST1H4A",3,2,1.49995099608784,0.5,7,3,2.33334340675922,0.171875,10,5,1.99989730986852,0.15087890625
"SEL1L3",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"ADCY4",11,7,1.57137166906517,0.240341186523438,0,0,0,1,11,7,1.57137166906517,0.240341186523438
"DDX53",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"CHD9",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"OR11H12",3,1,2.99997694771041,0.3125,37,23,1.60863467731184,0.0462304905364621,40,24,1.66659937875732,0.0299705947834997
"EP400",2,1,1.99989728727585,0.5,0,0,0,1,2,1,1.99989728727585,0.5
"HSD17B1",2,1,1.99989728727585,0.5,0,0,0,1,2,1,1.99989728727585,0.5
"HDAC5",0,0,0,1,36,33,1.0908819990948,0.404974526459463,36,33,1.0908819990948,0.404974526459463
"PACS1",0,0,0,1,7,2,3.4994062173303,0.08984375,7,2,3.4994062173303,0.08984375
"XKR4",1,0,Inf,0.5,2,0,Inf,0.25,3,0,Inf,0.125
"CENPE",4,1,3.9993936007291,0.1875,2,0,Inf,0.25,6,1,5.99928153460606,0.0625
"HAPLN2",0,0,0,1,6,0,Inf,0.015625,6,0,Inf,0.015625
"MATN4",18,19,0.947352989126537,0.628585320635466,0,0,0,1,18,19,0.947352989126537,0.628585320635466
"PPP6R1",0,0,0,1,4,0,Inf,0.0625,4,0,Inf,0.0625
"ASTN1",2,0,Inf,0.25,2,4,0.500025678084717,0.890625,4,4,1,0.63671875
"GMPS",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"SREK1",0,0,0,1,5,1,4.99935160462203,0.109375,5,1,4.99935160462203,0.109375
"ABCC9",17,9,1.88879787444054,0.0843187719583512,8,3,2.66664688857283,0.11328125,25,12,2.08322197269781,0.0235155137197581
"NEMF",4,1,3.9993936007291,0.1875,0,0,0,1,4,1,3.9993936007291,0.1875
"TRADD",1,0,Inf,0.5,2,0,Inf,0.25,3,0,Inf,0.125
"JADE1",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"SLC16A10",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"OR10G4",4,2,1.99989729293577,0.34375,0,0,0,1,4,2,1.99989729293577,0.34375
"MCF2",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"TRMT12",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"CDH20",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"IGF2R",3,1,2.99997694771041,0.3125,0,0,0,1,3,1,2.99997694771041,0.3125
"ARHGAP30",0,1,0,1,0,0,0,1,0,1,0,1
"FGD3",2,3,0.666688446894727,0.8125,1,0,Inf,0.5,3,3,1,0.65625
"GBP3",22,17,1.29409136303641,0.26119869024842,0,0,0,1,22,17,1.29409136303641,0.26119869024842
"PURB",0,0,0,1,5,1,4.99935160462203,0.109375,5,1,4.99935160462203,0.109375
"KLHL2",0,0,0,1,2,0,Inf,0.25,2,0,Inf,0.25
"KAT2B",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"TNRC6B",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
