"","LoF_pvalue","LoF.Missense_pvalue","fisher_combine_pvalue","LoF_ACAT_pvalue","Missense_ACAT_pvalue"
"TMEM59L",0.74609375,0.74609375,0.964627606010508,0.8,0.983050847457627
"KLHL26",1,0.75,0.846573590279973,1,0.992592592592593
"CRTC1",1,0.5,0.710820216562966,1,0.984375
"COMP",0.5,0.5,0.846573590279973,0.888888888888889,NA
"ABHD17A",1,1,1,1,NA
"UPF1",0.125,0.350554019212723,0.262945769201216,0.5,0.985714285714286
"GDF1",0.875,0.110774364822406,0.266103254799647,0.666666666666667,0.985915492957746
"COPE",1,1,1,1,0.983870967741935
"DDX49",0.34375,0.34375,0.710820216562966,0.8,0.990196078431373
"HOMER3",0.9375,0.9375,0.998004863566473,0.75,0.986842105263158
"SUGP2",0.5,0.5,0.846573590279973,0.5,0.994708994708995
"ARMC6",0.338819742202759,0.338819742202759,0.705519960435496,0.9,0.991228070175439
"SLC25A42",0.5,0.820358276367187,0.807302414978765,0.666666666666667,0.976190476190476
"TMEM161A",0.0064697265625,0.0064697265625,0.0390811689437915,0.9,0.989795918367347
"ADAT3",1,1,1,NA,0.991071428571429
"MEF2B",0.6875,0.8665771484375,0.919096080232071,0.75,0.986486486486487
"SCAMP4",0.9375,0.9375,0.998004863566473,0.75,0.981132075471698
"RFXANK",0.2744140625,0.2744140625,0.629263589151039,0.857142857142857,0.982758620689655
"NR2C2AP",0.25,0.25,0.596573590279973,0.5,0.956521739130435
"NCAN",0.3125,0.21197509765625,0.369742158487841,0.602416382349567,0.995901639344262
"HAPLN4",0.0625,0.0546875,0.103993599364556,0.397583617650433,0.987179487179487
"TM6SF2",0.11328125,0.11328125,0.359994401641795,0.888888888888889,0.985074626865672
"SUGP1",0.75,0.5,0.742810969879398,0.5,0.99
"MAU2",0.5,0.772750854492188,0.788281844351279,0.5,0.976190476190476
"GATAD2A",1,1,1,NA,0.991666666666667
"TSSK6",1,0.350554019212723,0.718018926950788,NA,0.974358974358974
"NDUFA13",0.03125,0.03125,0.139554246962491,0.422020869622631,0.970588235294118
"YJEFN3",0.5,0.5,0.846573590279973,0.75,0.986842105263158
"CILP2",0.74609375,0.74609375,0.964627606010508,0.666666666666667,0.995614035087719
"PBX4",0.374629312380421,0.374629312380421,0.742447205345571,0.888888888888889,0.985714285714286
"LPAR2",0.875,0.875,0.991839968546457,0.666666666666667,0.979591836734694
"GMIP",0.401809692382813,0.278598546981812,0.437337163991661,0.9,0.994082840236686
"ATP13A1",0.65625,0.65625,0.932671336456324,0.75,0.994949494949495
"ZNF101",1,1,1,NA,0.983333333333333
"CSNK1G2",0.875,0.876105718314647,0.962964513559508,0.5,0.976190476190476
"ZNF14",1,1,1,NA,0.989795918367347
"ZNF506",0.0820747008915536,0.0820747008915536,0.28727175020682,0.527682147250871,0.978260869565217
"BTBD2",1,0.5,0.846573590279973,NA,0.98876404494382
"ZNF253",0.75,0.75,0.965761554338836,0.5,0.982456140350877
"ZNF93",0.5,0.5,0.846573590279973,0.5,0.976744186046512
"ZNF682",1,1,1,NA,0.987179487179487
"ZNF90",0.1875,0.1875,0.501370581294688,0.666666666666667,0.982758620689655
"ZNF486",0.63671875,0.63671875,0.924150940307291,0.666666666666667,0.989583333333333
"MKNK2",0.0078125,0.0144796371459961,0.0106224692830982,0.447431543288747,0.989690721649485
"ZNF737",1,1,1,NA,0.982142857142857
"ZNF626",1,1,1,NA,0.982456140350877
"MOB3A",0.890625,0.890625,0.993787710702062,0.666666666666667,0.987654320987654
"ZNF66",1,1,1,1,NA
"ZNF85",0.635833759559318,0.635833759559318,0.923750816192263,0.916666666666667,0.987012987012987
"IZUMO4",0.34375,0.34375,0.710820216562966,0.8,0.983870967741935
"AP3D1",0.25,0.314529418945313,0.38493019270998,0.5,0.995327102803738
"ZNF430",0.5,0.5,0.846573590279973,0.666666666666667,0.981481481481482
"ZNF714",0.25,0.25,0.596573590279973,0.25,0.977272727272727
"ZNF431",0.5,0.5,0.846573590279973,0.666666666666667,0.976190476190476
"ZNF708",0.5,0.5,0.846573590279973,0.5,0.982456140350877
"ZNF738",0.105019807815552,0.105019807815552,0.341693108412613,0.105019807815552,0.833333333333333
"ZNF493",1,1,1,NA,0.987951807228916
"ZNF429",0.364166240440682,0.364166240440682,0.732026878598099,0.5,0.989583333333333
"ZNF100",0.75,0.75,0.965761554338836,0.5,0.982456140350877
"ZNF43",0.628585320635466,0.628585320635466,0.920427117977847,0.821403457219558,0.988235294117647
"DOT1L",0.5,0.604736328125,0.722378142352438,0.5,0.996389891696751
"ZNF208",0.9375,0.9375,0.998004863566473,0.9375,0.981132075471698
"ZNF257",1,1,1,1,0.980769230769231
"ZNF676",1,1,1,NA,0.967741935483871
"ZNF729",1,1,1,1,0.982142857142857
"PLEKHJ1",1,1,1,1,0.967741935483871
"ZNF98",1,0.3125,0.675984628064276,NA,0.8
"SF3A2",0.6875,0.623046875,0.810262689948422,0.6875,0.981481481481482
"AMH",0.25,0.0373462650398831,0.0715011955165921,0.5,0.99375
"JSRP1",0.14453125,0.14453125,0.424092197960576,0.833333333333333,0.987341772151899
"ZNF492",1,0.65625,0.932671336456324,NA,0.8
"OAZ1",0.75,0.75,0.965761554338836,0.5,0.982142857142857
"ZNF99",1,1,1,1,0.98
"ZNF728",1,1,1,NA,0.984848484848485
"ZNF730",0.65625,0.65625,0.932671336456324,0.704486748789003,0.984848484848485
"LSM7",1,0.3125,0.675984628064276,NA,0.916666666666667
"ZNF91",1,1,1,NA,0.987179487179487
"ZNF675",0.179641723632813,0.179641723632813,0.48804898850748,0.875,0.988372093023256
"ZNF681",0.856860637664795,0.856860637664795,0.989228460489767,0.875,0.985074626865672
"TMPRSS9",0.729371905326843,0.729371905326843,0.959540905305555,0.9375,0.996563573883162
"ZNF726",0.9375,0.9375,0.998004863566473,0.5,NA
"ZNF254",0.5,0.5,0.846573590279973,0.5,0.99
"TIMM13",0.109375,0.109375,0.351418914689539,0.430242653338522,0.941176470588235
"LMNB2",0.5,0.98046875,0.845215967518898,0.5,0.993827160493827
"GADD45B",0.875,0.85546875,0.95348858534103,0.875,0.933333333333333
"GNG7",1,1,1,NA,0.909090909090909
"DIRAS1",1,0.6875,0.94510174649097,NA,0.916666666666667
"SLC39A3",1,1,1,NA,0.986301369863014
"SGTA",1,1,1,NA,0.981481481481482
"THOP1",0.8125,0.8125,0.981206983882324,0.75,0.993827160493827
"ZNF554",0.5,0.5,0.846573590279973,0.5,0.991071428571429
"ZNF555",1,1,1,NA,0.989247311827957
"ZNF556",0.75,0.75,0.965761554338836,0.75,0.991304347826087
"ZNF57",1,1,1,NA,0.989247311827957
"ZNF77",1,1,1,NA,0.991735537190083
"VSTM2B",0.894943237304688,0.894943237304688,0.994277448258596,0.857142857142857,NA
"POP4",0.11328125,0.11328125,0.359994401641795,0.875,0.977777777777778
"PLEKHF1",1,0.75,0.965761554338836,NA,0.985915492957746
"C19orf12",0.5,0.5,0.846573590279973,0.5,0.962962962962963
"TLE6",0.303619384765625,0.303619384765625,0.665527736157895,0.75,0.993630573248408
"CCNE1",0.3125,0.3125,0.675984628064276,0.5,0.982456140350877
"URI1",0.14453125,0.14453125,0.424092197960576,0.8,0.988095238095238
"TLE2",0.0717315673828125,0.048126220703125,0.155226091022222,0.916666666666667,0.993333333333333
"ZNF536",1,0.729371905326843,0.934729553676361,1,0.995049504950495
"AES",1,0.78802490234375,0.975752597798862,NA,0.958333333333333
"MIER2",0.9375,0.9375,0.998004863566473,0.75,0.99236641221374
"GNA11",1,0.0625,0.235786795139986,NA,0.95
"TSHZ3",1,1,1,1,0.994845360824742
"GNA15",1,1,1,1,0.984615384615385
"S1PR4",1,1,1,NA,0.991596638655462
"NCLN",0.890625,0.890625,0.993787710702062,0.666666666666667,0.988888888888889
"CELF5",1,0.604736328125,0.90889616702116,NA,0.973684210526316
"ZNF507",0.65625,0.65625,0.932671336456324,0.8,0.994565217391304
"DPY19L3",0.0384063720703125,0.0384063720703125,0.16359316675956,0.857142857142857,0.990384615384615
"PDCD5",0.5,0.5,0.846573590279973,0.5,0.9375
"ANKRD27",0.415905952453613,0.415905952453613,0.780778630872874,0.95,0.995121951219512
"NUDT19",0.307327507882732,0.307327507882732,0.669925194032788,0.888888888888889,0.991735537190083
"TDRD12",0.885238528251648,0.885238528251648,0.993147464357723,0.95,NA
"SLC7A9",0.836530208587646,0.836530208587646,0.985844699087668,0.9,0.987179487179487
"CEP89",0.370326420672892,0.370326420672892,0.738197741688541,0.947368421052632,0.991869918699187
"RHPN2",1,1,1,1,0.976744186046512
"GPATCH1",0.84912109375,0.84912109375,0.987997796615769,0.9,0.994186046511628
"WDR88",0.6875,0.6875,0.94510174649097,0.75,0.985915492957746
"LRP3",0.25,0.25,0.596573590279973,0.5,0.994318181818182
"SLC7A10",1,1,1,1,0.990825688073395
"CEBPG",1,1,1,1,0.964285714285714
"PEPD",0.2744140625,0.2744140625,0.629263589151039,0.857142857142857,0.993103448275862
"CHST8",0.25,0.3125,0.501370581294688,0.5,0.986666666666667
"KCTD15",0.3125,0.2265625,0.446296560994629,0.3125,0.983050847457627
"NFIC",0.5,0.435707339682267,0.596573590279972,0.5,0.985714285714286
"LSM14A",1,1,1,NA,0.979166666666667
"KIAA0355",0.9375,0.9375,0.998004863566473,0.8,0.994818652849741
"GPI",0.25390625,0.25390625,0.60195844276545,0.857142857142857,0.990825688073395
"PDCD2L",0.407264709472656,0.407264709472656,0.773107304494341,0.833333333333333,0.985915492957746
"UBA2",1,0.668188095092773,0.937591890140844,NA,0.974358974358974
"WTIP",1,1,1,0.75,0.9875
"SCGB2B2",0.0625,0.0625,0.235786795139986,0.397583617650433,0.961538461538462
"ZNF302",1,1,1,NA,0.967741935483871
"ZNF181",0.5,0.5,0.846573590279973,0.666666666666667,0.961538461538462
"ZNF599",0.6875,0.6875,0.94510174649097,0.75,0.990566037735849
"DOHH",0.14453125,0.14453125,0.424092197960576,0.5,0.985294117647059
"ZNF30",1,1,1,1,0.990654205607477
"ZNF792",0.65625,0.65625,0.932671336456324,0.75,0.992
"GRAMD1A",0.604736328125,0.604736328125,0.90889616702116,0.909090909090909,0.993377483443709
"SCN1B",1,0.875,0.991839968546457,NA,0.975609756097561
"HPN",0.6875,0.6875,0.94510174649097,0.666666666666667,0.985714285714286
"FXYD3",0.75,0.75,0.965761554338836,0.75,0.970588235294118
"LGI4",0.08984375,0.08984375,0.306338727565076,0.605714898641508,0.990476190476191
"FXYD1",1,0.5,0.846573590279973,NA,0.947368421052632
"FXYD7",0.5,0.5,0.846573590279973,0.5,0.9375
"FXYD5",1,1,1,NA,0.972222222222222
"FAM187B",1,1,1,NA,0.987179487179487
"FZR1",0.25,0.808344841003418,0.566725226643165,0.5,0.978723404255319
"LSR",0.96484375,0.96484375,0.999374647028678,0.833333333333333,0.993506493506494
"USF2",0.5,0.5,0.710820216562966,0.5,0.979166666666667
"HAMP",0.75,0.75,0.965761554338836,0.75,0.928571428571429
"MAG",0.5,0.5,0.846573590279973,0.666666666666667,0.990990990990991
"CD22",0.5,0.5,0.846573590279973,0.5,0.993288590604027
"FFAR1",1,1,1,NA,0.982758620689655
"C19orf71",0.0213869726285338,0.0213869726285338,0.103619311310245,0.923076923076923,NA
"MFSD12",0.764560493189144,0.764560493189144,0.969809914426773,0.923076923076923,0.993975903614458
"FFAR2",1,1,1,NA,0.988235294117647
"KRTDAP",0.5,0.5,0.846573590279973,0.5,0.944444444444444
"DMKN",0.685470581054688,0.685470581054688,0.94433833825164,0.811681876633619,0.989690721649485
"SBSN",0.6875,0.6875,0.94510174649097,0.666666666666667,0.988372093023256
"GAPDHS",0.5,0.833847045898437,0.834076686011032,0.694122905513761,0.989473684210526
"TMEM147",0.96875,0.96875,0.99950655149225,0.8,0.975609756097561
"ATP4A",0.2744140625,0.347002047038066,0.409736461439458,0.888888888888889,0.994252873563218
"HAUS5",0.7734375,0.7734375,0.972141648161857,0.833333333333333,0.993670886075949
"RBM42",0.5,0.5,0.664033723921589,0.8,0.985714285714286
"ETV2",1,1,1,NA,0.988235294117647
"COX6B1",1,1,1,NA,0.928571428571429
"UPK1A",0.0107421875,0.0107421875,0.0594427166609492,0.875,0.981481481481482
"ZBTB32",0.5,0.38720703125,0.596573590279973,0.5,0.98780487804878
"KMT2B",1,0.797563552856445,0.977967449639227,1,0.997679814385151
"HMG20B",1,0.9921875,0.999877288890512,1,0.98
"IGFLR1",0.6875,0.6875,0.94510174649097,0.75,0.988235294117647
"U2AF1L4",1,1,1,NA,0.984126984126984
"PSENEN",1,1,1,1,0.875
"LIN37",0.96484375,0.96484375,0.999374647028678,0.75,0.984615384615385
"HSPB6",0.5,0.5,0.846573590279973,0.5,0.970588235294118
"ARHGAP33",0.1875,0.1875,0.501370581294688,0.75,0.995305164319249
"PRODH2",0.0494358747964726,0.0494358747964726,0.198093451190361,0.636128493426588,0.991228070175439
"NPHS1",0.121492477017455,0.018171589978527,0.0349357627387821,0.954545454545455,0.99609375
"KIRREL2",0.5,0.5585020439388,0.754123835313095,0.933333333333333,0.99236641221374
"GIPC3",0.2265625,0.2265625,0.562947645187978,0.857142857142857,0.980769230769231
"APLP1",0.5,0.5,0.846573590279973,0.833333333333333,0.990990990990991
"NFKBID",1,0.36328125,0.73113183388026,1,0.979591836734694
"HCST",0.5,0.3125,0.596573590279973,0.5,0.923076923076923
"TYROBP",1,1,1,NA,0.964285714285714
"LRFN3",0.7734375,0.143139362335205,0.187066997017293,0.75,0.990654205607477
"TBXA2R",0.5,0.6875,0.846573590279973,0.5,0.984848484848485
"SDHAF1",1,0.661180257797241,0.934729553676361,NA,0.96551724137931
"SYNE4",0.881057739257812,0.881057739257812,0.992627945869916,0.833333333333333,0.986666666666667
"ALKBH6",1,0.74609375,0.924150940307291,1,0.96875
"CLIP3",0.5,0.0717315673828125,0.207298091261164,0.5,0.986486486486487
"THAP8",0.25,0.25,0.596573590279973,0.25,0.987341772151899
"WDR62",0.85546875,0.85546875,0.989012310590666,0.833333333333333,0.996666666666667
"OVOL3",0.8125,0.8125,0.981206983882324,0.666666666666667,NA
"POLR2I",1,0.7734375,0.972141648161857,NA,0.909090909090909
"TBCB",1,1,1,NA,0.977272727272727
"CACTIN",1,0.894980192184448,0.994281549301932,NA,0.99009900990099
"CAPNS1",0.88671875,0.88671875,0.993326663783525,0.857142857142857,0.975609756097561
"COX7A1",0.9375,0.9375,0.998004863566473,0.9375,0.909090909090909
"ZNF565",0.3125,0.3125,0.675984628064276,0.602416382349567,0.986301369863014
"THEG",0.96875,0.96875,0.99950655149225,0.75,0.991596638655462
"ZNF146",1,0.875,0.965761554338836,1,0.941176470588235
"ZFP14",0.6875,0.6875,0.94510174649097,0.75,0.981132075471698
"PIP5K1C",0.6875,0.393853094835022,0.62095345250558,0.75,0.989583333333333
"ZFP82",0.7734375,0.7734375,0.972141648161857,0.8,0.985294117647059
"ZNF566",0.61279296875,0.61279296875,0.912894926227959,0.833333333333333,0.978723404255319
"ZNF260",0.08984375,0.08984375,0.306338727565076,0.857142857142857,0.983606557377049
"ZNF529",1,1,1,NA,0.98780487804878
"ZNF382",0.3125,0.3125,0.675984628064276,0.602416382349567,0.983606557377049
"ZNF461",1,1,1,1,0.987179487179487
"ZNF567",0.7734375,0.7734375,0.972141648161857,0.857142857142857,0.986301369863014
"ZNF850",1,1,1,NA,0.98936170212766
"ZNF790",1,1,1,NA,0.991071428571429
"ZNF345",0.88671875,0.88671875,0.993326663783525,0.930524864272408,0.986842105263158
"ZNF829",0.03515625,0.03515625,0.152857717985508,0.5,0.985074626865672
"ZNF568",0.75,0.75,0.965761554338836,0.5,0.985714285714286
"ZNF420",0.91015625,0.91015625,0.995837440948945,0.8,0.989010989010989
"ZNF585A",1,1,1,NA,0.96551724137931
"ZNF585B",1,1,1,1,0.96969696969697
"ZNF383",0.227249145507813,0.227249145507813,0.563966091954789,0.909090909090909,0.983606557377049
"TJP3",0.236564829945564,0.236564829945564,0.577580835692433,0.941176470588235,0.996563573883162
"HKR1",0.875,0.875,0.991839968546457,0.875,0.99290780141844
"ZNF527",0.75,0.75,0.965761554338836,0.5,0.9875
"ZNF569",1,1,1,0.75,0.986301369863014
"ZNF570",0.5,0.5,0.846573590279973,0.647583617650433,0.986111111111111
"APBA3",0.435707339682267,0.435707339682267,0.797686244146738,0.941176470588235,0.993788819875776
"ZNF793",0.208846095418266,0.208846095418266,0.535932012497751,0.75,0.986301369863014
"ZNF571",0.75,0.75,0.965761554338836,0.5,0.991935483870968
"ZNF540",1,1,1,1,0.991379310344828
"MRPL54",0.75,0.75,0.965761554338836,0.5,0.976190476190476
"ZFP30",0.171875,0.171875,0.474544779940224,0.8,0.988235294117647
"ZNF607",0.34375,0.34375,0.710820216562966,0.75,0.991869918699187
"RAX2",1,1,1,NA,0.980769230769231
"ZNF573",0.75,0.75,0.965761554338836,0.5,0.991071428571429
"MATK",0.65625,0.65625,0.932671336456324,0.833333333333333,0.990654205607477
"WDR87",0.204789697963537,0.204789697963537,0.529539403396624,0.958333333333333,NA
"ZFR2",0.195801455273746,0.195801455273746,0.515085904325357,0.941176470588235,0.996402877697842
"SIPA1L3",0.91021728515625,0.91021728515625,0.995843184690498,0.857142857142857,0.99746192893401
"DPF1",1,0.998046875,0.99999809140839,NA,0.970588235294118
"PPP1R14A",0.25,0.5,0.526892788073059,0.5,0.964285714285714
"SPINT2",0.25,0.25,0.596573590279973,0.5,0.978723404255319
"C19orf33",1,1,1,NA,0.947368421052632
"YIF1B",0.75,0.75,0.965761554338836,0.5,0.982142857142857
"KCNK6",0.668188095092773,0.77087084017694,0.891312779631908,0.875,0.986111111111111
"CATSPERG",0.5,0.329369038511829,0.388976422039749,0.928571428571429,0.995145631067961
"PSMD8",0.8125,0.8125,0.981206983882324,0.8,0.979591836734694
"GGN",0.323802947998047,0.323802947998047,0.68892967141513,0.9,0.992647058823529
"SPRED3",0.5,0.19384765625,0.409736461439457,0.5,0.983050847457627
"FAM98C",0.88787773584696,0.737492606353786,0.2159490653569,0.916666666666667,0.984126984126984
"RASGRP4",0.623046875,0.623046875,0.917831237498511,0.857142857142857,0.992700729927007
"RYR1",0.5,0.5,0.846573590279973,0.958333333333333,0.998263888888889
"MAP4K1",0.75,0.0353777729906142,0.109896381217829,0.5,0.988235294117647
"EIF3K",0.6875,0.6875,0.94510174649097,0.666666666666667,0.973684210526316
"ACTN4",0.5,0.814350982764494,0.790531638199856,0.5,0.988505747126437
"CAPN12",0.9700294052165,0.9700294052165,0.999546326474058,0.952380952380952,0.99537037037037
"LGALS7B",1,1,1,NA,0.666666666666667
"LGALS4",0.5,0.5,0.846573590279973,0.647295375467632,0.986486486486487
"ECH1",0.212178111076355,0.212178111076355,0.541124034495951,0.857142857142857,0.984848484848485
"HNRNPL",0.890625,0.9375,0.993787710702062,0.666666666666667,0.961538461538462
"ATCAY",1,1,1,1,0.985074626865672
"RINL",0.2265625,0.419409871101379,0.444533775690306,0.857142857142857,0.99009900990099
"SIRT2",0.85546875,0.85546875,0.989012310590666,0.857142857142857,0.985074626865672
"NFKBIB",0.125,0.125,0.38493019270998,0.352416382349567,0.986666666666667
"CCER2",0.3125,0.3125,0.675984628064276,0.75,0.979166666666667
"SARS2",1,1,1,0.5,0.974358974358974
"MRPS12",1,1,1,1,0.974358974358974
"FBXO17",0.77087084017694,0.77087084017694,0.971477983063223,0.933333333333333,0.986666666666667
"FBXO27",0.34375,0.34375,0.710820216562966,0.75,0.981481481481482
"PAK4",0.34375,0.34375,0.710820216562966,0.8,0.991150442477876
"NCCRP1",0.1875,0.5,0.481379581882484,0.577979130377369,0.984375
"SYCN",0.63671875,0.63671875,0.924150940307291,0.8,0.966666666666667
"IFNL3",0.25,0.25,0.596573590279973,0.25,0.991364363353008
"IFNL2",0.75,0.75,0.965761554338836,0.5,NA
"IFNL1",1,1,1,0.5,0.976744186046512
"LRFN1",0.34375,0.34375,0.710820216562966,0.8,NA
"GMFG",0.80615234375,0.80615234375,0.979864100213396,0.8,0.966666666666667
"SAMD4B",1,1,1,NA,0.986666666666667
"NMRK2",0.63671875,0.63671875,0.924150940307291,0.75,0.983333333333333
"PAF1",0.6875,0.9375,0.94510174649097,0.75,0.977777777777778
"MED29",0.8125,0.8125,0.981206983882324,0.8,0.977777777777778
"ZFP36",1,1,1,NA,0.978260869565217
"PLEKHG2",0.105056762695313,0.105056762695313,0.341776383661316,0.923076923076923,0.996644295302013
"RPS16",0.772750854492188,0.772750854492188,0.971964936893604,0.772750854492188,0.916666666666667
"SUPT5H",0.6875,0.132465448230505,0.279268613294592,0.75,0.989247311827957
"TIMM50",0.5,0.5,0.846573590279973,0.8,0.988888888888889
"DLL3",0.953857421875,0.975479125976562,0.994199265078004,0.9,0.9921875
"DAPK3",0.75,0.75,0.965761554338836,0.5,0.988235294117647
"LGALS13",0.03125,0.03125,0.139554246962491,0.0312500000000001,0.972222222222222
"LGALS16",1,1,1,1,0.96551724137931
"LGALS14",1,1,1,NA,0.972972972972973
"CLC",0.5,0.5,0.846573590279973,0.5,0.958333333333333
"DYRK1B",0.3125,0.3125,0.675984628064276,0.602416382349567,0.99009900990099
"FBL",1,1,1,NA,0.980392156862745
"FCGBP",0.737113319912174,0.737113319912174,0.961942936896268,0.958333333333333,NA
"PSMC4",1,0.828125,0.964627606010508,1,0.964285714285714
"ZNF546",0.914677393434824,0.914677393434824,0.996251846130552,0.947368421052632,0.99375
"ZNF780B",0.36328125,0.36328125,0.73113183388026,0.36328125,0.988235294117647
"ZNF780A",1,1,1,NA,0.978723404255319
"PIAS4",1,0.75,0.965761554338836,NA,0.9875
"MAP3K10",0.5,0.217496402561077,0.369575097407101,0.666666666666667,0.991666666666667
"TTC9B",1,0.654981017112732,0.846573590279973,1,0.952380952380952
"CNTD2",1,0.696380615234375,0.846573590279973,0.5,0.985714285714286
"AKT2",0.875,0.19384765625,0.278543727543537,0.666666666666667,0.983870967741935
"C19orf47",1,1,1,NA,0.988372093023256
"PLD3",0.75,0.75,0.965761554338836,0.5,0.990909090909091
"HIPK4",0.6875,0.6875,0.94510174649097,0.666666666666667,0.992248062015504
"PRX",0.9375,0.9375,0.998004863566473,0.75,0.996610169491525
"SERTAD1",1,1,1,NA,0.976190476190476
"SERTAD3",0.25,0.25,0.596573590279973,0.25,0.964285714285714
"BLVRB",0.411901473999024,0.411901473999024,0.777246177075939,0.888888888888889,0.982758620689655
"SPTBN4",0.6875,0.6875,0.94510174649097,0.75,NA
"SHKBP1",0.580590128898621,0.721401453018188,0.896262920888688,0.923076923076923,0.993006993006993
"LTBP4",0.685470581054688,0.972051386650144,0.939607987842511,0.888888888888889,0.99685534591195
"NUMBL",0.1875,0.63206059957156,0.44135571818526,0.8,0.989130434782609
"ITPKC",0.5,0.5,0.846573590279973,0.5,0.992857142857143
"C19orf54",0.70947265625,0.70947265625,0.952987313340813,0.833333333333333,0.9875
"SNRPA",0.6875,0.6875,0.94510174649097,0.666666666666667,0.96551724137931
"MIA",1,1,1,1,0.964285714285714
"RAB4B",0.75,0.75,0.965761554338836,0.5,0.983333333333333
"EGLN2",1,0.5,0.846573590279973,NA,0.983870967741935
"CYP2A6",0.65625,0.65625,0.932671336456324,0.666666666666667,0.941176470588235
"CYP2A7",0.3125,0.3125,0.675984628064276,0.75,0.954545454545455
"MAP2K2",0.875,0.875,0.991839968546457,0.5,0.982142857142857
"CYP2B6",0.430025032954291,0.430025032954291,0.792928256562193,0.857142857142857,0.982456140350877
"CYP2A13",0.5,0.5,0.846573590279973,0.647295375467632,0.983333333333333
"CYP2F1",0.876105718314647,0.925193607807159,0.982996392872965,0.666666666666667,0.982758620689655
"CYP2S1",0.19384765625,0.19384765625,0.511890153355696,0.8,0.990654205607477
"AXL",0.125,0.125,0.38493019270998,0.5,0.994252873563218
"HNRNPUL1",1,1,1,NA,0.991304347826087
"CCDC97",0.604736328125,0.604736328125,0.90889616702116,0.857142857142857,0.988235294117647
"TGFB1",0.63671875,0.828125,0.924150940307291,0.8,0.984126984126984
"B9D2",0.890625,0.890625,0.993787710702062,0.666666666666667,0.971428571428571
"TMEM91",1,1,1,1,0.961538461538462
"EXOSC5",0.5,0.5,0.846573590279973,0.5,0.981132075471698
"BCKDHA",0.36328125,0.750220083398745,0.682646247690533,0.875,0.98989898989899
"B3GNT8",0.96875,0.96875,0.99950655149225,0.96875,0.990384615384615
"CREB3L3",0.714205905795097,0.714205905795097,0.954596168357927,0.888888888888889,0.989583333333333
"CEACAM21",1,1,1,1,0.982758620689655
"CEACAM4",0.19384765625,0.19384765625,0.511890153355696,0.45109804937097,0.982456140350877
"CEACAM7",0.25,0.25,0.596573590279973,0.25,0.983606557377049
"CEACAM5",0.6875,0.6875,0.94510174649097,0.666666666666667,0.99
"SIRT6",0.9375,0.9375,0.998004863566473,0.5,0.984615384615385
"CEACAM6",0.25,0.25,0.596573590279973,0.5,0.964285714285714
"CEACAM3",0.125,0.125,0.38493019270998,0.5,0.972222222222222
"LYPD4",0.5,0.5,0.846573590279973,0.833333333333333,0.982456140350877
"DMRTC2",0.331811904907227,0.331811904907227,0.697862492179438,0.75,0.984375
"RPS19",1,0.5,0.846573590279973,NA,0.9
"CD79A",0.5,0.5,0.846573590279973,0.647583617650433,0.970588235294118
"ARHGEF1",0.5,0.364166240440682,0.545499447862329,0.5,0.993939393939394
"SHC2",0.828125,0.828125,0.984302062496877,0.857142857142857,0.993150684931507
"RABAC1",0.598190307617187,0.598190307617187,0.905568205115889,0.627722120211608,0.96969696969697
"ATP1A3",0.75,0.15408411597184,0.359822177508338,0.5,0.984126984126984
"ANKRD24",0.249779916601255,0.249779916601255,0.596268393003472,0.933333333333333,0.995708154506438
"GRIK5",0.75,0.811457206262276,0.913680814209628,0.5,0.993006993006993
"ZNF574",0.75,0.75,0.965761554338836,0.5,0.993464052287582
"POU2F2",1,0.0286865234375,0.130561772556977,NA,0.982758620689655
"DEDD2",1,1,1,1,0.982456140350877
"ZNF526",0.9375,0.9375,0.998004863566473,0.75,0.993421052631579
"GSK3A",0.5,0.376953125,0.596573590279973,0.5,0.976190476190476
"ERF",1,0.875,0.965761554338836,1,0.988235294117647
"CIC",0.25,0.5,0.478440165929516,0.5,0.996732026143791
"EBI3",0.34375,0.34375,0.710820216562966,0.8,0.984848484848485
"PAFAH1B3",0.63671875,0.63671875,0.924150940307291,0.666666666666667,0.976190476190476
"PRR19",1,1,1,1,0.988095238095238
"TMEM145",0.5,0.5,0.846573590279973,0.888888888888889,0.987012987012987
"MEGF8",0.696380615234375,0.696380615234375,0.948372143625449,0.916666666666667,0.997959183673469
"CNFN",0.75,0.75,0.965761554338836,0.75,0.958333333333333
"LIPE",0.5,0.5,0.846573590279973,0.888888888888889,0.995495495495496
"CXCL17",1,1,1,NA,0.857142857142857
"CEACAM1",0.5,0.5,0.846573590279973,0.5,0.984848484848485
"CEACAM8",0.85546875,0.85546875,0.989012310590666,0.666666666666667,0.980769230769231
"PSG3",0.75,0.75,0.965761554338836,0.75,0.962962962962963
"PSG8",0.96875,0.96875,0.99950655149225,0.5,0.954545454545455
"SHD",0.7734375,0.7734375,0.972141648161857,0.857142857142857,0.987654320987654
"PSG1",0.75,0.75,0.965761554338836,0.75,0.956521739130435
"TMIGD2",0.5,0.5,0.846573590279973,0.5,0.982142857142857
"PSG11",0.5,0.5,0.846573590279973,0.5,0.96969696969697
"FSD1",1,1,1,1,0.988636363636364
"PSG2",1,1,1,1,0.961538461538462
"PSG5",0.25,0.25,0.596573590279973,0.25,0.966666666666667
"PSG4",0.5,0.5,0.846573590279973,0.5,0.978723404255319
"STAP2",0.36328125,0.36328125,0.73113183388026,0.833333333333333,0.989473684210526
"PSG9",1,1,1,NA,0.98
