"","LoF_pvalue","All_variants_pvalue","fisher_combine_pvalue","LoF_ACAT_pvalue","Missense_ACAT_pvalue"
"HIBADH",1,1,1,NA,0.962962962962963
"TAX1BP1",0.5,0.5,0.846573590279973,0.5,0.981818181818182
"JAZF1",1,1,1,NA,0.833333333333333
"CREB5",1,1,1,NA,0.975
"CPVL",0.625370687619579,0.625370687619579,0.918926382899381,0.857142857142857,0.975609756097561
"CARD11",1,0.99609375,0.999969402637112,1,0.987654320987654
"CHN2",0.5,0.5,0.846573590279973,0.5,0.96
"PRR15",1,1,1,NA,0.923076923076923
"WIPF3",0.5,0.5,0.846573590279973,0.5,0.96875
"SCRN1",0.9375,0.9375,0.998004863566473,0.5,0.964285714285714
"FKBP14",0.0480708772103072,0.0480708772103072,0.193969775059821,0.121677710113646,0.875
"PLEKHA8",0.75,0.75,0.965761554338836,0.5,0.928571428571429
"MTURN",1,0.125,0.38493019270998,NA,0.833333333333333
"ZNRF2",1,1,1,NA,0.888888888888889
"NOD1",0.797563552856445,0.797563552856445,0.977967449639227,0.8,0.991304347826087
"GGCT",0.5,0.5,0.846573590279973,0.5,0.75
"GARS",1,1,1,NA,0.979591836734694
"CRHR2",0.96875,0.96875,0.99950655149225,0.5,0.982142857142857
"INMT",0.75,0.75,0.965761554338836,0.75,0.967741935483871
"AQP1",0.75,0.75,0.965761554338836,0.75,0.952380952380952
"GHRHR",0.5,0.5,0.846573590279973,0.602632907138077,0.976744186046512
"ADCYAP1R1",0.5,0.5,0.846573590279973,0.5,0.96875
"NEUROD6",1,1,1,NA,0.933333333333333
"PPP1R17",0.65625,0.65625,0.932671336456324,0.65625,0.95
"PDE1C",0.03515625,0.03515625,0.152857717985508,0.150473798342827,0.979591836734694
"LSM5",1,1,1,NA,0.8
"AVL9",1,1,1,NA,0.978723404255319
"KBTBD2",1,1,1,NA,0.954545454545455
"FKBP9",1,1,1,1,0.5
"NT5C3A",1,1,1,NA,0.909090909090909
"RP9",1,1,1,NA,0.888888888888889
"BBS9",0.8665771484375,0.8665771484375,0.990674583064462,0.8,0.987341772151899
"BMPER",0.5,0.5,0.846573590279973,0.647583617650433,0.982142857142857
"NPSR1",0.5,0.5,0.846573590279973,0.666666666666667,0.971428571428571
"DPY19L1",1,1,1,1,0.941176470588235
"TBX20",1,1,1,NA,0.928571428571429
"HERPUD2",1,1,1,1,0.962962962962963
"SEPT7",1,1,1,NA,0.75
"EEPD1",1,1,1,NA,0.971428571428571
"SDK1",0.96875,0.96875,0.99950655149225,0.666666666666667,0.996598639455782
"KIAA0895",1,1,1,NA,0.96551724137931
"ANLN",0.819202695973217,0.819202695973217,0.982571156277177,0.794703997933514,0.987179487179487
"AOAH",0.6875,0.6875,0.94510174649097,0.666666666666667,0.979591836734694
"ELMO1",1,0.7255859375,0.95833631868662,NA,0.96969696969697
"GPR141",0.5,0.5,0.846573590279973,0.5,0.96969696969697
"NME8",0.21197509765625,0.21197509765625,0.540809199707367,0.75,0.978723404255319
"SFRP4",0.25,0.25,0.596573590279973,0.5,0.964285714285714
"EPDR1",0.75,0.75,0.965761554338836,0.5,0.655236149443021
"STARD3NL",1,1,1,NA,0.888888888888889
"AMPH",1,0.875,0.991839968546457,NA,0.981481481481482
"VPS41",0.982150930911303,0.982150930911303,0.999839749062758,0.8,0.979166666666667
"POU6F2",0.875,0.875,0.991839968546457,0.5,0.98
"RALA",1,1,1,NA,0.647583617650433
"CDK13",1,0.5,0.846573590279973,NA,0.984375
"MPLKIP",0.5,0.5,0.846573590279973,0.5,0.944444444444444
"SUGCT",0.5,0.5,0.846573590279973,0.923357121542303,0.974358974358974
"INHBA",1,1,1,NA,0.9375
"GLI3",1,1,1,NA,0.990654205607477
"C7orf25",1,1,1,NA,0.961538461538462
"PSMA2",1,1,1,NA,0.666666666666667
"MRPL32",1,1,1,1,0.947368421052632
"HECW1",0.75,0.75,0.965761554338836,0.75,0.989130434782609
"STK17A",0.5,0.5,0.846573590279973,0.5,0.956521739130435
"COA1",1,1,1,1,0.9
"BLVRA",0.5,0.5,0.846573590279973,0.666666666666667,0.967741935483871
"MRPS24",0.1875,0.1875,0.501370581294688,0.304086723984696,0.909090909090909
"URGCP",1,1,1,NA,0.984848484848485
"UBE2D4",1,1,1,1,0.875
"DBNL",0.98046875,0.8665771484375,0.66882532239199,0.98046875,0.96551724137931
"PGAM2",0.588098526000976,0.588098526000976,0.900296970520863,0.8,0.975609756097561
"POLM",0.5,0.5,0.846573590279973,0.666666666666667,0.962962962962963
"AEBP1",1,1,1,1,0.988888888888889
"POLD2",1,1,1,1,0.972972972972973
"MYL7",0.75,0.75,0.965761554338836,0.75,0.944444444444444
"GCK",1,0.415905952453613,0.780778630872874,NA,0.928571428571429
"YKT6",1,1,1,NA,0.909090909090909
"CAMK2B",0.61279296875,0.592735290527344,0.768476346730012,0.61279296875,0.96875
"NUDCD3",1,1,1,NA,0.961538461538462
"NPC1L1",0.5,0.5,0.846573590279973,0.888888888888889,0.992424242424242
"DDX56",0.5,0.5,0.846573590279973,0.583127300072643,0.978723404255319
"TMED4",1,1,1,NA,0.928571428571429
"OGDH",1,0.604736328125,0.90889616702116,NA,0.979591836734694
"ZMIZ2",1,1,1,NA,0.981818181818182
"PPIA",1,1,1,NA,1
"H2AFV",1,1,1,NA,NA
"PURB",1,0.3125,0.675984628064276,NA,0.9
"MYO1G",0.5,0.5,0.846573590279973,0.577470495089237,0.989130434782609
"CCM2",1,1,1,NA,0.966666666666667
"NACAD",1,1,1,NA,0.98780487804878
"TBRG4",1,1,1,NA,0.983606557377049
"RAMP3",0.5,0.5,0.846573590279973,0.5,0.933333333333333
"ADCY1",1,0.401809692382813,0.665527736157895,1,0.978723404255319
"IGFBP1",0.21197509765625,0.21197509765625,0.540809199707367,0.5,0.923076923076923
"IGFBP3",1,1,1,NA,0.95
"FOXK1",1,1,1,NA,0.977777777777778
"TNS3",1,1,1,1,0.992753623188406
"PKD1L1",0.248308717658967,0.248308717658967,0.594223241290994,0.888888888888889,0.996124031007752
"AP5Z1",0.5,0.5,0.846573590279973,0.833333333333333,NA
"HUS1",0.1334228515625,0.1334228515625,0.402167409912025,0.382623185538027,0.962962962962963
"SUN3",0.65625,0.65625,0.932671336456324,0.85328189075553,0.96
"RADIL",0.96875,0.96875,0.99950655149225,0.5,0.991666666666667
"C7orf57",1,1,1,NA,0.956521739130435
"UPP1",0.592735290527344,0.592735290527344,0.902740215925116,0.8,0.977777777777778
"ABCA13",0.801937579851485,0.801937579851485,0.978944855007587,0.956521739130435,0.997536945812808
"PAPOLB",0.5,0.5,0.846573590279973,0.5,0.979591836734694
"MMD2",0.5,0.5,0.846573590279973,0.5,0.952380952380952
"VWC2",1,0.769304408931617,0.971068751107,NA,0.944444444444444
"ZPBP",1,1,1,NA,0.970588235294118
"PDGFA",1,1,1,NA,0.958333333333333
"IKZF1",1,0.91021728515625,0.995843184690498,NA,0.928571428571429
"FIGNL1",0.989969196496531,0.989969196496531,0.999949522430186,0.989969196496531,0.982758620689655
"DDC",0.91015625,0.91015625,0.995837440948945,0.983992066463488,0.975
"RBAK-RBAKDN",1,1,1,NA,0.833333333333333
"GRB10",0.9375,0.74609375,0.574413956779093,0.9375,0.974358974358974
"RBAK",0.8125,0.8125,0.981206983882324,0.666666666666667,0.970588235294118
"COBL",1,1,1,NA,0.992753623188406
"WIPI2",1,1,1,1,0.956521739130435
"TNRC18",1,0.696380615234375,0.90889616702116,1,0.994845360824742
"VSTM2A",1,1,1,NA,0.916666666666667
"SEC61G",1,1,1,NA,0.5
"FBXL18",1,1,1,0.666666666666667,0.981481481481482
"EGFR",1,1,1,NA,0.9875
"PRKAR1B",1,1,1,NA,0.962962962962963
"ACTB",1,1,1,NA,NA
"LANCL2",1,1,1,NA,0.975609756097561
"VOPP1",1,1,1,NA,0.8
"SEPT14",0.75,0.75,0.965761554338836,0.5,0.962962962962963
"FSCN1",1,0.65625,0.932671336456324,NA,0.952380952380952
"ZNF713",1,1,1,NA,0.941176470588235
"MRPS17",0.5,0.5,0.846573590279973,0.5,0.923076923076923
"PSPH",0.5,0.5,0.846573590279973,0.5,0.909090909090909
"CCT6A",1,1,1,NA,0.95
"SUMF2",0.75,0.75,0.965761554338836,0.75,0.973684210526316
"PHKG1",0.9375,0.9375,0.998004863566473,0.8,0.98
"CHCHD2",1,1,1,NA,0.8
"RNF216",1,1,1,NA,0.980769230769231
"ZNF716",1,1,1,NA,0.954545454545455
"OCM",1,1,1,NA,0.415384847745404
"PMS2",0.5,0.5,0.846573590279973,0.5,0.972222222222222
"AIMP2",1,1,1,NA,0.975
"EIF2AK1",0.5,0.5,0.846573590279973,0.5,0.972972972972973
"USP42",0.7255859375,0.415905952453613,0.520454788918615,0.721304725371147,0.992248062015504
"CYTH3",1,0.623046875,0.917831237498511,NA,0.9375
"RAC1",0.5,0.5,0.846573590279973,0.5,NA
"DAGLB",0.3125,0.3125,0.675984628064276,0.602416382349567,0.98780487804878
"ZNF679",1,1,1,1,0.96
"ZNF736",1,1,1,NA,0.944444444444444
"ZNF680",1,1,1,NA,0.96
"KDELR2",1,1,1,NA,0.923076923076923
"ZNF107",0.65625,0.65625,0.932671336456324,0.65625,0.976190476190476
"ZNF138",0.9375,0.9375,0.998004863566473,0.9375,0.96551724137931
"ZNF273",1,1,1,NA,0.954545454545455
"GRID2IP",0.65625,0.65625,0.932671336456324,0.65625,0.985714285714286
"ZNF117",1,1,1,NA,0.96551724137931
"ZNF92",1,1,1,NA,0.96
"ZDHHC4",0.5,0.5,0.846573590279973,0.5,0.970588235294118
"VKORC1L1",1,1,1,NA,0.535064809995635
"C7orf26",1,1,1,NA,0.967741935483871
"GUSB",0.875,0.875,0.991839968546457,0.5,0.973684210526316
"ASL",0.7734375,0.7734375,0.972141648161857,0.75,0.975609756097561
"CRCP",0.75,0.75,0.965761554338836,0.75,0.928571428571429
"ZNF853",1,1,1,NA,0.975
"TPST1",1,1,1,NA,0.95
"RABGEF1",1,1,1,NA,0.961538461538462
"ZNF12",1,0.875,0.991839968546457,NA,0.961538461538462
"TMEM248",1,1,1,NA,0.96
"SBDS",1,1,1,NA,0.8
"TYW1",1,1,1,NA,0.909090909090909
"RSPH10B2",1,1,1,1,NA
"AUTS2",1,0.5,0.846573590279973,NA,0.98876404494382
"CALN1",0.75,0.75,0.965761554338836,0.5,0.933333333333333
"C1GALT1",1,1,1,NA,0.928571428571429
"POM121",0.5,0.5,0.846573590279973,0.5,NA
"NSUN5",1,1,1,0.5,0.954545454545455
"TRIM50",0.96484375,0.96484375,0.999374647028678,0.75,0.966666666666667
"FKBP6",1,1,1,1,0.9375
"FZD9",1,1,1,NA,NA
"BAZ1B",1,1,1,NA,0.986486486486487
"BCL7B",1,1,1,NA,0.857142857142857
"TBL2",0.5,0.5,0.846573590279973,0.5,0.977777777777778
"COL28A1",0.962240651249886,0.962240651249886,0.999277969771347,0.888888888888889,0.990825688073395
"MLXIPL",0.5,0.9453125,0.839708580396169,0.5,0.984126984126984
"VPS37D",1,1,1,NA,0.933333333333333
"DNAJC30",1,1,1,NA,0.944444444444444
"STX1A",1,0.5,0.846573590279973,NA,0.888888888888889
"ABHD11",1,1,1,NA,0.967741935483871
"CLDN3",1,1,1,NA,0.933333333333333
"CLDN4",0.984375,0.984375,0.999877288890512,0.984375,0.952380952380952
"ELN",0.996826171875,0.996826171875,0.999994958070618,0.8,0.986842105263158
"LIMK1",1,1,1,NA,0.976744186046512
"EIF4H",0.5,0.5,0.846573590279973,0.5,0.646210202972296
"LAT2",1,1,1,NA,0.958333333333333
"RFC2",0.6875,0.6875,0.94510174649097,0.5,0.95
"CLIP2",1,1,1,NA,0.988372093023256
"GTF2IRD1",1,1,1,NA,0.986666666666667
"GTF2IRD2",0.75,0.75,0.965761554338836,0.5,NA
"HIP1",1,1,1,NA,0.986301369863014
"MIOS",0.5,0.5,0.846573590279973,0.5,0.980769230769231
"CCL26",1,1,1,NA,0.888888888888889
"CCL24",0.5,0.5,0.846573590279973,0.5,0.9
"RHBDD2",0.5,0.5,0.846573590279973,0.5,0.962962962962963
"POR",0.1875,0.1875,0.501370581294688,0.5,0.98936170212766
"STYXL1",0.9375,0.9375,0.998004863566473,0.75,0.96
"MDH2",0.65625,0.65625,0.932671336456324,0.65625,0.966666666666667
"SRRM3",1,1,1,NA,0.961538461538462
"HSPB1",1,1,1,NA,0.888888888888889
"YWHAG",1,1,1,NA,0.8
"RPA3",0.5,0.5,0.846573590279973,0.5,0.857142857142857
"ZP3",1,1,1,NA,0.96
"DTX2",0.227249145507813,0.266354627618057,0.360741598224093,0.227249145507813,0.916666666666667
"UPK3B",1,1,1,NA,0.95
"FGL2",0.125,0.125,0.38493019270998,0.352416382349567,0.956521739130435
"CCDC146",0.691140341485152,0.691140341485152,0.946456137684466,0.888888888888889,0.984848484848485
"GSAP",0.75,0.75,0.965761554338836,0.5,0.983870967741935
"PTPN12",1,1,1,1,0.983050847457627
"RSBN1L",1,1,1,NA,0.982758620689655
"TMEM60",1,1,1,NA,0.857142857142857
"PHTF2",0.25,0.125,0.38493019270998,0.25,0.96969696969697
"MAGI2",1,0.85546875,0.989012310590666,NA,0.98780487804878
"GLCCI1",1,1,1,NA,0.962962962962963
"GNAI1",1,1,1,NA,0.857142857142857
"GNAT3",0.26119869024842,0.26119869024842,0.611851113564638,0.422020869622631,0.954545454545455
"CD36",0.214873747507239,0.214873747507239,0.545286106972817,0.970588235294118,0.989010989010989
"SEMA3C",0.25,0.25,0.596573590279973,0.25,0.982758620689655
"ICA1",1,1,1,NA,0.973684210526316
"HGF",0.6875,0.6875,0.94510174649097,0.6875,0.967741935483871
"CACNA2D1",1,0.5,0.846573590279973,NA,0.976190476190476
"PCLO",1,1,1,1,0.997442455242967
"SUN1",1,1,1,1,0.98780487804878
"SEMA3E",1,1,1,NA,0.982142857142857
"SEMA3A",1,1,1,NA,0.983870967741935
"NXPH1",1,1,1,NA,0.928571428571429
"SEMA3D",1,1,1,NA,0.982456140350877
"GRM3",1,1,1,NA,0.970588235294118
"KIAA1324L",1,1,1,1,0.983050847457627
"DMTF1",1,0.875,0.991839968546457,NA,0.977272727272727
"TMEM243",0.3125,0.3125,0.675984628064276,0.3125,0.9
"CROT",0.365504441111304,0.365504441111304,0.73337619932678,0.916666666666667,0.981132075471698
"ABCB4",0.36328125,0.36328125,0.73113183388026,0.602416382349567,0.985074626865672
"ABCB1",1,1,1,1,0.988505747126437
"RUNDC3B",1,1,1,NA,0.954545454545455
"GET4",1,1,1,0.5,0.971428571428571
"SLC25A40",1,1,1,1,0.941176470588235
"DBF4",1,1,1,NA,0.875
"ADAM22",0.6875,0.6875,0.94510174649097,0.5,0.977272727272727
"SRI",0.9375,0.9375,0.998004863566473,0.5,0.944444444444444
"STEAP4",0.5,0.5,0.846573590279973,0.661537030004027,0.967741935483871
"ZNF804B",1,1,1,NA,0.987951807228916
"ADAP1",1,1,1,NA,0.96875
"STEAP1",0.7734375,0.7734375,0.972141648161857,0.908549716394747,0.857142857142857
"STEAP2",0.778965830802917,0.778965830802917,0.97354222328446,0.8,0.967741935483871
"GTPBP10",1,1,1,1,0.947368421052632
"CLDN12",1,1,1,NA,0.888888888888889
"CDK14",1,1,1,1,0.961538461538462
"AKAP9",0.623046875,0.623046875,0.917831237498511,0.8,0.995951417004049
"CYP51A1",1,1,1,NA,0.579991847455038
"LRRD1",0.84912109375,0.84912109375,0.987997796615769,0.824154925762106,NA
"KRIT1",1,1,1,NA,0.973684210526316
"ANKIB1",1,0.8125,0.981206983882324,NA,0.979166666666667
"GATAD1",1,1,1,NA,0.933333333333333
"PEX1",0.301461600628576,0.301461600628576,0.662948014012855,0.833333333333333,0.987951807228916
"RBM48",0.96875,0.96875,0.99950655149225,0.5,0.947368421052632
"FAM133B",1,1,1,NA,0.8
"CDK6",1,1,1,NA,0.875
"SAMD9",1,1,1,NA,0.99009900990099
"SAMD9L",0.78802490234375,0.78802490234375,0.975752597798862,0.833333333333333,0.9875
"HEPACAM2",0.580590128898621,0.580590128898621,0.896262920888688,0.654612133994846,0.966666666666667
"CALCR",0.574722990393638,0.574722990393638,0.893043152193041,0.677621023067737,0.970588235294118
"TFPI2",0.8665771484375,0.8665771484375,0.990674583064462,0.5,0.96
"GNGT1",1,1,1,NA,0.487292799517725
"GNG11",1,1,1,NA,0.8
"BET1",0.961593627929688,0.961593627929688,0.999252847807013,0.961593627929688,0.833333333333333
"COL1A2",0.8125,0.975479125976562,0.977801010794975,0.5,0.990654205607477
"CASD1",0.96875,0.96875,0.99950655149225,0.666666666666667,0.976744186046512
"SGCE",0.5,0.5,0.846573590279973,0.5,0.976190476190476
"PEG10",1,1,1,NA,0.928571428571429
"PPP1R9A",1,1,1,1,0.988505747126437
"PON1",0.7734375,0.7734375,0.972141648161857,0.666666666666667,0.96
"PON3",0.9375,0.9375,0.998004863566473,0.666666666666667,0.967741935483871
"PON2",1,1,1,0.666666666666667,0.954545454545455
"ASB4",1,1,1,1,0.975609756097561
"PDK4",0.5,0.5,0.846573590279973,0.602632907138077,0.952380952380952
"DYNC1I1",0.5,0.5,0.846573590279973,0.5,0.973684210526316
"SLC25A13",0.927001953125,0.927001953125,0.997268336385057,0.833333333333333,0.981818181818182
"COX19",0.9375,0.9375,0.998004863566473,0.5,0.703940842174943
"DLX6",1,1,1,NA,0.9375
"DLX5",1,1,1,NA,0.9375
"TAC1",1,0.65625,0.932671336456324,NA,0.857142857142857
"ASNS",1,1,1,NA,0.95
"OCM2",1,1,1,1,0.779781820901355
"LMTK2",1,1,1,1,0.991735537190083
"BHLHA15",0.5,0.5,0.846573590279973,0.5,0.928571428571429
"TECPR1",0.5,0.5,0.846573590279973,0.687167041810999,0.992424242424242
"BRI3",1,1,1,NA,0.5
"BAIAP2L1",0.5,0.5,0.846573590279973,0.647583617650433,0.981818181818182
"CYP2W1",1,1,1,1,0.984375
"NPTX2",1,1,1,NA,0.971428571428571
"TMEM130",1,1,1,1,0.976744186046512
"TRRAP",1,0.772750854492188,0.971964936893604,NA,0.993197278911565
"SMURF1",1,0.25,0.596573590279973,NA,0.967741935483871
"KPNA7",0.894943237304688,0.894943237304688,0.994277448258596,0.833333333333333,NA
"ARPC1A",1,1,1,NA,0.928571428571429
"ARPC1B",1,1,1,NA,0.972972972972973
"PDAP1",1,1,1,NA,0.397367092861923
"BUD31",1,1,1,NA,0.875
"PTCD1",0.9375,0.9375,0.998004863566473,0.75,0.988888888888889
"CPSF4",1,1,1,NA,0.8
"ZNF789",1,1,1,NA,0.967741935483871
"ZNF394",1,1,1,NA,0.980769230769231
"ZKSCAN5",1,1,1,NA,0.977272727272727
"FAM200A",0.291566077130589,0.291566077130589,0.650917948934827,0.8,0.973684210526316
"ZNF655",1,1,1,NA,0.966666666666667
"ZSCAN25",1,1,1,NA,0.977777777777778
"CYP3A5",0.885238528251648,0.885238528251648,0.993147464357723,0.853706099710398,0.971428571428571
"CYP3A7",0.875,0.875,0.991839968546457,0.5,0.944444444444444
"CYP3A4",1,1,1,0.5,0.961538461538462
"CYP3A43",0.376953125,0.376953125,0.744721574558559,0.584233696944531,0.976744186046512
"OR2AE1",0.75,0.75,0.965761554338836,0.75,0.962962962962963
"TRIM4",0.96875,0.96875,0.99950655149225,0.96875,0.964285714285714
"GJC3",0.1875,0.1875,0.501370581294688,0.5,0.928571428571429
"AZGP1",0.75,0.75,0.965761554338836,0.5,0.958333333333333
"RGS22",0.894943237304688,0.894943237304688,0.994277448258596,0.857142857142857,0.988505747126437
"FBXO43",1,1,1,NA,0.972222222222222
"POLR2K",1,1,1,NA,0.352416382349567
"SPAG1",0.623046875,0.623046875,0.917831237498511,0.653746880296999,0.983870967741935
"RNF19A",1,0.5,0.846573590279973,NA,0.971428571428571
"ANKRD46",1,1,1,NA,0.916666666666667
"MSRA",0.588098526000976,0.588098526000976,0.900296970520863,0.75,0.96875
"SNX31",0.84591588402816,0.84591588402816,0.987467516398264,0.833333333333333,0.976744186046512
"PABPC1",1,1,1,NA,0.5
"GRHL2",1,1,1,NA,0.970588235294118
"NCALD",1,1,1,NA,0.909090909090909
"RRM2B",1,1,1,NA,0.909090909090909
"UBR5",1,0.916465759277344,0.99640959232702,NA,0.98780487804878
"ODF1",1,1,1,1,0.954545454545455
"KLF10",1,1,1,NA,0.967741935483871
"AZIN1",1,1,1,NA,0.944444444444444
"ATP6V1C1",1,1,1,0.5,0.933333333333333
"BAALC",0.5,0.5,0.846573590279973,0.728452928720196,0.9
"FZD6",1,1,1,NA,0.974358974358974
"CTHRC1",1,1,1,1,0.958333333333333
"SLC25A32",1,1,1,NA,0.916666666666667
"DCAF13",0.91021728515625,0.91021728515625,0.995843184690498,0.91021728515625,0.98
"RIMS2",1,1,1,NA,0.989130434782609
"DCSTAMP",0.0245208740234375,0.0245208740234375,0.11544992753322,0.0580163078227075,0.977777777777778
"DPYS",0.395683213889591,0.395683213889591,0.762537484093705,0.657645229833423,0.977272727272727
"LRP12",0.25,0.25,0.596573590279973,0.25,0.972222222222222
"PRSS55",0.08978271484375,0.08978271484375,0.306191631435962,0.262100558092402,0.978723404255319
"ZFPM2",0.5,0.5,0.846573590279973,0.5,0.987012987012987
"RP1L1",0.577490508556366,0.577490508556366,0.894569336803424,0.75,NA
"OXR1",1,1,1,NA,0.982456140350877
"C8orf74",0.6875,0.6875,0.94510174649097,0.75,0.972222222222222
"ABRA",0.072998046875,0.072998046875,0.264057484229802,0.526643495690974,0.975
"ANGPT1",1,0.001953125,0.0141373527832803,NA,0.970588235294118
"SOX7",1,1,1,1,0.974358974358974
"PINX1",1,1,1,NA,0.98
"RSPO2",1,1,1,NA,0.954545454545455
"EIF3E",1,0.1875,0.501370581294688,NA,0.8
"EMC2",1,1,1,1,0.928571428571429
"TMEM74",0.5,0.5,0.846573590279973,0.5,0.947368421052632
"XKR6",1,0.668188095092773,0.937591890140844,NA,0.976190476190476
"TRHR",0.2744140625,0.2744140625,0.629263589151039,0.5,0.9375
"NUDCD1",0.6875,0.6875,0.94510174649097,0.666666666666667,0.973684210526316
"ENY2",1,1,1,NA,0.5
"PKHD1L1",0.880455593761542,0.880455593761542,0.99255148910058,0.972972972972973,0.996865203761755
"EBAG9",1,1,1,NA,0.546686965435516
"SYBU",1,1,1,NA,0.980769230769231
"KCNV1",1,0.125,0.38493019270998,NA,0.888888888888889
"CSMD3",1,1,1,1,0.995327102803738
"MTMR9",1,1,1,1,0.984375
"FAM167A",1,1,1,1,0.961538461538462
"TRPS1",1,1,1,NA,0.985507246376812
"BLK",0.36328125,0.36328125,0.73113183388026,0.667777241194006,0.984126984126984
"EIF3H",0.8125,0.8125,0.981206983882324,0.8125,0.9375
"UTP23",1,1,1,NA,0.9
"RAD21",1,1,1,NA,0.96
"AARD",1,1,1,NA,0.933333333333333
"GATA4",1,0.63671875,0.924150940307291,NA,0.962962962962963
"SLC30A8",0.5,0.5,0.846573590279973,0.8,0.966666666666667
"MED30",1,1,1,NA,0.933333333333333
"NEIL2",1,1,1,1,0.977777777777778
"EXT1",1,0.623046875,0.917831237498511,NA,0.975609756097561
"FDFT1",0.5,0.5,0.846573590279973,0.5,NA
"SAMD12",1,1,1,1,0.928571428571429
"CTSB",0.5,0.5,0.846573590279973,0.715694166316085,NA
"TNFRSF11B",1,1,1,NA,0.961538461538462
"COLEC10",1,1,1,0.5,0.956521739130435
"MAL2",1,1,1,NA,0.888888888888889
"NOV",1,1,1,NA,0.96551724137931
"ENPP2",1,1,1,NA,0.982758620689655
"TAF2",1,1,1,NA,0.973684210526316
"DEFB136",1,1,1,NA,0.923076923076923
"DEFB135",1,1,1,NA,0.923076923076923
"DSCC1",1,1,1,NA,0.944444444444444
"DEPTOR",0.875,0.875,0.991839968546457,0.875,0.976190476190476
"DEFB134",1,1,1,NA,0.888888888888889
"COL14A1",0.11328125,0.11328125,0.359994401641795,0.452853756370623,0.991869918699187
"MRPL13",1,1,1,0.5,0.944444444444444
"MTBP",0.19384765625,0.19384765625,0.511890153355696,0.857142857142857,0.984375
"SNTB1",1,1,1,NA,NA
"HAS2",1,1,1,NA,0.944444444444444
"FAM86B1",1,0.5,0.596573590279973,1,0.666666666666667
"ZHX2",1,1,1,NA,0.98780487804878
"DERL1",0.5,0.5,0.846573590279973,0.5,0.923076923076923
"TBC1D31",0.738266468048096,0.738266468048096,0.962293761278177,0.9,0.986666666666667
"FAM83A",0.75,0.75,0.965761554338836,0.75,0.978723404255319
"C8orf76",0.5,0.5,0.846573590279973,0.5,0.972972972972973
"ZHX1",1,1,1,NA,0.981818181818182
"ATAD2",1,1,1,1,0.989247311827957
"WDYHV1",0.890625,0.890625,0.993787710702062,0.898016961801611,0.933333333333333
"FBXO32",1,1,1,NA,0.944444444444444
"KLHL38",0.38720703125,0.38720703125,0.754587422494125,0.55612445406493,0.985714285714286
"ANXA13",0.6875,0.6875,0.94510174649097,0.5,0.975609756097561
"FAM91A1",1,1,1,NA,0.954545454545455
"FER1L6",0.684771754106599,0.684771754106599,0.944074070123583,0.947368421052632,0.994565217391304
"FAM86B2",1,0.91021728515625,0.995843184690498,NA,0.666666666666667
"TMEM65",0.5,0.34375,0.596573590279973,0.5,0.888888888888889
"TRMT12",0.5,0.5,0.846573590279973,0.5,0.96551724137931
"RNF139",0.5,0.5,0.846573590279973,0.5,0.975
"TATDN1",0.890625,0.890625,0.993787710702062,0.666666666666667,0.95
"NDUFB9",0.125,0.125,0.38493019270998,0.125,0.952380952380952
"MTSS1",0.5,0.5,0.846573590279973,0.5,0.982758620689655
"ZNF572",1,1,1,NA,0.96969696969697
"SQLE",1,1,1,NA,0.947368421052632
"NSMCE2",0.894943237304688,0.894943237304688,0.994277448258596,0.894943237304688,0.9375
"TRIB1",1,1,1,NA,0.947368421052632
"FAM84B",1,0.5,0.846573590279973,NA,0.95
"LONRF1",1,1,1,NA,0.961538461538462
"POU5F1B",0.2265625,0.2265625,0.562947645187978,0.2265625,0.888888888888889
"GSDMC",1,1,1,1,0.979166666666667
"FAM49B",1,1,1,NA,0.666666666666667
"ASAP1",1,0.738266468048096,0.962293761278177,NA,0.981818181818182
"ADCY8",0.5,0.5,0.846573590279973,0.5,0.989130434782609
"DLC1",1,1,1,NA,0.993377483443709
"EFR3A",1,1,1,1,0.982758620689655
"OC90",0.29052734375,0.29052734375,0.649635869367769,0.666666666666667,0.983050847457627
"HHLA1",0.6875,0.6875,0.94510174649097,0.666666666666667,NA
"KCNQ3",1,0.03515625,0.152857717985508,NA,0.981818181818182
"LRRC6",0.25,0.25,0.596573590279973,0.25,0.96969696969697
"TMEM71",0.75,0.75,0.965761554338836,0.5,0.961538461538462
"PHF20L1",1,1,1,NA,0.978260869565217
"TG",0.855607859792947,0.855607859792947,0.989034015114438,0.9375,0.996784565916399
"SLA",1,1,1,NA,0.96551724137931
"WISP1",1,1,1,NA,0.976744186046512
"NDRG1",0.5,0.5,0.846573590279973,0.5,0.970588235294118
"ST3GAL1",0.5,0.5,0.846573590279973,0.5,0.9375
"ZFAT",1,1,1,NA,0.991596638655462
"KHDRBS3",1,1,1,NA,0.947368421052632
"FAM135B",1,0.875,0.991839968546457,NA,0.990740740740741
"COL22A1",0.1334228515625,0.1334228515625,0.402167409912025,0.8,0.994623655913978
"KCNK9",1,0.25,0.596573590279973,NA,0.928571428571429
"TRAPPC9",0.890625,0.890625,0.993787710702062,0.75,0.990740740740741
"CHRAC1",1,1,1,NA,0.9
"AGO2",1,0.65625,0.932671336456324,NA,0.9
"PTK2",1,0.5,0.846573590279973,NA,0.977272727272727
"SGCZ",1,1,1,NA,0.966666666666667
"DENND3",0.5,0.5,0.846573590279973,0.525296476616476,0.987654320987654
"SLC45A4",1,1,1,NA,0.989795918367347
