"","LoF_pvalue","All_variants_pvalue","fisher_combine_pvalue","LoF_ACAT_pvalue","Missense_ACAT_pvalue"
"SLC35A3",1,1,1,NA,0.9
"RBP7",1,1,1,1,0.875
"SASS6",1,1,1,1,0.96551724137931
"TRMT13",1,1,1,1,0.96551724137931
"LRRC39",0.833847045898437,0.833847045898437,0.985361466561743,0.666666666666667,0.961538461538462
"DBT",0.5,0.5,0.846573590279973,0.5,0.954545454545455
"RTCA",0.5,0.5,0.846573590279973,0.647583617650433,0.972972972972973
"CDC14A",0.975479125976562,0.975479125976562,0.999696875499487,0.833333333333333,0.979166666666667
"GPR88",1,0.85546875,0.989012310590666,NA,0.888888888888889
"VCAM1",1,1,1,NA,0.977777777777778
"UBE4B",0.208846095418266,0.335905516882683,0.468321870031345,0.208846095418266,0.984848484848485
"EXTL2",0.75,0.75,0.965761554338836,0.5,0.954545454545455
"SLC30A7",0.5,0.5,0.846573590279973,0.5,0.956521739130435
"DPH5",1,1,1,NA,0.941176470588235
"S1PR1",0.65625,0.298307447927073,0.493494969084835,0.65625,0.833333333333333
"ISG15",1,1,1,NA,0.958333333333333
"OLFM3",1,1,1,1,0.944444444444444
"AGRN",0.6875,0.6875,0.94510174649097,0.779781820901355,0.996197718631179
"KIF1B",0.5,0.760056169150836,0.768434337490749,0.5,0.990476190476191
"COL11A1",1,1,1,NA,0.991869918699187
"RNPC3",0.1875,0.1875,0.501370581294688,0.397367092861923,0.954545454545455
"AMY2B",0.9375,0.9375,0.998004863566473,0.5,0.857142857142857
"AMY2A",0.75,0.78802490234375,0.908834757881443,0.75,0.8
"AMY1C",1,1,1,1,NA
"PGD",1,1,1,NA,0.952380952380952
"CORT",0.9375,0.9375,0.998004863566473,0.5,0.909090909090909
"DFFA",0.017578125,0.017578125,0.0886130867760344,0.176513765134518,0.966666666666667
"PEX14",0.5,0.5,0.846573590279973,0.5,0.96969696969697
"PRMT6",1,1,1,1,0.96551724137931
"NTNG1",0.5,0.5,0.846573590279973,0.5,0.96
"VAV3",0.890625,0.890625,0.993787710702062,0.75,0.981481481481482
"SLC25A24",0.729371905326843,0.729371905326843,0.959540905305555,0.8,0.964285714285714
"NBPF4",1,1,1,NA,NA
"C1orf159",0.74609375,0.74609375,0.964627606010508,0.5,0.975609756097561
"NBPF6",1,1,1,NA,1
"FAM102B",0.171875,0.171875,0.474544779940224,0.346253119703001,0.941176470588235
"HENMT1",0.75,0.75,0.965761554338836,0.5,0.961538461538462
"PRPF38B",1,0.5,0.846573590279973,NA,0.971428571428571
"FNDC7",0.148103184299543,0.148103184299543,0.430957466852771,0.438908649691431,0.979591836734694
"STXBP3",0.75,0.75,0.965761554338836,0.75,0.964285714285714
"AKNAD1",1,1,1,NA,0.985074626865672
"GPSM2",0.84912109375,0.84912109375,0.987997796615769,0.883427081382435,0.977777777777778
"CLCC1",0.96484375,0.96484375,0.999374647028678,0.75,0.96969696969697
"WDR47",1,0.34375,0.710820216562966,NA,0.962962962962963
"TAF13",0.5,0.91015625,0.834076686011031,0.5,0.857142857142857
"TMEM167B",1,1,1,NA,0.647583617650433
"C1orf194",0.376953125,0.376953125,0.744721574558559,0.666666666666667,0.888888888888889
"KIAA1324",0.5,0.5,0.846573590279973,0.5,0.98780487804878
"SARS",1,1,1,NA,0.952380952380952
"CELSR2",1,1,1,1,0.996309963099631
"PSRC1",0.772750854492188,0.772750854492188,0.971964936893604,0.833333333333333,0.96875
"MYBPHL",0.75,0.75,0.965761554338836,0.75,0.977777777777778
"SORT1",1,1,1,NA,0.96875
"PSMA5",1,1,1,NA,0.5
"SYPL2",1,1,1,1,0.9375
"C1orf127",1,1,1,NA,0.986666666666667
"ATXN7L2",0.5,0.5,0.846573590279973,0.5,0.978260869565217
"CYB561D1",1,1,1,1,0.961538461538462
"AMIGO1",1,0.65625,0.932671336456324,NA,0.923076923076923
"GPR61",1,1,1,NA,0.961538461538462
"GNAI3",0.875,0.875,0.991839968546457,0.5,0.9
"GNAT2",0.5,0.5,0.846573590279973,0.5,0.96
"AMPD2",0.1875,0.1875,0.501370581294688,0.397367092861923,0.972972972972973
"GSTM4",0.9375,0.9375,0.998004863566473,0.9375,0.833333333333333
"GSTM2",0.8665771484375,0.78802490234375,0.795670045120796,0.5,0.933333333333333
"GSTM1",1,1,1,NA,1
"GSTM5",0.61279296875,0.61279296875,0.912894926227959,0.75,0.212420438433431
"GSTM3",0.5,0.5,0.846573590279973,0.5,0.947368421052632
"EPS8L3",0.833847045898437,0.833847045898437,0.985361466561743,0.833333333333333,0.983606557377049
"CSF1",1,1,1,NA,0.977777777777778
"AHCYL1",1,0.75,0.965761554338836,NA,0.875
"STRIP1",1,0.2265625,0.562947645187978,NA,0.979591836734694
"ALX3",1,1,1,NA,0.96
"UBL4B",1,1,1,NA,0.947368421052632
"TARDBP",1,1,1,NA,0.305266441696313
"SLC6A17",0.25,0.25,0.596573590279973,0.25,0.980769230769231
"KCNC4",0.5,0.430025032954291,0.596573590279973,0.5,0.979166666666667
"MASP2",0.38720703125,0.38720703125,0.754587422494125,0.630058505791047,0.986301369863014
"RBM15",0.5,0.3125,0.596573590279973,0.5,0.976190476190476
"SLC16A4",0.2744140625,0.2744140625,0.629263589151039,0.666666666666667,0.973684210526316
"LAMTOR5",1,1,1,NA,0.96
"PROK1",0.005859375,0.005859375,0.0359748769709262,0.0214599620519023,0.941176470588235
"KCNA10",0.38720703125,0.38720703125,0.754587422494125,0.675849650510247,0.980769230769231
"SRM",1,1,1,NA,0.875
"KCNA2",1,0.63671875,0.924150940307291,NA,0.888888888888889
"EXOSC10",0.75,0.75,0.965761554338836,0.5,0.985507246376812
"KCNA3",1,1,1,NA,NA
"CD53",1,1,1,NA,0.947368421052632
"LRIF1",1,1,1,NA,0.976744186046512
"MTOR",0.25,0.797563552856445,0.562623286637567,0.5,0.987951807228916
"DRAM2",0.1875,0.1875,0.501370581294688,0.1875,0.928571428571429
"CEPT1",1,0.5,0.846573590279973,NA,0.909090909090909
"DENND2D",0.5,0.5,0.846573590279973,0.5,0.971428571428571
"CHI3L2",0.63671875,0.63671875,0.924150940307291,0.667212508357475,0.973684210526316
"CHIA",0.179641723632813,0.179641723632813,0.48804898850748,0.411402069693223,0.978260869565217
"PIFO",1,1,1,1,0.923076923076923
"OVGP1",0.927001953125,0.927001953125,0.997268336385057,0.8,0.982758620689655
"WDR77",1,1,1,1,0.947368421052632
"C1orf162",0.5,0.5,0.846573590279973,0.5,0.9
"ADORA3",0.623046875,0.623046875,0.917831237498511,0.623046875,0.9
"RAP1A",1,1,1,NA,0.266661531189607
"DDX20",0.5,0.5,0.846573590279973,0.5,0.982456140350877
"KCND3",1,0.5,0.846573590279973,NA,0.96
"ANGPTL7",0.240341186523438,0.240341186523438,0.582994595819222,0.38564719441615,0.972972972972973
"CTTNBP2NL",1,0.75,0.965761554338836,NA,0.976190476190476
"WNT2B",1,1,1,NA,0.961538461538462
"ST7L",0.70947265625,0.70947265625,0.952987313340813,0.8,0.975
"CAPZA1",1,1,1,NA,0.933333333333333
"MOV10",1,1,1,NA,0.981818181818182
"RHOC",1,1,1,NA,0.916666666666667
"PPM1J",0.63671875,0.63671875,0.924150940307291,0.8,0.976190476190476
"FAM19A3",0.5,0.5,0.846573590279973,0.5,0.888888888888889
"UBIAD1",1,1,1,NA,0.944444444444444
"SLC16A1",1,1,1,NA,0.956521739130435
"LRIG2",1,1,1,1,0.986301369863014
"MAGI3",1,0.875,0.991839968546457,NA,0.986111111111111
"PHTF1",0.933099746704102,0.933099746704102,0.997710535009733,0.875,0.976744186046512
"RSBN1",0.364166240440682,0.30379568063654,0.492223840707336,0.352416382349567,0.975609756097561
"PTPN22",0.70947265625,0.70947265625,0.952987313340813,0.8,0.979591836734694
"BCL2L15",0.5,0.5,0.846573590279973,0.5,0.909090909090909
"AP4B1",0.5,0.5,0.846573590279973,0.75,0.985294117647059
"DCLRE1B",1,1,1,NA,0.966666666666667
"HIPK1",1,0.75,0.965761554338836,NA,0.983606557377049
"OLFML3",0.376953125,0.376953125,0.744721574558559,0.666666666666667,0.971428571428571
"SYT6",1,1,1,NA,0.975
"TRIM33",1,0.395263671875,0.762148286844367,NA,0.96551724137931
"BCAS2",0.5,0.5,0.846573590279973,0.5,0.857142857142857
"DENND2C",0.96484375,0.96484375,0.999374647028678,0.666666666666667,0.98780487804878
"AMPD1",0.982421875,0.982421875,0.99984459147403,0.75,0.98876404494382
"NRAS",1,1,1,NA,0.666666666666667
"CSDE1",1,1,1,NA,0.958333333333333
"SIKE1",1,1,1,NA,0.928571428571429
"SYCP1",1,1,1,NA,0.980769230769231
"TSHB",1,1,1,NA,0.8
"TSPAN2",0.65625,0.65625,0.932671336456324,0.704486748789003,0.944444444444444
"NGF",1,1,1,NA,0.964285714285714
"VANGL1",0.5,0.5,0.846573590279973,0.5,0.978723404255319
"CASQ2",1,1,1,NA,0.972222222222222
"NHLH2",1,1,1,NA,0.75
"SLC22A15",0.6875,0.6875,0.94510174649097,0.666666666666667,0.978260869565217
"MAB21L3",0.5,0.5,0.846573590279972,0.5,0.972972972972973
"ATP1A1",1,0.08984375,0.306338727565076,NA,0.954545454545455
"FBXO2",1,1,1,NA,0.962962962962963
"CD58",1,1,1,NA,0.941176470588235
"FBXO44",0.9375,0.9375,0.998004863566473,0.666666666666667,0.95
"IGSF3",1,1,1,NA,0.970588235294118
"FBXO6",1,1,1,NA,0.964285714285714
"MAD2L2",1,1,1,1,0.875
"CD2",1,1,1,NA,0.964285714285714
"PTGFRN",0.890625,0.890625,0.993787710702062,0.890625,0.983606557377049
"CD101",0.240341186523438,0.240341186523438,0.582994595819222,0.857142857142857,0.988888888888889
"TTF2",0.21197509765625,0.21197509765625,0.540809199707367,0.8,0.990196078431373
"DRAXIN",0.927001953125,0.927001953125,0.997268336385057,0.890625,0.958333333333333
"TRIM45",1,1,1,1,0.978723404255319
"VTCN1",0.5,0.5,0.846573590279973,0.5,0.944444444444444
"AGTRAP",1,1,1,NA,0.923076923076923
"MAN1A2",1,1,1,NA,0.933333333333333
"C1orf167",1,1,1,NA,0.98936170212766
"GDAP2",0.85546875,0.85546875,0.989012310590666,0.666666666666667,0.971428571428571
"MTHFR",0.96484375,0.96484375,0.999374647028678,0.8,0.981818181818182
"TTLL10",1,1,1,0.5,0.98989898989899
"WDR3",0.03515625,0.03515625,0.152857717985508,0.5,0.981481481481482
"SPAG17",0.65625,0.65625,0.932671336456324,0.8,0.993865030674847
"CLCN6",0.125,0.125,0.38493019270998,0.5,0.984375
"NPPA",0.9375,0.9375,0.998004863566473,0.9375,0.944444444444444
"NPPB",0.75,0.75,0.965761554338836,0.75,0.944444444444444
"TBX15",1,1,1,1,0.96969696969697
"WARS2",0.25,0.25,0.596573590279973,0.25,0.958333333333333
"PLOD1",0.5,0.5,0.846573590279973,0.647583617650433,0.987341772151899
"HAO2",0.5,0.5,0.846573590279973,0.728452928720196,0.971428571428571
"HSD3B2",0.125,0.125,0.38493019270998,0.125,0.9375
"HSD3B1",1,1,1,NA,0.96551724137931
"ZNF697",1,0.5,0.846573590279973,NA,0.975
"PHGDH",0.75,0.75,0.965761554338836,0.5,0.981132075471698
"HMGCS2",0.36328125,0.36328125,0.73113183388026,0.552217986291901,0.975
"REG4",0.5,0.5,0.846573590279973,0.666666666666667,0.923076923076923
"MFN2",1,1,1,NA,0.975609756097561
"NOTCH2",1,1,1,NA,0.991525423728814
"MIIP",0.975616617047763,0.975616617047763,0.999700279234925,0.993087049265534,0.980392156862745
"TNFRSF18",0.125,0.125,0.38493019270998,0.125,0.966666666666667
"TNFRSF8",1,1,1,NA,0.981818181818182
"TNFRSF4",1,1,1,1,0.971428571428571
"FAM72B",1,1,1,NA,NA
"SDF4",0.125,0.125,0.38493019270998,0.352416382349567,0.976190476190476
"TNFRSF1B",1,1,1,NA,0.966666666666667
"VPS13D",1,0.75,0.846573590279973,1,0.996466431095406
"B3GALT6",0.5,0.109375,0.235786795139986,0.5,0.9
"UBE2J2",1,1,1,NA,0.9
"DHRS3",1,0.88671875,0.993326663783525,NA,0.96
"AADACL4",0.875,0.875,0.991839968546457,0.875,0.978723404255319
"AADACL3",1,1,1,NA,0.967741935483871
"C1orf158",0.15087890625,0.15087890625,0.436232818438404,0.29259092704667,0.954545454545455
"PRAMEF12",1,1,1,NA,0.973684210526316
"PRAMEF1",1,1,1,NA,0.9375
"PRAMEF2",1,1,1,NA,0.833333333333333
"SCNN1D",0.5,0.5,0.846573590279973,0.5,NA
"PRAMEF7",1,1,1,NA,NA
"ACAP3",1,1,1,NA,0.984126984126984
"PRAMEF6",1,1,1,NA,1
"PUSL1",0.819811173532116,0.819811173532116,0.982692275220952,0.8,0.974358974358974
"TAS1R3",0.65625,0.65625,0.932671336456324,0.666666666666667,NA
"DVL1",1,1,1,NA,0.989690721649485
"PRAMEF19",1,0.868412017822266,0.990935402771002,NA,0.836899903119443
"PRAMEF17",1,0.752808863152249,0.966564360657559,NA,0.9
"PRAMEF20",1,1,1,NA,NA
"LRRC38",0.422509491443634,0.422509491443634,0.786519741495045,0.422509491443634,NA
"MXRA8",1,0.25390625,0.60195844276545,NA,0.971428571428571
"PDPN",1,1,1,NA,0.958333333333333
"PRDM2",0.5,0.5,0.846573590279973,0.5,0.993103448275862
"AURKAIP1",0.5,0.5,0.846573590279973,0.5,0.916666666666667
"CCNL2",1,1,1,NA,0.983333333333333
"MRPL20",0.5,0.5,0.846573590279973,0.5,0.9375
"TMEM88B",1,1,1,NA,NA
"VWA1",0.875,0.85546875,0.95348858534103,0.5,0.974358974358974
"NBPF15",1,1,1,NA,NA
"ATAD3C",1,1,1,0.5,0.962962962962963
"GPR89A",1,1,1,NA,NA
"PDZK1",1,1,1,NA,NA
"CD160",1,1,1,NA,NA
"POLR3C",1,1,1,NA,NA
"NUDT17",1,1,1,NA,NA
"ANKRD35",1,1,1,NA,NA
"ITGA10",1,1,1,NA,NA
"PEX11B",1,1,1,NA,NA
"LIX1L",1,1,1,NA,NA
"POLR3GL",1,1,1,NA,NA
"KAZN",1,0.580590128898621,0.896262920888688,NA,0.984615384615385
"TXNIP",1,1,1,NA,NA
"NBPF12",1,1,1,NA,NA
"PRKAB2",1,1,1,NA,0.928571428571429
"FMO5",0.96875,0.96875,0.99950655149225,0.666666666666667,0.978723404255319
"CHD1L",0.670630961488171,0.670630961488171,0.938572358535886,0.923076923076923,0.986486486486487
"BCL9",1,1,1,1,0.991304347826087
"ACP6",0.623046875,0.623046875,0.917831237498511,0.623046875,0.974358974358974
"ATAD3B",0.5,0.25390625,0.446296560994629,0.687167041810999,0.971428571428571
"GJA5",1,1,1,NA,0.961538461538462
"GJA8",1,1,1,NA,0.973684210526316
"GPR89B",0.962240651249886,0.962240651249886,0.999277969771347,0.980806646297196,NA
"NBPF14",1,1,1,NA,0.5
"NBPF9",1,1,1,NA,NA
"HIST2H2BE",1,1,1,NA,0.5
"HIST2H2AB",0.25,0.25,0.596573590279973,0.5,0.5
"BOLA1",1,1,1,NA,0.923076923076923
"SV2A",1,0.75,0.965761554338836,NA,0.980392156862745
"SF3B4",1,0.5,0.846573590279973,NA,0.833333333333333
"MTMR11",0.0669002532958985,0.0669002532958985,0.24783550231517,0.491819418365294,0.983606557377049
"OTUD7B",1,1,1,NA,0.983333333333333
"VPS45",0.6875,0.6875,0.94510174649097,0.666666666666667,0.966666666666667
"PLEKHO1",1,1,1,NA,0.971428571428571
"ANP32E",1,1,1,NA,0.5
"CA14",0.25390625,0.25390625,0.60195844276545,0.75,0.96551724137931
"APH1A",1,0.9375,0.998004863566473,NA,0.9
"C1orf54",1,1,1,NA,0.888888888888889
"MRPS21",0.5,0.5,0.846573590279973,0.5,0.976290053264662
"PRPF3",1,0.5,0.846573590279973,NA,0.923076923076923
"RPRD2",1,0.240341186523438,0.582994595819222,NA,0.9875
"TARS2",0.63671875,0.63671875,0.924150940307291,0.75,0.978723404255319
"ECM1",0.5,0.5,0.846573590279973,0.5,0.981132075471698
"ADAMTSL4",1,1,1,0.666666666666667,0.993548387096774
"MCL1",1,1,1,NA,0.961538461538462
"ENSA",1,1,1,NA,NA
"GOLPH3L",0.5,0.5,0.846573590279973,0.5,0.952380952380952
"HORMAD1",0.75,0.9375,0.965761554338836,0.75,0.944444444444444
"CTSS",0.5,0.5,0.846573590279973,0.5,0.75
"CTSK",0.63671875,0.63671875,0.924150940307291,0.63671875,0.947368421052632
"ARNT",1,0.598190307617187,0.905568205115889,NA,0.976190476190476
"SETDB1",1,0.96875,0.99950655149225,NA,0.979166666666667
"CERS2",1,1,1,NA,0.95
"ANXA9",0.5,0.5,0.846573590279973,0.5,0.972222222222222
"BNIPL",0.6875,0.6875,0.94510174649097,0.75,0.96969696969697
"C1orf56",0.75,0.890625,0.950780104867513,0.666666666666667,0.96
"CDC42SE1",1,1,1,NA,0.666666666666667
"MLLT11",1,1,1,NA,0.5
"GABPB2",0.75,0.75,0.965761554338836,0.75,0.96875
"SEMA6C",1,1,1,1,0.985714285714286
"TNFAIP8L2",1,1,1,NA,0.944444444444444
"LYSMD1",0.2265625,0.2265625,0.562947645187978,0.422529504910763,0.933333333333333
"SCNM1",0.9375,0.9375,0.998004863566473,0.5,0.95
"TMOD4",0.5,0.5,0.846573590279973,0.666666666666667,0.967741935483871
"VPS72",1,1,1,1,0.95
"PIP5K1A",1,1,1,NA,0.947368421052632
"PSMD4",1,1,1,NA,0.75
"ZNF687",1,1,1,NA,0.988372093023256
"PI4KB",1,0.5,0.846573590279973,NA,0.972972972972973
"RFX5",0.5,0.5,0.846573590279973,0.5,0.974358974358974
"SELENBP1",0.96875,0.96875,0.99950655149225,0.666666666666667,0.975
"PSMB4",1,1,1,NA,0.923076923076923
"POGZ",1,0.5,0.846573590279973,NA,0.985294117647059
"CGN",0.829554529389951,0.829554529389951,0.984570425982063,0.923076923076923,0.992647058823529
"TUFT1",0.797483876929619,0.797483876929619,0.977949423462053,0.797483876929619,0.971428571428571
"SNX27",1,1,1,NA,0.956521739130435
"CELF3",1,0.15087890625,0.436232818438404,NA,0.947368421052632
"RIIAD1",0.5,0.5,0.846573590279973,0.5,NA
"MRPL9",0.5,0.5,0.846573590279973,0.666666666666667,0.964285714285714
"OAZ3",0.65625,0.65625,0.932671336456324,0.666666666666667,0.95
"TDRKH",1,1,1,1,0.974358974358974
"LINGO4",0.2744140625,0.2744140625,0.629263589151039,0.833333333333333,0.979591836734694
"RORC",1,1,1,NA,0.96551724137931
"THEM5",0.696380615234375,0.696380615234375,0.948372143625449,0.8,0.95
"THEM4",0.75,0.75,0.965761554338836,0.5,0.9
"S100A10",1,1,1,NA,0.857142857142857
"S100A11",0.65625,0.65625,0.932671336456324,0.721284024524029,0.867511568769822
"TCHHL1",1,1,1,NA,0.982758620689655
"TCHH",1,1,1,1,0.993464052287582
"TMEM51",0.75,0.75,0.965761554338836,0.75,0.958333333333333
"RPTN",1,1,1,NA,0.976190476190476
"HRNR",0.125,0.125,0.38493019270998,0.125,NA
"ATAD3A",0.5,0.5,0.846573590279973,0.666666666666667,0.933333333333333
"FLG2",0.5,0.5,0.846573590279973,0.5,0.989247311827957
"CRNN",1,1,1,NA,0.971428571428571
"LCE5A",1,1,1,NA,0.857142857142857
"CRCT1",1,1,1,NA,0.666666666666667
"LCE3E",1,1,1,NA,0.25
"LCE3D",1,1,1,NA,0.65625
"LCE3C",1,1,1,NA,0.666666666666667
"LCE3B",1,1,1,NA,1
"LCE2D",1,1,1,NA,0.352416382349567
"LCE2C",1,1,1,NA,0.5
"LCE2B",1,1,1,NA,0.576096111684822
"LCE2A",1,1,1,NA,0.875
"KPRP",1,1,1,NA,0.981132075471698
"LCE1F",0.25,0.25,0.596573590279973,0.5,0.875
"LCE1E",1,1,1,NA,0.5
"LCE1D",1,1,1,1,0.666666666666667
"LCE1B",1,1,1,NA,0.8
"LCE1A",1,1,1,NA,0.8
"SPRR4",1,1,1,NA,0.875
"SPRR1A",1,1,1,NA,0.75
"SPRR1B",1,1,1,NA,0.931699799493788
"FHAD1",0.5,0.5,0.846573590279973,0.909090909090909,NA
"SPRR2E",1,1,1,NA,NA
"LELP1",1,1,1,1,0.9
"PRR9",0.5,0.5,0.846573590279973,0.5,NA
"PGLYRP3",0.5,0.5,0.846573590279973,0.5,0.964285714285714
"PGLYRP4",0.9921875,0.9921875,0.999969402637112,0.75,0.96969696969697
"S100A9",1,1,1,NA,0.857142857142857
"S100A12",1,1,1,NA,0.8
"S100A8",1,1,1,NA,0.833333333333333
"S100A7A",1,1,1,NA,0.833333333333333
"S100A7L2",1,1,1,NA,0.9
"S100A7",1,1,1,NA,0.657125652569054
"S100A6",1,1,1,NA,0.916666666666667
"S100A5",1,1,1,NA,0.888888888888889
"S100A4",1,1,1,NA,0.916666666666667
"S100A3",1,1,1,NA,0.933333333333333
"S100A2",0.577490508556366,0.577490508556366,0.894569336803424,0.75134322205204,0.833333333333333
"S100A16",0.9713134765625,0.9713134765625,0.999584549827424,0.9713134765625,0.923076923076923
"S100A14",1,1,1,1,0.9
"S100A13",0.5,0.5,0.846573590279973,0.5,0.888888888888889
"S100A1",1,1,1,1,0.923076923076923
"CHTOP",1,1,1,NA,0.95
"SNAPIN",1,1,1,NA,0.8
"ILF2",1,1,1,NA,0.75
"NPR1",1,0.0625,0.235786795139986,NA,0.982456140350877
"INTS3",1,0.109375,0.351418914689539,NA,0.961538461538462
"SLC27A3",0.969145695880388,0.969145695880388,0.999519033519359,0.857142857142857,0.98989898989899
"GATAD2B",1,0.5,0.846573590279973,NA,0.944444444444444
"DENND4B",1,0.5,0.846573590279973,NA,0.989130434782609
"CRTC2",1,1,1,NA,0.98
"SLC39A1",0.3125,0.3125,0.675984628064276,0.602416382349567,0.95
"CREB3L4",1,1,1,NA,0.972972972972973
"JTB",1,0.0716533271479423,0.260525456394036,NA,0.857142857142857
"RAB13",1,1,1,NA,0.888888888888889
"NUP210L",0.5,0.5,0.846573590279973,0.666666666666667,0.990909090909091
"EFHD2",1,0.75,0.965761554338836,NA,0.909090909090909
"TPM3",1,0.109375,0.351418914689539,NA,0.75
"C1orf189",0.5,0.5,0.846573590279973,0.647583617650433,0.923076923076923
"C1orf43",1,1,1,1,0.95
"SSU72",1,0.25,0.596573590279973,NA,0.25
"UBAP2L",1,0.5,0.846573590279973,NA,0.977777777777778
"HAX1",0.7255859375,0.7255859375,0.95833631868662,0.666666666666667,0.96
"AQP10",1,1,1,NA,0.875
"ATP8B2",0.875,0.875,0.991839968546457,0.5,0.987012987012987
"CTRC",0.125,0.125,0.38493019270998,0.125,0.967741935483871
"IL6R",0.75,0.75,0.965761554338836,0.75,0.979166666666667
"SHE",1,1,1,NA,0.977272727272727
"TDRD10",1,1,1,NA,0.966666666666667
"UBE2Q1",1,1,1,NA,0.8
"CELA2A",1,1,1,1,0.944444444444444
"CHRNB2",1,0.94612392783165,0.998521895046757,NA,0.952380952380952
"ADAR",1,0.75,0.965761554338836,NA,0.984126984126984
"KCNN3",1,0.951873779296875,0.998822895274565,NA,0.964285714285714
"CELA2B",0.261733531951904,0.261733531951904,0.612568577380933,0.409605752274345,0.958333333333333
"PMVK",0.5,0.5,0.846573590279973,0.5,0.954545454545455
"CASP9",0.75,0.75,0.965761554338836,0.5,0.970588235294118
"PBXIP1",0.109375,0.109375,0.351418914689539,0.220218179098645,0.985294117647059
"PYGO2",1,1,1,1,0.941176470588235
"SHC1",1,1,1,NA,0.975
"CKS1B",1,1,1,NA,0.875
"FLAD1",1,1,1,1,0.981132075471698
"LENEP",1,1,1,1,0.888888888888889
"ZBTB7B",1,0.75,0.965761554338836,NA,0.972972972972973
"DCST2",0.1875,0.1875,0.501370581294688,0.1875,0.989130434782609
"DCST1",0.916465759277344,0.868412017822266,0.81582762472492,0.875,0.985915492957746
"ADAM15",0.951873779296875,0.951873779296875,0.998822895274565,0.875,0.987951807228916
"EFNA4",1,1,1,1,0.9
"EFNA3",1,1,1,NA,0.916666666666667
"EFNA1",1,1,1,NA,0.944444444444444
"SLC50A1",1,1,1,NA,0.916666666666667
"DPM3",1,1,1,NA,0.833333333333333
"KRTCAP2",0.6875,0.6875,0.94510174649097,0.6875,0.9375
"TRIM46",1,0.996307373046875,0.999993173845766,NA,0.972222222222222
"MUC1",1,1,1,NA,0.978723404255319
"THBS3",0.804235847434029,0.804235847434029,0.979448848828214,0.9375,0.98780487804878
"MTX1",1,1,1,NA,0.9
"GBA",1,1,1,NA,0.909090909090909
"FAM189B",0.209377094134508,0.0503218387601178,0.0564038353561593,0.9,0.981818181818182
"SCAMP3",0.5,0.5,0.846573590279973,0.583127300072643,0.952380952380952
"CLK2",1,0.74609375,0.964627606010508,NA,0.967741935483871
"HCN3",1,1,1,NA,0.985915492957746
"PKLR",0.6875,0.6875,0.94510174649097,0.666666666666667,0.979166666666667
"DNAJC16",0.61279296875,0.61279296875,0.912894926227959,0.685379275082759,0.983333333333333
"FDPS",0.5,0.5,0.846573590279973,0.5,0.95
"RUSC1",1,0.8125,0.981206983882324,NA,0.980392156862745
"ASH1L",0.171875,0.0843187719583512,0.165713120917183,0.171875,0.992647058823529
"MSTO1",1,0.96875,0.99950655149225,NA,0.888888888888889
"YY1AP1",1,1,1,NA,0.962962962962963
"DAP3",0.9375,0.9375,0.998004863566473,0.666666666666667,0.971428571428571
"AGMAT",0.214795253921694,0.214795253921694,0.545165392683144,0.35691860056021,0.962962962962963
"GON4L",0.75,0.75,0.965761554338836,0.75,0.985507246376812
"SYT11",1,1,1,NA,0.95
"RIT1",0.14453125,0.14453125,0.424092197960576,0.14453125,0.833333333333333
"RXFP4",1,1,1,NA,0.974358974358974
"ARHGEF2",1,0.569974967045709,0.890393711300634,NA,0.976190476190476
"SSR2",1,1,1,NA,0.9
"UBQLN4",1,1,1,NA,0.833333333333333
"LAMTOR2",1,1,1,NA,0.602416382349567
"RAB25",0.792007401246347,0.792007401246347,0.976691284527651,0.81104150803337,0.956521739130435
"MEX3A",1,0.5,0.846573590279973,NA,0.933333333333333
"LMNA",1,0.34375,0.710820216562966,NA,0.976744186046512
"SEMA4A",0.25,0.25,0.596573590279973,0.25,0.981818181818182
"SLC25A44",1,0.5,0.846573590279973,NA,0.923076923076923
"PMF1",0.6875,0.6875,0.94510174649097,0.666666666666667,0.9
"PMF1-BGLAP",1,1,1,NA,0.5
"BGLAP",0.604736328125,0.604736328125,0.90889616702116,0.696259046723996,0.9
"PAQR6",0.84912109375,0.84912109375,0.987997796615769,0.832803080023351,0.958333333333333
"SMG5",1,1,1,NA,0.987654320987654
"DDI2",1,0.3125,0.675984628064276,NA,0.928571428571429
"TMEM79",0.8665771484375,0.8665771484375,0.990674583064462,0.5,0.978260869565217
"CCT3",1,1,1,NA,0.972222222222222
"TSACC",1,1,1,NA,0.923076923076923
"RHBG",0.75,0.75,0.965761554338836,0.5,0.98
"C1orf61",1,1,1,NA,0.9
"MEF2D",1,0.5,0.846573590279973,NA,0.962962962962963
"IQGAP3",0.906129220500588,0.906129220500588,0.995449418395557,0.928571428571429,0.99375
"TTC24",0.19384765625,0.19384765625,0.511890153355696,0.478526581280904,0.976744186046512
"GPATCH4",1,1,1,NA,0.96875
"RSC1A1",1,1,1,NA,0.981132075471698
"HAPLN2",0.5,0.03125,0.139554246962491,0.5,0.933333333333333
"BCAN",1,0.98046875,0.998004863566473,1,0.986486486486487
"NES",1,0.8665771484375,0.990674583064462,NA,0.990384615384615
"CRABP2",0.29052734375,0.29052734375,0.649635869367769,0.75,0.928571428571429
"ISG20L2",1,1,1,NA,0.947368421052632
"RRNAD1",1,1,1,1,0.976190476190476
"MRPL24",0.5,0.5,0.846573590279973,0.5,0.954545454545455
"HDGF",1,1,1,NA,0.916666666666667
