"","LoF_T","LoF_UT","LoF_OR","LoF_P_value","Missense_T","Missense_UT","Missense_OR","Missense_P_value","LoF.Missense_T","LoF.Missense_UT","LoF.Missense_OR","LoF.Missense_P_value"
"COMMD10",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"SEMA6A",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"DTWD2",5,2,2.50006680582914,0.2265625,0,0,0,1,5,2,2.50006680582914,0.2265625
"DMXL1",32,37,0.864869863584789,0.764815734070927,0,0,0,1,32,37,0.864869863584789,0.764815734070927
"TNFAIP8",0,1,0,1,0,0,0,1,0,1,0,1
"HSD17B4",5,5,1,0.623046875,0,0,0,1,5,5,1,0.623046875
"SLC6A19",10,13,0.769239832262526,0.797563552856445,0,0,0,1,10,13,0.769239832262526,0.797563552856445
"PRR16",0,0,0,1,0,0,0,1,0,0,0,1
"FTMT",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"SRFBP1",4,5,0.800007767854906,0.74609375,0,0,0,1,4,5,0.800007767854906,0.74609375
"LOX",0,2,0,1,0,0,0,1,0,2,0,1
"ZNF474",0,0,0,1,0,0,0,1,0,0,0,1
"SNCAIP",2,5,0.399989311352963,0.9375,0,0,0,1,2,5,0.399989311352963,0.9375
"SLC6A18",28,31,0.90323357280992,0.698538399371424,0,0,0,1,28,31,0.90323357280992,0.698538399371424
"SNX2",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"SNX24",3,2,1.49997155670705,0.5,0,0,0,1,3,2,1.49997155670705,0.5
"PPIC",5,2,2.50006680582914,0.2265625,0,0,0,1,5,2,2.50006680582914,0.2265625
"PRDM6",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"CEP120",3,4,0.750009838248499,0.7734375,0,0,0,1,3,4,0.750009838248499,0.7734375
"CSNK1G3",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"ZNF608",0,0,0,1,7,9,0.777786485980489,0.772750854492188,7,9,0.777786485980489,0.772750854492188
"TERT",0,0,0,1,13,14,0.928601811381707,0.649445980787277,13,14,0.928601811381707,0.649445980787277
"ALDH7A1",13,8,1.62496372108961,0.191655158996582,0,0,0,1,13,8,1.62496372108961,0.191655158996582
"PHAX",0,5,0,1,0,0,0,1,0,5,0,1
"LMNB1",11,2,5.49958068345024,0.01123046875,0,0,0,1,11,2,5.49958068345024,0.01123046875
"MARCH3",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"MEGF10",12,2,5.9995751553196,0.0064697265625,0,0,0,1,12,2,5.9995751553196,0.0064697265625
"PRRC1",11,10,1.09998370194395,0.5,0,0,0,1,11,10,1.09998370194395,0.5
"CTXN3",0,1,0,1,0,0,0,1,0,1,0,1
"SLC12A2",5,3,1.66662789881154,0.36328125,0,2,0,1,5,5,1,0.623046875
"FBN2",9,3,3.00007917498088,0.072998046875,0,0,0,1,9,3,3.00007917498088,0.072998046875
"SLC27A6",11,9,1.22221178418982,0.411901473999024,0,0,0,1,11,9,1.22221178418982,0.411901473999024
"ISOC1",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"ADAMTS19",3,5,0.600013956752488,0.85546875,30,18,1.66662787416268,0.0557014455305095,33,23,1.43475840175899,0.114402770617178
"CHSY3",1,0,Inf,0.5,27,32,0.843755889648877,0.782503597438923,28,32,0.875004580380494,0.740520998405173
"HINT1",0,1,0,1,0,0,0,1,0,1,0,1
"LYRM7",0,0,0,1,0,0,0,1,0,0,0,1
"CDC42SE2",0,0,0,1,0,0,0,1,0,0,0,1
"RAPGEF6",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
"FNIP1",1,2,0.500014255100735,0.875,1,5,0.200016783456664,0.984375,2,7,0.285751805602504,0.98046875
"CLPTM1L",4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
"ACSL6",4,1,3.99955850143943,0.1875,0,0,0,1,4,1,3.99955850143943,0.1875
"IL3",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"CSF2",0,0,0,1,0,0,0,1,0,0,0,1
"P4HA2",12,12,1,0.580590128898621,0,0,0,1,12,12,1,0.580590128898621
"PDLIM4",2,0,Inf,0.25,14,12,1.16665941953382,0.422509491443634,16,12,1.33331584040619,0.285794094204903
"SLC22A4",5,9,0.555569875658781,0.91021728515625,2,2,1,0.6875,7,11,0.636376993208959,0.881057739257812
"SLC22A5",5,9,0.555569875658781,0.91021728515625,0,0,0,1,5,9,0.555569875658781,0.91021728515625
"IRF1",0,0,0,1,0,1,0,1,0,1,0,1
"IL5",3,1,3.0000799907165,0.3125,0,0,0,1,3,1,3.0000799907165,0.3125
"RAD50",22,12,1.83328509644818,0.0607247424777597,0,0,0,1,22,12,1.83328509644818,0.0607247424777597
"IL13",0,0,0,1,0,0,0,1,0,0,0,1
"IL4",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"KIF3A",1,0,Inf,0.5,7,6,1.16665941848379,0.5,8,6,1.33331584236617,0.395263671875
"CCNI2",0,0,0,1,10,13,0.769239832262526,0.797563552856445,10,13,0.769239832262526,0.797563552856445
"SEPT8",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"SHROOM1",2,4,0.500014255437044,0.890625,10,15,0.666679312250328,0.885238528251648,12,19,0.631592402254875,0.925193607807159
"GDF9",2,8,0.250027633643813,0.9892578125,0,0,0,1,2,8,0.250027633643813,0.9892578125
"UQCRQ",0,1,0,1,0,0,0,1,0,1,0,1
"LEAP2",0,0,0,1,0,0,0,1,0,0,0,1
"AFF4",1,0,Inf,0.5,8,6,1.33331584236617,0.395263671875,9,6,1.49997155234536,0.303619384765625
"ZCCHC10",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"HSPA4",0,0,0,1,2,2,1,0.6875,2,2,1,0.6875
"FSTL4",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"C5orf15",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"VDAC1",0,0,0,1,0,2,0,1,0,2,0,1
"TCF7",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"SKP1",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"PPP2CA",0,0,0,1,1,5,0.200016783456664,0.984375,1,5,0.200016783456664,0.984375
"CDKL3",12,8,1.49997155016181,0.25172233581543,0,0,0,1,12,8,1.49997155016181,0.25172233581543
"UBE2B",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"CDKN2AIPNL",0,4,0,1,0,0,0,1,0,4,0,1
"JADE2",0,2,0,1,6,9,0.666679310308515,0.84912109375,6,11,0.54546889419314,0.928268432617188
"SAR1B",1,4,0.250027596706012,0.96875,0,0,0,1,1,4,0.250027596706012,0.96875
"SEC24A",6,1,5.99957559160261,0.0625,0,0,0,1,6,1,5.99957559160261,0.0625
"CAMLG",4,1,3.99955850143943,0.1875,0,0,0,1,4,1,3.99955850143943,0.1875
"DDX46",2,3,0.666679308369914,0.8125,8,5,1.59996525139297,0.29052734375,10,8,1.24998786282077,0.407264709472656
"C5orf24",0,0,0,1,0,0,0,1,0,0,0,1
"TXNDC15",5,3,1.66662789881154,0.36328125,0,0,0,1,5,3,1.66662789881154,0.36328125
"PCBD2",0,0,0,1,0,0,0,1,0,0,0,1
"CATSPER3",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"PITX1",0,0,0,1,14,9,1.55552356454578,0.202436447143555,14,9,1.55552356454578,0.202436447143555
"H2AFY",1,0,Inf,0.5,5,3,1.66662789881154,0.36328125,6,3,1.99994297853116,0.25390625
"TIFAB",0,0,0,1,0,0,0,1,0,0,0,1
"NEUROG1",0,1,0,1,0,0,0,1,0,1,0,1
"CXCL14",0,1,0,1,17,13,1.3076764915527,0.292332355864346,17,14,1.21427575089142,0.360050065908582
"SLC25A48",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"IL9",0,2,0,1,0,0,0,1,0,2,0,1
"LECT2",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"TGFBI",1,7,0.142866337613651,0.99609375,0,0,0,1,1,7,0.142866337613651,0.99609375
"SMAD5",1,0,Inf,0.5,1,2,0.500014255100735,0.875,2,2,1,0.6875
"TRPC7",3,7,0.428557766080607,0.9453125,4,4,1,0.63671875,7,11,0.636376993208959,0.881057739257812
"DNAH5",53,52,1.01923287613429,0.5,0,0,0,1,53,52,1.01923287613429,0.5
"SPOCK1",0,0,0,1,0,0,0,1,0,0,0,1
"KLHL3",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"HNRNPA0",0,0,0,1,3,6,0.500014255773652,0.91015625,3,6,0.500014255773652,0.91015625
"MYOT",3,2,1.49997155670705,0.5,0,0,0,1,3,2,1.49997155670705,0.5
"PKD2L2",15,21,0.714296888954655,0.878507522982545,0,0,0,1,15,21,0.714296888954655,0.878507522982545
"FAM13B",0,2,0,1,0,0,0,1,0,2,0,1
"WNT8A",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"NME5",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"BRD8",6,3,1.99994297853116,0.25390625,14,9,1.55552356454578,0.202436447143555,20,12,1.66662788404178,0.107663574861362
"KIF20A",5,5,1,0.623046875,1,0,Inf,0.5,6,5,1.19999087482567,0.5
"CDC23",1,1,1,0.75,1,2,0.500014255100735,0.875,2,3,0.666679308369914,0.8125
"GFRA3",0,0,0,1,21,16,1.31248387010349,0.255687890792615,21,16,1.31248387010349,0.255687890792615
"CDC25C",4,2,1.99994297987752,0.34375,0,0,0,1,4,2,1.99994297987752,0.34375
"FAM53C",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"KDM3B",0,1,0,1,8,6,1.33331584236617,0.395263671875,8,7,1.14285115631106,0.5
"REEP2",1,2,0.500014255100735,0.875,0,1,0,1,1,3,0.33332444571292,0.9375
"EGR1",0,1,0,1,1,6,0.166678456622776,0.9921875,1,7,0.142866337613651,0.99609375
"ETF1",0,0,0,1,0,2,0,1,0,2,0,1
"HSPA9",3,2,1.49997155670705,0.5,0,0,0,1,3,2,1.49997155670705,0.5
"CTNNA1",3,4,0.750009838248499,0.7734375,12,13,0.923102804150803,0.654981017112732,15,17,0.882357223816021,0.701692552072927
"LRRTM2",0,0,0,1,0,0,0,1,0,0,0,1
"SIL1",5,1,4.99958044879101,0.109375,0,0,0,1,5,1,4.99958044879101,0.109375
"MATR3",0,0,0,1,8,3,2.6667306135269,0.11328125,8,3,2.6667306135269,0.11328125
"PAIP2",0,0,0,1,0,0,0,1,0,0,0,1
"SLC23A1",2,2,1,0.6875,2,4,0.500014255437044,0.890625,4,6,0.666679309338813,0.828125
"MZB1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"PROB1",0,3,0,1,0,0,0,1,0,3,0,1
"SPATA24",13,13,1,0.577490508556366,0,0,0,1,13,13,1,0.577490508556366
"DNAJC18",6,6,1,0.61279296875,0,0,0,1,6,6,1,0.61279296875
"ECSCR",1,3,0.33332444571292,0.9375,0,0,0,1,1,3,0.33332444571292,0.9375
"SLC6A3",1,3,0.33332444571292,0.9375,4,2,1.99994297987752,0.34375,5,5,1,0.623046875
"TMEM173",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"UBE2D2",0,0,0,1,0,0,0,1,0,0,0,1
"CXXC5",0,0,0,1,0,0,0,1,0,0,0,1
"PSD2",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"NRG2",6,3,1.99994297853116,0.25390625,24,24,1,0.557283251356743,30,27,1.11110540302398,0.395683213889591
"PURA",0,0,0,1,2,7,0.285751805602504,0.98046875,2,7,0.285751805602504,0.98046875
"IGIP",0,0,0,1,0,0,0,1,0,0,0,1
"CYSTM1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"PFDN1",0,0,0,1,0,0,0,1,0,0,0,1
"PLEKHG4B",22,17,1.29410270978393,0.26119869024842,0,0,0,1,22,17,1.29410270978393,0.26119869024842
"HBEGF",1,2,0.500014255100735,0.875,3,5,0.600013956752488,0.85546875,4,7,0.571442807317693,0.88671875
"SLC4A9",9,16,0.562514291788201,0.94612392783165,0,0,0,1,9,16,0.562514291788201,0.94612392783165
"ANKHD1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"ANKHD1-EIF4EBP3",0,0,0,1,0,0,0,1,0,0,0,1
"EIF4EBP3",18,11,1.63632666600268,0.132465448230505,0,0,0,1,18,11,1.63632666600268,0.132465448230505
"SRA1",1,4,0.250027596706012,0.96875,0,0,0,1,1,4,0.250027596706012,0.96875
"APBB3",3,7,0.428557766080607,0.9453125,0,0,0,1,3,7,0.428557766080607,0.9453125
"SLC35A4",5,4,1.24998786284456,0.5,0,0,0,1,5,4,1.24998786284456,0.5
"CD14",0,0,0,1,0,0,0,1,0,0,0,1
"TMCO6",8,5,1.59996525139297,0.29052734375,0,0,0,1,8,5,1.59996525139297,0.29052734375
"NDUFA2",0,1,0,1,0,0,0,1,0,1,0,1
"IK",5,3,1.66662789881154,0.36328125,3,5,0.600013956752488,0.85546875,8,8,1,0.598190307617187
"WDR55",11,14,0.785722660901136,0.787821888923645,0,0,0,1,11,14,0.785722660901136,0.787821888923645
"DND1",0,0,0,1,0,0,0,1,0,0,0,1
"HARS",7,4,1.74995640367567,0.2744140625,0,0,0,1,7,4,1.74995640367567,0.2744140625
"HARS2",3,4,0.750009838248499,0.7734375,0,0,0,1,3,4,0.750009838248499,0.7734375
"ZMAT2",0,1,0,1,1,2,0.500014255100735,0.875,1,3,0.33332444571292,0.9375
"PCDHA1",7,1,6.99954948592764,0.03515625,0,0,0,1,7,1,6.99954948592764,0.03515625
"PCDHA2",11,18,0.611124918255389,0.931977026164532,0,0,0,1,11,18,0.611124918255389,0.931977026164532
"PCDHA3",12,3,3.99955731864749,0.017578125,0,0,0,1,12,3,3.99955731864749,0.017578125
"PCDHA4",3,7,0.428557766080607,0.9453125,0,0,0,1,3,7,0.428557766080607,0.9453125
"PCDHA5",5,3,1.66662789881154,0.36328125,0,0,0,1,5,3,1.66662789881154,0.36328125
"PCDHA6",3,2,1.49997155670705,0.5,0,0,0,1,3,2,1.49997155670705,0.5
"PCDHA7",14,8,1.74995639667079,0.143139362335205,0,0,0,1,14,8,1.74995639667079,0.143139362335205
"PCDHA9",2,5,0.399989311352963,0.9375,0,0,0,1,2,5,0.399989311352963,0.9375
"PCDHA10",11,9,1.22221178418982,0.411901473999024,0,0,0,1,11,9,1.22221178418982,0.411901473999024
"PCDHA11",6,8,0.750009838798097,0.78802490234375,0,0,0,1,6,8,0.750009838798097,0.78802490234375
"PCDHA12",17,10,1.69995926362378,0.123894281685352,0,0,0,1,17,10,1.69995926362378,0.123894281685352
"PCDHA13",5,5,1,0.623046875,0,0,0,1,5,5,1,0.623046875
"PCDHAC1",38,41,0.926858135078947,0.673517812241769,0,0,0,1,38,41,0.926858135078947,0.673517812241769
"PCDHAC2",0,0,0,1,13,12,1.08330295986907,0.5,13,12,1.08330295986907,0.5
"PCDHB1",19,24,0.791674790028246,0.819811173532116,0,0,0,1,19,24,0.791674790028246,0.819811173532116
"PCDHB5",0,0,0,1,0,0,0,1,0,0,0,1
"PCDHB7",0,0,0,1,0,0,0,1,0,0,0,1
"PCDHB8",0,0,0,1,0,0,0,1,0,0,0,1
"PCDHB11",0,0,0,1,0,0,0,1,0,0,0,1
"PCDHB12",0,0,0,1,0,0,0,1,0,0,0,1
"PCDHB13",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"PCDHB14",0,0,0,1,0,0,0,1,0,0,0,1
"PCDHB15",0,0,0,1,0,0,0,1,0,0,0,1
"SLC25A2",18,30,0.600013965626493,0.970268312373115,0,0,0,1,18,30,0.600013965626493,0.970268312373115
"TAF7",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"PCDHGA1",13,6,2.16660119491642,0.0835342407226563,0,0,0,1,13,6,2.16660119491642,0.0835342407226563
"PCDHGA2",8,5,1.59996525139297,0.29052734375,0,0,0,1,8,5,1.59996525139297,0.29052734375
"PCDHGA3",20,12,1.66662788404178,0.107663574861362,0,0,0,1,20,12,1.66662788404178,0.107663574861362
"PCDHGB1",20,16,1.2499878627668,0.308859658514848,0,0,0,1,20,16,1.2499878627668,0.308859658514848
"PCDHGA4",25,19,1.31577312838582,0.225690416198063,0,0,0,1,25,19,1.31577312838582,0.225690416198063
"PCDHGB2",14,14,1,0.574722990393638,0,0,0,1,14,14,1,0.574722990393638
"PCDHGA5",23,34,0.676482969955076,0.944419440448003,0,0,0,1,23,34,0.676482969955076,0.944419440448003
"PCDHGB3",0,0,0,1,0,0,0,1,0,0,0,1
"PCDHGA6",13,15,0.866671593104472,0.714205905795097,0,0,0,1,13,15,0.866671593104472,0.714205905795097
"PCDHGA7",10,14,0.714296887336591,0.846271872520447,0,0,0,1,10,14,0.714296887336591,0.846271872520447
"PCDHGB4",9,3,3.00007917498088,0.072998046875,0,0,0,1,9,3,3.00007917498088,0.072998046875
"PCDHGA8",9,11,0.818188805684668,0.74827766418457,0,0,0,1,9,11,0.818188805684668,0.74827766418457
"PCDHGA9",10,6,1.66662789389482,0.227249145507813,0,0,0,1,10,6,1.66662789389482,0.227249145507813
"PCDHGB6",13,9,1.44441961308513,0.261733531951904,0,0,0,1,13,9,1.44441961308513,0.261733531951904
"PCDHGA10",14,20,0.700011657421705,0.885259493486956,0,0,0,1,14,20,0.700011657421705,0.885259493486956
"PCDHGB7",9,8,1.12499491149791,0.5,0,0,0,1,9,8,1.12499491149791,0.5
"PCDHGA11",11,13,0.84615963525029,0.729371905326843,0,0,0,1,11,13,0.84615963525029,0.729371905326843
"PCDHGA12",23,17,1.35292238932653,0.214795253921694,0,0,0,1,23,17,1.35292238932653,0.214795253921694
"PCDHGC3",0,2,0,1,0,0,0,1,0,2,0,1
"PCDHGC4",0,0,0,1,0,0,0,1,0,0,0,1
"PCDHGC5",5,1,4.99958044879101,0.109375,0,0,0,1,5,1,4.99958044879101,0.109375
"DIAPH1",3,2,1.49997155670705,0.5,0,0,0,1,3,2,1.49997155670705,0.5
"HDAC3",0,1,0,1,5,3,1.66662789881154,0.36328125,5,4,1.24998786284456,0.5
"RELL2",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"FCHSD1",12,9,1.33331584138716,0.331811904907227,0,0,0,1,12,9,1.33331584138716,0.331811904907227
"ARAP3",3,4,0.750009838248499,0.7734375,0,0,0,1,3,4,0.750009838248499,0.7734375
"PCDH1",0,1,0,1,0,0,0,1,0,1,0,1
"PCDH12",11,15,0.733343815639524,0.836530208587646,0,0,0,1,11,15,0.733343815639524,0.836530208587646
"RNF14",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"GNPDA1",3,5,0.600013956752488,0.85546875,0,0,0,1,3,5,0.600013956752488,0.85546875
"NDFIP1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"SPRY4",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"FGF1",0,0,0,1,0,0,0,1,0,0,0,1
"TRIO",3,1,3.0000799907165,0.3125,22,41,0.53659973172966,0.994429296292347,25,42,0.595252123191177,0.986440003798437
"ARHGAP26",3,2,1.49997155670705,0.5,0,0,0,1,3,2,1.49997155670705,0.5
"NR3C1",0,0,0,1,1,6,0.166678456622776,0.9921875,1,6,0.166678456622776,0.9921875
"YIPF5",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"KCTD16",0,0,0,1,0,0,0,1,0,0,0,1
"PRELID2",7,3,2.33340772037698,0.171875,0,0,0,1,7,3,2.33340772037698,0.171875
"GRXCR2",6,4,1.49997155452711,0.376953125,0,0,0,1,6,4,1.49997155452711,0.376953125
"SH3RF2",10,14,0.714296887336591,0.846271872520447,0,0,0,1,10,14,0.714296887336591,0.846271872520447
"PLAC8L1",0,2,0,1,0,0,0,1,0,2,0,1
"LARS",1,11,0.0909386574418579,0.999755859375,0,0,0,1,1,11,0.0909386574418579,0.999755859375
"RBM27",0,1,0,1,0,0,0,1,0,1,0,1
"POU4F3",0,0,0,1,0,0,0,1,0,0,0,1
"LPCAT1",0,0,0,1,0,0,0,1,0,0,0,1
"TCERG1",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"GPR151",27,35,0.771437545516338,0.873572802905945,0,0,0,1,27,35,0.771437545516338,0.873572802905945
"PPP2R2B",2,0,Inf,0.25,0,1,0,1,2,1,1.99994298122268,0.5
"ANKH",1,2,0.500014255100735,0.875,8,10,0.800007767870128,0.759658813476562,9,12,0.750009839348803,0.808344841003418
"STK32A",9,12,0.750009839348803,0.808344841003418,0,0,0,1,9,12,0.750009839348803,0.808344841003418
"DPYSL3",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"JAKMIP2",1,1,1,0.75,1,5,0.200016783456664,0.984375,2,6,0.33332449100887,0.96484375
"SPINK1",1,3,0.33332444571292,0.9375,0,0,0,1,1,3,0.33332444571292,0.9375
"SCGB3A2",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"C5orf46",3,1,3.0000799907165,0.3125,0,0,0,1,3,1,3.0000799907165,0.3125
"SPINK5",11,10,1.09998370194395,0.5,0,0,0,1,11,10,1.09998370194395,0.5
"SPINK14",0,0,0,1,0,0,0,1,0,0,0,1
"SPINK6",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"SPINK13",0,0,0,1,0,0,0,1,0,0,0,1
"SPINK7",0,3,0,1,0,0,0,1,0,3,0,1
"SPINK9",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"FBXO38",2,1,1.99994298122268,0.5,1,3,0.33332444571292,0.9375,3,4,0.750009838248499,0.7734375
"HTR4",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"ADRB2",2,4,0.500014255437044,0.890625,0,0,0,1,2,4,0.500014255437044,0.890625
"SH3TC2",34,24,1.41664365539012,0.11852355738136,0,0,0,1,34,24,1.41664365539012,0.11852355738136
"ABLIM3",3,2,1.49997155670705,0.5,0,0,0,1,3,2,1.49997155670705,0.5
"AFAP1L1",14,12,1.16665941953382,0.422509491443634,0,0,0,1,14,12,1.16665941953382,0.422509491443634
"GRPEL2",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"PCYOX1L",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"IL17B",11,6,1.83328510689726,0.166152954101563,0,0,0,1,11,6,1.83328510689726,0.166152954101563
"CSNK1A1",0,0,0,1,4,0,Inf,0.0625,4,0,Inf,0.0625
"ARHGEF37",15,14,1.07145949984087,0.5,0,0,0,1,15,14,1.07145949984087,0.5
"PPARGC1B",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"PDE6A",14,8,1.74995639667079,0.143139362335205,0,0,0,1,14,8,1.74995639667079,0.143139362335205
"SLC26A2",8,9,0.888892909451939,0.685470581054688,0,0,0,1,8,9,0.888892909451939,0.685470581054688
"TIGD6",0,0,0,1,0,0,0,1,0,0,0,1
"CSF1R",2,3,0.666679308369914,0.8125,1,2,0.500014255100735,0.875,3,5,0.600013956752488,0.85546875
"PDGFRB",2,2,1,0.6875,9,10,0.900004766557158,0.676197052001953,11,12,0.916687019413837,0.661180257797241
"CDX1",0,0,0,1,0,0,0,1,0,0,0,1
"SLC6A7",7,9,0.777786485980489,0.772750854492188,0,0,0,1,7,9,0.777786485980489,0.772750854492188
"CAMK2A",1,0,Inf,0.5,6,4,1.49997155452711,0.376953125,7,4,1.74995640367567,0.2744140625
"ARSI",13,11,1.18181009627599,0.419409871101379,0,0,0,1,13,11,1.18181009627599,0.419409871101379
"TCOF1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"CD74",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"RPS14",0,0,0,1,2,1,1.99994298122268,0.5,2,1,1.99994298122268,0.5
"NDST1",3,2,1.49997155670705,0.5,2,2,1,0.6875,5,4,1.24998786284456,0.5
"SYNPO",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"MYOZ3",28,35,0.800007767966717,0.843248473351773,0,0,0,1,28,35,0.800007767966717,0.843248473351773
"RBM22",0,0,0,1,4,4,1,0.63671875,4,4,1,0.63671875
"DCTN4",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"SMIM3",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"ZNF300",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"GPX3",11,5,2.19993285834997,0.105056762695313,0,0,0,1,11,5,2.19993285834997,0.105056762695313
"TNIP1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"ANXA6",3,1,3.0000799907165,0.3125,0,0,0,1,3,1,3.0000799907165,0.3125
"CCDC69",6,12,0.500014256785272,0.951873779296875,0,0,0,1,6,12,0.500014256785272,0.951873779296875
"GM2A",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"SLC36A3",5,4,1.24998786284456,0.5,0,0,0,1,5,4,1.24998786284456,0.5
"SLC36A2",13,11,1.18181009627599,0.419409871101379,0,0,0,1,13,11,1.18181009627599,0.419409871101379
"SLC36A1",5,5,1,0.623046875,0,0,0,1,5,5,1,0.623046875
"FAT2",11,17,0.647071952389608,0.907533328980207,0,0,0,1,11,17,0.647071952389608,0.907533328980207
"SPARC",0,0,0,1,0,0,0,1,0,0,0,1
"ATOX1",0,0,0,1,0,0,0,1,0,0,0,1
"G3BP1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"GLRA1",2,4,0.500014255437044,0.890625,12,11,1.09088486999569,0.5,14,15,0.93330639202743,0.644464448094368
"NMUR2",4,1,3.99955850143943,0.1875,0,0,0,1,4,1,3.99955850143943,0.1875
"GRIA1",4,1,3.99955850143943,0.1875,16,18,0.888892908216961,0.69620431936346,20,19,1.05264876466869,0.5
"FAM114A2",3,8,0.374991007688416,0.96728515625,0,0,0,1,3,8,0.374991007688416,0.96728515625
"MFAP3",4,1,3.99955850143943,0.1875,0,0,0,1,4,1,3.99955850143943,0.1875
"GALNT10",5,5,1,0.623046875,0,0,0,1,5,5,1,0.623046875
"SAP30L",0,0,0,1,0,0,0,1,0,0,0,1
"HAND1",0,0,0,1,0,0,0,1,0,0,0,1
"LARP1",0,0,0,1,0,0,0,1,0,0,0,1
"FAXDC2",4,9,0.444428746304954,0.953857421875,0,0,0,1,4,9,0.444428746304954,0.953857421875
"CNOT8",1,0,Inf,0.5,1,1,1,0.75,2,1,1.99994298122268,0.5
"GEMIN5",14,17,0.823536169001056,0.763435170054436,0,0,0,1,14,17,0.823536169001056,0.763435170054436
"MRPL22",6,6,1,0.61279296875,0,0,0,1,6,6,1,0.61279296875
"FBXL7",2,0,Inf,0.25,4,6,0.666679309338813,0.828125,6,6,1,0.61279296875
"KIF4B",10,10,1,0.588098526000976,0,0,0,1,10,10,1,0.588098526000976
"SGCD",0,2,0,1,0,0,0,1,0,2,0,1
"TIMD4",11,15,0.733343815639524,0.836530208587646,0,0,0,1,11,15,0.733343815639524,0.836530208587646
"HAVCR1",0,1,0,1,0,0,0,1,0,1,0,1
"HAVCR2",0,0,0,1,0,0,0,1,0,0,0,1
"MED7",0,0,0,1,0,0,0,1,0,0,0,1
"FAM71B",0,1,0,1,0,0,0,1,0,1,0,1
"ITK",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
"CYFIP2",0,0,0,1,18,13,1.38459450290059,0.236564829945564,18,13,1.38459450290059,0.236564829945564
